2018-12-18 14:30  to 2018-12-18 14:45,0.021,,
2018-12-18 14:45  to 2018-12-18 15:00,0.112,,
2018-12-18 15:00  to 2018-12-18 15:15,0.089,,
2018-12-18 15:15  to 2018-12-18 15:30,0.056,,
2018-12-18 15:30  to 2018-12-18 15:45,0.045,,
2018-12-18 15:45  to 2018-12-18 16:00,0.008,,
2018-12-18 16:00  to 2018-12-18 16:15,0.000,,
2018-12-18 16:15  to 2018-12-18 16:30,0.000,,
2018-12-18 16:30  to 2018-12-18 16:45,0.000,,
2018-12-18 16:45  to 2018-12-18 17:00,0.000,,
2018-12-18 17:00  to 2018-12-18 17:15,0.000,,
2018-12-18 17:15  to 2018-12-18 17:30,0.000,,
2018-12-18 17:30  to 2018-12-18 17:45,0.000,,
2018-12-18 17:45  to 2018-12-18 18:00,0.000,,
2018-12-18 18:00  to 2018-12-18 18:15,0.000,,
2018-12-18 18:15  to 2018-12-18 18:30,0.000,,
2018-12-18 18:30  to 2018-12-18 18:45,0.000,,
2018-12-18 18:45  to 2018-12-18 19:00,0.000,,
2018-12-18 19:00  to 2018-12-18 19:15,0.000,,
2018-12-18 19:15  to 2018-12-18 19:30,0.000,,
2018-12-18 19:30  to 2018-12-18 19:45,0.000,,
2018-12-18 19:45  to 2018-12-18 20:00,0.000,,
2018-12-18 20:00  to 2018-12-18 20:15,0.000,,
2018-12-18 20:15  to 2018-12-18 20:30,0.000,,
2018-12-18 20:30  to 2018-12-18 20:45,0.000,,
2018-12-18 20:45  to 2018-12-18 21:00,0.000,,
2018-12-18 21:00  to 2018-12-18 21:15,0.000,,
2018-12-18 21:15  to 2018-12-18 21:30,0.000,,
2018-12-18 21:30  to 2018-12-18 21:45,0.000,,
2018-12-18 21:45  to 2018-12-18 22:00,0.000,,
2018-12-18 22:00  to 2018-12-18 22:15,0.000,,
2018-12-18 22:15  to 2018-12-18 22:30,0.000,,
2018-12-18 22:30  to 2018-12-18 22:45,0.000,,
2018-12-18 22:45  to 2018-12-18 23:00,0.000,,
2018-12-18 23:00  to 2018-12-18 23:15,0.000,,
2018-12-18 23:15  to 2018-12-18 23:30,0.000,,
2018-12-18 23:30  to 2018-12-18 23:45,0.000,,
2018-12-18 23:45  to 2018-12-19 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-12-19 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-12-19 00:00  to 2018-12-19 00:15,0.000,,
2018-12-19 00:15  to 2018-12-19 00:30,0.000,,
2018-12-19 00:30  to 2018-12-19 00:45,0.000,,
2018-12-19 00:45  to 2018-12-19 01:00,0.000,,
2018-12-19 01:00  to 2018-12-19 01:15,0.000,,
2018-12-19 01:15  to 2018-12-19 01:30,0.000,,
2018-12-19 01:30  to 2018-12-19 01:45,0.000,,
2018-12-19 01:45  to 2018-12-19 02:00,0.000,,
2018-12-19 02:00  to 2018-12-19 02:15,0.000,,
2018-12-19 02:15  to 2018-12-19 02:30,0.000,,
2018-12-19 02:30  to 2018-12-19 02:45,0.000,,
2018-12-19 02:45  to 2018-12-19 03:00,0.000,,
2018-12-19 03:00  to 2018-12-19 03:15,0.000,,
2018-12-19 03:15  to 2018-12-19 03:30,0.000,,
2018-12-19 03:30  to 2018-12-19 03:45,0.000,,
2018-12-19 03:45  to 2018-12-19 04:00,0.000,,
2018-12-19 04:00  to 2018-12-19 04:15,0.000,,
2018-12-19 04:15  to 2018-12-19 04:30,0.000,,
2018-12-19 04:30  to 2018-12-19 04:45,0.000,,
2018-12-19 04:45  to 2018-12-19 05:00,0.000,,
2018-12-19 05:00  to 2018-12-19 05:15,0.000,,
2018-12-19 05:15  to 2018-12-19 05:30,0.000,,
2018-12-19 05:30  to 2018-12-19 05:45,0.000,,
2018-12-19 05:45  to 2018-12-19 06:00,0.000,,
2018-12-19 06:00  to 2018-12-19 06:15,0.000,,
2018-12-19 06:15  to 2018-12-19 06:30,0.000,,
2018-12-19 06:30  to 2018-12-19 06:45,0.000,,
2018-12-19 06:45  to 2018-12-19 07:00,0.000,,
2018-12-19 07:00  to 2018-12-19 07:15,0.000,,
2018-12-19 07:15  to 2018-12-19 07:30,0.000,,
2018-12-19 07:30  to 2018-12-19 07:45,0.000,,
2018-12-19 07:45  to 2018-12-19 08:00,0.000,,
2018-12-19 08:00  to 2018-12-19 08:15,0.000,,
2018-12-19 08:15  to 2018-12-19 08:30,0.000,,
2018-12-19 08:30  to 2018-12-19 08:45,0.000,,
2018-12-19 08:45  to 2018-12-19 09:00,0.000,,
2018-12-19 09:00  to 2018-12-19 09:15,0.000,,
2018-12-19 09:15  to 2018-12-19 09:30,0.000,,
2018-12-19 09:30  to 2018-12-19 09:45,0.000,,
2018-12-19 09:45  to 2018-12-19 10:00,0.000,,
2018-12-19 10:00  to 2018-12-19 10:15,0.000,,
2018-12-19 10:15  to 2018-12-19 10:30,0.006,,
2018-12-19 10:30  to 2018-12-19 10:45,0.029,,
2018-12-19 10:45  to 2018-12-19 11:00,0.024,,
2018-12-19 11:00  to 2018-12-19 11:15,0.065,,
2018-12-19 11:15  to 2018-12-19 11:30,0.020,,
2018-12-19 11:30  to 2018-12-19 11:45,0.145,,
2018-12-19 11:45  to 2018-12-19 12:00,0.180,,
2018-12-19 12:00  to 2018-12-19 12:15,0.191,,
2018-12-19 12:15  to 2018-12-19 12:30,0.123,,
2018-12-19 12:30  to 2018-12-19 12:45,0.140,,
2018-12-19 12:45  to 2018-12-19 13:00,0.371,,
2018-12-19 13:00  to 2018-12-19 13:15,0.331,,
2018-12-19 13:15  to 2018-12-19 13:30,0.306,,
2018-12-19 13:30  to 2018-12-19 13:45,0.297,,
2018-12-19 13:45  to 2018-12-19 14:00,0.261,,
2018-12-19 14:00  to 2018-12-19 14:15,0.125,,
2018-12-19 14:15  to 2018-12-19 14:30,0.036,,
2018-12-19 14:30  to 2018-12-19 14:45,0.040,,
2018-12-19 14:45  to 2018-12-19 15:00,0.013,,
2018-12-19 15:00  to 2018-12-19 15:15,0.000,,
2018-12-19 15:15  to 2018-12-19 15:30,0.000,,
2018-12-19 15:30  to 2018-12-19 15:45,0.000,,
2018-12-19 15:45  to 2018-12-19 16:00,0.000,,
2018-12-19 16:00  to 2018-12-19 16:15,0.000,,
2018-12-19 16:15  to 2018-12-19 16:30,0.000,,
2018-12-19 16:30  to 2018-12-19 16:45,0.000,,
2018-12-19 16:45  to 2018-12-19 17:00,0.000,,
2018-12-19 17:00  to 2018-12-19 17:15,0.000,,
2018-12-19 17:15  to 2018-12-19 17:30,0.000,,
2018-12-19 17:30  to 2018-12-19 17:45,0.000,,
2018-12-19 17:45  to 2018-12-19 18:00,0.000,,
2018-12-19 18:00  to 2018-12-19 18:15,0.000,,
2018-12-19 18:15  to 2018-12-19 18:30,0.000,,
2018-12-19 18:30  to 2018-12-19 18:45,0.000,,
2018-12-19 18:45  to 2018-12-19 19:00,0.000,,
2018-12-19 19:00  to 2018-12-19 19:15,0.000,,
2018-12-19 19:15  to 2018-12-19 19:30,0.000,,
2018-12-19 19:30  to 2018-12-19 19:45,0.000,,
2018-12-19 19:45  to 2018-12-19 20:00,0.000,,
2018-12-19 20:00  to 2018-12-19 20:15,0.000,,
2018-12-19 20:15  to 2018-12-19 20:30,0.000,,
2018-12-19 20:30  to 2018-12-19 20:45,0.000,,
2018-12-19 20:45  to 2018-12-19 21:00,0.000,,
2018-12-19 21:00  to 2018-12-19 21:15,0.000,,
2018-12-19 21:15  to 2018-12-19 21:30,0.000,,
2018-12-19 21:30  to 2018-12-19 21:45,0.000,,
2018-12-19 21:45  to 2018-12-19 22:00,0.000,,
2018-12-19 22:00  to 2018-12-19 22:15,0.000,,
2018-12-19 22:15  to 2018-12-19 22:30,0.000,,
2018-12-19 22:30  to 2018-12-19 22:45,0.000,,
2018-12-19 22:45  to 2018-12-19 23:00,0.000,,
2018-12-19 23:00  to 2018-12-19 23:15,0.000,,
2018-12-19 23:15  to 2018-12-19 23:30,0.000,,
2018-12-19 23:30  to 2018-12-19 23:45,0.000,,
2018-12-19 23:45  to 2018-12-20 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-12-20 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-12-20 00:00  to 2018-12-20 00:15,0.000,,
2018-12-20 00:15  to 2018-12-20 00:30,0.000,,
2018-12-20 00:30  to 2018-12-20 00:45,0.000,,
2018-12-20 00:45  to 2018-12-20 01:00,0.000,,
2018-12-20 01:00  to 2018-12-20 01:15,0.000,,
2018-12-20 01:15  to 2018-12-20 01:30,0.000,,
2018-12-20 01:30  to 2018-12-20 01:45,0.000,,
2018-12-20 01:45  to 2018-12-20 02:00,0.000,,
2018-12-20 02:00  to 2018-12-20 02:15,0.000,,
2018-12-20 02:15  to 2018-12-20 02:30,0.000,,
2018-12-20 02:30  to 2018-12-20 02:45,0.000,,
2018-12-20 02:45  to 2018-12-20 03:00,0.000,,
2018-12-20 03:00  to 2018-12-20 03:15,0.000,,
2018-12-20 03:15  to 2018-12-20 03:30,0.000,,
2018-12-20 03:30  to 2018-12-20 03:45,0.000,,
2018-12-20 03:45  to 2018-12-20 04:00,0.000,,
2018-12-20 04:00  to 2018-12-20 04:15,0.000,,
2018-12-20 04:15  to 2018-12-20 04:30,0.000,,
2018-12-20 04:30  to 2018-12-20 04:45,0.000,,
2018-12-20 04:45  to 2018-12-20 05:00,0.000,,
2018-12-20 05:00  to 2018-12-20 05:15,0.000,,
2018-12-20 05:15  to 2018-12-20 05:30,0.000,,
2018-12-20 05:30  to 2018-12-20 05:45,0.000,,
2018-12-20 05:45  to 2018-12-20 06:00,0.000,,
2018-12-20 06:00  to 2018-12-20 06:15,0.000,,
2018-12-20 06:15  to 2018-12-20 06:30,0.000,,
2018-12-20 06:30  to 2018-12-20 06:45,0.000,,
2018-12-20 06:45  to 2018-12-20 07:00,0.000,,
2018-12-20 07:00  to 2018-12-20 07:15,0.000,,
2018-12-20 07:15  to 2018-12-20 07:30,0.000,,
2018-12-20 07:30  to 2018-12-20 07:45,0.000,,
2018-12-20 07:45  to 2018-12-20 08:00,0.000,,
2018-12-20 08:00  to 2018-12-20 08:15,0.000,,
2018-12-20 08:15  to 2018-12-20 08:30,0.000,,
2018-12-20 08:30  to 2018-12-20 08:45,0.000,,
2018-12-20 08:45  to 2018-12-20 09:00,0.000,,
2018-12-20 09:00  to 2018-12-20 09:15,0.000,,
2018-12-20 09:15  to 2018-12-20 09:30,0.000,,
2018-12-20 09:30  to 2018-12-20 09:45,0.000,,
2018-12-20 09:45  to 2018-12-20 10:00,0.000,,
2018-12-20 10:00  to 2018-12-20 10:15,0.000,,
2018-12-20 10:15  to 2018-12-20 10:30,0.000,,
2018-12-20 10:30  to 2018-12-20 10:45,0.000,,
2018-12-20 10:45  to 2018-12-20 11:00,0.001,,
2018-12-20 11:00  to 2018-12-20 11:15,0.002,,
2018-12-20 11:15  to 2018-12-20 11:30,0.000,,
2018-12-20 11:30  to 2018-12-20 11:45,0.000,,
2018-12-20 11:45  to 2018-12-20 12:00,0.012,,
2018-12-20 12:00  to 2018-12-20 12:15,0.003,,
2018-12-20 12:15  to 2018-12-20 12:30,0.021,,
2018-12-20 12:30  to 2018-12-20 12:45,0.037,,
2018-12-20 12:45  to 2018-12-20 13:00,0.038,,
2018-12-20 13:00  to 2018-12-20 13:15,0.013,,
2018-12-20 13:15  to 2018-12-20 13:30,0.000,,
2018-12-20 13:30  to 2018-12-20 13:45,0.005,,
2018-12-20 13:45  to 2018-12-20 14:00,0.010,,
2018-12-20 14:00  to 2018-12-20 14:15,0.000,,
2018-12-20 14:15  to 2018-12-20 14:30,0.000,,
2018-12-20 14:30  to 2018-12-20 14:45,0.000,,
2018-12-20 14:45  to 2018-12-20 15:00,0.000,,
2018-12-20 15:00  to 2018-12-20 15:15,0.000,,
2018-12-20 15:15  to 2018-12-20 15:30,0.000,,
2018-12-20 15:30  to 2018-12-20 15:45,0.000,,
2018-12-20 15:45  to 2018-12-20 16:00,0.000,,
2018-12-20 16:00  to 2018-12-20 16:15,0.000,,
2018-12-20 16:15  to 2018-12-20 16:30,0.000,,
2018-12-20 16:30  to 2018-12-20 16:45,0.000,,
2018-12-20 16:45  to 2018-12-20 17:00,0.000,,
2018-12-20 17:00  to 2018-12-20 17:15,0.000,,
2018-12-20 17:15  to 2018-12-20 17:30,0.000,,
2018-12-20 17:30  to 2018-12-20 17:45,0.000,,
2018-12-20 17:45  to 2018-12-20 18:00,0.000,,
2018-12-20 18:00  to 2018-12-20 18:15,0.000,,
2018-12-20 18:15  to 2018-12-20 18:30,0.000,,
2018-12-20 18:30  to 2018-12-20 18:45,0.000,,
2018-12-20 18:45  to 2018-12-20 19:00,0.000,,
2018-12-20 19:00  to 2018-12-20 19:15,0.000,,
2018-12-20 19:15  to 2018-12-20 19:30,0.000,,
2018-12-20 19:30  to 2018-12-20 19:45,0.000,,
2018-12-20 19:45  to 2018-12-20 20:00,0.000,,
2018-12-20 20:00  to 2018-12-20 20:15,0.000,,
2018-12-20 20:15  to 2018-12-20 20:30,0.000,,
2018-12-20 20:30  to 2018-12-20 20:45,0.000,,
2018-12-20 20:45  to 2018-12-20 21:00,0.000,,
2018-12-20 21:00  to 2018-12-20 21:15,0.000,,
2018-12-20 21:15  to 2018-12-20 21:30,0.000,,
2018-12-20 21:30  to 2018-12-20 21:45,0.000,,
2018-12-20 21:45  to 2018-12-20 22:00,0.000,,
2018-12-20 22:00  to 2018-12-20 22:15,0.000,,
2018-12-20 22:15  to 2018-12-20 22:30,0.000,,
2018-12-20 22:30  to 2018-12-20 22:45,0.000,,
2018-12-20 22:45  to 2018-12-20 23:00,0.000,,
2018-12-20 23:00  to 2018-12-20 23:15,0.000,,
2018-12-20 23:15  to 2018-12-20 23:30,0.000,,
2018-12-20 23:30  to 2018-12-20 23:45,0.000,,
2018-12-20 23:45  to 2018-12-21 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-12-21 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-12-21 00:00  to 2018-12-21 00:15,0.000,,
2018-12-21 00:15  to 2018-12-21 00:30,0.000,,
2018-12-21 00:30  to 2018-12-21 00:45,0.000,,
2018-12-21 00:45  to 2018-12-21 01:00,0.000,,
2018-12-21 01:00  to 2018-12-21 01:15,0.000,,
2018-12-21 01:15  to 2018-12-21 01:30,0.000,,
2018-12-21 01:30  to 2018-12-21 01:45,0.000,,
2018-12-21 01:45  to 2018-12-21 02:00,0.000,,
2018-12-21 02:00  to 2018-12-21 02:15,0.000,,
2018-12-21 02:15  to 2018-12-21 02:30,0.000,,
2018-12-21 02:30  to 2018-12-21 02:45,0.000,,
2018-12-21 02:45  to 2018-12-21 03:00,0.000,,
2018-12-21 03:00  to 2018-12-21 03:15,0.000,,
2018-12-21 03:15  to 2018-12-21 03:30,0.000,,
2018-12-21 03:30  to 2018-12-21 03:45,0.000,,
2018-12-21 03:45  to 2018-12-21 04:00,0.000,,
2018-12-21 04:00  to 2018-12-21 04:15,0.000,,
2018-12-21 04:15  to 2018-12-21 04:30,0.000,,
2018-12-21 04:30  to 2018-12-21 04:45,0.000,,
2018-12-21 04:45  to 2018-12-21 05:00,0.000,,
2018-12-21 05:00  to 2018-12-21 05:15,0.000,,
2018-12-21 05:15  to 2018-12-21 05:30,0.000,,
2018-12-21 05:30  to 2018-12-21 05:45,0.000,,
2018-12-21 05:45  to 2018-12-21 06:00,0.000,,
2018-12-21 06:00  to 2018-12-21 06:15,0.000,,
2018-12-21 06:15  to 2018-12-21 06:30,0.000,,
2018-12-21 06:30  to 2018-12-21 06:45,0.000,,
2018-12-21 06:45  to 2018-12-21 07:00,0.000,,
2018-12-21 07:00  to 2018-12-21 07:15,0.000,,
2018-12-21 07:15  to 2018-12-21 07:30,0.000,,
2018-12-21 07:30  to 2018-12-21 07:45,0.000,,
2018-12-21 07:45  to 2018-12-21 08:00,0.000,,
2018-12-21 08:00  to 2018-12-21 08:15,0.000,,
2018-12-21 08:15  to 2018-12-21 08:30,0.000,,
2018-12-21 08:30  to 2018-12-21 08:45,0.000,,
2018-12-21 08:45  to 2018-12-21 09:00,0.000,,
2018-12-21 09:00  to 2018-12-21 09:15,0.000,,
2018-12-21 09:15  to 2018-12-21 09:30,0.000,,
2018-12-21 09:30  to 2018-12-21 09:45,0.000,,
2018-12-21 09:45  to 2018-12-21 10:00,0.000,,
2018-12-21 10:00  to 2018-12-21 10:15,0.000,,
2018-12-21 10:15  to 2018-12-21 10:30,0.000,,
2018-12-21 10:30  to 2018-12-21 10:45,0.000,,
2018-12-21 10:45  to 2018-12-21 11:00,0.002,,
2018-12-21 11:00  to 2018-12-21 11:15,0.006,,
2018-12-21 11:15  to 2018-12-21 11:30,0.005,,
2018-12-21 11:30  to 2018-12-21 11:45,0.004,,
2018-12-21 11:45  to 2018-12-21 12:00,0.000,,
2018-12-21 12:00  to 2018-12-21 12:15,0.000,,
2018-12-21 12:15  to 2018-12-21 12:30,0.000,,
2018-12-21 12:30  to 2018-12-21 12:45,0.000,,
2018-12-21 12:45  to 2018-12-21 13:00,0.000,,
2018-12-21 13:00  to 2018-12-21 13:15,0.000,,
2018-12-21 13:15  to 2018-12-21 13:30,0.001,,
2018-12-21 13:30  to 2018-12-21 13:45,0.004,,
2018-12-21 13:45  to 2018-12-21 14:00,0.000,,
2018-12-21 14:00  to 2018-12-21 14:15,0.001,,
2018-12-21 14:15  to 2018-12-21 14:30,0.004,,
2018-12-21 14:30  to 2018-12-21 14:45,0.000,,
2018-12-21 14:45  to 2018-12-21 15:00,0.000,,
2018-12-21 15:00  to 2018-12-21 15:15,0.000,,
2018-12-21 15:15  to 2018-12-21 15:30,0.000,,
2018-12-21 15:30  to 2018-12-21 15:45,0.000,,
2018-12-21 15:45  to 2018-12-21 16:00,0.000,,
2018-12-21 16:00  to 2018-12-21 16:15,0.000,,
2018-12-21 16:15  to 2018-12-21 16:30,0.000,,
2018-12-21 16:30  to 2018-12-21 16:45,0.000,,
2018-12-21 16:45  to 2018-12-21 17:00,0.000,,
2018-12-21 17:00  to 2018-12-21 17:15,0.000,,
2018-12-21 17:15  to 2018-12-21 17:30,0.000,,
2018-12-21 17:30  to 2018-12-21 17:45,0.000,,
2018-12-21 17:45  to 2018-12-21 18:00,0.000,,
2018-12-21 18:00  to 2018-12-21 18:15,0.000,,
2018-12-21 18:15  to 2018-12-21 18:30,0.000,,
2018-12-21 18:30  to 2018-12-21 18:45,0.000,,
2018-12-21 18:45  to 2018-12-21 19:00,0.000,,
2018-12-21 19:00  to 2018-12-21 19:15,0.000,,
2018-12-21 19:15  to 2018-12-21 19:30,0.000,,
2018-12-21 19:30  to 2018-12-21 19:45,0.000,,
2018-12-21 19:45  to 2018-12-21 20:00,0.000,,
2018-12-21 20:00  to 2018-12-21 20:15,0.000,,
2018-12-21 20:15  to 2018-12-21 20:30,0.000,,
2018-12-21 20:30  to 2018-12-21 20:45,0.000,,
2018-12-21 20:45  to 2018-12-21 21:00,0.000,,
2018-12-21 21:00  to 2018-12-21 21:15,0.000,,
2018-12-21 21:15  to 2018-12-21 21:30,0.000,,
2018-12-21 21:30  to 2018-12-21 21:45,0.000,,
2018-12-21 21:45  to 2018-12-21 22:00,0.000,,
2018-12-21 22:00  to 2018-12-21 22:15,0.000,,
2018-12-21 22:15  to 2018-12-21 22:30,0.000,,
2018-12-21 22:30  to 2018-12-21 22:45,0.000,,
2018-12-21 22:45  to 2018-12-21 23:00,0.000,,
2018-12-21 23:00  to 2018-12-21 23:15,0.000,,
2018-12-21 23:15  to 2018-12-21 23:30,0.000,,
2018-12-21 23:30  to 2018-12-21 23:45,0.000,,
2018-12-21 23:45  to 2018-12-22 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-12-22 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-12-22 00:00  to 2018-12-22 00:15,0.000,,
2018-12-22 00:15  to 2018-12-22 00:30,0.000,,
2018-12-22 00:30  to 2018-12-22 00:45,0.000,,
2018-12-22 00:45  to 2018-12-22 01:00,0.000,,
2018-12-22 01:00  to 2018-12-22 01:15,0.000,,
2018-12-22 01:15  to 2018-12-22 01:30,0.000,,
2018-12-22 01:30  to 2018-12-22 01:45,0.000,,
2018-12-22 01:45  to 2018-12-22 02:00,0.000,,
2018-12-22 02:00  to 2018-12-22 02:15,0.000,,
2018-12-22 02:15  to 2018-12-22 02:30,0.000,,
2018-12-22 02:30  to 2018-12-22 02:45,0.000,,
2018-12-22 02:45  to 2018-12-22 03:00,0.000,,
2018-12-22 03:00  to 2018-12-22 03:15,0.000,,
2018-12-22 03:15  to 2018-12-22 03:30,0.000,,
2018-12-22 03:30  to 2018-12-22 03:45,0.000,,
2018-12-22 03:45  to 2018-12-22 04:00,0.000,,
2018-12-22 04:00  to 2018-12-22 04:15,0.000,,
2018-12-22 04:15  to 2018-12-22 04:30,0.000,,
2018-12-22 04:30  to 2018-12-22 04:45,0.000,,
2018-12-22 04:45  to 2018-12-22 05:00,0.000,,
2018-12-22 05:00  to 2018-12-22 05:15,0.000,,
2018-12-22 05:15  to 2018-12-22 05:30,0.000,,
2018-12-22 05:30  to 2018-12-22 05:45,0.000,,
2018-12-22 05:45  to 2018-12-22 06:00,0.000,,
2018-12-22 06:00  to 2018-12-22 06:15,0.000,,
2018-12-22 06:15  to 2018-12-22 06:30,0.000,,
2018-12-22 06:30  to 2018-12-22 06:45,0.000,,
2018-12-22 06:45  to 2018-12-22 07:00,0.000,,
2018-12-22 07:00  to 2018-12-22 07:15,0.000,,
2018-12-22 07:15  to 2018-12-22 07:30,0.000,,
2018-12-22 07:30  to 2018-12-22 07:45,0.000,,
2018-12-22 07:45  to 2018-12-22 08:00,0.000,,
2018-12-22 08:00  to 2018-12-22 08:15,0.000,,
2018-12-22 08:15  to 2018-12-22 08:30,0.000,,
2018-12-22 08:30  to 2018-12-22 08:45,0.000,,
2018-12-22 08:45  to 2018-12-22 09:00,0.000,,
2018-12-22 09:00  to 2018-12-22 09:15,0.000,,
2018-12-22 09:15  to 2018-12-22 09:30,0.000,,
2018-12-22 09:30  to 2018-12-22 09:45,0.012,,
2018-12-22 09:45  to 2018-12-22 10:00,0.000,,
2018-12-22 10:00  to 2018-12-22 10:15,0.000,,
2018-12-22 10:15  to 2018-12-22 10:30,0.000,,
2018-12-22 10:30  to 2018-12-22 10:45,0.004,,
2018-12-22 10:45  to 2018-12-22 11:00,0.000,,
2018-12-22 11:00  to 2018-12-22 11:15,0.001,,
2018-12-22 11:15  to 2018-12-22 11:30,0.014,,
2018-12-22 11:30  to 2018-12-22 11:45,0.016,,
2018-12-22 11:45  to 2018-12-22 12:00,0.006,,
2018-12-22 12:00  to 2018-12-22 12:15,0.013,,
2018-12-22 12:15  to 2018-12-22 12:30,0.005,,
2018-12-22 12:30  to 2018-12-22 12:45,0.016,,
2018-12-22 12:45  to 2018-12-22 13:00,0.016,,
2018-12-22 13:00  to 2018-12-22 13:15,0.016,,
2018-12-22 13:15  to 2018-12-22 13:30,0.008,,
2018-12-22 13:30  to 2018-12-22 13:45,0.002,,
2018-12-22 13:45  to 2018-12-22 14:00,0.005,,
2018-12-22 14:00  to 2018-12-22 14:15,0.000,,
2018-12-22 14:15  to 2018-12-22 14:30,0.000,,
2018-12-22 14:30  to 2018-12-22 14:45,0.000,,
2018-12-22 14:45  to 2018-12-22 15:00,0.000,,
2018-12-22 15:00  to 2018-12-22 15:15,0.000,,
2018-12-22 15:15  to 2018-12-22 15:30,0.000,,
2018-12-22 15:30  to 2018-12-22 15:45,0.000,,
2018-12-22 15:45  to 2018-12-22 16:00,0.000,,
2018-12-22 16:00  to 2018-12-22 16:15,0.000,,
2018-12-22 16:15  to 2018-12-22 16:30,0.000,,
