========================================,,,
Usage Information,,,
For: 955 KIRKWOOD ST,,,
========================================,,,
Meter Reading Information,,,
Type of readings: Electricity,,, ,  
========================================
Detailed Usage,,,
========================================,,,
Start date: 2019-01-02 00:00 for 16 days,,,
========================================
Interval Blockdata for period starting:, 2019-01-02 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-01-02 00:00  to 2019-01-02 00:15,0.000,,
2019-01-02 00:15  to 2019-01-02 00:30,0.000,,
2019-01-02 00:30  to 2019-01-02 00:45,0.000,,
2019-01-02 00:45  to 2019-01-02 01:00,0.000,,
2019-01-02 01:00  to 2019-01-02 01:15,0.000,,
2019-01-02 01:15  to 2019-01-02 01:30,0.000,,
2019-01-02 01:30  to 2019-01-02 01:45,0.000,,
2019-01-02 01:45  to 2019-01-02 02:00,0.000,,
2019-01-02 02:00  to 2019-01-02 02:15,0.000,,
2019-01-02 02:15  to 2019-01-02 02:30,0.000,,
2019-01-02 02:30  to 2019-01-02 02:45,0.000,,
2019-01-02 02:45  to 2019-01-02 03:00,0.000,,
2019-01-02 03:00  to 2019-01-02 03:15,0.000,,
2019-01-02 03:15  to 2019-01-02 03:30,0.000,,
2019-01-02 03:30  to 2019-01-02 03:45,0.000,,
2019-01-02 03:45  to 2019-01-02 04:00,0.000,,
2019-01-02 04:00  to 2019-01-02 04:15,0.000,,
2019-01-02 04:15  to 2019-01-02 04:30,0.000,,
2019-01-02 04:30  to 2019-01-02 04:45,0.000,,
2019-01-02 04:45  to 2019-01-02 05:00,0.000,,
2019-01-02 05:00  to 2019-01-02 05:15,0.000,,
2019-01-02 05:15  to 2019-01-02 05:30,0.000,,
2019-01-02 05:30  to 2019-01-02 05:45,0.000,,
2019-01-02 05:45  to 2019-01-02 06:00,0.000,,
2019-01-02 06:00  to 2019-01-02 06:15,0.000,,
2019-01-02 06:15  to 2019-01-02 06:30,0.000,,
2019-01-02 06:30  to 2019-01-02 06:45,0.000,,
2019-01-02 06:45  to 2019-01-02 07:00,0.000,,
2019-01-02 07:00  to 2019-01-02 07:15,0.000,,
2019-01-02 07:15  to 2019-01-02 07:30,0.000,,
2019-01-02 07:30  to 2019-01-02 07:45,0.000,,
2019-01-02 07:45  to 2019-01-02 08:00,0.000,,
2019-01-02 08:00  to 2019-01-02 08:15,0.000,,
2019-01-02 08:15  to 2019-01-02 08:30,0.000,,
2019-01-02 08:30  to 2019-01-02 08:45,0.000,,
2019-01-02 08:45  to 2019-01-02 09:00,0.000,,
2019-01-02 09:00  to 2019-01-02 09:15,0.000,,
2019-01-02 09:15  to 2019-01-02 09:30,0.000,,
2019-01-02 09:30  to 2019-01-02 09:45,0.000,,
2019-01-02 09:45  to 2019-01-02 10:00,0.000,,
2019-01-02 10:00  to 2019-01-02 10:15,0.000,,
2019-01-02 10:15  to 2019-01-02 10:30,0.000,,
2019-01-02 10:30  to 2019-01-02 10:45,0.000,,
2019-01-02 10:45  to 2019-01-02 11:00,0.000,,
2019-01-02 11:00  to 2019-01-02 11:15,0.000,,
2019-01-02 11:15  to 2019-01-02 11:30,0.000,,
2019-01-02 11:30  to 2019-01-02 11:45,0.000,,
2019-01-02 11:45  to 2019-01-02 12:00,0.000,,
2019-01-02 12:00  to 2019-01-02 12:15,0.000,,
2019-01-02 12:15  to 2019-01-02 12:30,0.000,,
2019-01-02 12:30  to 2019-01-02 12:45,0.000,,
2019-01-02 12:45  to 2019-01-02 13:00,0.000,,
2019-01-02 13:00  to 2019-01-02 13:15,0.000,,
2019-01-02 13:15  to 2019-01-02 13:30,0.000,,
2019-01-02 13:30  to 2019-01-02 13:45,0.000,,
2019-01-02 13:45  to 2019-01-02 14:00,0.000,,
2019-01-02 14:00  to 2019-01-02 14:15,0.001,,
2019-01-02 14:15  to 2019-01-02 14:30,0.003,,
2019-01-02 14:30  to 2019-01-02 14:45,0.001,,
2019-01-02 14:45  to 2019-01-02 15:00,0.000,,
2019-01-02 15:00  to 2019-01-02 15:15,0.000,,
2019-01-02 15:15  to 2019-01-02 15:30,0.000,,
2019-01-02 15:30  to 2019-01-02 15:45,0.000,,
2019-01-02 15:45  to 2019-01-02 16:00,0.000,,
2019-01-02 16:00  to 2019-01-02 16:15,0.000,,
2019-01-02 16:15  to 2019-01-02 16:30,0.000,,
2019-01-02 16:30  to 2019-01-02 16:45,0.000,,
2019-01-02 16:45  to 2019-01-02 17:00,0.000,,
2019-01-02 17:00  to 2019-01-02 17:15,0.000,,
2019-01-02 17:15  to 2019-01-02 17:30,0.000,,
2019-01-02 17:30  to 2019-01-02 17:45,0.000,,
2019-01-02 17:45  to 2019-01-02 18:00,0.000,,
2019-01-02 18:00  to 2019-01-02 18:15,0.000,,
2019-01-02 18:15  to 2019-01-02 18:30,0.000,,
2019-01-02 18:30  to 2019-01-02 18:45,0.000,,
2019-01-02 18:45  to 2019-01-02 19:00,0.000,,
2019-01-02 19:00  to 2019-01-02 19:15,0.000,,
2019-01-02 19:15  to 2019-01-02 19:30,0.000,,
2019-01-02 19:30  to 2019-01-02 19:45,0.000,,
2019-01-02 19:45  to 2019-01-02 20:00,0.000,,
2019-01-02 20:00  to 2019-01-02 20:15,0.000,,
2019-01-02 20:15  to 2019-01-02 20:30,0.000,,
2019-01-02 20:30  to 2019-01-02 20:45,0.000,,
2019-01-02 20:45  to 2019-01-02 21:00,0.000,,
