========================================,,,
Usage Information,,,
For: 955 KIRKWOOD ST,,,
========================================,,,
Meter Reading Information,,,
Type of readings: Electricity,,, ,  
========================================
Detailed Usage,,,
========================================,,,
Start date: 2019-04-01 00:00 for 16 days,,,
========================================
Interval Blockdata for period starting:, 2019-04-01 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-04-01 00:00  to 2019-04-01 00:15,0.000,,
2019-04-01 00:15  to 2019-04-01 00:30,0.000,,
2019-04-01 00:30  to 2019-04-01 00:45,0.000,,
2019-04-01 00:45  to 2019-04-01 01:00,0.000,,
2019-04-01 01:00  to 2019-04-01 01:15,0.000,,
2019-04-01 01:15  to 2019-04-01 01:30,0.000,,
2019-04-01 01:30  to 2019-04-01 01:45,0.000,,
2019-04-01 01:45  to 2019-04-01 02:00,0.000,,
2019-04-01 02:00  to 2019-04-01 02:15,0.000,,
2019-04-01 02:15  to 2019-04-01 02:30,0.000,,
2019-04-01 02:30  to 2019-04-01 02:45,0.000,,
2019-04-01 02:45  to 2019-04-01 03:00,0.000,,
2019-04-01 03:00  to 2019-04-01 03:15,0.000,,
2019-04-01 03:15  to 2019-04-01 03:30,0.000,,
2019-04-01 03:30  to 2019-04-01 03:45,0.000,,
2019-04-01 03:45  to 2019-04-01 04:00,0.000,,
2019-04-01 04:00  to 2019-04-01 04:15,0.000,,
2019-04-01 04:15  to 2019-04-01 04:30,0.000,,
2019-04-01 04:30  to 2019-04-01 04:45,0.000,,
2019-04-01 04:45  to 2019-04-01 05:00,0.000,,
2019-04-01 05:00  to 2019-04-01 05:15,0.000,,
2019-04-01 05:15  to 2019-04-01 05:30,0.000,,
2019-04-01 05:30  to 2019-04-01 05:45,0.000,,
2019-04-01 05:45  to 2019-04-01 06:00,0.000,,
2019-04-01 06:00  to 2019-04-01 06:15,0.000,,
2019-04-01 06:15  to 2019-04-01 06:30,0.000,,
2019-04-01 06:30  to 2019-04-01 06:45,0.000,,
2019-04-01 06:45  to 2019-04-01 07:00,0.000,,
2019-04-01 07:00  to 2019-04-01 07:15,0.000,,
2019-04-01 07:15  to 2019-04-01 07:30,0.000,,
2019-04-01 07:30  to 2019-04-01 07:45,0.002,,
2019-04-01 07:45  to 2019-04-01 08:00,0.020,,
2019-04-01 08:00  to 2019-04-01 08:15,0.036,,
2019-04-01 08:15  to 2019-04-01 08:30,0.024,,
2019-04-01 08:30  to 2019-04-01 08:45,0.000,,
2019-04-01 08:45  to 2019-04-01 09:00,0.000,,
2019-04-01 09:00  to 2019-04-01 09:15,0.030,,
2019-04-01 09:15  to 2019-04-01 09:30,0.001,,
2019-04-01 09:30  to 2019-04-01 09:45,0.041,,
2019-04-01 09:45  to 2019-04-01 10:00,0.265,,
2019-04-01 10:00  to 2019-04-01 10:15,0.379,,
2019-04-01 10:15  to 2019-04-01 10:30,0.464,,
2019-04-01 10:30  to 2019-04-01 10:45,0.464,,
2019-04-01 10:45  to 2019-04-01 11:00,0.499,,
2019-04-01 11:00  to 2019-04-01 11:15,0.507,,
2019-04-01 11:15  to 2019-04-01 11:30,0.499,,
2019-04-01 11:30  to 2019-04-01 11:45,0.488,,
2019-04-01 11:45  to 2019-04-01 12:00,0.450,,
2019-04-01 12:00  to 2019-04-01 12:15,0.413,,
2019-04-01 12:15  to 2019-04-01 12:30,0.412,,
2019-04-01 12:30  to 2019-04-01 12:45,0.378,,
2019-04-01 12:45  to 2019-04-01 13:00,0.291,,
2019-04-01 13:00  to 2019-04-01 13:15,0.349,,
2019-04-01 13:15  to 2019-04-01 13:30,0.385,,
2019-04-01 13:30  to 2019-04-01 13:45,0.324,,
2019-04-01 13:45  to 2019-04-01 14:00,0.262,,
2019-04-01 14:00  to 2019-04-01 14:15,0.137,,
2019-04-01 14:15  to 2019-04-01 14:30,0.276,,
2019-04-01 14:30  to 2019-04-01 14:45,0.230,,
2019-04-01 14:45  to 2019-04-01 15:00,0.178,,
2019-04-01 15:00  to 2019-04-01 15:15,0.192,,
2019-04-01 15:15  to 2019-04-01 15:30,0.188,,
2019-04-01 15:30  to 2019-04-01 15:45,0.050,,
2019-04-01 15:45  to 2019-04-01 16:00,0.048,,
2019-04-01 16:00  to 2019-04-01 16:15,0.066,,
2019-04-01 16:15  to 2019-04-01 16:30,0.037,,
2019-04-01 16:30  to 2019-04-01 16:45,0.013,,
2019-04-01 16:45  to 2019-04-01 17:00,0.000,,
2019-04-01 17:00  to 2019-04-01 17:15,0.000,,
2019-04-01 17:15  to 2019-04-01 17:30,0.000,,
2019-04-01 17:30  to 2019-04-01 17:45,0.000,,
2019-04-01 17:45  to 2019-04-01 18:00,0.000,,
2019-04-01 18:00  to 2019-04-01 18:15,0.000,,
2019-04-01 18:15  to 2019-04-01 18:30,0.000,,
2019-04-01 18:30  to 2019-04-01 18:45,0.000,,
2019-04-01 18:45  to 2019-04-01 19:00,0.000,,
2019-04-01 19:00  to 2019-04-01 19:15,0.000,,
2019-04-01 19:15  to 2019-04-01 19:30,0.000,,
2019-04-01 19:30  to 2019-04-01 19:45,0.000,,
2019-04-01 19:45  to 2019-04-01 20:00,0.000,,
2019-04-01 20:00  to 2019-04-01 20:15,0.000,,
2019-04-01 20:15  to 2019-04-01 20:30,0.000,,
2019-04-01 20:30  to 2019-04-01 20:45,0.000,,
2019-04-01 20:45  to 2019-04-01 21:00,0.000,,
2019-04-01 21:00  to 2019-04-01 21:15,0.000,,
2019-04-01 21:15  to 2019-04-01 21:30,0.000,,
2019-04-01 21:30  to 2019-04-01 21:45,0.000,,
2019-04-01 21:45  to 2019-04-01 22:00,0.000,,
2019-04-01 22:00  to 2019-04-01 22:15,0.000,,
2019-04-01 22:15  to 2019-04-01 22:30,0.000,,
2019-04-01 22:30  to 2019-04-01 22:45,0.000,,
2019-04-01 22:45  to 2019-04-01 23:00,0.000,,
2019-04-01 23:00  to 2019-04-01 23:15,0.000,,
2019-04-01 23:15  to 2019-04-01 23:30,0.000,,
2019-04-01 23:30  to 2019-04-01 23:45,0.000,,
2019-04-01 23:45  to 2019-04-02 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2019-04-02 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-04-02 00:00  to 2019-04-02 00:15,0.000,,
2019-04-02 00:15  to 2019-04-02 00:30,0.000,,
2019-04-02 00:30  to 2019-04-02 00:45,0.000,,
2019-04-02 00:45  to 2019-04-02 01:00,0.000,,
2019-04-02 01:00  to 2019-04-02 01:15,0.000,,
2019-04-02 01:15  to 2019-04-02 01:30,0.000,,
2019-04-02 01:30  to 2019-04-02 01:45,0.000,,
2019-04-02 01:45  to 2019-04-02 02:00,0.000,,
2019-04-02 02:00  to 2019-04-02 02:15,0.000,,
2019-04-02 02:15  to 2019-04-02 02:30,0.000,,
2019-04-02 02:30  to 2019-04-02 02:45,0.000,,
2019-04-02 02:45  to 2019-04-02 03:00,0.000,,
2019-04-02 03:00  to 2019-04-02 03:15,0.000,,
2019-04-02 03:15  to 2019-04-02 03:30,0.000,,
2019-04-02 03:30  to 2019-04-02 03:45,0.000,,
2019-04-02 03:45  to 2019-04-02 04:00,0.000,,
2019-04-02 04:00  to 2019-04-02 04:15,0.000,,
2019-04-02 04:15  to 2019-04-02 04:30,0.000,,
2019-04-02 04:30  to 2019-04-02 04:45,0.000,,
2019-04-02 04:45  to 2019-04-02 05:00,0.000,,
2019-04-02 05:00  to 2019-04-02 05:15,0.000,,
2019-04-02 05:15  to 2019-04-02 05:30,0.000,,
2019-04-02 05:30  to 2019-04-02 05:45,0.000,,
2019-04-02 05:45  to 2019-04-02 06:00,0.000,,
2019-04-02 06:00  to 2019-04-02 06:15,0.000,,
2019-04-02 06:15  to 2019-04-02 06:30,0.000,,
2019-04-02 06:30  to 2019-04-02 06:45,0.000,,
2019-04-02 06:45  to 2019-04-02 07:00,0.000,,
2019-04-02 07:00  to 2019-04-02 07:15,0.000,,
2019-04-02 07:15  to 2019-04-02 07:30,0.000,,
2019-04-02 07:30  to 2019-04-02 07:45,0.000,,
2019-04-02 07:45  to 2019-04-02 08:00,0.000,,
2019-04-02 08:00  to 2019-04-02 08:15,0.000,,
2019-04-02 08:15  to 2019-04-02 08:30,0.000,,
2019-04-02 08:30  to 2019-04-02 08:45,0.000,,
2019-04-02 08:45  to 2019-04-02 09:00,0.000,,
2019-04-02 09:00  to 2019-04-02 09:15,0.000,,
2019-04-02 09:15  to 2019-04-02 09:30,0.000,,
2019-04-02 09:30  to 2019-04-02 09:45,0.000,,
2019-04-02 09:45  to 2019-04-02 10:00,0.001,,
2019-04-02 10:00  to 2019-04-02 10:15,0.000,,
2019-04-02 10:15  to 2019-04-02 10:30,0.000,,
2019-04-02 10:30  to 2019-04-02 10:45,0.004,,
2019-04-02 10:45  to 2019-04-02 11:00,0.024,,
2019-04-02 11:00  to 2019-04-02 11:15,0.030,,
2019-04-02 11:15  to 2019-04-02 11:30,0.058,,
2019-04-02 11:30  to 2019-04-02 11:45,0.048,,
2019-04-02 11:45  to 2019-04-02 12:00,0.091,,
2019-04-02 12:00  to 2019-04-02 12:15,0.069,,
2019-04-02 12:15  to 2019-04-02 12:30,0.055,,
2019-04-02 12:30  to 2019-04-02 12:45,0.048,,
2019-04-02 12:45  to 2019-04-02 13:00,0.158,,
2019-04-02 13:00  to 2019-04-02 13:15,0.190,,
2019-04-02 13:15  to 2019-04-02 13:30,0.247,,
2019-04-02 13:30  to 2019-04-02 13:45,0.232,,
2019-04-02 13:45  to 2019-04-02 14:00,0.009,,
2019-04-02 14:00  to 2019-04-02 14:15,0.080,,
2019-04-02 14:15  to 2019-04-02 14:30,0.162,,
2019-04-02 14:30  to 2019-04-02 14:45,0.133,,
2019-04-02 14:45  to 2019-04-02 15:00,0.117,,
2019-04-02 15:00  to 2019-04-02 15:15,0.070,,
2019-04-02 15:15  to 2019-04-02 15:30,0.059,,
2019-04-02 15:30  to 2019-04-02 15:45,0.019,,
2019-04-02 15:45  to 2019-04-02 16:00,0.025,,
2019-04-02 16:00  to 2019-04-02 16:15,0.021,,
2019-04-02 16:15  to 2019-04-02 16:30,0.010,,
2019-04-02 16:30  to 2019-04-02 16:45,0.003,,
2019-04-02 16:45  to 2019-04-02 17:00,0.001,,
2019-04-02 17:00  to 2019-04-02 17:15,0.000,,
2019-04-02 17:15  to 2019-04-02 17:30,0.000,,
2019-04-02 17:30  to 2019-04-02 17:45,0.000,,
2019-04-02 17:45  to 2019-04-02 18:00,0.000,,
2019-04-02 18:00  to 2019-04-02 18:15,0.000,,
2019-04-02 18:15  to 2019-04-02 18:30,0.000,,
2019-04-02 18:30  to 2019-04-02 18:45,0.000,,
2019-04-02 18:45  to 2019-04-02 19:00,0.000,,
2019-04-02 19:00  to 2019-04-02 19:15,0.000,,
2019-04-02 19:15  to 2019-04-02 19:30,0.000,,
2019-04-02 19:30  to 2019-04-02 19:45,0.000,,
2019-04-02 19:45  to 2019-04-02 20:00,0.000,,
2019-04-02 20:00  to 2019-04-02 20:15,0.000,,
2019-04-02 20:15  to 2019-04-02 20:30,0.000,,
2019-04-02 20:30  to 2019-04-02 20:45,0.000,,
2019-04-02 20:45  to 2019-04-02 21:00,0.000,,
2019-04-02 21:00  to 2019-04-02 21:15,0.000,,
2019-04-02 21:15  to 2019-04-02 21:30,0.000,,
2019-04-02 21:30  to 2019-04-02 21:45,0.000,,
2019-04-02 21:45  to 2019-04-02 22:00,0.000,,
2019-04-02 22:00  to 2019-04-02 22:15,0.000,,
2019-04-02 22:15  to 2019-04-02 22:30,0.000,,
2019-04-02 22:30  to 2019-04-02 22:45,0.000,,
2019-04-02 22:45  to 2019-04-02 23:00,0.000,,
2019-04-02 23:00  to 2019-04-02 23:15,0.000,,
2019-04-02 23:15  to 2019-04-02 23:30,0.000,,
2019-04-02 23:30  to 2019-04-02 23:45,0.000,,
2019-04-02 23:45  to 2019-04-03 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2019-04-03 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-04-03 00:00  to 2019-04-03 00:15,0.000,,
2019-04-03 00:15  to 2019-04-03 00:30,0.000,,
2019-04-03 00:30  to 2019-04-03 00:45,0.000,,
2019-04-03 00:45  to 2019-04-03 01:00,0.000,,
2019-04-03 01:00  to 2019-04-03 01:15,0.000,,
2019-04-03 01:15  to 2019-04-03 01:30,0.000,,
2019-04-03 01:30  to 2019-04-03 01:45,0.000,,
2019-04-03 01:45  to 2019-04-03 02:00,0.000,,
2019-04-03 02:00  to 2019-04-03 02:15,0.000,,
2019-04-03 02:15  to 2019-04-03 02:30,0.000,,
2019-04-03 02:30  to 2019-04-03 02:45,0.000,,
2019-04-03 02:45  to 2019-04-03 03:00,0.000,,
2019-04-03 03:00  to 2019-04-03 03:15,0.000,,
2019-04-03 03:15  to 2019-04-03 03:30,0.000,,
2019-04-03 03:30  to 2019-04-03 03:45,0.000,,
2019-04-03 03:45  to 2019-04-03 04:00,0.000,,
2019-04-03 04:00  to 2019-04-03 04:15,0.000,,
2019-04-03 04:15  to 2019-04-03 04:30,0.000,,
2019-04-03 04:30  to 2019-04-03 04:45,0.000,,
2019-04-03 04:45  to 2019-04-03 05:00,0.000,,
2019-04-03 05:00  to 2019-04-03 05:15,0.000,,
2019-04-03 05:15  to 2019-04-03 05:30,0.000,,
2019-04-03 05:30  to 2019-04-03 05:45,0.000,,
2019-04-03 05:45  to 2019-04-03 06:00,0.000,,
2019-04-03 06:00  to 2019-04-03 06:15,0.000,,
2019-04-03 06:15  to 2019-04-03 06:30,0.000,,
2019-04-03 06:30  to 2019-04-03 06:45,0.001,,
2019-04-03 06:45  to 2019-04-03 07:00,0.005,,
2019-04-03 07:00  to 2019-04-03 07:15,0.056,,
2019-04-03 07:15  to 2019-04-03 07:30,0.118,,
2019-04-03 07:30  to 2019-04-03 07:45,0.152,,
2019-04-03 07:45  to 2019-04-03 08:00,0.207,,
2019-04-03 08:00  to 2019-04-03 08:15,0.262,,
2019-04-03 08:15  to 2019-04-03 08:30,0.312,,
2019-04-03 08:30  to 2019-04-03 08:45,0.346,,
2019-04-03 08:45  to 2019-04-03 09:00,0.370,,
2019-04-03 09:00  to 2019-04-03 09:15,0.390,,
2019-04-03 09:15  to 2019-04-03 09:30,0.364,,
2019-04-03 09:30  to 2019-04-03 09:45,0.440,,
2019-04-03 09:45  to 2019-04-03 10:00,0.437,,
2019-04-03 10:00  to 2019-04-03 10:15,0.446,,
2019-04-03 10:15  to 2019-04-03 10:30,0.454,,
2019-04-03 10:30  to 2019-04-03 10:45,0.455,,
2019-04-03 10:45  to 2019-04-03 11:00,0.447,,
2019-04-03 11:00  to 2019-04-03 11:15,0.399,,
2019-04-03 11:15  to 2019-04-03 11:30,0.479,,
2019-04-03 11:30  to 2019-04-03 11:45,0.350,,
2019-04-03 11:45  to 2019-04-03 12:00,0.478,,
2019-04-03 12:00  to 2019-04-03 12:15,0.412,,
2019-04-03 12:15  to 2019-04-03 12:30,0.426,,
2019-04-03 12:30  to 2019-04-03 12:45,0.345,,
2019-04-03 12:45  to 2019-04-03 13:00,0.203,,
2019-04-03 13:00  to 2019-04-03 13:15,0.159,,
2019-04-03 13:15  to 2019-04-03 13:30,0.254,,
2019-04-03 13:30  to 2019-04-03 13:45,0.197,,
2019-04-03 13:45  to 2019-04-03 14:00,0.246,,
2019-04-03 14:00  to 2019-04-03 14:15,0.160,,
2019-04-03 14:15  to 2019-04-03 14:30,0.110,,
2019-04-03 14:30  to 2019-04-03 14:45,0.066,,
2019-04-03 14:45  to 2019-04-03 15:00,0.054,,
2019-04-03 15:00  to 2019-04-03 15:15,0.027,,
2019-04-03 15:15  to 2019-04-03 15:30,0.040,,
2019-04-03 15:30  to 2019-04-03 15:45,0.040,,
2019-04-03 15:45  to 2019-04-03 16:00,0.004,,
2019-04-03 16:00  to 2019-04-03 16:15,0.001,,
2019-04-03 16:15  to 2019-04-03 16:30,0.000,,
2019-04-03 16:30  to 2019-04-03 16:45,0.000,,
2019-04-03 16:45  to 2019-04-03 17:00,0.000,,
2019-04-03 17:00  to 2019-04-03 17:15,0.000,,
2019-04-03 17:15  to 2019-04-03 17:30,0.000,,
2019-04-03 17:30  to 2019-04-03 17:45,0.000,,
2019-04-03 17:45  to 2019-04-03 18:00,0.000,,
2019-04-03 18:00  to 2019-04-03 18:15,0.000,,
2019-04-03 18:15  to 2019-04-03 18:30,0.000,,
2019-04-03 18:30  to 2019-04-03 18:45,0.000,,
2019-04-03 18:45  to 2019-04-03 19:00,0.000,,
2019-04-03 19:00  to 2019-04-03 19:15,0.000,,
2019-04-03 19:15  to 2019-04-03 19:30,0.000,,
2019-04-03 19:30  to 2019-04-03 19:45,0.000,,
2019-04-03 19:45  to 2019-04-03 20:00,0.000,,
2019-04-03 20:00  to 2019-04-03 20:15,0.000,,
2019-04-03 20:15  to 2019-04-03 20:30,0.000,,
2019-04-03 20:30  to 2019-04-03 20:45,0.000,,
2019-04-03 20:45  to 2019-04-03 21:00,0.000,,
2019-04-03 21:00  to 2019-04-03 21:15,0.000,,
2019-04-03 21:15  to 2019-04-03 21:30,0.000,,
2019-04-03 21:30  to 2019-04-03 21:45,0.000,,
2019-04-03 21:45  to 2019-04-03 22:00,0.000,,
2019-04-03 22:00  to 2019-04-03 22:15,0.000,,
2019-04-03 22:15  to 2019-04-03 22:30,0.000,,
2019-04-03 22:30  to 2019-04-03 22:45,0.000,,
2019-04-03 22:45  to 2019-04-03 23:00,0.000,,
2019-04-03 23:00  to 2019-04-03 23:15,0.000,,
2019-04-03 23:15  to 2019-04-03 23:30,0.000,,
2019-04-03 23:30  to 2019-04-03 23:45,0.000,,
2019-04-03 23:45  to 2019-04-04 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2019-04-04 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-04-04 00:00  to 2019-04-04 00:15,0.000,,
2019-04-04 00:15  to 2019-04-04 00:30,0.000,,
2019-04-04 00:30  to 2019-04-04 00:45,0.000,,
2019-04-04 00:45  to 2019-04-04 01:00,0.000,,
2019-04-04 01:00  to 2019-04-04 01:15,0.000,,
2019-04-04 01:15  to 2019-04-04 01:30,0.000,,
2019-04-04 01:30  to 2019-04-04 01:45,0.000,,
2019-04-04 01:45  to 2019-04-04 02:00,0.000,,
2019-04-04 02:00  to 2019-04-04 02:15,0.000,,
2019-04-04 02:15  to 2019-04-04 02:30,0.000,,
2019-04-04 02:30  to 2019-04-04 02:45,0.000,,
2019-04-04 02:45  to 2019-04-04 03:00,0.000,,
2019-04-04 03:00  to 2019-04-04 03:15,0.000,,
2019-04-04 03:15  to 2019-04-04 03:30,0.000,,
2019-04-04 03:30  to 2019-04-04 03:45,0.000,,
2019-04-04 03:45  to 2019-04-04 04:00,0.000,,
2019-04-04 04:00  to 2019-04-04 04:15,0.000,,
2019-04-04 04:15  to 2019-04-04 04:30,0.000,,
2019-04-04 04:30  to 2019-04-04 04:45,0.000,,
2019-04-04 04:45  to 2019-04-04 05:00,0.000,,
2019-04-04 05:00  to 2019-04-04 05:15,0.000,,
2019-04-04 05:15  to 2019-04-04 05:30,0.000,,
2019-04-04 05:30  to 2019-04-04 05:45,0.000,,
2019-04-04 05:45  to 2019-04-04 06:00,0.000,,
2019-04-04 06:00  to 2019-04-04 06:15,0.000,,
2019-04-04 06:15  to 2019-04-04 06:30,0.000,,
2019-04-04 06:30  to 2019-04-04 06:45,0.000,,
2019-04-04 06:45  to 2019-04-04 07:00,0.000,,
2019-04-04 07:00  to 2019-04-04 07:15,0.000,,
2019-04-04 07:15  to 2019-04-04 07:30,0.000,,
2019-04-04 07:30  to 2019-04-04 07:45,0.000,,
2019-04-04 07:45  to 2019-04-04 08:00,0.000,,
2019-04-04 08:00  to 2019-04-04 08:15,0.000,,
2019-04-04 08:15  to 2019-04-04 08:30,0.000,,
2019-04-04 08:30  to 2019-04-04 08:45,0.000,,
2019-04-04 08:45  to 2019-04-04 09:00,0.000,,
2019-04-04 09:00  to 2019-04-04 09:15,0.000,,
2019-04-04 09:15  to 2019-04-04 09:30,0.000,,
2019-04-04 09:30  to 2019-04-04 09:45,0.057,,
2019-04-04 09:45  to 2019-04-04 10:00,0.095,,
2019-04-04 10:00  to 2019-04-04 10:15,0.123,,
2019-04-04 10:15  to 2019-04-04 10:30,0.165,,
2019-04-04 10:30  to 2019-04-04 10:45,0.246,,
2019-04-04 10:45  to 2019-04-04 11:00,0.147,,
2019-04-04 11:00  to 2019-04-04 11:15,0.147,,
2019-04-04 11:15  to 2019-04-04 11:30,0.135,,
2019-04-04 11:30  to 2019-04-04 11:45,0.094,,
2019-04-04 11:45  to 2019-04-04 12:00,0.002,,
2019-04-04 12:00  to 2019-04-04 12:15,0.000,,
2019-04-04 12:15  to 2019-04-04 12:30,0.006,,
2019-04-04 12:30  to 2019-04-04 12:45,0.041,,
2019-04-04 12:45  to 2019-04-04 13:00,0.000,,
2019-04-04 13:00  to 2019-04-04 13:15,0.004,,
2019-04-04 13:15  to 2019-04-04 13:30,0.000,,
2019-04-04 13:30  to 2019-04-04 13:45,0.031,,
2019-04-04 13:45  to 2019-04-04 14:00,0.011,,
2019-04-04 14:00  to 2019-04-04 14:15,0.000,,
2019-04-04 14:15  to 2019-04-04 14:30,0.000,,
2019-04-04 14:30  to 2019-04-04 14:45,0.001,,
2019-04-04 14:45  to 2019-04-04 15:00,0.000,,
2019-04-04 15:00  to 2019-04-04 15:15,0.000,,
2019-04-04 15:15  to 2019-04-04 15:30,0.008,,
2019-04-04 15:30  to 2019-04-04 15:45,0.001,,
2019-04-04 15:45  to 2019-04-04 16:00,0.000,,
2019-04-04 16:00  to 2019-04-04 16:15,0.005,,
2019-04-04 16:15  to 2019-04-04 16:30,0.003,,
2019-04-04 16:30  to 2019-04-04 16:45,0.000,,
2019-04-04 16:45  to 2019-04-04 17:00,0.000,,
2019-04-04 17:00  to 2019-04-04 17:15,0.000,,
2019-04-04 17:15  to 2019-04-04 17:30,0.000,,
2019-04-04 17:30  to 2019-04-04 17:45,0.000,,
2019-04-04 17:45  to 2019-04-04 18:00,0.000,,
2019-04-04 18:00  to 2019-04-04 18:15,0.000,,
2019-04-04 18:15  to 2019-04-04 18:30,0.000,,
