========================================,,,
Usage Information,,,
For: 955 KIRKWOOD ST,,,
========================================,,,
Meter Reading Information,,,
Type of readings: Electricity,,, ,  
========================================
Detailed Usage,,,
========================================,,,
Start date: 2018-09-04 00:00 for 16 days,,,
========================================
Interval Blockdata for period starting:, 2018-09-04 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-09-04 00:00  to 2018-09-04 00:15,0.000,,
2018-09-04 00:15  to 2018-09-04 00:30,0.000,,
2018-09-04 00:30  to 2018-09-04 00:45,0.000,,
2018-09-04 00:45  to 2018-09-04 01:00,0.000,,
2018-09-04 01:00  to 2018-09-04 01:15,0.000,,
2018-09-04 01:15  to 2018-09-04 01:30,0.000,,
2018-09-04 01:30  to 2018-09-04 01:45,0.000,,
2018-09-04 01:45  to 2018-09-04 02:00,0.000,,
2018-09-04 02:00  to 2018-09-04 02:15,0.000,,
2018-09-04 02:15  to 2018-09-04 02:30,0.000,,
2018-09-04 02:30  to 2018-09-04 02:45,0.000,,
2018-09-04 02:45  to 2018-09-04 03:00,0.000,,
2018-09-04 03:00  to 2018-09-04 03:15,0.000,,
2018-09-04 03:15  to 2018-09-04 03:30,0.000,,
2018-09-04 03:30  to 2018-09-04 03:45,0.000,,
2018-09-04 03:45  to 2018-09-04 04:00,0.000,,
2018-09-04 04:00  to 2018-09-04 04:15,0.000,,
2018-09-04 04:15  to 2018-09-04 04:30,0.000,,
2018-09-04 04:30  to 2018-09-04 04:45,0.000,,
2018-09-04 04:45  to 2018-09-04 05:00,0.000,,
2018-09-04 05:00  to 2018-09-04 05:15,0.000,,
2018-09-04 05:15  to 2018-09-04 05:30,0.000,,
2018-09-04 05:30  to 2018-09-04 05:45,0.000,,
2018-09-04 05:45  to 2018-09-04 06:00,0.000,,
2018-09-04 06:00  to 2018-09-04 06:15,0.000,,
2018-09-04 06:15  to 2018-09-04 06:30,0.000,,
2018-09-04 06:30  to 2018-09-04 06:45,0.000,,
2018-09-04 06:45  to 2018-09-04 07:00,0.000,,
2018-09-04 07:00  to 2018-09-04 07:15,0.013,,
2018-09-04 07:15  to 2018-09-04 07:30,0.055,,
2018-09-04 07:30  to 2018-09-04 07:45,0.116,,
2018-09-04 07:45  to 2018-09-04 08:00,0.167,,
2018-09-04 08:00  to 2018-09-04 08:15,0.218,,
2018-09-04 08:15  to 2018-09-04 08:30,0.145,,
2018-09-04 08:30  to 2018-09-04 08:45,0.260,,
2018-09-04 08:45  to 2018-09-04 09:00,0.273,,
2018-09-04 09:00  to 2018-09-04 09:15,0.142,,
2018-09-04 09:15  to 2018-09-04 09:30,0.071,,
2018-09-04 09:30  to 2018-09-04 09:45,0.061,,
2018-09-04 09:45  to 2018-09-04 10:00,0.152,,
2018-09-04 10:00  to 2018-09-04 10:15,0.220,,
2018-09-04 10:15  to 2018-09-04 10:30,0.271,,
2018-09-04 10:30  to 2018-09-04 10:45,0.103,,
2018-09-04 10:45  to 2018-09-04 11:00,0.087,,
2018-09-04 11:00  to 2018-09-04 11:15,0.245,,
