2018-06-29 13:00  to 2018-06-29 13:15,1.094,,
2018-06-29 13:15  to 2018-06-29 13:30,0.916,,
2018-06-29 13:30  to 2018-06-29 13:45,0.311,,
2018-06-29 13:45  to 2018-06-29 14:00,0.000,,
2018-06-29 14:00  to 2018-06-29 14:15,0.000,,
2018-06-29 14:15  to 2018-06-29 14:30,0.001,,
2018-06-29 14:30  to 2018-06-29 14:45,0.001,,
2018-06-29 14:45  to 2018-06-29 15:00,0.016,,
2018-06-29 15:00  to 2018-06-29 15:15,0.092,,
2018-06-29 15:15  to 2018-06-29 15:30,0.000,,
2018-06-29 15:30  to 2018-06-29 15:45,0.000,,
2018-06-29 15:45  to 2018-06-29 16:00,0.000,,
2018-06-29 16:00  to 2018-06-29 16:15,0.000,,
2018-06-29 16:15  to 2018-06-29 16:30,0.000,,
2018-06-29 16:30  to 2018-06-29 16:45,0.057,,
2018-06-29 16:45  to 2018-06-29 17:00,0.007,,
2018-06-29 17:00  to 2018-06-29 17:15,0.024,,
2018-06-29 17:15  to 2018-06-29 17:30,0.127,,
2018-06-29 17:30  to 2018-06-29 17:45,0.328,,
2018-06-29 17:45  to 2018-06-29 18:00,0.223,,
2018-06-29 18:00  to 2018-06-29 18:15,0.154,,
2018-06-29 18:15  to 2018-06-29 18:30,0.156,,
2018-06-29 18:30  to 2018-06-29 18:45,0.303,,
2018-06-29 18:45  to 2018-06-29 19:00,0.415,,
2018-06-29 19:00  to 2018-06-29 19:15,1.571,,
2018-06-29 19:15  to 2018-06-29 19:30,1.545,,
2018-06-29 19:30  to 2018-06-29 19:45,1.553,,
2018-06-29 19:45  to 2018-06-29 20:00,1.326,,
2018-06-29 20:00  to 2018-06-29 20:15,1.258,,
2018-06-29 20:15  to 2018-06-29 20:30,1.271,,
2018-06-29 20:30  to 2018-06-29 20:45,1.292,,
2018-06-29 20:45  to 2018-06-29 21:00,1.286,,
2018-06-29 21:00  to 2018-06-29 21:15,1.276,,
2018-06-29 21:15  to 2018-06-29 21:30,1.170,,
2018-06-29 21:30  to 2018-06-29 21:45,1.163,,
2018-06-29 21:45  to 2018-06-29 22:00,1.163,,
2018-06-29 22:00  to 2018-06-29 22:15,1.147,,
2018-06-29 22:15  to 2018-06-29 22:30,1.107,,
2018-06-29 22:30  to 2018-06-29 22:45,1.127,,
2018-06-29 22:45  to 2018-06-29 23:00,1.100,,
2018-06-29 23:00  to 2018-06-29 23:15,0.827,,
2018-06-29 23:15  to 2018-06-29 23:30,0.100,,
2018-06-29 23:30  to 2018-06-29 23:45,0.148,,
2018-06-29 23:45  to 2018-06-30 00:00,0.104,,

========================================
Interval Blockdata for period starting:, 2018-06-30 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-06-30 00:00  to 2018-06-30 00:15,0.223,,
2018-06-30 00:15  to 2018-06-30 00:30,0.111,,
2018-06-30 00:30  to 2018-06-30 00:45,0.094,,
2018-06-30 00:45  to 2018-06-30 01:00,0.113,,
2018-06-30 01:00  to 2018-06-30 01:15,0.222,,
2018-06-30 01:15  to 2018-06-30 01:30,0.255,,
2018-06-30 01:30  to 2018-06-30 01:45,0.265,,
2018-06-30 01:45  to 2018-06-30 02:00,0.196,,
2018-06-30 02:00  to 2018-06-30 02:15,0.160,,
2018-06-30 02:15  to 2018-06-30 02:30,0.209,,
2018-06-30 02:30  to 2018-06-30 02:45,0.296,,
2018-06-30 02:45  to 2018-06-30 03:00,1.210,,
2018-06-30 03:00  to 2018-06-30 03:15,1.172,,
2018-06-30 03:15  to 2018-06-30 03:30,1.134,,
2018-06-30 03:30  to 2018-06-30 03:45,1.122,,
2018-06-30 03:45  to 2018-06-30 04:00,0.277,,
2018-06-30 04:00  to 2018-06-30 04:15,0.877,,
2018-06-30 04:15  to 2018-06-30 04:30,1.207,,
2018-06-30 04:30  to 2018-06-30 04:45,1.173,,
2018-06-30 04:45  to 2018-06-30 05:00,1.089,,
2018-06-30 05:00  to 2018-06-30 05:15,1.104,,
2018-06-30 05:15  to 2018-06-30 05:30,0.208,,
2018-06-30 05:30  to 2018-06-30 05:45,0.082,,
2018-06-30 05:45  to 2018-06-30 06:00,0.279,,
2018-06-30 06:00  to 2018-06-30 06:15,0.454,,
2018-06-30 06:15  to 2018-06-30 06:30,0.180,,
2018-06-30 06:30  to 2018-06-30 06:45,0.123,,
2018-06-30 06:45  to 2018-06-30 07:00,0.120,,
2018-06-30 07:00  to 2018-06-30 07:15,0.127,,
2018-06-30 07:15  to 2018-06-30 07:30,0.309,,
2018-06-30 07:30  to 2018-06-30 07:45,1.062,,
2018-06-30 07:45  to 2018-06-30 08:00,0.931,,
2018-06-30 08:00  to 2018-06-30 08:15,0.819,,
2018-06-30 08:15  to 2018-06-30 08:30,0.783,,
2018-06-30 08:30  to 2018-06-30 08:45,0.762,,
2018-06-30 08:45  to 2018-06-30 09:00,0.769,,
2018-06-30 09:00  to 2018-06-30 09:15,0.707,,
2018-06-30 09:15  to 2018-06-30 09:30,0.714,,
2018-06-30 09:30  to 2018-06-30 09:45,0.730,,
2018-06-30 09:45  to 2018-06-30 10:00,0.667,,
2018-06-30 10:00  to 2018-06-30 10:15,0.669,,
2018-06-30 10:15  to 2018-06-30 10:30,0.688,,
2018-06-30 10:30  to 2018-06-30 10:45,0.783,,
2018-06-30 10:45  to 2018-06-30 11:00,0.729,,
2018-06-30 11:00  to 2018-06-30 11:15,0.805,,
2018-06-30 11:15  to 2018-06-30 11:30,0.745,,
2018-06-30 11:30  to 2018-06-30 11:45,1.007,,
2018-06-30 11:45  to 2018-06-30 12:00,0.965,,
2018-06-30 12:00  to 2018-06-30 12:15,1.110,,
2018-06-30 12:15  to 2018-06-30 12:30,0.925,,
2018-06-30 12:30  to 2018-06-30 12:45,0.853,,
2018-06-30 12:45  to 2018-06-30 13:00,0.795,,
2018-06-30 13:00  to 2018-06-30 13:15,0.835,,
2018-06-30 13:15  to 2018-06-30 13:30,0.653,,
2018-06-30 13:30  to 2018-06-30 13:45,0.001,,
2018-06-30 13:45  to 2018-06-30 14:00,0.015,,
2018-06-30 14:00  to 2018-06-30 14:15,0.003,,
2018-06-30 14:15  to 2018-06-30 14:30,0.019,,
2018-06-30 14:30  to 2018-06-30 14:45,0.022,,
2018-06-30 14:45  to 2018-06-30 15:00,0.004,,
2018-06-30 15:00  to 2018-06-30 15:15,0.765,,
2018-06-30 15:15  to 2018-06-30 15:30,1.038,,
2018-06-30 15:30  to 2018-06-30 15:45,1.054,,
2018-06-30 15:45  to 2018-06-30 16:00,1.107,,
2018-06-30 16:00  to 2018-06-30 16:15,1.203,,
2018-06-30 16:15  to 2018-06-30 16:30,1.237,,
2018-06-30 16:30  to 2018-06-30 16:45,0.834,,
2018-06-30 16:45  to 2018-06-30 17:00,0.187,,
2018-06-30 17:00  to 2018-06-30 17:15,0.223,,
2018-06-30 17:15  to 2018-06-30 17:30,0.245,,
2018-06-30 17:30  to 2018-06-30 17:45,0.365,,
2018-06-30 17:45  to 2018-06-30 18:00,0.567,,
2018-06-30 18:00  to 2018-06-30 18:15,1.229,,
2018-06-30 18:15  to 2018-06-30 18:30,1.214,,
2018-06-30 18:30  to 2018-06-30 18:45,1.103,,
2018-06-30 18:45  to 2018-06-30 19:00,0.332,,
2018-06-30 19:00  to 2018-06-30 19:15,0.553,,
2018-06-30 19:15  to 2018-06-30 19:30,0.350,,
2018-06-30 19:30  to 2018-06-30 19:45,0.458,,
2018-06-30 19:45  to 2018-06-30 20:00,0.356,,
2018-06-30 20:00  to 2018-06-30 20:15,0.306,,
2018-06-30 20:15  to 2018-06-30 20:30,0.347,,
2018-06-30 20:30  to 2018-06-30 20:45,0.365,,
2018-06-30 20:45  to 2018-06-30 21:00,0.198,,
2018-06-30 21:00  to 2018-06-30 21:15,0.183,,
2018-06-30 21:15  to 2018-06-30 21:30,0.242,,
2018-06-30 21:30  to 2018-06-30 21:45,0.978,,
2018-06-30 21:45  to 2018-06-30 22:00,1.344,,
2018-06-30 22:00  to 2018-06-30 22:15,1.269,,
2018-06-30 22:15  to 2018-06-30 22:30,0.695,,
2018-06-30 22:30  to 2018-06-30 22:45,0.178,,
2018-06-30 22:45  to 2018-06-30 23:00,0.061,,
2018-06-30 23:00  to 2018-06-30 23:15,0.097,,
2018-06-30 23:15  to 2018-06-30 23:30,0.150,,
2018-06-30 23:30  to 2018-06-30 23:45,0.056,,
2018-06-30 23:45  to 2018-07-01 00:00,0.045,,

========================================
Interval Blockdata for period starting:, 2018-07-01 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-07-01 00:00  to 2018-07-01 00:15,0.121,,
2018-07-01 00:15  to 2018-07-01 00:30,0.328,,
2018-07-01 00:30  to 2018-07-01 00:45,0.219,,
2018-07-01 00:45  to 2018-07-01 01:00,0.145,,
2018-07-01 01:00  to 2018-07-01 01:15,0.213,,
2018-07-01 01:15  to 2018-07-01 01:30,0.278,,
2018-07-01 01:30  to 2018-07-01 01:45,0.246,,
2018-07-01 01:45  to 2018-07-01 02:00,0.137,,
2018-07-01 02:00  to 2018-07-01 02:15,0.103,,
2018-07-01 02:15  to 2018-07-01 02:30,0.113,,
2018-07-01 02:30  to 2018-07-01 02:45,0.120,,
2018-07-01 02:45  to 2018-07-01 03:00,0.075,,
2018-07-01 03:00  to 2018-07-01 03:15,0.049,,
2018-07-01 03:15  to 2018-07-01 03:30,0.102,,
2018-07-01 03:30  to 2018-07-01 03:45,0.129,,
2018-07-01 03:45  to 2018-07-01 04:00,0.058,,
2018-07-01 04:00  to 2018-07-01 04:15,0.043,,
2018-07-01 04:15  to 2018-07-01 04:30,0.229,,
2018-07-01 04:30  to 2018-07-01 04:45,0.296,,
2018-07-01 04:45  to 2018-07-01 05:00,0.157,,
2018-07-01 05:00  to 2018-07-01 05:15,0.151,,
2018-07-01 05:15  to 2018-07-01 05:30,0.109,,
2018-07-01 05:30  to 2018-07-01 05:45,0.055,,
2018-07-01 05:45  to 2018-07-01 06:00,0.041,,
2018-07-01 06:00  to 2018-07-01 06:15,0.034,,
2018-07-01 06:15  to 2018-07-01 06:30,0.025,,
2018-07-01 06:30  to 2018-07-01 06:45,0.020,,
2018-07-01 06:45  to 2018-07-01 07:00,0.000,,
2018-07-01 07:00  to 2018-07-01 07:15,0.036,,
2018-07-01 07:15  to 2018-07-01 07:30,0.031,,
2018-07-01 07:30  to 2018-07-01 07:45,0.006,,
2018-07-01 07:45  to 2018-07-01 08:00,0.050,,
2018-07-01 08:00  to 2018-07-01 08:15,0.059,,
2018-07-01 08:15  to 2018-07-01 08:30,0.098,,
2018-07-01 08:30  to 2018-07-01 08:45,0.091,,
2018-07-01 08:45  to 2018-07-01 09:00,0.001,,
2018-07-01 09:00  to 2018-07-01 09:15,0.000,,
2018-07-01 09:15  to 2018-07-01 09:30,0.079,,
2018-07-01 09:30  to 2018-07-01 09:45,0.774,,
2018-07-01 09:45  to 2018-07-01 10:00,0.802,,
2018-07-01 10:00  to 2018-07-01 10:15,0.404,,
2018-07-01 10:15  to 2018-07-01 10:30,0.001,,
2018-07-01 10:30  to 2018-07-01 10:45,0.000,,
2018-07-01 10:45  to 2018-07-01 11:00,0.006,,
2018-07-01 11:00  to 2018-07-01 11:15,0.006,,
2018-07-01 11:15  to 2018-07-01 11:30,0.025,,
2018-07-01 11:30  to 2018-07-01 11:45,0.249,,
2018-07-01 11:45  to 2018-07-01 12:00,0.496,,
2018-07-01 12:00  to 2018-07-01 12:15,0.338,,
2018-07-01 12:15  to 2018-07-01 12:30,0.289,,
2018-07-01 12:30  to 2018-07-01 12:45,0.251,,
2018-07-01 12:45  to 2018-07-01 13:00,0.068,,
2018-07-01 13:00  to 2018-07-01 13:15,0.009,,
2018-07-01 13:15  to 2018-07-01 13:30,0.038,,
2018-07-01 13:30  to 2018-07-01 13:45,0.004,,
2018-07-01 13:45  to 2018-07-01 14:00,0.013,,
2018-07-01 14:00  to 2018-07-01 14:15,0.489,,
2018-07-01 14:15  to 2018-07-01 14:30,0.881,,
2018-07-01 14:30  to 2018-07-01 14:45,0.948,,
2018-07-01 14:45  to 2018-07-01 15:00,0.897,,
2018-07-01 15:00  to 2018-07-01 15:15,0.936,,
2018-07-01 15:15  to 2018-07-01 15:30,0.940,,
2018-07-01 15:30  to 2018-07-01 15:45,0.868,,
2018-07-01 15:45  to 2018-07-01 16:00,0.968,,
2018-07-01 16:00  to 2018-07-01 16:15,0.224,,
2018-07-01 16:15  to 2018-07-01 16:30,0.077,,
2018-07-01 16:30  to 2018-07-01 16:45,0.034,,
2018-07-01 16:45  to 2018-07-01 17:00,0.276,,
2018-07-01 17:00  to 2018-07-01 17:15,0.436,,
2018-07-01 17:15  to 2018-07-01 17:30,0.427,,
2018-07-01 17:30  to 2018-07-01 17:45,0.371,,
2018-07-01 17:45  to 2018-07-01 18:00,0.220,,
2018-07-01 18:00  to 2018-07-01 18:15,0.263,,
2018-07-01 18:15  to 2018-07-01 18:30,0.096,,
2018-07-01 18:30  to 2018-07-01 18:45,0.015,,
2018-07-01 18:45  to 2018-07-01 19:00,0.030,,
2018-07-01 19:00  to 2018-07-01 19:15,0.158,,
2018-07-01 19:15  to 2018-07-01 19:30,0.065,,
2018-07-01 19:30  to 2018-07-01 19:45,0.059,,
2018-07-01 19:45  to 2018-07-01 20:00,0.090,,
2018-07-01 20:00  to 2018-07-01 20:15,0.162,,
2018-07-01 20:15  to 2018-07-01 20:30,0.307,,
2018-07-01 20:30  to 2018-07-01 20:45,0.178,,
2018-07-01 20:45  to 2018-07-01 21:00,0.102,,
2018-07-01 21:00  to 2018-07-01 21:15,0.179,,
2018-07-01 21:15  to 2018-07-01 21:30,0.236,,
2018-07-01 21:30  to 2018-07-01 21:45,0.129,,
2018-07-01 21:45  to 2018-07-01 22:00,0.138,,
2018-07-01 22:00  to 2018-07-01 22:15,0.165,,
2018-07-01 22:15  to 2018-07-01 22:30,0.135,,
2018-07-01 22:30  to 2018-07-01 22:45,0.044,,
2018-07-01 22:45  to 2018-07-01 23:00,0.063,,
2018-07-01 23:00  to 2018-07-01 23:15,0.202,,
2018-07-01 23:15  to 2018-07-01 23:30,0.317,,
2018-07-01 23:30  to 2018-07-01 23:45,0.159,,
2018-07-01 23:45  to 2018-07-02 00:00,0.156,,

========================================
Interval Blockdata for period starting:, 2018-07-02 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-07-02 00:00  to 2018-07-02 00:15,0.124,,
2018-07-02 00:15  to 2018-07-02 00:30,0.257,,
2018-07-02 00:30  to 2018-07-02 00:45,0.244,,
2018-07-02 00:45  to 2018-07-02 01:00,0.120,,
2018-07-02 01:00  to 2018-07-02 01:15,0.064,,
2018-07-02 01:15  to 2018-07-02 01:30,0.100,,
2018-07-02 01:30  to 2018-07-02 01:45,0.178,,
2018-07-02 01:45  to 2018-07-02 02:00,0.075,,
2018-07-02 02:00  to 2018-07-02 02:15,0.056,,
2018-07-02 02:15  to 2018-07-02 02:30,0.047,,
2018-07-02 02:30  to 2018-07-02 02:45,0.193,,
2018-07-02 02:45  to 2018-07-02 03:00,0.051,,
2018-07-02 03:00  to 2018-07-02 03:15,0.091,,
2018-07-02 03:15  to 2018-07-02 03:30,0.195,,
2018-07-02 03:30  to 2018-07-02 03:45,0.126,,
2018-07-02 03:45  to 2018-07-02 04:00,0.112,,
2018-07-02 04:00  to 2018-07-02 04:15,0.040,,
2018-07-02 04:15  to 2018-07-02 04:30,0.044,,
2018-07-02 04:30  to 2018-07-02 04:45,0.141,,
2018-07-02 04:45  to 2018-07-02 05:00,0.173,,
2018-07-02 05:00  to 2018-07-02 05:15,0.065,,
2018-07-02 05:15  to 2018-07-02 05:30,0.056,,
2018-07-02 05:30  to 2018-07-02 05:45,0.087,,
2018-07-02 05:45  to 2018-07-02 06:00,0.099,,
2018-07-02 06:00  to 2018-07-02 06:15,0.240,,
2018-07-02 06:15  to 2018-07-02 06:30,0.063,,
2018-07-02 06:30  to 2018-07-02 06:45,0.099,,
2018-07-02 06:45  to 2018-07-02 07:00,0.041,,
2018-07-02 07:00  to 2018-07-02 07:15,0.000,,
2018-07-02 07:15  to 2018-07-02 07:30,0.000,,
2018-07-02 07:30  to 2018-07-02 07:45,0.000,,
2018-07-02 07:45  to 2018-07-02 08:00,0.000,,
2018-07-02 08:00  to 2018-07-02 08:15,0.000,,
2018-07-02 08:15  to 2018-07-02 08:30,0.000,,
2018-07-02 08:30  to 2018-07-02 08:45,0.000,,
2018-07-02 08:45  to 2018-07-02 09:00,0.000,,
2018-07-02 09:00  to 2018-07-02 09:15,0.000,,
2018-07-02 09:15  to 2018-07-02 09:30,0.000,,
2018-07-02 09:30  to 2018-07-02 09:45,0.000,,
2018-07-02 09:45  to 2018-07-02 10:00,0.000,,
2018-07-02 10:00  to 2018-07-02 10:15,0.000,,
2018-07-02 10:15  to 2018-07-02 10:30,0.000,,
2018-07-02 10:30  to 2018-07-02 10:45,0.000,,
2018-07-02 10:45  to 2018-07-02 11:00,0.000,,
2018-07-02 11:00  to 2018-07-02 11:15,0.000,,
2018-07-02 11:15  to 2018-07-02 11:30,0.000,,
2018-07-02 11:30  to 2018-07-02 11:45,0.000,,
2018-07-02 11:45  to 2018-07-02 12:00,0.000,,
2018-07-02 12:00  to 2018-07-02 12:15,0.000,,
2018-07-02 12:15  to 2018-07-02 12:30,0.000,,
2018-07-02 12:30  to 2018-07-02 12:45,0.000,,
2018-07-02 12:45  to 2018-07-02 13:00,0.000,,
2018-07-02 13:00  to 2018-07-02 13:15,0.000,,
2018-07-02 13:15  to 2018-07-02 13:30,0.000,,
2018-07-02 13:30  to 2018-07-02 13:45,0.000,,
2018-07-02 13:45  to 2018-07-02 14:00,0.000,,
2018-07-02 14:00  to 2018-07-02 14:15,0.000,,
2018-07-02 14:15  to 2018-07-02 14:30,0.000,,
2018-07-02 14:30  to 2018-07-02 14:45,0.007,,
2018-07-02 14:45  to 2018-07-02 15:00,0.002,,
2018-07-02 15:00  to 2018-07-02 15:15,0.000,,
2018-07-02 15:15  to 2018-07-02 15:30,0.039,,
2018-07-02 15:30  to 2018-07-02 15:45,0.048,,
2018-07-02 15:45  to 2018-07-02 16:00,0.008,,
2018-07-02 16:00  to 2018-07-02 16:15,0.064,,
2018-07-02 16:15  to 2018-07-02 16:30,0.089,,
2018-07-02 16:30  to 2018-07-02 16:45,0.771,,
2018-07-02 16:45  to 2018-07-02 17:00,1.026,,
2018-07-02 17:00  to 2018-07-02 17:15,0.370,,
2018-07-02 17:15  to 2018-07-02 17:30,0.977,,
2018-07-02 17:30  to 2018-07-02 17:45,1.242,,
2018-07-02 17:45  to 2018-07-02 18:00,1.217,,
2018-07-02 18:00  to 2018-07-02 18:15,0.826,,
2018-07-02 18:15  to 2018-07-02 18:30,0.197,,
2018-07-02 18:30  to 2018-07-02 18:45,0.866,,
2018-07-02 18:45  to 2018-07-02 19:00,0.843,,
2018-07-02 19:00  to 2018-07-02 19:15,0.121,,
2018-07-02 19:15  to 2018-07-02 19:30,0.052,,
2018-07-02 19:30  to 2018-07-02 19:45,0.104,,
2018-07-02 19:45  to 2018-07-02 20:00,0.170,,
2018-07-02 20:00  to 2018-07-02 20:15,0.085,,
2018-07-02 20:15  to 2018-07-02 20:30,0.120,,
2018-07-02 20:30  to 2018-07-02 20:45,0.064,,
2018-07-02 20:45  to 2018-07-02 21:00,0.263,,
2018-07-02 21:00  to 2018-07-02 21:15,0.149,,
2018-07-02 21:15  to 2018-07-02 21:30,0.121,,
2018-07-02 21:30  to 2018-07-02 21:45,0.123,,
2018-07-02 21:45  to 2018-07-02 22:00,0.289,,
2018-07-02 22:00  to 2018-07-02 22:15,0.254,,
2018-07-02 22:15  to 2018-07-02 22:30,0.091,,
2018-07-02 22:30  to 2018-07-02 22:45,0.100,,
2018-07-02 22:45  to 2018-07-02 23:00,0.147,,
2018-07-02 23:00  to 2018-07-02 23:15,0.169,,
2018-07-02 23:15  to 2018-07-02 23:30,0.074,,
2018-07-02 23:30  to 2018-07-02 23:45,0.080,,
2018-07-02 23:45  to 2018-07-03 00:00,0.107,,

========================================
Interval Blockdata for period starting:, 2018-07-03 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-07-03 00:00  to 2018-07-03 00:15,0.255,,
2018-07-03 00:15  to 2018-07-03 00:30,0.087,,
2018-07-03 00:30  to 2018-07-03 00:45,0.101,,
2018-07-03 00:45  to 2018-07-03 01:00,0.081,,
2018-07-03 01:00  to 2018-07-03 01:15,0.152,,
2018-07-03 01:15  to 2018-07-03 01:30,0.217,,
2018-07-03 01:30  to 2018-07-03 01:45,0.101,,
2018-07-03 01:45  to 2018-07-03 02:00,0.073,,
2018-07-03 02:00  to 2018-07-03 02:15,0.147,,
2018-07-03 02:15  to 2018-07-03 02:30,0.200,,
2018-07-03 02:30  to 2018-07-03 02:45,0.095,,
2018-07-03 02:45  to 2018-07-03 03:00,0.053,,
2018-07-03 03:00  to 2018-07-03 03:15,0.079,,
2018-07-03 03:15  to 2018-07-03 03:30,0.100,,
2018-07-03 03:30  to 2018-07-03 03:45,0.137,,
2018-07-03 03:45  to 2018-07-03 04:00,0.062,,
2018-07-03 04:00  to 2018-07-03 04:15,0.067,,
2018-07-03 04:15  to 2018-07-03 04:30,0.053,,
2018-07-03 04:30  to 2018-07-03 04:45,0.172,,
2018-07-03 04:45  to 2018-07-03 05:00,0.101,,
2018-07-03 05:00  to 2018-07-03 05:15,0.152,,
2018-07-03 05:15  to 2018-07-03 05:30,0.090,,
2018-07-03 05:30  to 2018-07-03 05:45,0.221,,
2018-07-03 05:45  to 2018-07-03 06:00,0.203,,
2018-07-03 06:00  to 2018-07-03 06:15,0.089,,
2018-07-03 06:15  to 2018-07-03 06:30,0.035,,
2018-07-03 06:30  to 2018-07-03 06:45,0.136,,
2018-07-03 06:45  to 2018-07-03 07:00,0.223,,
2018-07-03 07:00  to 2018-07-03 07:15,0.199,,
2018-07-03 07:15  to 2018-07-03 07:30,0.181,,
2018-07-03 07:30  to 2018-07-03 07:45,0.003,,
2018-07-03 07:45  to 2018-07-03 08:00,0.000,,
2018-07-03 08:00  to 2018-07-03 08:15,0.000,,
2018-07-03 08:15  to 2018-07-03 08:30,0.000,,
2018-07-03 08:30  to 2018-07-03 08:45,0.000,,
2018-07-03 08:45  to 2018-07-03 09:00,0.000,,
2018-07-03 09:00  to 2018-07-03 09:15,0.000,,
2018-07-03 09:15  to 2018-07-03 09:30,0.000,,
2018-07-03 09:30  to 2018-07-03 09:45,0.000,,
2018-07-03 09:45  to 2018-07-03 10:00,0.074,,
2018-07-03 10:00  to 2018-07-03 10:15,0.000,,
2018-07-03 10:15  to 2018-07-03 10:30,0.000,,
2018-07-03 10:30  to 2018-07-03 10:45,0.000,,
2018-07-03 10:45  to 2018-07-03 11:00,0.312,,
2018-07-03 11:00  to 2018-07-03 11:15,0.750,,
2018-07-03 11:15  to 2018-07-03 11:30,0.848,,
2018-07-03 11:30  to 2018-07-03 11:45,0.781,,
2018-07-03 11:45  to 2018-07-03 12:00,0.369,,
2018-07-03 12:00  to 2018-07-03 12:15,0.003,,
2018-07-03 12:15  to 2018-07-03 12:30,0.000,,
2018-07-03 12:30  to 2018-07-03 12:45,0.000,,
2018-07-03 12:45  to 2018-07-03 13:00,0.005,,
2018-07-03 13:00  to 2018-07-03 13:15,0.002,,
2018-07-03 13:15  to 2018-07-03 13:30,0.029,,
2018-07-03 13:30  to 2018-07-03 13:45,0.021,,
2018-07-03 13:45  to 2018-07-03 14:00,0.008,,
2018-07-03 14:00  to 2018-07-03 14:15,0.000,,
2018-07-03 14:15  to 2018-07-03 14:30,0.029,,
2018-07-03 14:30  to 2018-07-03 14:45,0.015,,
2018-07-03 14:45  to 2018-07-03 15:00,0.000,,
2018-07-03 15:00  to 2018-07-03 15:15,0.022,,
2018-07-03 15:15  to 2018-07-03 15:30,0.003,,
2018-07-03 15:30  to 2018-07-03 15:45,0.035,,
2018-07-03 15:45  to 2018-07-03 16:00,0.001,,
2018-07-03 16:00  to 2018-07-03 16:15,0.012,,
2018-07-03 16:15  to 2018-07-03 16:30,0.019,,
2018-07-03 16:30  to 2018-07-03 16:45,0.062,,
