2018-09-27 15:15  to 2018-09-27 15:30,0.000,,
2018-09-27 15:30  to 2018-09-27 15:45,0.003,,
2018-09-27 15:45  to 2018-09-27 16:00,0.091,,
2018-09-27 16:00  to 2018-09-27 16:15,0.049,,
2018-09-27 16:15  to 2018-09-27 16:30,0.000,,
2018-09-27 16:30  to 2018-09-27 16:45,0.089,,
2018-09-27 16:45  to 2018-09-27 17:00,0.252,,
2018-09-27 17:00  to 2018-09-27 17:15,0.317,,
2018-09-27 17:15  to 2018-09-27 17:30,0.341,,
2018-09-27 17:30  to 2018-09-27 17:45,0.112,,
2018-09-27 17:45  to 2018-09-27 18:00,0.079,,
2018-09-27 18:00  to 2018-09-27 18:15,0.054,,
2018-09-27 18:15  to 2018-09-27 18:30,0.062,,
2018-09-27 18:30  to 2018-09-27 18:45,0.083,,
2018-09-27 18:45  to 2018-09-27 19:00,0.054,,
2018-09-27 19:00  to 2018-09-27 19:15,0.046,,
2018-09-27 19:15  to 2018-09-27 19:30,0.045,,
2018-09-27 19:30  to 2018-09-27 19:45,0.040,,
2018-09-27 19:45  to 2018-09-27 20:00,0.053,,
2018-09-27 20:00  to 2018-09-27 20:15,0.033,,
2018-09-27 20:15  to 2018-09-27 20:30,0.033,,
2018-09-27 20:30  to 2018-09-27 20:45,0.051,,
2018-09-27 20:45  to 2018-09-27 21:00,0.047,,
2018-09-27 21:00  to 2018-09-27 21:15,0.033,,
2018-09-27 21:15  to 2018-09-27 21:30,0.033,,
2018-09-27 21:30  to 2018-09-27 21:45,0.053,,
2018-09-27 21:45  to 2018-09-27 22:00,0.050,,
2018-09-27 22:00  to 2018-09-27 22:15,0.039,,
2018-09-27 22:15  to 2018-09-27 22:30,0.056,,
2018-09-27 22:30  to 2018-09-27 22:45,0.070,,
2018-09-27 22:45  to 2018-09-27 23:00,0.137,,
2018-09-27 23:00  to 2018-09-27 23:15,0.054,,
2018-09-27 23:15  to 2018-09-27 23:30,0.067,,
2018-09-27 23:30  to 2018-09-27 23:45,0.070,,
2018-09-27 23:45  to 2018-09-28 00:00,0.051,,

========================================
Interval Blockdata for period starting:, 2018-09-28 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-09-28 00:00  to 2018-09-28 00:15,0.050,,
2018-09-28 00:15  to 2018-09-28 00:30,0.059,,
2018-09-28 00:30  to 2018-09-28 00:45,0.063,,
2018-09-28 00:45  to 2018-09-28 01:00,0.029,,
2018-09-28 01:00  to 2018-09-28 01:15,0.030,,
2018-09-28 01:15  to 2018-09-28 01:30,0.030,,
2018-09-28 01:30  to 2018-09-28 01:45,0.059,,
2018-09-28 01:45  to 2018-09-28 02:00,0.036,,
2018-09-28 02:00  to 2018-09-28 02:15,0.031,,
2018-09-28 02:15  to 2018-09-28 02:30,0.030,,
2018-09-28 02:30  to 2018-09-28 02:45,0.053,,
2018-09-28 02:45  to 2018-09-28 03:00,0.031,,
2018-09-28 03:00  to 2018-09-28 03:15,0.066,,
2018-09-28 03:15  to 2018-09-28 03:30,0.092,,
2018-09-28 03:30  to 2018-09-28 03:45,0.028,,
2018-09-28 03:45  to 2018-09-28 04:00,0.060,,
2018-09-28 04:00  to 2018-09-28 04:15,0.070,,
2018-09-28 04:15  to 2018-09-28 04:30,0.053,,
2018-09-28 04:30  to 2018-09-28 04:45,0.051,,
2018-09-28 04:45  to 2018-09-28 05:00,0.139,,
2018-09-28 05:00  to 2018-09-28 05:15,0.176,,
2018-09-28 05:15  to 2018-09-28 05:30,0.153,,
2018-09-28 05:30  to 2018-09-28 05:45,0.072,,
2018-09-28 05:45  to 2018-09-28 06:00,0.038,,
2018-09-28 06:00  to 2018-09-28 06:15,0.050,,
2018-09-28 06:15  to 2018-09-28 06:30,0.044,,
2018-09-28 06:30  to 2018-09-28 06:45,0.138,,
2018-09-28 06:45  to 2018-09-28 07:00,0.053,,
2018-09-28 07:00  to 2018-09-28 07:15,0.019,,
2018-09-28 07:15  to 2018-09-28 07:30,0.012,,
2018-09-28 07:30  to 2018-09-28 07:45,0.019,,
2018-09-28 07:45  to 2018-09-28 08:00,0.000,,
2018-09-28 08:00  to 2018-09-28 08:15,0.023,,
2018-09-28 08:15  to 2018-09-28 08:30,0.005,,
2018-09-28 08:30  to 2018-09-28 08:45,0.000,,
2018-09-28 08:45  to 2018-09-28 09:00,0.021,,
2018-09-28 09:00  to 2018-09-28 09:15,0.044,,
2018-09-28 09:15  to 2018-09-28 09:30,0.023,,
2018-09-28 09:30  to 2018-09-28 09:45,0.008,,
2018-09-28 09:45  to 2018-09-28 10:00,0.000,,
2018-09-28 10:00  to 2018-09-28 10:15,0.000,,
2018-09-28 10:15  to 2018-09-28 10:30,0.000,,
2018-09-28 10:30  to 2018-09-28 10:45,0.001,,
2018-09-28 10:45  to 2018-09-28 11:00,0.000,,
2018-09-28 11:00  to 2018-09-28 11:15,0.000,,
2018-09-28 11:15  to 2018-09-28 11:30,0.000,,
2018-09-28 11:30  to 2018-09-28 11:45,0.050,,
2018-09-28 11:45  to 2018-09-28 12:00,0.000,,
2018-09-28 12:00  to 2018-09-28 12:15,0.000,,
2018-09-28 12:15  to 2018-09-28 12:30,0.015,,
2018-09-28 12:30  to 2018-09-28 12:45,0.003,,
2018-09-28 12:45  to 2018-09-28 13:00,0.000,,
2018-09-28 13:00  to 2018-09-28 13:15,0.005,,
2018-09-28 13:15  to 2018-09-28 13:30,0.087,,
2018-09-28 13:30  to 2018-09-28 13:45,0.083,,
2018-09-28 13:45  to 2018-09-28 14:00,0.006,,
2018-09-28 14:00  to 2018-09-28 14:15,0.055,,
2018-09-28 14:15  to 2018-09-28 14:30,0.000,,
2018-09-28 14:30  to 2018-09-28 14:45,0.000,,
2018-09-28 14:45  to 2018-09-28 15:00,0.000,,
2018-09-28 15:00  to 2018-09-28 15:15,0.000,,
2018-09-28 15:15  to 2018-09-28 15:30,0.003,,
2018-09-28 15:30  to 2018-09-28 15:45,0.000,,
2018-09-28 15:45  to 2018-09-28 16:00,0.435,,
2018-09-28 16:00  to 2018-09-28 16:15,0.495,,
2018-09-28 16:15  to 2018-09-28 16:30,0.508,,
2018-09-28 16:30  to 2018-09-28 16:45,0.673,,
2018-09-28 16:45  to 2018-09-28 17:00,0.133,,
2018-09-28 17:00  to 2018-09-28 17:15,0.021,,
2018-09-28 17:15  to 2018-09-28 17:30,0.128,,
2018-09-28 17:30  to 2018-09-28 17:45,0.414,,
2018-09-28 17:45  to 2018-09-28 18:00,0.343,,
2018-09-28 18:00  to 2018-09-28 18:15,0.392,,
2018-09-28 18:15  to 2018-09-28 18:30,0.168,,
2018-09-28 18:30  to 2018-09-28 18:45,0.042,,
2018-09-28 18:45  to 2018-09-28 19:00,0.060,,
2018-09-28 19:00  to 2018-09-28 19:15,0.055,,
2018-09-28 19:15  to 2018-09-28 19:30,0.040,,
2018-09-28 19:30  to 2018-09-28 19:45,0.039,,
2018-09-28 19:45  to 2018-09-28 20:00,0.079,,
2018-09-28 20:00  to 2018-09-28 20:15,0.080,,
2018-09-28 20:15  to 2018-09-28 20:30,0.132,,
2018-09-28 20:30  to 2018-09-28 20:45,0.061,,
2018-09-28 20:45  to 2018-09-28 21:00,0.116,,
2018-09-28 21:00  to 2018-09-28 21:15,0.146,,
2018-09-28 21:15  to 2018-09-28 21:30,0.090,,
2018-09-28 21:30  to 2018-09-28 21:45,0.049,,
2018-09-28 21:45  to 2018-09-28 22:00,0.035,,
2018-09-28 22:00  to 2018-09-28 22:15,0.050,,
2018-09-28 22:15  to 2018-09-28 22:30,0.034,,
2018-09-28 22:30  to 2018-09-28 22:45,0.024,,
2018-09-28 22:45  to 2018-09-28 23:00,0.026,,
2018-09-28 23:00  to 2018-09-28 23:15,0.042,,
2018-09-28 23:15  to 2018-09-28 23:30,0.041,,
2018-09-28 23:30  to 2018-09-28 23:45,0.025,,
2018-09-28 23:45  to 2018-09-29 00:00,0.025,,

========================================
Interval Blockdata for period starting:, 2018-09-29 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-09-29 00:00  to 2018-09-29 00:15,0.036,,
2018-09-29 00:15  to 2018-09-29 00:30,0.040,,
2018-09-29 00:30  to 2018-09-29 00:45,0.028,,
2018-09-29 00:45  to 2018-09-29 01:00,0.043,,
2018-09-29 01:00  to 2018-09-29 01:15,0.032,,
2018-09-29 01:15  to 2018-09-29 01:30,0.049,,
2018-09-29 01:30  to 2018-09-29 01:45,0.074,,
2018-09-29 01:45  to 2018-09-29 02:00,0.074,,
2018-09-29 02:00  to 2018-09-29 02:15,0.046,,
2018-09-29 02:15  to 2018-09-29 02:30,0.046,,
2018-09-29 02:30  to 2018-09-29 02:45,0.060,,
2018-09-29 02:45  to 2018-09-29 03:00,0.052,,
2018-09-29 03:00  to 2018-09-29 03:15,0.063,,
2018-09-29 03:15  to 2018-09-29 03:30,0.020,,
2018-09-29 03:30  to 2018-09-29 03:45,0.024,,
2018-09-29 03:45  to 2018-09-29 04:00,0.024,,
2018-09-29 04:00  to 2018-09-29 04:15,0.041,,
2018-09-29 04:15  to 2018-09-29 04:30,0.040,,
2018-09-29 04:30  to 2018-09-29 04:45,0.025,,
2018-09-29 04:45  to 2018-09-29 05:00,0.030,,
2018-09-29 05:00  to 2018-09-29 05:15,0.099,,
2018-09-29 05:15  to 2018-09-29 05:30,0.109,,
2018-09-29 05:30  to 2018-09-29 05:45,0.100,,
2018-09-29 05:45  to 2018-09-29 06:00,0.084,,
2018-09-29 06:00  to 2018-09-29 06:15,0.100,,
2018-09-29 06:15  to 2018-09-29 06:30,0.065,,
2018-09-29 06:30  to 2018-09-29 06:45,0.044,,
2018-09-29 06:45  to 2018-09-29 07:00,0.055,,
2018-09-29 07:00  to 2018-09-29 07:15,0.103,,
2018-09-29 07:15  to 2018-09-29 07:30,0.205,,
2018-09-29 07:30  to 2018-09-29 07:45,0.172,,
2018-09-29 07:45  to 2018-09-29 08:00,0.176,,
2018-09-29 08:00  to 2018-09-29 08:15,0.028,,
2018-09-29 08:15  to 2018-09-29 08:30,0.054,,
2018-09-29 08:30  to 2018-09-29 08:45,0.130,,
2018-09-29 08:45  to 2018-09-29 09:00,0.114,,
2018-09-29 09:00  to 2018-09-29 09:15,0.116,,
2018-09-29 09:15  to 2018-09-29 09:30,0.014,,
2018-09-29 09:30  to 2018-09-29 09:45,0.000,,
2018-09-29 09:45  to 2018-09-29 10:00,0.000,,
2018-09-29 10:00  to 2018-09-29 10:15,0.000,,
2018-09-29 10:15  to 2018-09-29 10:30,0.000,,
2018-09-29 10:30  to 2018-09-29 10:45,0.000,,
2018-09-29 10:45  to 2018-09-29 11:00,0.000,,
2018-09-29 11:00  to 2018-09-29 11:15,0.000,,
2018-09-29 11:15  to 2018-09-29 11:30,0.000,,
2018-09-29 11:30  to 2018-09-29 11:45,0.031,,
2018-09-29 11:45  to 2018-09-29 12:00,0.052,,
2018-09-29 12:00  to 2018-09-29 12:15,0.216,,
2018-09-29 12:15  to 2018-09-29 12:30,0.082,,
2018-09-29 12:30  to 2018-09-29 12:45,0.035,,
2018-09-29 12:45  to 2018-09-29 13:00,0.000,,
2018-09-29 13:00  to 2018-09-29 13:15,0.042,,
2018-09-29 13:15  to 2018-09-29 13:30,0.574,,
2018-09-29 13:30  to 2018-09-29 13:45,0.415,,
2018-09-29 13:45  to 2018-09-29 14:00,0.436,,
2018-09-29 14:00  to 2018-09-29 14:15,0.343,,
2018-09-29 14:15  to 2018-09-29 14:30,0.258,,
2018-09-29 14:30  to 2018-09-29 14:45,0.034,,
2018-09-29 14:45  to 2018-09-29 15:00,0.010,,
2018-09-29 15:00  to 2018-09-29 15:15,0.003,,
2018-09-29 15:15  to 2018-09-29 15:30,0.007,,
2018-09-29 15:30  to 2018-09-29 15:45,0.031,,
2018-09-29 15:45  to 2018-09-29 16:00,0.038,,
2018-09-29 16:00  to 2018-09-29 16:15,0.030,,
2018-09-29 16:15  to 2018-09-29 16:30,0.026,,
2018-09-29 16:30  to 2018-09-29 16:45,0.029,,
2018-09-29 16:45  to 2018-09-29 17:00,0.035,,
2018-09-29 17:00  to 2018-09-29 17:15,0.040,,
2018-09-29 17:15  to 2018-09-29 17:30,0.051,,
2018-09-29 17:30  to 2018-09-29 17:45,0.055,,
2018-09-29 17:45  to 2018-09-29 18:00,0.054,,
2018-09-29 18:00  to 2018-09-29 18:15,0.110,,
2018-09-29 18:15  to 2018-09-29 18:30,0.146,,
2018-09-29 18:30  to 2018-09-29 18:45,0.083,,
2018-09-29 18:45  to 2018-09-29 19:00,0.082,,
2018-09-29 19:00  to 2018-09-29 19:15,0.093,,
2018-09-29 19:15  to 2018-09-29 19:30,0.139,,
2018-09-29 19:30  to 2018-09-29 19:45,0.184,,
2018-09-29 19:45  to 2018-09-29 20:00,0.149,,
2018-09-29 20:00  to 2018-09-29 20:15,0.051,,
2018-09-29 20:15  to 2018-09-29 20:30,0.072,,
2018-09-29 20:30  to 2018-09-29 20:45,0.148,,
2018-09-29 20:45  to 2018-09-29 21:00,0.165,,
2018-09-29 21:00  to 2018-09-29 21:15,0.142,,
2018-09-29 21:15  to 2018-09-29 21:30,0.052,,
2018-09-29 21:30  to 2018-09-29 21:45,0.051,,
2018-09-29 21:45  to 2018-09-29 22:00,0.053,,
2018-09-29 22:00  to 2018-09-29 22:15,0.072,,
2018-09-29 22:15  to 2018-09-29 22:30,0.059,,
2018-09-29 22:30  to 2018-09-29 22:45,0.050,,
2018-09-29 22:45  to 2018-09-29 23:00,0.054,,
2018-09-29 23:00  to 2018-09-29 23:15,0.060,,
2018-09-29 23:15  to 2018-09-29 23:30,0.059,,
2018-09-29 23:30  to 2018-09-29 23:45,0.078,,
2018-09-29 23:45  to 2018-09-30 00:00,0.060,,

========================================
Interval Blockdata for period starting:, 2018-09-30 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-09-30 00:00  to 2018-09-30 00:15,0.078,,
2018-09-30 00:15  to 2018-09-30 00:30,0.057,,
2018-09-30 00:30  to 2018-09-30 00:45,0.057,,
2018-09-30 00:45  to 2018-09-30 01:00,0.046,,
2018-09-30 01:00  to 2018-09-30 01:15,0.054,,
2018-09-30 01:15  to 2018-09-30 01:30,0.039,,
2018-09-30 01:30  to 2018-09-30 01:45,0.056,,
2018-09-30 01:45  to 2018-09-30 02:00,0.039,,
2018-09-30 02:00  to 2018-09-30 02:15,0.036,,
2018-09-30 02:15  to 2018-09-30 02:30,0.037,,
2018-09-30 02:30  to 2018-09-30 02:45,0.044,,
2018-09-30 02:45  to 2018-09-30 03:00,0.048,,
2018-09-30 03:00  to 2018-09-30 03:15,0.037,,
2018-09-30 03:15  to 2018-09-30 03:30,0.051,,
2018-09-30 03:30  to 2018-09-30 03:45,0.036,,
2018-09-30 03:45  to 2018-09-30 04:00,0.036,,
2018-09-30 04:00  to 2018-09-30 04:15,0.040,,
2018-09-30 04:15  to 2018-09-30 04:30,0.078,,
2018-09-30 04:30  to 2018-09-30 04:45,0.062,,
2018-09-30 04:45  to 2018-09-30 05:00,0.065,,
2018-09-30 05:00  to 2018-09-30 05:15,0.075,,
2018-09-30 05:15  to 2018-09-30 05:30,0.099,,
2018-09-30 05:30  to 2018-09-30 05:45,0.109,,
2018-09-30 05:45  to 2018-09-30 06:00,0.083,,
2018-09-30 06:00  to 2018-09-30 06:15,0.125,,
2018-09-30 06:15  to 2018-09-30 06:30,0.041,,
2018-09-30 06:30  to 2018-09-30 06:45,0.045,,
2018-09-30 06:45  to 2018-09-30 07:00,0.101,,
2018-09-30 07:00  to 2018-09-30 07:15,0.058,,
2018-09-30 07:15  to 2018-09-30 07:30,0.112,,
2018-09-30 07:30  to 2018-09-30 07:45,0.567,,
2018-09-30 07:45  to 2018-09-30 08:00,0.494,,
2018-09-30 08:00  to 2018-09-30 08:15,0.524,,
2018-09-30 08:15  to 2018-09-30 08:30,0.727,,
2018-09-30 08:30  to 2018-09-30 08:45,0.465,,
2018-09-30 08:45  to 2018-09-30 09:00,0.277,,
2018-09-30 09:00  to 2018-09-30 09:15,0.089,,
2018-09-30 09:15  to 2018-09-30 09:30,0.017,,
2018-09-30 09:30  to 2018-09-30 09:45,0.071,,
2018-09-30 09:45  to 2018-09-30 10:00,0.002,,
2018-09-30 10:00  to 2018-09-30 10:15,0.003,,
2018-09-30 10:15  to 2018-09-30 10:30,0.009,,
2018-09-30 10:30  to 2018-09-30 10:45,0.005,,
2018-09-30 10:45  to 2018-09-30 11:00,0.007,,
2018-09-30 11:00  to 2018-09-30 11:15,0.001,,
2018-09-30 11:15  to 2018-09-30 11:30,0.000,,
2018-09-30 11:30  to 2018-09-30 11:45,0.000,,
2018-09-30 11:45  to 2018-09-30 12:00,0.008,,
2018-09-30 12:00  to 2018-09-30 12:15,0.000,,
2018-09-30 12:15  to 2018-09-30 12:30,0.025,,
2018-09-30 12:30  to 2018-09-30 12:45,0.002,,
2018-09-30 12:45  to 2018-09-30 13:00,0.000,,
2018-09-30 13:00  to 2018-09-30 13:15,0.000,,
2018-09-30 13:15  to 2018-09-30 13:30,0.018,,
2018-09-30 13:30  to 2018-09-30 13:45,0.091,,
2018-09-30 13:45  to 2018-09-30 14:00,0.096,,
2018-09-30 14:00  to 2018-09-30 14:15,0.038,,
2018-09-30 14:15  to 2018-09-30 14:30,0.091,,
2018-09-30 14:30  to 2018-09-30 14:45,0.107,,
2018-09-30 14:45  to 2018-09-30 15:00,0.108,,
2018-09-30 15:00  to 2018-09-30 15:15,0.100,,
2018-09-30 15:15  to 2018-09-30 15:30,0.167,,
2018-09-30 15:30  to 2018-09-30 15:45,0.254,,
2018-09-30 15:45  to 2018-09-30 16:00,0.331,,
2018-09-30 16:00  to 2018-09-30 16:15,0.181,,
2018-09-30 16:15  to 2018-09-30 16:30,0.215,,
2018-09-30 16:30  to 2018-09-30 16:45,0.196,,
2018-09-30 16:45  to 2018-09-30 17:00,0.189,,
2018-09-30 17:00  to 2018-09-30 17:15,0.241,,
2018-09-30 17:15  to 2018-09-30 17:30,0.101,,
2018-09-30 17:30  to 2018-09-30 17:45,0.029,,
2018-09-30 17:45  to 2018-09-30 18:00,0.115,,
2018-09-30 18:00  to 2018-09-30 18:15,0.313,,
2018-09-30 18:15  to 2018-09-30 18:30,0.299,,
2018-09-30 18:30  to 2018-09-30 18:45,0.143,,
2018-09-30 18:45  to 2018-09-30 19:00,0.056,,
2018-09-30 19:00  to 2018-09-30 19:15,0.045,,
2018-09-30 19:15  to 2018-09-30 19:30,0.044,,
2018-09-30 19:30  to 2018-09-30 19:45,0.055,,
2018-09-30 19:45  to 2018-09-30 20:00,0.063,,
2018-09-30 20:00  to 2018-09-30 20:15,0.148,,
2018-09-30 20:15  to 2018-09-30 20:30,0.121,,
2018-09-30 20:30  to 2018-09-30 20:45,0.072,,
2018-09-30 20:45  to 2018-09-30 21:00,0.076,,
2018-09-30 21:00  to 2018-09-30 21:15,0.151,,
2018-09-30 21:15  to 2018-09-30 21:30,0.161,,
2018-09-30 21:30  to 2018-09-30 21:45,0.184,,
2018-09-30 21:45  to 2018-09-30 22:00,0.280,,
2018-09-30 22:00  to 2018-09-30 22:15,0.078,,
2018-09-30 22:15  to 2018-09-30 22:30,0.055,,
2018-09-30 22:30  to 2018-09-30 22:45,0.053,,
2018-09-30 22:45  to 2018-09-30 23:00,0.028,,
2018-09-30 23:00  to 2018-09-30 23:15,0.028,,
2018-09-30 23:15  to 2018-09-30 23:30,0.027,,
2018-09-30 23:30  to 2018-09-30 23:45,0.048,,
2018-09-30 23:45  to 2018-10-01 00:00,0.049,,

========================================
Interval Blockdata for period starting:, 2018-10-01 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-10-01 00:00  to 2018-10-01 00:15,0.046,,
2018-10-01 00:15  to 2018-10-01 00:30,0.030,,
2018-10-01 00:30  to 2018-10-01 00:45,0.048,,
2018-10-01 00:45  to 2018-10-01 01:00,0.027,,
2018-10-01 01:00  to 2018-10-01 01:15,0.146,,
2018-10-01 01:15  to 2018-10-01 01:30,0.086,,
2018-10-01 01:30  to 2018-10-01 01:45,0.033,,
2018-10-01 01:45  to 2018-10-01 02:00,0.050,,
2018-10-01 02:00  to 2018-10-01 02:15,0.061,,
2018-10-01 02:15  to 2018-10-01 02:30,0.057,,
2018-10-01 02:30  to 2018-10-01 02:45,0.080,,
2018-10-01 02:45  to 2018-10-01 03:00,0.193,,
2018-10-01 03:00  to 2018-10-01 03:15,0.053,,
2018-10-01 03:15  to 2018-10-01 03:30,0.043,,
2018-10-01 03:30  to 2018-10-01 03:45,0.041,,
2018-10-01 03:45  to 2018-10-01 04:00,0.033,,
2018-10-01 04:00  to 2018-10-01 04:15,0.042,,
2018-10-01 04:15  to 2018-10-01 04:30,0.109,,
2018-10-01 04:30  to 2018-10-01 04:45,0.129,,
2018-10-01 04:45  to 2018-10-01 05:00,0.028,,
2018-10-01 05:00  to 2018-10-01 05:15,0.027,,
2018-10-01 05:15  to 2018-10-01 05:30,0.030,,
2018-10-01 05:30  to 2018-10-01 05:45,0.108,,
2018-10-01 05:45  to 2018-10-01 06:00,0.130,,
2018-10-01 06:00  to 2018-10-01 06:15,0.202,,
2018-10-01 06:15  to 2018-10-01 06:30,0.101,,
2018-10-01 06:30  to 2018-10-01 06:45,0.144,,
2018-10-01 06:45  to 2018-10-01 07:00,0.085,,
2018-10-01 07:00  to 2018-10-01 07:15,0.077,,
2018-10-01 07:15  to 2018-10-01 07:30,0.064,,
2018-10-01 07:30  to 2018-10-01 07:45,0.054,,
2018-10-01 07:45  to 2018-10-01 08:00,0.036,,
2018-10-01 08:00  to 2018-10-01 08:15,0.036,,
2018-10-01 08:15  to 2018-10-01 08:30,0.035,,
2018-10-01 08:30  to 2018-10-01 08:45,0.053,,
2018-10-01 08:45  to 2018-10-01 09:00,0.040,,
2018-10-01 09:00  to 2018-10-01 09:15,0.034,,
2018-10-01 09:15  to 2018-10-01 09:30,0.016,,
2018-10-01 09:30  to 2018-10-01 09:45,0.009,,
2018-10-01 09:45  to 2018-10-01 10:00,0.006,,
2018-10-01 10:00  to 2018-10-01 10:15,0.024,,
2018-10-01 10:15  to 2018-10-01 10:30,0.002,,
2018-10-01 10:30  to 2018-10-01 10:45,0.031,,
2018-10-01 10:45  to 2018-10-01 11:00,0.003,,
2018-10-01 11:00  to 2018-10-01 11:15,0.002,,
2018-10-01 11:15  to 2018-10-01 11:30,0.005,,
2018-10-01 11:30  to 2018-10-01 11:45,0.026,,
2018-10-01 11:45  to 2018-10-01 12:00,0.009,,
2018-10-01 12:00  to 2018-10-01 12:15,0.011,,
2018-10-01 12:15  to 2018-10-01 12:30,0.019,,
2018-10-01 12:30  to 2018-10-01 12:45,0.035,,
2018-10-01 12:45  to 2018-10-01 13:00,0.040,,
2018-10-01 13:00  to 2018-10-01 13:15,0.048,,
2018-10-01 13:15  to 2018-10-01 13:30,0.061,,
2018-10-01 13:30  to 2018-10-01 13:45,0.033,,
2018-10-01 13:45  to 2018-10-01 14:00,0.073,,
2018-10-01 14:00  to 2018-10-01 14:15,0.061,,
2018-10-01 14:15  to 2018-10-01 14:30,0.070,,
2018-10-01 14:30  to 2018-10-01 14:45,0.117,,
2018-10-01 14:45  to 2018-10-01 15:00,0.173,,
2018-10-01 15:00  to 2018-10-01 15:15,0.280,,
2018-10-01 15:15  to 2018-10-01 15:30,0.340,,
2018-10-01 15:30  to 2018-10-01 15:45,0.141,,
2018-10-01 15:45  to 2018-10-01 16:00,0.141,,
2018-10-01 16:00  to 2018-10-01 16:15,0.141,,
2018-10-01 16:15  to 2018-10-01 16:30,0.165,,
2018-10-01 16:30  to 2018-10-01 16:45,0.271,,
