2018-08-30 09:30  to 2018-08-30 09:45,0.004,,
2018-08-30 09:45  to 2018-08-30 10:00,0.048,,
2018-08-30 10:00  to 2018-08-30 10:15,0.000,,
2018-08-30 10:15  to 2018-08-30 10:30,0.000,,
2018-08-30 10:30  to 2018-08-30 10:45,0.000,,
2018-08-30 10:45  to 2018-08-30 11:00,0.000,,
2018-08-30 11:00  to 2018-08-30 11:15,0.000,,
2018-08-30 11:15  to 2018-08-30 11:30,0.000,,
2018-08-30 11:30  to 2018-08-30 11:45,0.000,,
2018-08-30 11:45  to 2018-08-30 12:00,0.000,,
2018-08-30 12:00  to 2018-08-30 12:15,0.000,,
2018-08-30 12:15  to 2018-08-30 12:30,0.000,,
2018-08-30 12:30  to 2018-08-30 12:45,0.011,,
2018-08-30 12:45  to 2018-08-30 13:00,0.000,,
2018-08-30 13:00  to 2018-08-30 13:15,0.000,,
2018-08-30 13:15  to 2018-08-30 13:30,0.000,,
2018-08-30 13:30  to 2018-08-30 13:45,0.000,,
2018-08-30 13:45  to 2018-08-30 14:00,0.000,,
2018-08-30 14:00  to 2018-08-30 14:15,0.000,,
2018-08-30 14:15  to 2018-08-30 14:30,0.000,,
2018-08-30 14:30  to 2018-08-30 14:45,0.000,,
2018-08-30 14:45  to 2018-08-30 15:00,0.000,,
2018-08-30 15:00  to 2018-08-30 15:15,0.000,,
2018-08-30 15:15  to 2018-08-30 15:30,0.000,,
2018-08-30 15:30  to 2018-08-30 15:45,0.000,,
2018-08-30 15:45  to 2018-08-30 16:00,0.000,,
2018-08-30 16:00  to 2018-08-30 16:15,0.002,,
2018-08-30 16:15  to 2018-08-30 16:30,0.033,,
2018-08-30 16:30  to 2018-08-30 16:45,0.046,,
2018-08-30 16:45  to 2018-08-30 17:00,0.037,,
2018-08-30 17:00  to 2018-08-30 17:15,0.076,,
2018-08-30 17:15  to 2018-08-30 17:30,0.001,,
2018-08-30 17:30  to 2018-08-30 17:45,0.020,,
2018-08-30 17:45  to 2018-08-30 18:00,0.033,,
2018-08-30 18:00  to 2018-08-30 18:15,0.009,,
2018-08-30 18:15  to 2018-08-30 18:30,0.034,,
2018-08-30 18:30  to 2018-08-30 18:45,0.072,,
2018-08-30 18:45  to 2018-08-30 19:00,0.058,,
2018-08-30 19:00  to 2018-08-30 19:15,0.057,,
2018-08-30 19:15  to 2018-08-30 19:30,0.264,,
2018-08-30 19:30  to 2018-08-30 19:45,0.326,,
2018-08-30 19:45  to 2018-08-30 20:00,0.299,,
2018-08-30 20:00  to 2018-08-30 20:15,0.137,,
2018-08-30 20:15  to 2018-08-30 20:30,0.142,,
2018-08-30 20:30  to 2018-08-30 20:45,0.146,,
2018-08-30 20:45  to 2018-08-30 21:00,0.099,,
2018-08-30 21:00  to 2018-08-30 21:15,0.125,,
2018-08-30 21:15  to 2018-08-30 21:30,0.112,,
2018-08-30 21:30  to 2018-08-30 21:45,0.070,,
2018-08-30 21:45  to 2018-08-30 22:00,0.144,,
2018-08-30 22:00  to 2018-08-30 22:15,0.083,,
2018-08-30 22:15  to 2018-08-30 22:30,0.038,,
2018-08-30 22:30  to 2018-08-30 22:45,0.030,,
2018-08-30 22:45  to 2018-08-30 23:00,0.053,,
2018-08-30 23:00  to 2018-08-30 23:15,0.032,,
2018-08-30 23:15  to 2018-08-30 23:30,0.026,,
2018-08-30 23:30  to 2018-08-30 23:45,0.047,,
2018-08-30 23:45  to 2018-08-31 00:00,0.039,,

========================================
Interval Blockdata for period starting:, 2018-08-31 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-08-31 00:00  to 2018-08-31 00:15,0.049,,
2018-08-31 00:15  to 2018-08-31 00:30,0.100,,
2018-08-31 00:30  to 2018-08-31 00:45,0.162,,
2018-08-31 00:45  to 2018-08-31 01:00,0.123,,
2018-08-31 01:00  to 2018-08-31 01:15,0.112,,
2018-08-31 01:15  to 2018-08-31 01:30,0.101,,
2018-08-31 01:30  to 2018-08-31 01:45,0.047,,
2018-08-31 01:45  to 2018-08-31 02:00,0.050,,
2018-08-31 02:00  to 2018-08-31 02:15,0.071,,
2018-08-31 02:15  to 2018-08-31 02:30,0.024,,
2018-08-31 02:30  to 2018-08-31 02:45,0.025,,
2018-08-31 02:45  to 2018-08-31 03:00,0.045,,
2018-08-31 03:00  to 2018-08-31 03:15,0.029,,
2018-08-31 03:15  to 2018-08-31 03:30,0.021,,
2018-08-31 03:30  to 2018-08-31 03:45,0.029,,
2018-08-31 03:45  to 2018-08-31 04:00,0.164,,
2018-08-31 04:00  to 2018-08-31 04:15,0.078,,
2018-08-31 04:15  to 2018-08-31 04:30,0.058,,
2018-08-31 04:30  to 2018-08-31 04:45,0.046,,
2018-08-31 04:45  to 2018-08-31 05:00,0.036,,
2018-08-31 05:00  to 2018-08-31 05:15,0.024,,
2018-08-31 05:15  to 2018-08-31 05:30,0.047,,
2018-08-31 05:30  to 2018-08-31 05:45,0.074,,
2018-08-31 05:45  to 2018-08-31 06:00,0.093,,
2018-08-31 06:00  to 2018-08-31 06:15,0.032,,
2018-08-31 06:15  to 2018-08-31 06:30,0.035,,
2018-08-31 06:30  to 2018-08-31 06:45,0.032,,
2018-08-31 06:45  to 2018-08-31 07:00,0.083,,
2018-08-31 07:00  to 2018-08-31 07:15,0.001,,
2018-08-31 07:15  to 2018-08-31 07:30,0.000,,
2018-08-31 07:30  to 2018-08-31 07:45,0.000,,
2018-08-31 07:45  to 2018-08-31 08:00,0.000,,
2018-08-31 08:00  to 2018-08-31 08:15,0.049,,
2018-08-31 08:15  to 2018-08-31 08:30,0.055,,
2018-08-31 08:30  to 2018-08-31 08:45,0.001,,
2018-08-31 08:45  to 2018-08-31 09:00,0.000,,
2018-08-31 09:00  to 2018-08-31 09:15,0.000,,
2018-08-31 09:15  to 2018-08-31 09:30,0.000,,
2018-08-31 09:30  to 2018-08-31 09:45,0.039,,
2018-08-31 09:45  to 2018-08-31 10:00,0.000,,
2018-08-31 10:00  to 2018-08-31 10:15,0.000,,
2018-08-31 10:15  to 2018-08-31 10:30,0.000,,
2018-08-31 10:30  to 2018-08-31 10:45,0.000,,
2018-08-31 10:45  to 2018-08-31 11:00,0.000,,
2018-08-31 11:00  to 2018-08-31 11:15,0.000,,
2018-08-31 11:15  to 2018-08-31 11:30,0.000,,
2018-08-31 11:30  to 2018-08-31 11:45,0.000,,
2018-08-31 11:45  to 2018-08-31 12:00,0.000,,
2018-08-31 12:00  to 2018-08-31 12:15,0.000,,
2018-08-31 12:15  to 2018-08-31 12:30,0.000,,
2018-08-31 12:30  to 2018-08-31 12:45,0.000,,
2018-08-31 12:45  to 2018-08-31 13:00,0.000,,
2018-08-31 13:00  to 2018-08-31 13:15,0.000,,
2018-08-31 13:15  to 2018-08-31 13:30,0.000,,
2018-08-31 13:30  to 2018-08-31 13:45,0.000,,
2018-08-31 13:45  to 2018-08-31 14:00,0.000,,
2018-08-31 14:00  to 2018-08-31 14:15,0.000,,
2018-08-31 14:15  to 2018-08-31 14:30,0.000,,
2018-08-31 14:30  to 2018-08-31 14:45,0.000,,
2018-08-31 14:45  to 2018-08-31 15:00,0.012,,
2018-08-31 15:00  to 2018-08-31 15:15,0.028,,
2018-08-31 15:15  to 2018-08-31 15:30,0.007,,
2018-08-31 15:30  to 2018-08-31 15:45,0.006,,
2018-08-31 15:45  to 2018-08-31 16:00,0.027,,
2018-08-31 16:00  to 2018-08-31 16:15,0.094,,
2018-08-31 16:15  to 2018-08-31 16:30,0.089,,
2018-08-31 16:30  to 2018-08-31 16:45,0.093,,
2018-08-31 16:45  to 2018-08-31 17:00,0.150,,
2018-08-31 17:00  to 2018-08-31 17:15,0.135,,
2018-08-31 17:15  to 2018-08-31 17:30,0.259,,
2018-08-31 17:30  to 2018-08-31 17:45,0.247,,
2018-08-31 17:45  to 2018-08-31 18:00,0.280,,
2018-08-31 18:00  to 2018-08-31 18:15,0.268,,
2018-08-31 18:15  to 2018-08-31 18:30,0.111,,
2018-08-31 18:30  to 2018-08-31 18:45,0.086,,
2018-08-31 18:45  to 2018-08-31 19:00,0.111,,
2018-08-31 19:00  to 2018-08-31 19:15,0.141,,
2018-08-31 19:15  to 2018-08-31 19:30,0.316,,
2018-08-31 19:30  to 2018-08-31 19:45,0.249,,
2018-08-31 19:45  to 2018-08-31 20:00,0.199,,
2018-08-31 20:00  to 2018-08-31 20:15,0.219,,
2018-08-31 20:15  to 2018-08-31 20:30,0.167,,
2018-08-31 20:30  to 2018-08-31 20:45,0.116,,
2018-08-31 20:45  to 2018-08-31 21:00,0.129,,
2018-08-31 21:00  to 2018-08-31 21:15,0.130,,
2018-08-31 21:15  to 2018-08-31 21:30,0.080,,
2018-08-31 21:30  to 2018-08-31 21:45,0.077,,
2018-08-31 21:45  to 2018-08-31 22:00,0.088,,
2018-08-31 22:00  to 2018-08-31 22:15,0.059,,
2018-08-31 22:15  to 2018-08-31 22:30,0.059,,
2018-08-31 22:30  to 2018-08-31 22:45,0.136,,
2018-08-31 22:45  to 2018-08-31 23:00,0.169,,
2018-08-31 23:00  to 2018-08-31 23:15,0.148,,
2018-08-31 23:15  to 2018-08-31 23:30,0.074,,
2018-08-31 23:30  to 2018-08-31 23:45,0.074,,
2018-08-31 23:45  to 2018-09-01 00:00,0.045,,

========================================
Interval Blockdata for period starting:, 2018-09-01 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-09-01 00:00  to 2018-09-01 00:15,0.036,,
2018-09-01 00:15  to 2018-09-01 00:30,0.063,,
2018-09-01 00:30  to 2018-09-01 00:45,0.037,,
2018-09-01 00:45  to 2018-09-01 01:00,0.033,,
2018-09-01 01:00  to 2018-09-01 01:15,0.052,,
2018-09-01 01:15  to 2018-09-01 01:30,0.051,,
2018-09-01 01:30  to 2018-09-01 01:45,0.129,,
2018-09-01 01:45  to 2018-09-01 02:00,0.143,,
2018-09-01 02:00  to 2018-09-01 02:15,0.144,,
2018-09-01 02:15  to 2018-09-01 02:30,0.039,,
2018-09-01 02:30  to 2018-09-01 02:45,0.035,,
2018-09-01 02:45  to 2018-09-01 03:00,0.049,,
2018-09-01 03:00  to 2018-09-01 03:15,0.073,,
2018-09-01 03:15  to 2018-09-01 03:30,0.052,,
2018-09-01 03:30  to 2018-09-01 03:45,0.056,,
2018-09-01 03:45  to 2018-09-01 04:00,0.085,,
2018-09-01 04:00  to 2018-09-01 04:15,0.063,,
2018-09-01 04:15  to 2018-09-01 04:30,0.056,,
2018-09-01 04:30  to 2018-09-01 04:45,0.184,,
2018-09-01 04:45  to 2018-09-01 05:00,0.178,,
2018-09-01 05:00  to 2018-09-01 05:15,0.058,,
2018-09-01 05:15  to 2018-09-01 05:30,0.044,,
2018-09-01 05:30  to 2018-09-01 05:45,0.060,,
2018-09-01 05:45  to 2018-09-01 06:00,0.047,,
2018-09-01 06:00  to 2018-09-01 06:15,0.034,,
2018-09-01 06:15  to 2018-09-01 06:30,0.100,,
2018-09-01 06:30  to 2018-09-01 06:45,0.253,,
2018-09-01 06:45  to 2018-09-01 07:00,0.186,,
2018-09-01 07:00  to 2018-09-01 07:15,0.252,,
2018-09-01 07:15  to 2018-09-01 07:30,0.342,,
2018-09-01 07:30  to 2018-09-01 07:45,0.218,,
2018-09-01 07:45  to 2018-09-01 08:00,0.262,,
2018-09-01 08:00  to 2018-09-01 08:15,0.318,,
2018-09-01 08:15  to 2018-09-01 08:30,0.523,,
2018-09-01 08:30  to 2018-09-01 08:45,0.452,,
2018-09-01 08:45  to 2018-09-01 09:00,0.590,,
2018-09-01 09:00  to 2018-09-01 09:15,0.353,,
2018-09-01 09:15  to 2018-09-01 09:30,0.144,,
2018-09-01 09:30  to 2018-09-01 09:45,0.098,,
2018-09-01 09:45  to 2018-09-01 10:00,0.154,,
2018-09-01 10:00  to 2018-09-01 10:15,0.078,,
2018-09-01 10:15  to 2018-09-01 10:30,0.129,,
2018-09-01 10:30  to 2018-09-01 10:45,0.156,,
2018-09-01 10:45  to 2018-09-01 11:00,0.093,,
2018-09-01 11:00  to 2018-09-01 11:15,0.084,,
2018-09-01 11:15  to 2018-09-01 11:30,0.054,,
2018-09-01 11:30  to 2018-09-01 11:45,0.030,,
2018-09-01 11:45  to 2018-09-01 12:00,0.024,,
2018-09-01 12:00  to 2018-09-01 12:15,0.028,,
2018-09-01 12:15  to 2018-09-01 12:30,0.030,,
2018-09-01 12:30  to 2018-09-01 12:45,0.005,,
2018-09-01 12:45  to 2018-09-01 13:00,0.000,,
2018-09-01 13:00  to 2018-09-01 13:15,0.000,,
2018-09-01 13:15  to 2018-09-01 13:30,0.001,,
2018-09-01 13:30  to 2018-09-01 13:45,0.000,,
2018-09-01 13:45  to 2018-09-01 14:00,0.000,,
2018-09-01 14:00  to 2018-09-01 14:15,0.006,,
2018-09-01 14:15  to 2018-09-01 14:30,0.003,,
2018-09-01 14:30  to 2018-09-01 14:45,0.007,,
2018-09-01 14:45  to 2018-09-01 15:00,0.032,,
2018-09-01 15:00  to 2018-09-01 15:15,0.000,,
2018-09-01 15:15  to 2018-09-01 15:30,0.000,,
2018-09-01 15:30  to 2018-09-01 15:45,0.000,,
2018-09-01 15:45  to 2018-09-01 16:00,0.000,,
2018-09-01 16:00  to 2018-09-01 16:15,0.000,,
2018-09-01 16:15  to 2018-09-01 16:30,0.002,,
2018-09-01 16:30  to 2018-09-01 16:45,0.021,,
