2019-02-25 23:15  to 2019-02-25 23:30,0.324,,
2019-02-25 23:30  to 2019-02-25 23:45,0.172,,
2019-02-25 23:45  to 2019-02-26 00:00,0.394,,

========================================
Interval Blockdata for period starting:, 2019-02-26 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-02-26 00:00  to 2019-02-26 00:15,0.162,,
2019-02-26 00:00  to 2019-02-26 00:15,0.162,,
2019-02-26 00:15  to 2019-02-26 00:30,0.244,,
2019-02-26 00:15  to 2019-02-26 00:30,0.244,,
2019-02-26 00:30  to 2019-02-26 00:45,0.240,,
2019-02-26 00:30  to 2019-02-26 00:45,0.240,,
2019-02-26 00:45  to 2019-02-26 01:00,0.251,,
2019-02-26 00:45  to 2019-02-26 01:00,0.251,,
2019-02-26 01:00  to 2019-02-26 01:15,0.164,,
2019-02-26 01:00  to 2019-02-26 01:15,0.164,,
2019-02-26 01:15  to 2019-02-26 01:30,0.253,,
2019-02-26 01:15  to 2019-02-26 01:30,0.253,,
2019-02-26 01:30  to 2019-02-26 01:45,0.280,,
2019-02-26 01:30  to 2019-02-26 01:45,0.280,,
2019-02-26 01:45  to 2019-02-26 02:00,0.112,,
2019-02-26 01:45  to 2019-02-26 02:00,0.112,,
2019-02-26 02:00  to 2019-02-26 02:15,0.184,,
2019-02-26 02:00  to 2019-02-26 02:15,0.184,,
2019-02-26 02:15  to 2019-02-26 02:30,0.255,,
2019-02-26 02:15  to 2019-02-26 02:30,0.255,,
2019-02-26 02:30  to 2019-02-26 02:45,0.156,,
2019-02-26 02:30  to 2019-02-26 02:45,0.156,,
2019-02-26 02:45  to 2019-02-26 03:00,0.245,,
2019-02-26 02:45  to 2019-02-26 03:00,0.245,,
2019-02-26 03:00  to 2019-02-26 03:15,0.218,,
2019-02-26 03:00  to 2019-02-26 03:15,0.218,,
2019-02-26 03:15  to 2019-02-26 03:30,0.346,,
2019-02-26 03:15  to 2019-02-26 03:30,0.346,,
2019-02-26 03:30  to 2019-02-26 03:45,0.295,,
2019-02-26 03:30  to 2019-02-26 03:45,0.295,,
2019-02-26 03:45  to 2019-02-26 04:00,0.196,,
2019-02-26 03:45  to 2019-02-26 04:00,0.196,,
2019-02-26 04:00  to 2019-02-26 04:15,0.252,,
2019-02-26 04:00  to 2019-02-26 04:15,0.252,,
2019-02-26 04:15  to 2019-02-26 04:30,0.156,,
2019-02-26 04:15  to 2019-02-26 04:30,0.156,,
2019-02-26 04:30  to 2019-02-26 04:45,0.199,,
2019-02-26 04:30  to 2019-02-26 04:45,0.199,,
2019-02-26 04:45  to 2019-02-26 05:00,0.229,,
2019-02-26 04:45  to 2019-02-26 05:00,0.229,,
2019-02-26 05:00  to 2019-02-26 05:15,0.139,,
2019-02-26 05:00  to 2019-02-26 05:15,0.139,,
2019-02-26 05:15  to 2019-02-26 05:30,0.231,,
2019-02-26 05:15  to 2019-02-26 05:30,0.231,,
2019-02-26 05:30  to 2019-02-26 05:45,0.233,,
2019-02-26 05:30  to 2019-02-26 05:45,0.233,,
2019-02-26 05:45  to 2019-02-26 06:00,0.230,,
2019-02-26 05:45  to 2019-02-26 06:00,0.230,,
2019-02-26 06:00  to 2019-02-26 06:15,0.163,,
2019-02-26 06:00  to 2019-02-26 06:15,0.163,,
2019-02-26 06:15  to 2019-02-26 06:30,0.232,,
2019-02-26 06:15  to 2019-02-26 06:30,0.232,,
2019-02-26 06:30  to 2019-02-26 06:45,0.137,,
2019-02-26 06:30  to 2019-02-26 06:45,0.137,,
2019-02-26 06:45  to 2019-02-26 07:00,0.187,,
2019-02-26 06:45  to 2019-02-26 07:00,0.187,,
2019-02-26 07:00  to 2019-02-26 07:15,0.241,,
2019-02-26 07:00  to 2019-02-26 07:15,0.241,,
2019-02-26 07:15  to 2019-02-26 07:30,0.178,,
2019-02-26 07:15  to 2019-02-26 07:30,0.178,,
2019-02-26 07:30  to 2019-02-26 07:45,0.231,,
2019-02-26 07:30  to 2019-02-26 07:45,0.231,,
2019-02-26 07:45  to 2019-02-26 08:00,0.096,,
2019-02-26 07:45  to 2019-02-26 08:00,0.096,,
2019-02-26 08:00  to 2019-02-26 08:15,0.159,,
2019-02-26 08:00  to 2019-02-26 08:15,0.159,,
2019-02-26 08:15  to 2019-02-26 08:30,0.014,,
2019-02-26 08:15  to 2019-02-26 08:30,0.014,,
2019-02-26 08:30  to 2019-02-26 08:45,0.143,,
2019-02-26 08:30  to 2019-02-26 08:45,0.143,,
2019-02-26 08:45  to 2019-02-26 09:00,0.018,,
2019-02-26 08:45  to 2019-02-26 09:00,0.018,,
2019-02-26 09:00  to 2019-02-26 09:15,0.078,,
2019-02-26 09:00  to 2019-02-26 09:15,0.078,,
2019-02-26 09:15  to 2019-02-26 09:30,0.019,,
2019-02-26 09:15  to 2019-02-26 09:30,0.019,,
2019-02-26 09:30  to 2019-02-26 09:45,0.003,,
2019-02-26 09:30  to 2019-02-26 09:45,0.003,,
2019-02-26 09:45  to 2019-02-26 10:00,0.000,,
2019-02-26 09:45  to 2019-02-26 10:00,0.000,,
2019-02-26 10:00  to 2019-02-26 10:15,0.000,,
2019-02-26 10:00  to 2019-02-26 10:15,0.000,,
2019-02-26 10:15  to 2019-02-26 10:30,0.000,,
2019-02-26 10:15  to 2019-02-26 10:30,0.000,,
2019-02-26 10:30  to 2019-02-26 10:45,0.000,,
2019-02-26 10:30  to 2019-02-26 10:45,0.000,,
2019-02-26 10:45  to 2019-02-26 11:00,0.000,,
2019-02-26 10:45  to 2019-02-26 11:00,0.000,,
2019-02-26 11:00  to 2019-02-26 11:15,0.000,,
2019-02-26 11:00  to 2019-02-26 11:15,0.000,,
2019-02-26 11:15  to 2019-02-26 11:30,0.000,,
2019-02-26 11:15  to 2019-02-26 11:30,0.000,,
2019-02-26 11:30  to 2019-02-26 11:45,0.000,,
2019-02-26 11:30  to 2019-02-26 11:45,0.000,,
2019-02-26 11:45  to 2019-02-26 12:00,0.000,,
2019-02-26 11:45  to 2019-02-26 12:00,0.000,,
2019-02-26 12:00  to 2019-02-26 12:15,0.000,,
2019-02-26 12:00  to 2019-02-26 12:15,0.000,,
2019-02-26 12:15  to 2019-02-26 12:30,0.000,,
2019-02-26 12:15  to 2019-02-26 12:30,0.000,,
2019-02-26 12:30  to 2019-02-26 12:45,0.000,,
2019-02-26 12:30  to 2019-02-26 12:45,0.000,,
2019-02-26 12:45  to 2019-02-26 13:00,0.000,,
2019-02-26 12:45  to 2019-02-26 13:00,0.000,,
2019-02-26 13:00  to 2019-02-26 13:15,0.000,,
2019-02-26 13:00  to 2019-02-26 13:15,0.000,,
2019-02-26 13:15  to 2019-02-26 13:30,0.000,,
2019-02-26 13:15  to 2019-02-26 13:30,0.000,,
2019-02-26 13:30  to 2019-02-26 13:45,0.000,,
2019-02-26 13:30  to 2019-02-26 13:45,0.000,,
2019-02-26 13:45  to 2019-02-26 14:00,0.003,,
2019-02-26 13:45  to 2019-02-26 14:00,0.003,,
2019-02-26 14:00  to 2019-02-26 14:15,0.060,,
2019-02-26 14:00  to 2019-02-26 14:15,0.060,,
2019-02-26 14:15  to 2019-02-26 14:30,0.000,,
2019-02-26 14:15  to 2019-02-26 14:30,0.000,,
2019-02-26 14:30  to 2019-02-26 14:45,0.000,,
2019-02-26 14:30  to 2019-02-26 14:45,0.000,,
2019-02-26 14:45  to 2019-02-26 15:00,0.000,,
2019-02-26 14:45  to 2019-02-26 15:00,0.000,,
2019-02-26 15:00  to 2019-02-26 15:15,0.071,,
2019-02-26 15:00  to 2019-02-26 15:15,0.071,,
2019-02-26 15:15  to 2019-02-26 15:30,0.259,,
2019-02-26 15:15  to 2019-02-26 15:30,0.259,,
2019-02-26 15:30  to 2019-02-26 15:45,0.276,,
2019-02-26 15:30  to 2019-02-26 15:45,0.276,,
2019-02-26 15:45  to 2019-02-26 16:00,0.385,,
2019-02-26 15:45  to 2019-02-26 16:00,0.385,,
2019-02-26 16:00  to 2019-02-26 16:15,0.366,,
2019-02-26 16:00  to 2019-02-26 16:15,0.366,,
2019-02-26 16:15  to 2019-02-26 16:30,0.384,,
2019-02-26 16:15  to 2019-02-26 16:30,0.384,,
2019-02-26 16:30  to 2019-02-26 16:45,0.554,,
2019-02-26 16:30  to 2019-02-26 16:45,0.554,,
2019-02-26 16:45  to 2019-02-26 17:00,0.234,,
2019-02-26 16:45  to 2019-02-26 17:00,0.234,,
2019-02-26 17:00  to 2019-02-26 17:15,0.173,,
2019-02-26 17:00  to 2019-02-26 17:15,0.173,,
2019-02-26 17:15  to 2019-02-26 17:30,0.141,,
2019-02-26 17:15  to 2019-02-26 17:30,0.141,,
2019-02-26 17:30  to 2019-02-26 17:45,0.274,,
2019-02-26 17:30  to 2019-02-26 17:45,0.274,,
2019-02-26 17:45  to 2019-02-26 18:00,0.159,,
2019-02-26 17:45  to 2019-02-26 18:00,0.159,,
2019-02-26 18:00  to 2019-02-26 18:15,0.248,,
2019-02-26 18:00  to 2019-02-26 18:15,0.248,,
2019-02-26 18:15  to 2019-02-26 18:30,0.324,,
2019-02-26 18:15  to 2019-02-26 18:30,0.324,,
2019-02-26 18:30  to 2019-02-26 18:45,0.514,,
2019-02-26 18:30  to 2019-02-26 18:45,0.514,,
2019-02-26 18:45  to 2019-02-26 19:00,0.320,,
2019-02-26 18:45  to 2019-02-26 19:00,0.320,,
2019-02-26 19:00  to 2019-02-26 19:15,0.799,,
2019-02-26 19:00  to 2019-02-26 19:15,0.799,,
2019-02-26 19:15  to 2019-02-26 19:30,0.616,,
2019-02-26 19:15  to 2019-02-26 19:30,0.616,,
2019-02-26 19:30  to 2019-02-26 19:45,0.387,,
2019-02-26 19:30  to 2019-02-26 19:45,0.387,,
2019-02-26 19:45  to 2019-02-26 20:00,0.370,,
2019-02-26 19:45  to 2019-02-26 20:00,0.370,,
2019-02-26 20:00  to 2019-02-26 20:15,0.418,,
2019-02-26 20:00  to 2019-02-26 20:15,0.418,,
2019-02-26 20:15  to 2019-02-26 20:30,0.423,,
2019-02-26 20:15  to 2019-02-26 20:30,0.423,,
2019-02-26 20:30  to 2019-02-26 20:45,0.257,,
2019-02-26 20:30  to 2019-02-26 20:45,0.257,,
2019-02-26 20:45  to 2019-02-26 21:00,0.238,,
2019-02-26 20:45  to 2019-02-26 21:00,0.238,,
2019-02-26 21:00  to 2019-02-26 21:15,0.479,,
2019-02-26 21:00  to 2019-02-26 21:15,0.479,,
2019-02-26 21:15  to 2019-02-26 21:30,0.418,,
2019-02-26 21:15  to 2019-02-26 21:30,0.418,,
2019-02-26 21:30  to 2019-02-26 21:45,0.415,,
2019-02-26 21:30  to 2019-02-26 21:45,0.415,,
2019-02-26 21:45  to 2019-02-26 22:00,0.523,,
2019-02-26 21:45  to 2019-02-26 22:00,0.523,,
2019-02-26 22:00  to 2019-02-26 22:15,0.331,,
2019-02-26 22:00  to 2019-02-26 22:15,0.331,,
2019-02-26 22:15  to 2019-02-26 22:30,0.381,,
2019-02-26 22:15  to 2019-02-26 22:30,0.381,,
2019-02-26 22:30  to 2019-02-26 22:45,0.323,,
2019-02-26 22:30  to 2019-02-26 22:45,0.323,,
2019-02-26 22:45  to 2019-02-26 23:00,0.264,,
2019-02-26 22:45  to 2019-02-26 23:00,0.264,,
2019-02-26 23:00  to 2019-02-26 23:15,0.297,,
2019-02-26 23:00  to 2019-02-26 23:15,0.297,,
2019-02-26 23:15  to 2019-02-26 23:30,0.158,,
2019-02-26 23:15  to 2019-02-26 23:30,0.158,,
2019-02-26 23:30  to 2019-02-26 23:45,0.334,,
2019-02-26 23:30  to 2019-02-26 23:45,0.334,,
2019-02-26 23:45  to 2019-02-27 00:00,0.266,,
2019-02-26 23:45  to 2019-02-27 00:00,0.266,,

========================================
Interval Blockdata for period starting:, 2019-02-27 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-02-27 00:00  to 2019-02-27 00:15,0.173,,
2019-02-27 00:15  to 2019-02-27 00:30,0.272,,
2019-02-27 00:30  to 2019-02-27 00:45,0.316,,
2019-02-27 00:45  to 2019-02-27 01:00,0.197,,
2019-02-27 01:00  to 2019-02-27 01:15,0.191,,
2019-02-27 01:15  to 2019-02-27 01:30,0.278,,
2019-02-27 01:30  to 2019-02-27 01:45,0.295,,
2019-02-27 01:45  to 2019-02-27 02:00,0.169,,
2019-02-27 02:00  to 2019-02-27 02:15,0.239,,
2019-02-27 02:15  to 2019-02-27 02:30,0.305,,
2019-02-27 02:30  to 2019-02-27 02:45,0.192,,
2019-02-27 02:45  to 2019-02-27 03:00,0.268,,
2019-02-27 03:00  to 2019-02-27 03:15,0.266,,
2019-02-27 03:15  to 2019-02-27 03:30,0.236,,
2019-02-27 03:30  to 2019-02-27 03:45,0.182,,
2019-02-27 03:45  to 2019-02-27 04:00,0.291,,
2019-02-27 04:00  to 2019-02-27 04:15,0.318,,
2019-02-27 04:15  to 2019-02-27 04:30,0.170,,
2019-02-27 04:30  to 2019-02-27 04:45,0.255,,
2019-02-27 04:45  to 2019-02-27 05:00,0.199,,
2019-02-27 05:00  to 2019-02-27 05:15,0.224,,
2019-02-27 05:15  to 2019-02-27 05:30,0.162,,
2019-02-27 05:30  to 2019-02-27 05:45,0.338,,
2019-02-27 05:45  to 2019-02-27 06:00,0.354,,
2019-02-27 06:00  to 2019-02-27 06:15,0.322,,
2019-02-27 06:15  to 2019-02-27 06:30,0.244,,
2019-02-27 06:30  to 2019-02-27 06:45,0.092,,
2019-02-27 06:45  to 2019-02-27 07:00,0.268,,
2019-02-27 07:00  to 2019-02-27 07:15,0.104,,
2019-02-27 07:15  to 2019-02-27 07:30,0.258,,
2019-02-27 07:30  to 2019-02-27 07:45,0.142,,
2019-02-27 07:45  to 2019-02-27 08:00,0.248,,
2019-02-27 08:00  to 2019-02-27 08:15,0.113,,
2019-02-27 08:15  to 2019-02-27 08:30,0.214,,
2019-02-27 08:30  to 2019-02-27 08:45,0.129,,
2019-02-27 08:45  to 2019-02-27 09:00,0.079,,
2019-02-27 09:00  to 2019-02-27 09:15,0.047,,
2019-02-27 09:15  to 2019-02-27 09:30,0.018,,
2019-02-27 09:30  to 2019-02-27 09:45,0.091,,
2019-02-27 09:45  to 2019-02-27 10:00,0.000,,
2019-02-27 10:00  to 2019-02-27 10:15,0.000,,
2019-02-27 10:15  to 2019-02-27 10:30,0.000,,
2019-02-27 10:30  to 2019-02-27 10:45,0.000,,
2019-02-27 10:45  to 2019-02-27 11:00,0.000,,
2019-02-27 11:00  to 2019-02-27 11:15,0.000,,
2019-02-27 11:15  to 2019-02-27 11:30,0.000,,
2019-02-27 11:30  to 2019-02-27 11:45,0.000,,
2019-02-27 11:45  to 2019-02-27 12:00,0.000,,
2019-02-27 12:00  to 2019-02-27 12:15,0.000,,
2019-02-27 12:15  to 2019-02-27 12:30,0.000,,
2019-02-27 12:30  to 2019-02-27 12:45,0.000,,
2019-02-27 12:45  to 2019-02-27 13:00,0.000,,
2019-02-27 13:00  to 2019-02-27 13:15,0.000,,
2019-02-27 13:15  to 2019-02-27 13:30,0.000,,
2019-02-27 13:30  to 2019-02-27 13:45,0.000,,
2019-02-27 13:45  to 2019-02-27 14:00,0.000,,
2019-02-27 14:00  to 2019-02-27 14:15,0.000,,
2019-02-27 14:15  to 2019-02-27 14:30,0.000,,
2019-02-27 14:30  to 2019-02-27 14:45,0.000,,
2019-02-27 14:45  to 2019-02-27 15:00,0.000,,
2019-02-27 15:00  to 2019-02-27 15:15,0.018,,
2019-02-27 15:15  to 2019-02-27 15:30,0.053,,
2019-02-27 15:30  to 2019-02-27 15:45,0.046,,
2019-02-27 15:45  to 2019-02-27 16:00,0.000,,
2019-02-27 16:00  to 2019-02-27 16:15,0.049,,
2019-02-27 16:15  to 2019-02-27 16:30,0.037,,
2019-02-27 16:30  to 2019-02-27 16:45,0.019,,
2019-02-27 16:45  to 2019-02-27 17:00,0.099,,
2019-02-27 17:00  to 2019-02-27 17:15,0.019,,
