2018-09-12 09:45  to 2018-09-12 10:00,0.000,,
2018-09-12 10:00  to 2018-09-12 10:15,0.000,,
2018-09-12 10:15  to 2018-09-12 10:30,0.000,,
2018-09-12 10:30  to 2018-09-12 10:45,0.000,,
2018-09-12 10:45  to 2018-09-12 11:00,0.000,,
2018-09-12 11:00  to 2018-09-12 11:15,0.000,,
2018-09-12 11:15  to 2018-09-12 11:30,0.000,,
2018-09-12 11:30  to 2018-09-12 11:45,0.000,,
2018-09-12 11:45  to 2018-09-12 12:00,0.000,,
2018-09-12 12:00  to 2018-09-12 12:15,0.000,,
2018-09-12 12:15  to 2018-09-12 12:30,0.000,,
2018-09-12 12:30  to 2018-09-12 12:45,0.011,,
2018-09-12 12:45  to 2018-09-12 13:00,0.004,,
2018-09-12 13:00  to 2018-09-12 13:15,0.010,,
2018-09-12 13:15  to 2018-09-12 13:30,0.000,,
2018-09-12 13:30  to 2018-09-12 13:45,0.001,,
2018-09-12 13:45  to 2018-09-12 14:00,0.000,,
2018-09-12 14:00  to 2018-09-12 14:15,0.000,,
2018-09-12 14:15  to 2018-09-12 14:30,0.000,,
2018-09-12 14:30  to 2018-09-12 14:45,0.000,,
2018-09-12 14:45  to 2018-09-12 15:00,0.000,,
2018-09-12 15:00  to 2018-09-12 15:15,0.000,,
2018-09-12 15:15  to 2018-09-12 15:30,0.000,,
2018-09-12 15:30  to 2018-09-12 15:45,0.003,,
2018-09-12 15:45  to 2018-09-12 16:00,0.086,,
2018-09-12 16:00  to 2018-09-12 16:15,0.034,,
2018-09-12 16:15  to 2018-09-12 16:30,0.059,,
2018-09-12 16:30  to 2018-09-12 16:45,0.061,,
2018-09-12 16:45  to 2018-09-12 17:00,0.099,,
2018-09-12 17:00  to 2018-09-12 17:15,0.189,,
2018-09-12 17:15  to 2018-09-12 17:30,0.078,,
2018-09-12 17:30  to 2018-09-12 17:45,0.079,,
2018-09-12 17:45  to 2018-09-12 18:00,0.125,,
2018-09-12 18:00  to 2018-09-12 18:15,0.154,,
2018-09-12 18:15  to 2018-09-12 18:30,0.058,,
2018-09-12 18:30  to 2018-09-12 18:45,0.056,,
2018-09-12 18:45  to 2018-09-12 19:00,0.032,,
2018-09-12 19:00  to 2018-09-12 19:15,0.088,,
2018-09-12 19:15  to 2018-09-12 19:30,0.184,,
2018-09-12 19:30  to 2018-09-12 19:45,0.165,,
2018-09-12 19:45  to 2018-09-12 20:00,0.165,,
2018-09-12 20:00  to 2018-09-12 20:15,0.204,,
2018-09-12 20:15  to 2018-09-12 20:30,0.218,,
2018-09-12 20:30  to 2018-09-12 20:45,0.191,,
2018-09-12 20:45  to 2018-09-12 21:00,0.355,,
2018-09-12 21:00  to 2018-09-12 21:15,0.337,,
2018-09-12 21:15  to 2018-09-12 21:30,0.206,,
2018-09-12 21:30  to 2018-09-12 21:45,0.169,,
2018-09-12 21:45  to 2018-09-12 22:00,0.194,,
2018-09-12 22:00  to 2018-09-12 22:15,0.174,,
2018-09-12 22:15  to 2018-09-12 22:30,0.179,,
2018-09-12 22:30  to 2018-09-12 22:45,0.170,,
2018-09-12 22:45  to 2018-09-12 23:00,0.134,,
2018-09-12 23:00  to 2018-09-12 23:15,0.158,,
2018-09-12 23:15  to 2018-09-12 23:30,0.165,,
2018-09-12 23:30  to 2018-09-12 23:45,0.127,,
2018-09-12 23:45  to 2018-09-13 00:00,0.148,,

========================================
Interval Blockdata for period starting:, 2018-09-13 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-09-13 00:00  to 2018-09-13 00:15,0.167,,
2018-09-13 00:15  to 2018-09-13 00:30,0.117,,
2018-09-13 00:30  to 2018-09-13 00:45,0.169,,
2018-09-13 00:45  to 2018-09-13 01:00,0.160,,
2018-09-13 01:00  to 2018-09-13 01:15,0.140,,
2018-09-13 01:15  to 2018-09-13 01:30,0.163,,
2018-09-13 01:30  to 2018-09-13 01:45,0.139,,
2018-09-13 01:45  to 2018-09-13 02:00,0.183,,
2018-09-13 02:00  to 2018-09-13 02:15,0.129,,
2018-09-13 02:15  to 2018-09-13 02:30,0.144,,
2018-09-13 02:30  to 2018-09-13 02:45,0.162,,
2018-09-13 02:45  to 2018-09-13 03:00,0.125,,
2018-09-13 03:00  to 2018-09-13 03:15,0.122,,
2018-09-13 03:15  to 2018-09-13 03:30,0.102,,
2018-09-13 03:30  to 2018-09-13 03:45,0.148,,
2018-09-13 03:45  to 2018-09-13 04:00,0.103,,
2018-09-13 04:00  to 2018-09-13 04:15,0.080,,
2018-09-13 04:15  to 2018-09-13 04:30,0.045,,
2018-09-13 04:30  to 2018-09-13 04:45,0.068,,
2018-09-13 04:45  to 2018-09-13 05:00,0.040,,
2018-09-13 05:00  to 2018-09-13 05:15,0.039,,
2018-09-13 05:15  to 2018-09-13 05:30,0.048,,
2018-09-13 05:30  to 2018-09-13 05:45,0.063,,
2018-09-13 05:45  to 2018-09-13 06:00,0.040,,
2018-09-13 06:00  to 2018-09-13 06:15,0.085,,
2018-09-13 06:15  to 2018-09-13 06:30,0.272,,
2018-09-13 06:30  to 2018-09-13 06:45,0.093,,
2018-09-13 06:45  to 2018-09-13 07:00,0.041,,
2018-09-13 07:00  to 2018-09-13 07:15,0.062,,
2018-09-13 07:15  to 2018-09-13 07:30,0.028,,
2018-09-13 07:30  to 2018-09-13 07:45,0.017,,
2018-09-13 07:45  to 2018-09-13 08:00,0.001,,
2018-09-13 08:00  to 2018-09-13 08:15,0.006,,
2018-09-13 08:15  to 2018-09-13 08:30,0.000,,
2018-09-13 08:30  to 2018-09-13 08:45,0.000,,
2018-09-13 08:45  to 2018-09-13 09:00,0.000,,
2018-09-13 09:00  to 2018-09-13 09:15,0.000,,
2018-09-13 09:15  to 2018-09-13 09:30,0.000,,
2018-09-13 09:30  to 2018-09-13 09:45,0.000,,
2018-09-13 09:45  to 2018-09-13 10:00,0.000,,
2018-09-13 10:00  to 2018-09-13 10:15,0.000,,
2018-09-13 10:15  to 2018-09-13 10:30,0.000,,
2018-09-13 10:30  to 2018-09-13 10:45,0.000,,
2018-09-13 10:45  to 2018-09-13 11:00,0.004,,
2018-09-13 11:00  to 2018-09-13 11:15,0.027,,
2018-09-13 11:15  to 2018-09-13 11:30,0.107,,
2018-09-13 11:30  to 2018-09-13 11:45,0.006,,
2018-09-13 11:45  to 2018-09-13 12:00,0.000,,
2018-09-13 12:00  to 2018-09-13 12:15,0.000,,
2018-09-13 12:15  to 2018-09-13 12:30,0.000,,
2018-09-13 12:30  to 2018-09-13 12:45,0.000,,
2018-09-13 12:45  to 2018-09-13 13:00,0.001,,
2018-09-13 13:00  to 2018-09-13 13:15,0.000,,
2018-09-13 13:15  to 2018-09-13 13:30,0.000,,
2018-09-13 13:30  to 2018-09-13 13:45,0.000,,
2018-09-13 13:45  to 2018-09-13 14:00,0.000,,
2018-09-13 14:00  to 2018-09-13 14:15,0.000,,
2018-09-13 14:15  to 2018-09-13 14:30,0.000,,
2018-09-13 14:30  to 2018-09-13 14:45,0.000,,
2018-09-13 14:45  to 2018-09-13 15:00,0.000,,
2018-09-13 15:00  to 2018-09-13 15:15,0.009,,
2018-09-13 15:15  to 2018-09-13 15:30,0.055,,
2018-09-13 15:30  to 2018-09-13 15:45,0.107,,
2018-09-13 15:45  to 2018-09-13 16:00,0.064,,
2018-09-13 16:00  to 2018-09-13 16:15,0.025,,
2018-09-13 16:15  to 2018-09-13 16:30,0.458,,
2018-09-13 16:30  to 2018-09-13 16:45,0.348,,
2018-09-13 16:45  to 2018-09-13 17:00,0.203,,
2018-09-13 17:00  to 2018-09-13 17:15,0.094,,
2018-09-13 17:15  to 2018-09-13 17:30,0.131,,
2018-09-13 17:30  to 2018-09-13 17:45,0.104,,
2018-09-13 17:45  to 2018-09-13 18:00,0.257,,
2018-09-13 18:00  to 2018-09-13 18:15,0.174,,
2018-09-13 18:15  to 2018-09-13 18:30,0.147,,
2018-09-13 18:30  to 2018-09-13 18:45,0.123,,
2018-09-13 18:45  to 2018-09-13 19:00,0.134,,
2018-09-13 19:00  to 2018-09-13 19:15,0.133,,
2018-09-13 19:15  to 2018-09-13 19:30,0.113,,
2018-09-13 19:30  to 2018-09-13 19:45,0.112,,
2018-09-13 19:45  to 2018-09-13 20:00,0.118,,
2018-09-13 20:00  to 2018-09-13 20:15,0.101,,
2018-09-13 20:15  to 2018-09-13 20:30,0.129,,
2018-09-13 20:30  to 2018-09-13 20:45,0.254,,
2018-09-13 20:45  to 2018-09-13 21:00,0.177,,
2018-09-13 21:00  to 2018-09-13 21:15,0.199,,
2018-09-13 21:15  to 2018-09-13 21:30,0.097,,
2018-09-13 21:30  to 2018-09-13 21:45,0.113,,
2018-09-13 21:45  to 2018-09-13 22:00,0.139,,
2018-09-13 22:00  to 2018-09-13 22:15,0.121,,
2018-09-13 22:15  to 2018-09-13 22:30,0.120,,
2018-09-13 22:30  to 2018-09-13 22:45,0.111,,
2018-09-13 22:45  to 2018-09-13 23:00,0.139,,
2018-09-13 23:00  to 2018-09-13 23:15,0.135,,
2018-09-13 23:15  to 2018-09-13 23:30,0.120,,
2018-09-13 23:30  to 2018-09-13 23:45,0.222,,
2018-09-13 23:45  to 2018-09-14 00:00,0.214,,

========================================
Interval Blockdata for period starting:, 2018-09-14 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-09-14 00:00  to 2018-09-14 00:15,0.119,,
2018-09-14 00:15  to 2018-09-14 00:30,0.138,,
2018-09-14 00:30  to 2018-09-14 00:45,0.131,,
2018-09-14 00:45  to 2018-09-14 01:00,0.115,,
2018-09-14 01:00  to 2018-09-14 01:15,0.113,,
2018-09-14 01:15  to 2018-09-14 01:30,0.114,,
2018-09-14 01:30  to 2018-09-14 01:45,0.096,,
2018-09-14 01:45  to 2018-09-14 02:00,0.105,,
2018-09-14 02:00  to 2018-09-14 02:15,0.123,,
2018-09-14 02:15  to 2018-09-14 02:30,0.200,,
2018-09-14 02:30  to 2018-09-14 02:45,0.205,,
2018-09-14 02:45  to 2018-09-14 03:00,0.217,,
2018-09-14 03:00  to 2018-09-14 03:15,0.303,,
2018-09-14 03:15  to 2018-09-14 03:30,0.323,,
2018-09-14 03:30  to 2018-09-14 03:45,0.302,,
2018-09-14 03:45  to 2018-09-14 04:00,0.162,,
2018-09-14 04:00  to 2018-09-14 04:15,0.122,,
2018-09-14 04:15  to 2018-09-14 04:30,0.128,,
2018-09-14 04:30  to 2018-09-14 04:45,0.139,,
2018-09-14 04:45  to 2018-09-14 05:00,0.128,,
2018-09-14 05:00  to 2018-09-14 05:15,0.132,,
2018-09-14 05:15  to 2018-09-14 05:30,0.073,,
2018-09-14 05:30  to 2018-09-14 05:45,0.085,,
2018-09-14 05:45  to 2018-09-14 06:00,0.099,,
2018-09-14 06:00  to 2018-09-14 06:15,0.165,,
2018-09-14 06:15  to 2018-09-14 06:30,0.193,,
2018-09-14 06:30  to 2018-09-14 06:45,0.134,,
2018-09-14 06:45  to 2018-09-14 07:00,0.143,,
2018-09-14 07:00  to 2018-09-14 07:15,0.025,,
2018-09-14 07:15  to 2018-09-14 07:30,0.000,,
2018-09-14 07:30  to 2018-09-14 07:45,0.000,,
2018-09-14 07:45  to 2018-09-14 08:00,0.000,,
2018-09-14 08:00  to 2018-09-14 08:15,0.000,,
2018-09-14 08:15  to 2018-09-14 08:30,0.000,,
2018-09-14 08:30  to 2018-09-14 08:45,0.000,,
2018-09-14 08:45  to 2018-09-14 09:00,0.000,,
2018-09-14 09:00  to 2018-09-14 09:15,0.000,,
2018-09-14 09:15  to 2018-09-14 09:30,0.000,,
2018-09-14 09:30  to 2018-09-14 09:45,0.000,,
2018-09-14 09:45  to 2018-09-14 10:00,0.000,,
2018-09-14 10:00  to 2018-09-14 10:15,0.000,,
2018-09-14 10:15  to 2018-09-14 10:30,0.000,,
2018-09-14 10:30  to 2018-09-14 10:45,0.076,,
2018-09-14 10:45  to 2018-09-14 11:00,0.003,,
2018-09-14 11:00  to 2018-09-14 11:15,0.029,,
2018-09-14 11:15  to 2018-09-14 11:30,0.000,,
2018-09-14 11:30  to 2018-09-14 11:45,0.020,,
2018-09-14 11:45  to 2018-09-14 12:00,0.043,,
2018-09-14 12:00  to 2018-09-14 12:15,0.000,,
2018-09-14 12:15  to 2018-09-14 12:30,0.000,,
2018-09-14 12:30  to 2018-09-14 12:45,0.000,,
2018-09-14 12:45  to 2018-09-14 13:00,0.052,,
2018-09-14 13:00  to 2018-09-14 13:15,0.122,,
2018-09-14 13:15  to 2018-09-14 13:30,0.021,,
2018-09-14 13:30  to 2018-09-14 13:45,0.006,,
2018-09-14 13:45  to 2018-09-14 14:00,0.113,,
2018-09-14 14:00  to 2018-09-14 14:15,0.206,,
2018-09-14 14:15  to 2018-09-14 14:30,0.289,,
2018-09-14 14:30  to 2018-09-14 14:45,0.084,,
2018-09-14 14:45  to 2018-09-14 15:00,0.028,,
2018-09-14 15:00  to 2018-09-14 15:15,0.151,,
2018-09-14 15:15  to 2018-09-14 15:30,0.129,,
2018-09-14 15:30  to 2018-09-14 15:45,0.034,,
2018-09-14 15:45  to 2018-09-14 16:00,0.086,,
2018-09-14 16:00  to 2018-09-14 16:15,0.072,,
2018-09-14 16:15  to 2018-09-14 16:30,0.230,,
2018-09-14 16:30  to 2018-09-14 16:45,0.198,,
2018-09-14 16:45  to 2018-09-14 17:00,0.175,,
2018-09-14 17:00  to 2018-09-14 17:15,0.214,,
2018-09-14 17:15  to 2018-09-14 17:30,0.208,,
2018-09-14 17:30  to 2018-09-14 17:45,0.181,,
2018-09-14 17:45  to 2018-09-14 18:00,0.210,,
2018-09-14 18:00  to 2018-09-14 18:15,0.211,,
2018-09-14 18:15  to 2018-09-14 18:30,0.283,,
2018-09-14 18:30  to 2018-09-14 18:45,0.353,,
2018-09-14 18:45  to 2018-09-14 19:00,0.265,,
2018-09-14 19:00  to 2018-09-14 19:15,0.226,,
2018-09-14 19:15  to 2018-09-14 19:30,0.219,,
2018-09-14 19:30  to 2018-09-14 19:45,0.220,,
2018-09-14 19:45  to 2018-09-14 20:00,0.215,,
2018-09-14 20:00  to 2018-09-14 20:15,0.302,,
2018-09-14 20:15  to 2018-09-14 20:30,0.216,,
2018-09-14 20:30  to 2018-09-14 20:45,0.103,,
2018-09-14 20:45  to 2018-09-14 21:00,0.097,,
2018-09-14 21:00  to 2018-09-14 21:15,0.072,,
2018-09-14 21:15  to 2018-09-14 21:30,0.066,,
2018-09-14 21:30  to 2018-09-14 21:45,0.092,,
2018-09-14 21:45  to 2018-09-14 22:00,0.073,,
2018-09-14 22:00  to 2018-09-14 22:15,0.069,,
2018-09-14 22:15  to 2018-09-14 22:30,0.091,,
2018-09-14 22:30  to 2018-09-14 22:45,0.079,,
2018-09-14 22:45  to 2018-09-14 23:00,0.067,,
2018-09-14 23:00  to 2018-09-14 23:15,0.066,,
2018-09-14 23:15  to 2018-09-14 23:30,0.065,,
2018-09-14 23:30  to 2018-09-14 23:45,0.040,,
2018-09-14 23:45  to 2018-09-15 00:00,0.049,,

========================================
Interval Blockdata for period starting:, 2018-09-15 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-09-15 00:00  to 2018-09-15 00:15,0.064,,
2018-09-15 00:15  to 2018-09-15 00:30,0.044,,
2018-09-15 00:30  to 2018-09-15 00:45,0.072,,
2018-09-15 00:45  to 2018-09-15 01:00,0.096,,
2018-09-15 01:00  to 2018-09-15 01:15,0.073,,
2018-09-15 01:15  to 2018-09-15 01:30,0.123,,
2018-09-15 01:30  to 2018-09-15 01:45,0.122,,
2018-09-15 01:45  to 2018-09-15 02:00,0.055,,
2018-09-15 02:00  to 2018-09-15 02:15,0.043,,
2018-09-15 02:15  to 2018-09-15 02:30,0.074,,
2018-09-15 02:30  to 2018-09-15 02:45,0.084,,
2018-09-15 02:45  to 2018-09-15 03:00,0.060,,
2018-09-15 03:00  to 2018-09-15 03:15,0.058,,
2018-09-15 03:15  to 2018-09-15 03:30,0.085,,
2018-09-15 03:30  to 2018-09-15 03:45,0.063,,
2018-09-15 03:45  to 2018-09-15 04:00,0.060,,
2018-09-15 04:00  to 2018-09-15 04:15,0.077,,
2018-09-15 04:15  to 2018-09-15 04:30,0.077,,
2018-09-15 04:30  to 2018-09-15 04:45,0.052,,
2018-09-15 04:45  to 2018-09-15 05:00,0.040,,
2018-09-15 05:00  to 2018-09-15 05:15,0.111,,
2018-09-15 05:15  to 2018-09-15 05:30,0.163,,
2018-09-15 05:30  to 2018-09-15 05:45,0.150,,
2018-09-15 05:45  to 2018-09-15 06:00,0.130,,
2018-09-15 06:00  to 2018-09-15 06:15,0.109,,
2018-09-15 06:15  to 2018-09-15 06:30,0.171,,
2018-09-15 06:30  to 2018-09-15 06:45,0.293,,
2018-09-15 06:45  to 2018-09-15 07:00,0.094,,
2018-09-15 07:00  to 2018-09-15 07:15,0.043,,
2018-09-15 07:15  to 2018-09-15 07:30,0.009,,
2018-09-15 07:30  to 2018-09-15 07:45,0.106,,
2018-09-15 07:45  to 2018-09-15 08:00,0.051,,
2018-09-15 08:00  to 2018-09-15 08:15,0.000,,
2018-09-15 08:15  to 2018-09-15 08:30,0.001,,
2018-09-15 08:30  to 2018-09-15 08:45,0.000,,
2018-09-15 08:45  to 2018-09-15 09:00,0.000,,
2018-09-15 09:00  to 2018-09-15 09:15,0.000,,
2018-09-15 09:15  to 2018-09-15 09:30,0.000,,
2018-09-15 09:30  to 2018-09-15 09:45,0.000,,
2018-09-15 09:45  to 2018-09-15 10:00,0.000,,
2018-09-15 10:00  to 2018-09-15 10:15,0.000,,
2018-09-15 10:15  to 2018-09-15 10:30,0.003,,
2018-09-15 10:30  to 2018-09-15 10:45,0.126,,
2018-09-15 10:45  to 2018-09-15 11:00,0.108,,
2018-09-15 11:00  to 2018-09-15 11:15,0.045,,
2018-09-15 11:15  to 2018-09-15 11:30,0.014,,
2018-09-15 11:30  to 2018-09-15 11:45,0.277,,
2018-09-15 11:45  to 2018-09-15 12:00,0.121,,
2018-09-15 12:00  to 2018-09-15 12:15,0.214,,
2018-09-15 12:15  to 2018-09-15 12:30,0.108,,
2018-09-15 12:30  to 2018-09-15 12:45,0.157,,
2018-09-15 12:45  to 2018-09-15 13:00,0.007,,
2018-09-15 13:00  to 2018-09-15 13:15,0.000,,
2018-09-15 13:15  to 2018-09-15 13:30,0.000,,
2018-09-15 13:30  to 2018-09-15 13:45,0.038,,
2018-09-15 13:45  to 2018-09-15 14:00,0.009,,
2018-09-15 14:00  to 2018-09-15 14:15,0.000,,
2018-09-15 14:15  to 2018-09-15 14:30,0.001,,
2018-09-15 14:30  to 2018-09-15 14:45,0.152,,
2018-09-15 14:45  to 2018-09-15 15:00,0.262,,
2018-09-15 15:00  to 2018-09-15 15:15,0.104,,
2018-09-15 15:15  to 2018-09-15 15:30,0.070,,
2018-09-15 15:30  to 2018-09-15 15:45,0.077,,
2018-09-15 15:45  to 2018-09-15 16:00,0.141,,
2018-09-15 16:00  to 2018-09-15 16:15,0.243,,
2018-09-15 16:15  to 2018-09-15 16:30,0.174,,
2018-09-15 16:30  to 2018-09-15 16:45,0.196,,
2018-09-15 16:45  to 2018-09-15 17:00,0.298,,
2018-09-15 17:00  to 2018-09-15 17:15,0.398,,
2018-09-15 17:15  to 2018-09-15 17:30,0.363,,
2018-09-15 17:30  to 2018-09-15 17:45,0.353,,
2018-09-15 17:45  to 2018-09-15 18:00,0.353,,
2018-09-15 18:00  to 2018-09-15 18:15,0.413,,
2018-09-15 18:15  to 2018-09-15 18:30,0.531,,
2018-09-15 18:30  to 2018-09-15 18:45,0.376,,
2018-09-15 18:45  to 2018-09-15 19:00,0.337,,
2018-09-15 19:00  to 2018-09-15 19:15,0.309,,
2018-09-15 19:15  to 2018-09-15 19:30,0.294,,
2018-09-15 19:30  to 2018-09-15 19:45,0.310,,
2018-09-15 19:45  to 2018-09-15 20:00,0.316,,
2018-09-15 20:00  to 2018-09-15 20:15,0.425,,
2018-09-15 20:15  to 2018-09-15 20:30,0.330,,
2018-09-15 20:30  to 2018-09-15 20:45,0.306,,
2018-09-15 20:45  to 2018-09-15 21:00,0.316,,
2018-09-15 21:00  to 2018-09-15 21:15,0.301,,
2018-09-15 21:15  to 2018-09-15 21:30,0.170,,
2018-09-15 21:30  to 2018-09-15 21:45,0.196,,
2018-09-15 21:45  to 2018-09-15 22:00,0.136,,
2018-09-15 22:00  to 2018-09-15 22:15,0.122,,
2018-09-15 22:15  to 2018-09-15 22:30,0.112,,
2018-09-15 22:30  to 2018-09-15 22:45,0.096,,
2018-09-15 22:45  to 2018-09-15 23:00,0.120,,
2018-09-15 23:00  to 2018-09-15 23:15,0.111,,
2018-09-15 23:15  to 2018-09-15 23:30,0.094,,
2018-09-15 23:30  to 2018-09-15 23:45,0.105,,
2018-09-15 23:45  to 2018-09-16 00:00,0.122,,

========================================
Interval Blockdata for period starting:, 2018-09-16 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-09-16 00:00  to 2018-09-16 00:15,0.093,,
2018-09-16 00:15  to 2018-09-16 00:30,0.094,,
2018-09-16 00:30  to 2018-09-16 00:45,0.143,,
2018-09-16 00:45  to 2018-09-16 01:00,0.173,,
2018-09-16 01:00  to 2018-09-16 01:15,0.066,,
2018-09-16 01:15  to 2018-09-16 01:30,0.110,,
2018-09-16 01:30  to 2018-09-16 01:45,0.195,,
2018-09-16 01:45  to 2018-09-16 02:00,0.124,,
2018-09-16 02:00  to 2018-09-16 02:15,0.063,,
2018-09-16 02:15  to 2018-09-16 02:30,0.076,,
2018-09-16 02:30  to 2018-09-16 02:45,0.084,,
2018-09-16 02:45  to 2018-09-16 03:00,0.062,,
2018-09-16 03:00  to 2018-09-16 03:15,0.057,,
2018-09-16 03:15  to 2018-09-16 03:30,0.080,,
2018-09-16 03:30  to 2018-09-16 03:45,0.064,,
2018-09-16 03:45  to 2018-09-16 04:00,0.041,,
2018-09-16 04:00  to 2018-09-16 04:15,0.041,,
2018-09-16 04:15  to 2018-09-16 04:30,0.071,,
2018-09-16 04:30  to 2018-09-16 04:45,0.048,,
2018-09-16 04:45  to 2018-09-16 05:00,0.042,,
2018-09-16 05:00  to 2018-09-16 05:15,0.046,,
2018-09-16 05:15  to 2018-09-16 05:30,0.071,,
2018-09-16 05:30  to 2018-09-16 05:45,0.076,,
2018-09-16 05:45  to 2018-09-16 06:00,0.119,,
2018-09-16 06:00  to 2018-09-16 06:15,0.091,,
2018-09-16 06:15  to 2018-09-16 06:30,0.053,,
2018-09-16 06:30  to 2018-09-16 06:45,0.002,,
2018-09-16 06:45  to 2018-09-16 07:00,0.000,,
2018-09-16 07:00  to 2018-09-16 07:15,0.044,,
2018-09-16 07:15  to 2018-09-16 07:30,0.149,,
2018-09-16 07:30  to 2018-09-16 07:45,0.131,,
2018-09-16 07:45  to 2018-09-16 08:00,0.023,,
2018-09-16 08:00  to 2018-09-16 08:15,0.000,,
2018-09-16 08:15  to 2018-09-16 08:30,0.049,,
2018-09-16 08:30  to 2018-09-16 08:45,0.008,,
2018-09-16 08:45  to 2018-09-16 09:00,0.000,,
2018-09-16 09:00  to 2018-09-16 09:15,0.000,,
2018-09-16 09:15  to 2018-09-16 09:30,0.023,,
2018-09-16 09:30  to 2018-09-16 09:45,0.191,,
2018-09-16 09:45  to 2018-09-16 10:00,0.119,,
2018-09-16 10:00  to 2018-09-16 10:15,0.397,,
2018-09-16 10:15  to 2018-09-16 10:30,0.169,,
2018-09-16 10:30  to 2018-09-16 10:45,0.229,,
2018-09-16 10:45  to 2018-09-16 11:00,0.144,,
2018-09-16 11:00  to 2018-09-16 11:15,0.082,,
2018-09-16 11:15  to 2018-09-16 11:30,0.498,,
2018-09-16 11:30  to 2018-09-16 11:45,0.389,,
2018-09-16 11:45  to 2018-09-16 12:00,0.135,,
2018-09-16 12:00  to 2018-09-16 12:15,0.000,,
2018-09-16 12:15  to 2018-09-16 12:30,0.000,,
2018-09-16 12:30  to 2018-09-16 12:45,0.000,,
2018-09-16 12:45  to 2018-09-16 13:00,0.000,,
2018-09-16 13:00  to 2018-09-16 13:15,0.000,,
2018-09-16 13:15  to 2018-09-16 13:30,0.000,,
2018-09-16 13:30  to 2018-09-16 13:45,0.004,,
2018-09-16 13:45  to 2018-09-16 14:00,0.001,,
2018-09-16 14:00  to 2018-09-16 14:15,0.013,,
2018-09-16 14:15  to 2018-09-16 14:30,0.022,,
2018-09-16 14:30  to 2018-09-16 14:45,0.240,,
2018-09-16 14:45  to 2018-09-16 15:00,0.119,,
2018-09-16 15:00  to 2018-09-16 15:15,0.002,,
2018-09-16 15:15  to 2018-09-16 15:30,0.000,,
2018-09-16 15:30  to 2018-09-16 15:45,0.116,,
2018-09-16 15:45  to 2018-09-16 16:00,0.095,,
2018-09-16 16:00  to 2018-09-16 16:15,0.106,,
2018-09-16 16:15  to 2018-09-16 16:30,0.240,,
2018-09-16 16:30  to 2018-09-16 16:45,0.385,,
