2018-11-28 08:45  to 2018-11-28 09:00,0.092,,
2018-11-28 09:00  to 2018-11-28 09:15,0.000,,
2018-11-28 09:15  to 2018-11-28 09:30,0.000,,
2018-11-28 09:30  to 2018-11-28 09:45,0.062,,
2018-11-28 09:45  to 2018-11-28 10:00,0.038,,
2018-11-28 10:00  to 2018-11-28 10:15,0.046,,
2018-11-28 10:15  to 2018-11-28 10:30,0.151,,
2018-11-28 10:30  to 2018-11-28 10:45,0.018,,
2018-11-28 10:45  to 2018-11-28 11:00,0.000,,
2018-11-28 11:00  to 2018-11-28 11:15,0.000,,
2018-11-28 11:15  to 2018-11-28 11:30,0.000,,
2018-11-28 11:30  to 2018-11-28 11:45,0.000,,
2018-11-28 11:45  to 2018-11-28 12:00,0.000,,
2018-11-28 12:00  to 2018-11-28 12:15,0.000,,
2018-11-28 12:15  to 2018-11-28 12:30,0.000,,
2018-11-28 12:30  to 2018-11-28 12:45,0.000,,
2018-11-28 12:45  to 2018-11-28 13:00,0.000,,
2018-11-28 13:00  to 2018-11-28 13:15,0.000,,
2018-11-28 13:15  to 2018-11-28 13:30,0.000,,
2018-11-28 13:30  to 2018-11-28 13:45,0.000,,
2018-11-28 13:45  to 2018-11-28 14:00,0.000,,
2018-11-28 14:00  to 2018-11-28 14:15,0.000,,
2018-11-28 14:15  to 2018-11-28 14:30,0.128,,
2018-11-28 14:30  to 2018-11-28 14:45,0.154,,
2018-11-28 14:45  to 2018-11-28 15:00,0.055,,
2018-11-28 15:00  to 2018-11-28 15:15,0.118,,
2018-11-28 15:15  to 2018-11-28 15:30,0.085,,
2018-11-28 15:30  to 2018-11-28 15:45,0.029,,
2018-11-28 15:45  to 2018-11-28 16:00,0.173,,
2018-11-28 16:00  to 2018-11-28 16:15,0.136,,
2018-11-28 16:15  to 2018-11-28 16:30,0.048,,
2018-11-28 16:30  to 2018-11-28 16:45,0.335,,
2018-11-28 16:45  to 2018-11-28 17:00,0.357,,
2018-11-28 17:00  to 2018-11-28 17:15,0.174,,
2018-11-28 17:15  to 2018-11-28 17:30,0.113,,
2018-11-28 17:30  to 2018-11-28 17:45,0.125,,
2018-11-28 17:45  to 2018-11-28 18:00,0.184,,
2018-11-28 18:00  to 2018-11-28 18:15,0.253,,
2018-11-28 18:15  to 2018-11-28 18:30,0.303,,
2018-11-28 18:30  to 2018-11-28 18:45,0.350,,
2018-11-28 18:45  to 2018-11-28 19:00,0.274,,
2018-11-28 19:00  to 2018-11-28 19:15,0.256,,
2018-11-28 19:15  to 2018-11-28 19:30,0.282,,
2018-11-28 19:30  to 2018-11-28 19:45,0.266,,
2018-11-28 19:45  to 2018-11-28 20:00,0.265,,
2018-11-28 20:00  to 2018-11-28 20:15,0.255,,
2018-11-28 20:15  to 2018-11-28 20:30,0.319,,
2018-11-28 20:30  to 2018-11-28 20:45,0.348,,
2018-11-28 20:45  to 2018-11-28 21:00,0.188,,
2018-11-28 21:00  to 2018-11-28 21:15,0.168,,
2018-11-28 21:15  to 2018-11-28 21:30,0.164,,
2018-11-28 21:30  to 2018-11-28 21:45,0.173,,
2018-11-28 21:45  to 2018-11-28 22:00,0.165,,
2018-11-28 22:00  to 2018-11-28 22:15,0.150,,
2018-11-28 22:15  to 2018-11-28 22:30,0.146,,
2018-11-28 22:30  to 2018-11-28 22:45,0.178,,
2018-11-28 22:45  to 2018-11-28 23:00,0.229,,
2018-11-28 23:00  to 2018-11-28 23:15,0.263,,
2018-11-28 23:15  to 2018-11-28 23:30,0.318,,
2018-11-28 23:30  to 2018-11-28 23:45,0.215,,
2018-11-28 23:45  to 2018-11-29 00:00,0.183,,

========================================
Interval Blockdata for period starting:, 2018-11-29 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-11-29 00:00  to 2018-11-29 00:15,0.211,,
2018-11-29 00:15  to 2018-11-29 00:30,0.283,,
2018-11-29 00:30  to 2018-11-29 00:45,0.169,,
2018-11-29 00:45  to 2018-11-29 01:00,0.230,,
2018-11-29 01:00  to 2018-11-29 01:15,0.120,,
2018-11-29 01:15  to 2018-11-29 01:30,0.127,,
2018-11-29 01:30  to 2018-11-29 01:45,0.122,,
2018-11-29 01:45  to 2018-11-29 02:00,0.259,,
2018-11-29 02:00  to 2018-11-29 02:15,0.142,,
2018-11-29 02:15  to 2018-11-29 02:30,0.111,,
2018-11-29 02:30  to 2018-11-29 02:45,0.163,,
2018-11-29 02:45  to 2018-11-29 03:00,0.254,,
2018-11-29 03:00  to 2018-11-29 03:15,0.187,,
2018-11-29 03:15  to 2018-11-29 03:30,0.120,,
2018-11-29 03:30  to 2018-11-29 03:45,0.106,,
2018-11-29 03:45  to 2018-11-29 04:00,0.147,,
2018-11-29 04:00  to 2018-11-29 04:15,0.213,,
2018-11-29 04:15  to 2018-11-29 04:30,0.124,,
2018-11-29 04:30  to 2018-11-29 04:45,0.142,,
2018-11-29 04:45  to 2018-11-29 05:00,0.216,,
2018-11-29 05:00  to 2018-11-29 05:15,0.256,,
2018-11-29 05:15  to 2018-11-29 05:30,0.117,,
2018-11-29 05:30  to 2018-11-29 05:45,0.137,,
2018-11-29 05:45  to 2018-11-29 06:00,0.321,,
2018-11-29 06:00  to 2018-11-29 06:15,0.358,,
2018-11-29 06:15  to 2018-11-29 06:30,0.205,,
2018-11-29 06:30  to 2018-11-29 06:45,0.081,,
2018-11-29 06:45  to 2018-11-29 07:00,0.217,,
2018-11-29 07:00  to 2018-11-29 07:15,0.225,,
2018-11-29 07:15  to 2018-11-29 07:30,0.165,,
2018-11-29 07:30  to 2018-11-29 07:45,0.322,,
2018-11-29 07:45  to 2018-11-29 08:00,0.227,,
2018-11-29 08:00  to 2018-11-29 08:15,0.168,,
2018-11-29 08:15  to 2018-11-29 08:30,0.179,,
2018-11-29 08:30  to 2018-11-29 08:45,0.069,,
2018-11-29 08:45  to 2018-11-29 09:00,0.035,,
2018-11-29 09:00  to 2018-11-29 09:15,0.026,,
2018-11-29 09:15  to 2018-11-29 09:30,0.021,,
2018-11-29 09:30  to 2018-11-29 09:45,0.019,,
2018-11-29 09:45  to 2018-11-29 10:00,0.026,,
2018-11-29 10:00  to 2018-11-29 10:15,0.001,,
2018-11-29 10:15  to 2018-11-29 10:30,0.035,,
2018-11-29 10:30  to 2018-11-29 10:45,0.031,,
2018-11-29 10:45  to 2018-11-29 11:00,0.011,,
2018-11-29 11:00  to 2018-11-29 11:15,0.000,,
2018-11-29 11:15  to 2018-11-29 11:30,0.000,,
2018-11-29 11:30  to 2018-11-29 11:45,0.001,,
2018-11-29 11:45  to 2018-11-29 12:00,0.000,,
2018-11-29 12:00  to 2018-11-29 12:15,0.000,,
2018-11-29 12:15  to 2018-11-29 12:30,0.000,,
2018-11-29 12:30  to 2018-11-29 12:45,0.000,,
2018-11-29 12:45  to 2018-11-29 13:00,0.000,,
2018-11-29 13:00  to 2018-11-29 13:15,0.000,,
2018-11-29 13:15  to 2018-11-29 13:30,0.000,,
2018-11-29 13:30  to 2018-11-29 13:45,0.000,,
2018-11-29 13:45  to 2018-11-29 14:00,0.000,,
2018-11-29 14:00  to 2018-11-29 14:15,0.000,,
2018-11-29 14:15  to 2018-11-29 14:30,0.070,,
2018-11-29 14:30  to 2018-11-29 14:45,0.159,,
2018-11-29 14:45  to 2018-11-29 15:00,0.196,,
2018-11-29 15:00  to 2018-11-29 15:15,0.035,,
2018-11-29 15:15  to 2018-11-29 15:30,0.233,,
2018-11-29 15:30  to 2018-11-29 15:45,0.008,,
2018-11-29 15:45  to 2018-11-29 16:00,0.134,,
2018-11-29 16:00  to 2018-11-29 16:15,0.153,,
2018-11-29 16:15  to 2018-11-29 16:30,0.069,,
2018-11-29 16:30  to 2018-11-29 16:45,0.421,,
2018-11-29 16:45  to 2018-11-29 17:00,0.197,,
2018-11-29 17:00  to 2018-11-29 17:15,0.573,,
2018-11-29 17:15  to 2018-11-29 17:30,0.277,,
2018-11-29 17:30  to 2018-11-29 17:45,0.123,,
2018-11-29 17:45  to 2018-11-29 18:00,0.089,,
2018-11-29 18:00  to 2018-11-29 18:15,0.070,,
2018-11-29 18:15  to 2018-11-29 18:30,0.181,,
2018-11-29 18:30  to 2018-11-29 18:45,0.126,,
2018-11-29 18:45  to 2018-11-29 19:00,0.147,,
2018-11-29 19:00  to 2018-11-29 19:15,0.261,,
2018-11-29 19:15  to 2018-11-29 19:30,0.256,,
2018-11-29 19:30  to 2018-11-29 19:45,0.225,,
2018-11-29 19:45  to 2018-11-29 20:00,0.383,,
2018-11-29 20:00  to 2018-11-29 20:15,0.421,,
2018-11-29 20:15  to 2018-11-29 20:30,0.519,,
2018-11-29 20:30  to 2018-11-29 20:45,0.298,,
2018-11-29 20:45  to 2018-11-29 21:00,0.178,,
2018-11-29 21:00  to 2018-11-29 21:15,0.168,,
2018-11-29 21:15  to 2018-11-29 21:30,0.270,,
2018-11-29 21:30  to 2018-11-29 21:45,0.198,,
2018-11-29 21:45  to 2018-11-29 22:00,0.204,,
2018-11-29 22:00  to 2018-11-29 22:15,0.192,,
2018-11-29 22:15  to 2018-11-29 22:30,0.190,,
2018-11-29 22:30  to 2018-11-29 22:45,0.250,,
2018-11-29 22:45  to 2018-11-29 23:00,0.359,,
2018-11-29 23:00  to 2018-11-29 23:15,0.355,,
2018-11-29 23:15  to 2018-11-29 23:30,0.304,,
2018-11-29 23:30  to 2018-11-29 23:45,0.185,,
2018-11-29 23:45  to 2018-11-30 00:00,0.178,,

========================================
Interval Blockdata for period starting:, 2018-11-30 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-11-30 00:00  to 2018-11-30 00:15,0.174,,
2018-11-30 00:15  to 2018-11-30 00:30,0.185,,
2018-11-30 00:30  to 2018-11-30 00:45,0.329,,
2018-11-30 00:45  to 2018-11-30 01:00,0.217,,
2018-11-30 01:00  to 2018-11-30 01:15,0.157,,
2018-11-30 01:15  to 2018-11-30 01:30,0.154,,
2018-11-30 01:30  to 2018-11-30 01:45,0.135,,
2018-11-30 01:45  to 2018-11-30 02:00,0.127,,
2018-11-30 02:00  to 2018-11-30 02:15,0.198,,
2018-11-30 02:15  to 2018-11-30 02:30,0.212,,
2018-11-30 02:30  to 2018-11-30 02:45,0.120,,
2018-11-30 02:45  to 2018-11-30 03:00,0.110,,
2018-11-30 03:00  to 2018-11-30 03:15,0.189,,
2018-11-30 03:15  to 2018-11-30 03:30,0.201,,
2018-11-30 03:30  to 2018-11-30 03:45,0.192,,
2018-11-30 03:45  to 2018-11-30 04:00,0.163,,
2018-11-30 04:00  to 2018-11-30 04:15,0.136,,
2018-11-30 04:15  to 2018-11-30 04:30,0.245,,
2018-11-30 04:30  to 2018-11-30 04:45,0.375,,
2018-11-30 04:45  to 2018-11-30 05:00,0.341,,
2018-11-30 05:00  to 2018-11-30 05:15,0.140,,
2018-11-30 05:15  to 2018-11-30 05:30,0.114,,
2018-11-30 05:30  to 2018-11-30 05:45,0.218,,
2018-11-30 05:45  to 2018-11-30 06:00,0.210,,
2018-11-30 06:00  to 2018-11-30 06:15,0.156,,
2018-11-30 06:15  to 2018-11-30 06:30,0.108,,
2018-11-30 06:30  to 2018-11-30 06:45,0.128,,
2018-11-30 06:45  to 2018-11-30 07:00,0.312,,
2018-11-30 07:00  to 2018-11-30 07:15,0.382,,
2018-11-30 07:15  to 2018-11-30 07:30,0.254,,
2018-11-30 07:30  to 2018-11-30 07:45,0.078,,
2018-11-30 07:45  to 2018-11-30 08:00,0.051,,
2018-11-30 08:00  to 2018-11-30 08:15,0.115,,
2018-11-30 08:15  to 2018-11-30 08:30,0.000,,
2018-11-30 08:30  to 2018-11-30 08:45,0.000,,
2018-11-30 08:45  to 2018-11-30 09:00,0.002,,
2018-11-30 09:00  to 2018-11-30 09:15,0.050,,
2018-11-30 09:15  to 2018-11-30 09:30,0.000,,
2018-11-30 09:30  to 2018-11-30 09:45,0.000,,
2018-11-30 09:45  to 2018-11-30 10:00,0.000,,
2018-11-30 10:00  to 2018-11-30 10:15,0.002,,
2018-11-30 10:15  to 2018-11-30 10:30,0.000,,
2018-11-30 10:30  to 2018-11-30 10:45,0.000,,
2018-11-30 10:45  to 2018-11-30 11:00,0.000,,
2018-11-30 11:00  to 2018-11-30 11:15,0.000,,
2018-11-30 11:15  to 2018-11-30 11:30,0.000,,
2018-11-30 11:30  to 2018-11-30 11:45,0.000,,
2018-11-30 11:45  to 2018-11-30 12:00,0.000,,
2018-11-30 12:00  to 2018-11-30 12:15,0.000,,
2018-11-30 12:15  to 2018-11-30 12:30,0.000,,
2018-11-30 12:30  to 2018-11-30 12:45,0.000,,
2018-11-30 12:45  to 2018-11-30 13:00,0.000,,
2018-11-30 13:00  to 2018-11-30 13:15,0.000,,
2018-11-30 13:15  to 2018-11-30 13:30,0.000,,
2018-11-30 13:30  to 2018-11-30 13:45,0.069,,
2018-11-30 13:45  to 2018-11-30 14:00,0.000,,
2018-11-30 14:00  to 2018-11-30 14:15,0.000,,
2018-11-30 14:15  to 2018-11-30 14:30,0.007,,
2018-11-30 14:30  to 2018-11-30 14:45,0.121,,
2018-11-30 14:45  to 2018-11-30 15:00,0.057,,
2018-11-30 15:00  to 2018-11-30 15:15,0.002,,
2018-11-30 15:15  to 2018-11-30 15:30,0.005,,
2018-11-30 15:30  to 2018-11-30 15:45,0.049,,
2018-11-30 15:45  to 2018-11-30 16:00,0.489,,
2018-11-30 16:00  to 2018-11-30 16:15,0.599,,
2018-11-30 16:15  to 2018-11-30 16:30,0.624,,
2018-11-30 16:30  to 2018-11-30 16:45,0.264,,
