========================================,,,
Usage Information,,,
For: 955 KIRKWOOD ST,,,
========================================,,,
Meter Reading Information,,,
Type of readings: Electricity,,, ,  
========================================
Detailed Usage,,,
========================================,,,
Start date: 2019-06-09 00:00 for 16 days,,,
========================================
Interval Blockdata for period starting:, 2019-06-09 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-06-09 00:00  to 2019-06-09 00:15,0.174,,
2019-06-09 00:15  to 2019-06-09 00:30,0.116,,
2019-06-09 00:30  to 2019-06-09 00:45,0.057,,
2019-06-09 00:45  to 2019-06-09 01:00,0.041,,
2019-06-09 01:00  to 2019-06-09 01:15,0.047,,
2019-06-09 01:15  to 2019-06-09 01:30,0.027,,
2019-06-09 01:30  to 2019-06-09 01:45,0.029,,
2019-06-09 01:45  to 2019-06-09 02:00,0.056,,
2019-06-09 02:00  to 2019-06-09 02:15,0.029,,
2019-06-09 02:15  to 2019-06-09 02:30,0.028,,
2019-06-09 02:30  to 2019-06-09 02:45,0.054,,
2019-06-09 02:45  to 2019-06-09 03:00,0.061,,
2019-06-09 03:00  to 2019-06-09 03:15,0.050,,
2019-06-09 03:15  to 2019-06-09 03:30,0.062,,
2019-06-09 03:30  to 2019-06-09 03:45,0.064,,
2019-06-09 03:45  to 2019-06-09 04:00,0.087,,
2019-06-09 04:00  to 2019-06-09 04:15,0.154,,
2019-06-09 04:15  to 2019-06-09 04:30,0.092,,
2019-06-09 04:30  to 2019-06-09 04:45,0.028,,
2019-06-09 04:45  to 2019-06-09 05:00,0.028,,
2019-06-09 05:00  to 2019-06-09 05:15,0.050,,
2019-06-09 05:15  to 2019-06-09 05:30,0.035,,
2019-06-09 05:30  to 2019-06-09 05:45,0.021,,
2019-06-09 05:45  to 2019-06-09 06:00,0.027,,
2019-06-09 06:00  to 2019-06-09 06:15,0.020,,
2019-06-09 06:15  to 2019-06-09 06:30,0.000,,
2019-06-09 06:30  to 2019-06-09 06:45,0.000,,
2019-06-09 06:45  to 2019-06-09 07:00,0.013,,
2019-06-09 07:00  to 2019-06-09 07:15,0.001,,
2019-06-09 07:15  to 2019-06-09 07:30,0.000,,
2019-06-09 07:30  to 2019-06-09 07:45,0.089,,
2019-06-09 07:45  to 2019-06-09 08:00,0.129,,
2019-06-09 08:00  to 2019-06-09 08:15,0.091,,
2019-06-09 08:15  to 2019-06-09 08:30,0.033,,
2019-06-09 08:30  to 2019-06-09 08:45,0.061,,
2019-06-09 08:45  to 2019-06-09 09:00,0.013,,
2019-06-09 09:00  to 2019-06-09 09:15,0.000,,
2019-06-09 09:15  to 2019-06-09 09:30,0.000,,
2019-06-09 09:30  to 2019-06-09 09:45,0.003,,
2019-06-09 09:45  to 2019-06-09 10:00,0.000,,
2019-06-09 10:00  to 2019-06-09 10:15,0.001,,
2019-06-09 10:15  to 2019-06-09 10:30,0.001,,
2019-06-09 10:30  to 2019-06-09 10:45,0.000,,
2019-06-09 10:45  to 2019-06-09 11:00,0.000,,
2019-06-09 11:00  to 2019-06-09 11:15,0.000,,
2019-06-09 11:15  to 2019-06-09 11:30,0.000,,
2019-06-09 11:30  to 2019-06-09 11:45,0.057,,
2019-06-09 11:45  to 2019-06-09 12:00,0.020,,
2019-06-09 12:00  to 2019-06-09 12:15,0.002,,
2019-06-09 12:15  to 2019-06-09 12:30,0.000,,
2019-06-09 12:30  to 2019-06-09 12:45,0.000,,
2019-06-09 12:45  to 2019-06-09 13:00,0.000,,
2019-06-09 13:00  to 2019-06-09 13:15,0.000,,
2019-06-09 13:15  to 2019-06-09 13:30,0.000,,
2019-06-09 13:30  to 2019-06-09 13:45,0.000,,
2019-06-09 13:45  to 2019-06-09 14:00,0.000,,
2019-06-09 14:00  to 2019-06-09 14:15,0.000,,
2019-06-09 14:15  to 2019-06-09 14:30,0.000,,
2019-06-09 14:30  to 2019-06-09 14:45,0.000,,
2019-06-09 14:45  to 2019-06-09 15:00,0.000,,
2019-06-09 15:00  to 2019-06-09 15:15,0.000,,
2019-06-09 15:15  to 2019-06-09 15:30,0.000,,
2019-06-09 15:30  to 2019-06-09 15:45,0.000,,
2019-06-09 15:45  to 2019-06-09 16:00,0.000,,
2019-06-09 16:00  to 2019-06-09 16:15,0.000,,
2019-06-09 16:15  to 2019-06-09 16:30,0.000,,
2019-06-09 16:30  to 2019-06-09 16:45,0.000,,
2019-06-09 16:45  to 2019-06-09 17:00,0.016,,
2019-06-09 17:00  to 2019-06-09 17:15,0.040,,
2019-06-09 17:15  to 2019-06-09 17:30,0.043,,
2019-06-09 17:30  to 2019-06-09 17:45,0.021,,
2019-06-09 17:45  to 2019-06-09 18:00,0.000,,
2019-06-09 18:00  to 2019-06-09 18:15,0.000,,
2019-06-09 18:15  to 2019-06-09 18:30,0.000,,
2019-06-09 18:30  to 2019-06-09 18:45,0.002,,
2019-06-09 18:45  to 2019-06-09 19:00,0.029,,
2019-06-09 19:00  to 2019-06-09 19:15,0.094,,
2019-06-09 19:15  to 2019-06-09 19:30,0.121,,
2019-06-09 19:30  to 2019-06-09 19:45,0.108,,
2019-06-09 19:45  to 2019-06-09 20:00,0.037,,
2019-06-09 20:00  to 2019-06-09 20:15,0.028,,
2019-06-09 20:15  to 2019-06-09 20:30,0.040,,
2019-06-09 20:30  to 2019-06-09 20:45,0.049,,
2019-06-09 20:45  to 2019-06-09 21:00,0.028,,
2019-06-09 21:00  to 2019-06-09 21:15,0.028,,
2019-06-09 21:15  to 2019-06-09 21:30,0.056,,
2019-06-09 21:30  to 2019-06-09 21:45,0.052,,
2019-06-09 21:45  to 2019-06-09 22:00,0.051,,
2019-06-09 22:00  to 2019-06-09 22:15,0.066,,
2019-06-09 22:15  to 2019-06-09 22:30,0.066,,
2019-06-09 22:30  to 2019-06-09 22:45,0.049,,
2019-06-09 22:45  to 2019-06-09 23:00,0.049,,
2019-06-09 23:00  to 2019-06-09 23:15,0.190,,
2019-06-09 23:15  to 2019-06-09 23:30,0.170,,
2019-06-09 23:30  to 2019-06-09 23:45,0.093,,
2019-06-09 23:45  to 2019-06-10 00:00,0.059,,

========================================
Interval Blockdata for period starting:, 2019-06-10 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-06-10 00:00  to 2019-06-10 00:15,0.051,,
2019-06-10 00:15  to 2019-06-10 00:30,0.028,,
2019-06-10 00:30  to 2019-06-10 00:45,0.035,,
2019-06-10 00:45  to 2019-06-10 01:00,0.056,,
2019-06-10 01:00  to 2019-06-10 01:15,0.028,,
2019-06-10 01:15  to 2019-06-10 01:30,0.028,,
2019-06-10 01:30  to 2019-06-10 01:45,0.049,,
2019-06-10 01:45  to 2019-06-10 02:00,0.040,,
2019-06-10 02:00  to 2019-06-10 02:15,0.028,,
2019-06-10 02:15  to 2019-06-10 02:30,0.059,,
