2019-07-09 18:45  to 2019-07-09 19:00,0.051,,
2019-07-09 19:00  to 2019-07-09 19:15,0.024,,
2019-07-09 19:15  to 2019-07-09 19:30,0.032,,
2019-07-09 19:30  to 2019-07-09 19:45,0.035,,
2019-07-09 19:45  to 2019-07-09 20:00,0.024,,
2019-07-09 20:00  to 2019-07-09 20:15,0.050,,
2019-07-09 20:15  to 2019-07-09 20:30,0.101,,
2019-07-09 20:30  to 2019-07-09 20:45,0.145,,
2019-07-09 20:45  to 2019-07-09 21:00,0.152,,
2019-07-09 21:00  to 2019-07-09 21:15,0.100,,
2019-07-09 21:15  to 2019-07-09 21:30,0.145,,
2019-07-09 21:30  to 2019-07-09 21:45,0.038,,
2019-07-09 21:45  to 2019-07-09 22:00,0.025,,
2019-07-09 22:00  to 2019-07-09 22:15,0.051,,
2019-07-09 22:15  to 2019-07-09 22:30,0.045,,
2019-07-09 22:30  to 2019-07-09 22:45,0.055,,
2019-07-09 22:45  to 2019-07-09 23:00,0.069,,
2019-07-09 23:00  to 2019-07-09 23:15,0.047,,
2019-07-09 23:15  to 2019-07-09 23:30,0.192,,
2019-07-09 23:30  to 2019-07-09 23:45,0.059,,
2019-07-09 23:45  to 2019-07-10 00:00,0.046,,

========================================
Interval Blockdata for period starting:, 2019-07-10 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-07-10 00:00  to 2019-07-10 00:15,0.161,,
2019-07-10 00:15  to 2019-07-10 00:30,0.165,,
2019-07-10 00:30  to 2019-07-10 00:45,0.153,,
2019-07-10 00:45  to 2019-07-10 01:00,0.118,,
2019-07-10 01:00  to 2019-07-10 01:15,0.137,,
2019-07-10 01:15  to 2019-07-10 01:30,0.118,,
2019-07-10 01:30  to 2019-07-10 01:45,0.140,,
2019-07-10 01:45  to 2019-07-10 02:00,0.093,,
2019-07-10 02:00  to 2019-07-10 02:15,0.121,,
2019-07-10 02:15  to 2019-07-10 02:30,0.027,,
2019-07-10 02:30  to 2019-07-10 02:45,0.031,,
2019-07-10 02:45  to 2019-07-10 03:00,0.049,,
2019-07-10 03:00  to 2019-07-10 03:15,0.024,,
2019-07-10 03:15  to 2019-07-10 03:30,0.039,,
2019-07-10 03:30  to 2019-07-10 03:45,0.048,,
2019-07-10 03:45  to 2019-07-10 04:00,0.048,,
2019-07-10 04:00  to 2019-07-10 04:15,0.070,,
2019-07-10 04:15  to 2019-07-10 04:30,0.053,,
2019-07-10 04:30  to 2019-07-10 04:45,0.048,,
2019-07-10 04:45  to 2019-07-10 05:00,0.172,,
2019-07-10 05:00  to 2019-07-10 05:15,0.158,,
2019-07-10 05:15  to 2019-07-10 05:30,0.140,,
2019-07-10 05:30  to 2019-07-10 05:45,0.149,,
2019-07-10 05:45  to 2019-07-10 06:00,0.108,,
2019-07-10 06:00  to 2019-07-10 06:15,0.114,,
2019-07-10 06:15  to 2019-07-10 06:30,0.076,,
2019-07-10 06:30  to 2019-07-10 06:45,0.056,,
2019-07-10 06:45  to 2019-07-10 07:00,0.025,,
2019-07-10 07:00  to 2019-07-10 07:15,0.988,,
2019-07-10 07:15  to 2019-07-10 07:30,0.058,,
2019-07-10 07:30  to 2019-07-10 07:45,0.000,,
2019-07-10 07:45  to 2019-07-10 08:00,0.000,,
2019-07-10 08:00  to 2019-07-10 08:15,0.000,,
2019-07-10 08:15  to 2019-07-10 08:30,0.000,,
2019-07-10 08:30  to 2019-07-10 08:45,0.000,,
2019-07-10 08:45  to 2019-07-10 09:00,0.000,,
2019-07-10 09:00  to 2019-07-10 09:15,0.000,,
2019-07-10 09:15  to 2019-07-10 09:30,0.000,,
2019-07-10 09:30  to 2019-07-10 09:45,0.000,,
2019-07-10 09:45  to 2019-07-10 10:00,0.000,,
2019-07-10 10:00  to 2019-07-10 10:15,0.000,,
2019-07-10 10:15  to 2019-07-10 10:30,0.000,,
2019-07-10 10:30  to 2019-07-10 10:45,0.000,,
2019-07-10 10:45  to 2019-07-10 11:00,0.000,,
2019-07-10 11:00  to 2019-07-10 11:15,0.000,,
2019-07-10 11:15  to 2019-07-10 11:30,0.000,,
2019-07-10 11:30  to 2019-07-10 11:45,0.000,,
2019-07-10 11:45  to 2019-07-10 12:00,0.000,,
2019-07-10 12:00  to 2019-07-10 12:15,0.000,,
2019-07-10 12:15  to 2019-07-10 12:30,0.000,,
2019-07-10 12:30  to 2019-07-10 12:45,0.000,,
2019-07-10 12:45  to 2019-07-10 13:00,0.000,,
2019-07-10 13:00  to 2019-07-10 13:15,0.000,,
2019-07-10 13:15  to 2019-07-10 13:30,0.000,,
2019-07-10 13:30  to 2019-07-10 13:45,0.000,,
2019-07-10 13:45  to 2019-07-10 14:00,0.000,,
2019-07-10 14:00  to 2019-07-10 14:15,0.000,,
2019-07-10 14:15  to 2019-07-10 14:30,0.000,,
2019-07-10 14:30  to 2019-07-10 14:45,0.000,,
2019-07-10 14:45  to 2019-07-10 15:00,0.000,,
2019-07-10 15:00  to 2019-07-10 15:15,0.000,,
2019-07-10 15:15  to 2019-07-10 15:30,0.000,,
2019-07-10 15:30  to 2019-07-10 15:45,0.000,,
2019-07-10 15:45  to 2019-07-10 16:00,0.000,,
2019-07-10 16:00  to 2019-07-10 16:15,0.000,,
2019-07-10 16:15  to 2019-07-10 16:30,0.055,,
2019-07-10 16:30  to 2019-07-10 16:45,0.077,,
2019-07-10 16:45  to 2019-07-10 17:00,0.046,,
2019-07-10 17:00  to 2019-07-10 17:15,0.044,,
2019-07-10 17:15  to 2019-07-10 17:30,0.000,,
2019-07-10 17:30  to 2019-07-10 17:45,0.006,,
2019-07-10 17:45  to 2019-07-10 18:00,0.025,,
2019-07-10 18:00  to 2019-07-10 18:15,0.006,,
2019-07-10 18:15  to 2019-07-10 18:30,0.029,,
2019-07-10 18:30  to 2019-07-10 18:45,0.013,,
2019-07-10 18:45  to 2019-07-10 19:00,0.015,,
2019-07-10 19:00  to 2019-07-10 19:15,0.038,,
2019-07-10 19:15  to 2019-07-10 19:30,0.022,,
2019-07-10 19:30  to 2019-07-10 19:45,0.046,,
2019-07-10 19:45  to 2019-07-10 20:00,0.079,,
2019-07-10 20:00  to 2019-07-10 20:15,0.201,,
2019-07-10 20:15  to 2019-07-10 20:30,0.153,,
2019-07-10 20:30  to 2019-07-10 20:45,0.161,,
2019-07-10 20:45  to 2019-07-10 21:00,0.097,,
2019-07-10 21:00  to 2019-07-10 21:15,0.052,,
2019-07-10 21:15  to 2019-07-10 21:30,0.055,,
2019-07-10 21:30  to 2019-07-10 21:45,0.110,,
2019-07-10 21:45  to 2019-07-10 22:00,0.149,,
2019-07-10 22:00  to 2019-07-10 22:15,0.117,,
2019-07-10 22:15  to 2019-07-10 22:30,0.031,,
2019-07-10 22:30  to 2019-07-10 22:45,0.032,,
2019-07-10 22:45  to 2019-07-10 23:00,0.047,,
2019-07-10 23:00  to 2019-07-10 23:15,0.025,,
2019-07-10 23:15  to 2019-07-10 23:30,0.197,,
2019-07-10 23:30  to 2019-07-10 23:45,0.191,,
2019-07-10 23:45  to 2019-07-11 00:00,0.057,,

========================================
Interval Blockdata for period starting:, 2019-07-11 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-07-11 00:00  to 2019-07-11 00:15,0.049,,
2019-07-11 00:15  to 2019-07-11 00:30,0.024,,
2019-07-11 00:30  to 2019-07-11 00:45,0.042,,
2019-07-11 00:45  to 2019-07-11 01:00,0.036,,
2019-07-11 01:00  to 2019-07-11 01:15,0.030,,
2019-07-11 01:15  to 2019-07-11 01:30,0.077,,
2019-07-11 01:30  to 2019-07-11 01:45,0.048,,
2019-07-11 01:45  to 2019-07-11 02:00,0.058,,
2019-07-11 02:00  to 2019-07-11 02:15,0.066,,
2019-07-11 02:15  to 2019-07-11 02:30,0.046,,
2019-07-11 02:30  to 2019-07-11 02:45,0.164,,
2019-07-11 02:45  to 2019-07-11 03:00,0.170,,
2019-07-11 03:00  to 2019-07-11 03:15,0.172,,
2019-07-11 03:15  to 2019-07-11 03:30,0.176,,
2019-07-11 03:30  to 2019-07-11 03:45,0.196,,
2019-07-11 03:45  to 2019-07-11 04:00,0.166,,
2019-07-11 04:00  to 2019-07-11 04:15,0.136,,
2019-07-11 04:15  to 2019-07-11 04:30,0.041,,
2019-07-11 04:30  to 2019-07-11 04:45,0.025,,
2019-07-11 04:45  to 2019-07-11 05:00,0.053,,
2019-07-11 05:00  to 2019-07-11 05:15,0.025,,
2019-07-11 05:15  to 2019-07-11 05:30,0.025,,
2019-07-11 05:30  to 2019-07-11 05:45,0.036,,
2019-07-11 05:45  to 2019-07-11 06:00,0.008,,
2019-07-11 06:00  to 2019-07-11 06:15,0.013,,
2019-07-11 06:15  to 2019-07-11 06:30,0.005,,
2019-07-11 06:30  to 2019-07-11 06:45,0.000,,
2019-07-11 06:45  to 2019-07-11 07:00,0.041,,
2019-07-11 07:00  to 2019-07-11 07:15,0.075,,
2019-07-11 07:15  to 2019-07-11 07:30,0.050,,
2019-07-11 07:30  to 2019-07-11 07:45,0.078,,
2019-07-11 07:45  to 2019-07-11 08:00,0.024,,
2019-07-11 08:00  to 2019-07-11 08:15,0.039,,
2019-07-11 08:15  to 2019-07-11 08:30,0.023,,
2019-07-11 08:30  to 2019-07-11 08:45,0.031,,
2019-07-11 08:45  to 2019-07-11 09:00,0.037,,
2019-07-11 09:00  to 2019-07-11 09:15,0.013,,
2019-07-11 09:15  to 2019-07-11 09:30,0.007,,
2019-07-11 09:30  to 2019-07-11 09:45,0.000,,
2019-07-11 09:45  to 2019-07-11 10:00,0.000,,
2019-07-11 10:00  to 2019-07-11 10:15,0.000,,
2019-07-11 10:15  to 2019-07-11 10:30,0.000,,
2019-07-11 10:30  to 2019-07-11 10:45,0.000,,
2019-07-11 10:45  to 2019-07-11 11:00,0.000,,
2019-07-11 11:00  to 2019-07-11 11:15,0.009,,
2019-07-11 11:15  to 2019-07-11 11:30,0.000,,
2019-07-11 11:30  to 2019-07-11 11:45,0.000,,
2019-07-11 11:45  to 2019-07-11 12:00,0.000,,
2019-07-11 12:00  to 2019-07-11 12:15,0.002,,
2019-07-11 12:15  to 2019-07-11 12:30,0.008,,
2019-07-11 12:30  to 2019-07-11 12:45,0.010,,
2019-07-11 12:45  to 2019-07-11 13:00,0.007,,
2019-07-11 13:00  to 2019-07-11 13:15,0.000,,
2019-07-11 13:15  to 2019-07-11 13:30,0.000,,
2019-07-11 13:30  to 2019-07-11 13:45,0.000,,
2019-07-11 13:45  to 2019-07-11 14:00,0.000,,
2019-07-11 14:00  to 2019-07-11 14:15,0.000,,
2019-07-11 14:15  to 2019-07-11 14:30,0.000,,
2019-07-11 14:30  to 2019-07-11 14:45,0.000,,
2019-07-11 14:45  to 2019-07-11 15:00,0.000,,
2019-07-11 15:00  to 2019-07-11 15:15,0.000,,
2019-07-11 15:15  to 2019-07-11 15:30,0.000,,
2019-07-11 15:30  to 2019-07-11 15:45,0.000,,
2019-07-11 15:45  to 2019-07-11 16:00,0.000,,
2019-07-11 16:00  to 2019-07-11 16:15,0.001,,
2019-07-11 16:15  to 2019-07-11 16:30,0.000,,
2019-07-11 16:30  to 2019-07-11 16:45,0.000,,
2019-07-11 16:45  to 2019-07-11 17:00,0.000,,
2019-07-11 17:00  to 2019-07-11 17:15,0.000,,
2019-07-11 17:15  to 2019-07-11 17:30,0.019,,
2019-07-11 17:30  to 2019-07-11 17:45,0.425,,
2019-07-11 17:45  to 2019-07-11 18:00,1.052,,
2019-07-11 18:00  to 2019-07-11 18:15,1.043,,
2019-07-11 18:15  to 2019-07-11 18:30,1.029,,
2019-07-11 18:30  to 2019-07-11 18:45,1.053,,
2019-07-11 18:45  to 2019-07-11 19:00,1.024,,
2019-07-11 19:00  to 2019-07-11 19:15,1.033,,
2019-07-11 19:15  to 2019-07-11 19:30,1.028,,
2019-07-11 19:30  to 2019-07-11 19:45,1.001,,
2019-07-11 19:45  to 2019-07-11 20:00,1.018,,
2019-07-11 20:00  to 2019-07-11 20:15,0.996,,
2019-07-11 20:15  to 2019-07-11 20:30,0.992,,
2019-07-11 20:30  to 2019-07-11 20:45,1.018,,
2019-07-11 20:45  to 2019-07-11 21:00,1.006,,
2019-07-11 21:00  to 2019-07-11 21:15,0.398,,
2019-07-11 21:15  to 2019-07-11 21:30,0.048,,
2019-07-11 21:30  to 2019-07-11 21:45,0.030,,
2019-07-11 21:45  to 2019-07-11 22:00,0.086,,
2019-07-11 22:00  to 2019-07-11 22:15,0.040,,
2019-07-11 22:15  to 2019-07-11 22:30,0.050,,
2019-07-11 22:30  to 2019-07-11 22:45,0.065,,
2019-07-11 22:45  to 2019-07-11 23:00,0.056,,
2019-07-11 23:00  to 2019-07-11 23:15,0.129,,
2019-07-11 23:15  to 2019-07-11 23:30,0.285,,
2019-07-11 23:30  to 2019-07-11 23:45,0.158,,
2019-07-11 23:45  to 2019-07-12 00:00,0.067,,

========================================
Interval Blockdata for period starting:, 2019-07-12 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-07-12 00:00  to 2019-07-12 00:15,0.070,,
2019-07-12 00:15  to 2019-07-12 00:30,0.123,,
2019-07-12 00:30  to 2019-07-12 00:45,0.046,,
2019-07-12 00:45  to 2019-07-12 01:00,0.037,,
2019-07-12 01:00  to 2019-07-12 01:15,0.050,,
2019-07-12 01:15  to 2019-07-12 01:30,0.028,,
2019-07-12 01:30  to 2019-07-12 01:45,0.047,,
2019-07-12 01:45  to 2019-07-12 02:00,0.040,,
2019-07-12 02:00  to 2019-07-12 02:15,0.029,,
2019-07-12 02:15  to 2019-07-12 02:30,0.054,,
2019-07-12 02:30  to 2019-07-12 02:45,0.032,,
2019-07-12 02:45  to 2019-07-12 03:00,0.036,,
2019-07-12 03:00  to 2019-07-12 03:15,0.051,,
2019-07-12 03:15  to 2019-07-12 03:30,0.028,,
2019-07-12 03:30  to 2019-07-12 03:45,0.076,,
2019-07-12 03:45  to 2019-07-12 04:00,0.181,,
2019-07-12 04:00  to 2019-07-12 04:15,0.051,,
2019-07-12 04:15  to 2019-07-12 04:30,0.073,,
2019-07-12 04:30  to 2019-07-12 04:45,0.057,,
2019-07-12 04:45  to 2019-07-12 05:00,0.050,,
2019-07-12 05:00  to 2019-07-12 05:15,0.075,,
2019-07-12 05:15  to 2019-07-12 05:30,0.044,,
2019-07-12 05:30  to 2019-07-12 05:45,0.046,,
2019-07-12 05:45  to 2019-07-12 06:00,0.041,,
2019-07-12 06:00  to 2019-07-12 06:15,0.009,,
2019-07-12 06:15  to 2019-07-12 06:30,0.001,,
2019-07-12 06:30  to 2019-07-12 06:45,0.004,,
2019-07-12 06:45  to 2019-07-12 07:00,0.000,,
2019-07-12 07:00  to 2019-07-12 07:15,0.000,,
2019-07-12 07:15  to 2019-07-12 07:30,0.000,,
2019-07-12 07:30  to 2019-07-12 07:45,0.000,,
2019-07-12 07:45  to 2019-07-12 08:00,0.000,,
2019-07-12 08:00  to 2019-07-12 08:15,0.000,,
2019-07-12 08:15  to 2019-07-12 08:30,0.000,,
2019-07-12 08:30  to 2019-07-12 08:45,0.000,,
2019-07-12 08:45  to 2019-07-12 09:00,0.000,,
2019-07-12 09:00  to 2019-07-12 09:15,0.000,,
2019-07-12 09:15  to 2019-07-12 09:30,0.000,,
2019-07-12 09:30  to 2019-07-12 09:45,0.000,,
2019-07-12 09:45  to 2019-07-12 10:00,0.000,,
2019-07-12 10:00  to 2019-07-12 10:15,0.000,,
2019-07-12 10:15  to 2019-07-12 10:30,0.000,,
2019-07-12 10:30  to 2019-07-12 10:45,0.000,,
2019-07-12 10:45  to 2019-07-12 11:00,0.000,,
2019-07-12 11:00  to 2019-07-12 11:15,0.000,,
2019-07-12 11:15  to 2019-07-12 11:30,0.000,,
2019-07-12 11:30  to 2019-07-12 11:45,0.000,,
2019-07-12 11:45  to 2019-07-12 12:00,0.000,,
2019-07-12 12:00  to 2019-07-12 12:15,0.000,,
2019-07-12 12:15  to 2019-07-12 12:30,0.000,,
2019-07-12 12:30  to 2019-07-12 12:45,0.000,,
2019-07-12 12:45  to 2019-07-12 13:00,0.000,,
2019-07-12 13:00  to 2019-07-12 13:15,0.000,,
2019-07-12 13:15  to 2019-07-12 13:30,0.000,,
2019-07-12 13:30  to 2019-07-12 13:45,0.000,,
2019-07-12 13:45  to 2019-07-12 14:00,0.000,,
2019-07-12 14:00  to 2019-07-12 14:15,0.000,,
2019-07-12 14:15  to 2019-07-12 14:30,0.000,,
2019-07-12 14:30  to 2019-07-12 14:45,0.000,,
2019-07-12 14:45  to 2019-07-12 15:00,0.000,,
2019-07-12 15:00  to 2019-07-12 15:15,0.000,,
2019-07-12 15:15  to 2019-07-12 15:30,0.000,,
2019-07-12 15:30  to 2019-07-12 15:45,0.000,,
2019-07-12 15:45  to 2019-07-12 16:00,0.000,,
2019-07-12 16:00  to 2019-07-12 16:15,0.000,,
2019-07-12 16:15  to 2019-07-12 16:30,0.000,,
2019-07-12 16:30  to 2019-07-12 16:45,0.000,,
2019-07-12 16:45  to 2019-07-12 17:00,0.000,,
2019-07-12 17:00  to 2019-07-12 17:15,0.000,,
2019-07-12 17:15  to 2019-07-12 17:30,0.000,,
2019-07-12 17:30  to 2019-07-12 17:45,0.000,,
2019-07-12 17:45  to 2019-07-12 18:00,0.150,,
2019-07-12 18:00  to 2019-07-12 18:15,0.062,,
2019-07-12 18:15  to 2019-07-12 18:30,0.007,,
2019-07-12 18:30  to 2019-07-12 18:45,0.030,,
2019-07-12 18:45  to 2019-07-12 19:00,0.009,,
2019-07-12 19:00  to 2019-07-12 19:15,0.029,,
2019-07-12 19:15  to 2019-07-12 19:30,0.053,,
2019-07-12 19:30  to 2019-07-12 19:45,0.041,,
2019-07-12 19:45  to 2019-07-12 20:00,0.066,,
2019-07-12 20:00  to 2019-07-12 20:15,0.562,,
2019-07-12 20:15  to 2019-07-12 20:30,1.082,,
2019-07-12 20:30  to 2019-07-12 20:45,1.064,,
2019-07-12 20:45  to 2019-07-12 21:00,1.066,,
2019-07-12 21:00  to 2019-07-12 21:15,1.065,,
2019-07-12 21:15  to 2019-07-12 21:30,1.018,,
2019-07-12 21:30  to 2019-07-12 21:45,1.031,,
2019-07-12 21:45  to 2019-07-12 22:00,1.046,,
2019-07-12 22:00  to 2019-07-12 22:15,0.419,,
2019-07-12 22:15  to 2019-07-12 22:30,0.046,,
2019-07-12 22:30  to 2019-07-12 22:45,0.046,,
2019-07-12 22:45  to 2019-07-12 23:00,0.031,,
2019-07-12 23:00  to 2019-07-12 23:15,0.076,,
2019-07-12 23:15  to 2019-07-12 23:30,0.171,,
2019-07-12 23:30  to 2019-07-12 23:45,0.032,,
2019-07-12 23:45  to 2019-07-13 00:00,0.051,,

========================================
Interval Blockdata for period starting:, 2019-07-13 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-07-13 00:00  to 2019-07-13 00:15,0.036,,
2019-07-13 00:15  to 2019-07-13 00:30,0.089,,
2019-07-13 00:30  to 2019-07-13 00:45,0.179,,
2019-07-13 00:45  to 2019-07-13 01:00,0.140,,
2019-07-13 01:00  to 2019-07-13 01:15,0.054,,
2019-07-13 01:15  to 2019-07-13 01:30,0.174,,
2019-07-13 01:30  to 2019-07-13 01:45,0.050,,
2019-07-13 01:45  to 2019-07-13 02:00,0.058,,
2019-07-13 02:00  to 2019-07-13 02:15,0.071,,
2019-07-13 02:15  to 2019-07-13 02:30,0.048,,
2019-07-13 02:30  to 2019-07-13 02:45,0.045,,
2019-07-13 02:45  to 2019-07-13 03:00,0.043,,
2019-07-13 03:00  to 2019-07-13 03:15,0.029,,
2019-07-13 03:15  to 2019-07-13 03:30,0.050,,
2019-07-13 03:30  to 2019-07-13 03:45,0.036,,
2019-07-13 03:45  to 2019-07-13 04:00,0.029,,
2019-07-13 04:00  to 2019-07-13 04:15,0.057,,
2019-07-13 04:15  to 2019-07-13 04:30,0.029,,
2019-07-13 04:30  to 2019-07-13 04:45,0.038,,
2019-07-13 04:45  to 2019-07-13 05:00,0.067,,
2019-07-13 05:00  to 2019-07-13 05:15,0.159,,
2019-07-13 05:15  to 2019-07-13 05:30,0.038,,
2019-07-13 05:30  to 2019-07-13 05:45,0.038,,
2019-07-13 05:45  to 2019-07-13 06:00,0.031,,
2019-07-13 06:00  to 2019-07-13 06:15,0.045,,
2019-07-13 06:15  to 2019-07-13 06:30,0.015,,
2019-07-13 06:30  to 2019-07-13 06:45,0.000,,
2019-07-13 06:45  to 2019-07-13 07:00,0.000,,
2019-07-13 07:00  to 2019-07-13 07:15,0.000,,
2019-07-13 07:15  to 2019-07-13 07:30,0.000,,
2019-07-13 07:30  to 2019-07-13 07:45,0.000,,
2019-07-13 07:45  to 2019-07-13 08:00,0.000,,
2019-07-13 08:00  to 2019-07-13 08:15,0.000,,
2019-07-13 08:15  to 2019-07-13 08:30,0.000,,
2019-07-13 08:30  to 2019-07-13 08:45,0.000,,
2019-07-13 08:45  to 2019-07-13 09:00,0.000,,
2019-07-13 09:00  to 2019-07-13 09:15,0.000,,
2019-07-13 09:15  to 2019-07-13 09:30,0.000,,
2019-07-13 09:30  to 2019-07-13 09:45,0.000,,
2019-07-13 09:45  to 2019-07-13 10:00,0.000,,
2019-07-13 10:00  to 2019-07-13 10:15,0.000,,
2019-07-13 10:15  to 2019-07-13 10:30,0.000,,
2019-07-13 10:30  to 2019-07-13 10:45,0.000,,
2019-07-13 10:45  to 2019-07-13 11:00,0.000,,
2019-07-13 11:00  to 2019-07-13 11:15,0.000,,
2019-07-13 11:15  to 2019-07-13 11:30,0.000,,
2019-07-13 11:30  to 2019-07-13 11:45,0.000,,
2019-07-13 11:45  to 2019-07-13 12:00,0.000,,
2019-07-13 12:00  to 2019-07-13 12:15,0.000,,
2019-07-13 12:15  to 2019-07-13 12:30,0.000,,
2019-07-13 12:30  to 2019-07-13 12:45,0.000,,
2019-07-13 12:45  to 2019-07-13 13:00,0.000,,
2019-07-13 13:00  to 2019-07-13 13:15,0.000,,
2019-07-13 13:15  to 2019-07-13 13:30,0.000,,
2019-07-13 13:30  to 2019-07-13 13:45,0.000,,
2019-07-13 13:45  to 2019-07-13 14:00,0.000,,
2019-07-13 14:00  to 2019-07-13 14:15,0.000,,
2019-07-13 14:15  to 2019-07-13 14:30,0.000,,
2019-07-13 14:30  to 2019-07-13 14:45,0.000,,
2019-07-13 14:45  to 2019-07-13 15:00,0.000,,
2019-07-13 15:00  to 2019-07-13 15:15,0.000,,
2019-07-13 15:15  to 2019-07-13 15:30,0.000,,
2019-07-13 15:30  to 2019-07-13 15:45,0.010,,
2019-07-13 15:45  to 2019-07-13 16:00,0.006,,
2019-07-13 16:00  to 2019-07-13 16:15,0.000,,
2019-07-13 16:15  to 2019-07-13 16:30,0.308,,
2019-07-13 16:30  to 2019-07-13 16:45,0.943,,
