2019-04-10 19:30  to 2019-04-10 19:45,0.129,,
2019-04-10 19:45  to 2019-04-10 20:00,0.105,,
2019-04-10 20:00  to 2019-04-10 20:15,0.049,,
2019-04-10 20:15  to 2019-04-10 20:30,0.062,,
2019-04-10 20:30  to 2019-04-10 20:45,0.060,,
2019-04-10 20:45  to 2019-04-10 21:00,0.050,,
2019-04-10 21:00  to 2019-04-10 21:15,0.073,,
2019-04-10 21:15  to 2019-04-10 21:30,0.048,,
2019-04-10 21:30  to 2019-04-10 21:45,0.046,,
2019-04-10 21:45  to 2019-04-10 22:00,0.036,,
2019-04-10 22:00  to 2019-04-10 22:15,0.034,,
2019-04-10 22:15  to 2019-04-10 22:30,0.076,,
2019-04-10 22:30  to 2019-04-10 22:45,0.055,,
2019-04-10 22:45  to 2019-04-10 23:00,0.037,,
2019-04-10 23:00  to 2019-04-10 23:15,0.108,,
2019-04-10 23:15  to 2019-04-10 23:30,0.177,,
2019-04-10 23:30  to 2019-04-10 23:45,0.244,,
2019-04-10 23:45  to 2019-04-11 00:00,0.148,,

========================================
Interval Blockdata for period starting:, 2019-04-11 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-04-11 00:00  to 2019-04-11 00:15,0.087,,
2019-04-11 00:15  to 2019-04-11 00:30,0.116,,
2019-04-11 00:30  to 2019-04-11 00:45,0.101,,
2019-04-11 00:45  to 2019-04-11 01:00,0.055,,
2019-04-11 01:00  to 2019-04-11 01:15,0.114,,
2019-04-11 01:15  to 2019-04-11 01:30,0.095,,
2019-04-11 01:30  to 2019-04-11 01:45,0.115,,
2019-04-11 01:45  to 2019-04-11 02:00,0.136,,
2019-04-11 02:00  to 2019-04-11 02:15,0.061,,
2019-04-11 02:15  to 2019-04-11 02:30,0.152,,
2019-04-11 02:30  to 2019-04-11 02:45,0.118,,
2019-04-11 02:45  to 2019-04-11 03:00,0.094,,
2019-04-11 03:00  to 2019-04-11 03:15,0.159,,
2019-04-11 03:15  to 2019-04-11 03:30,0.128,,
2019-04-11 03:30  to 2019-04-11 03:45,0.121,,
2019-04-11 03:45  to 2019-04-11 04:00,0.074,,
2019-04-11 04:00  to 2019-04-11 04:15,0.156,,
2019-04-11 04:15  to 2019-04-11 04:30,0.178,,
2019-04-11 04:30  to 2019-04-11 04:45,0.116,,
2019-04-11 04:45  to 2019-04-11 05:00,0.145,,
2019-04-11 05:00  to 2019-04-11 05:15,0.199,,
2019-04-11 05:15  to 2019-04-11 05:30,0.196,,
2019-04-11 05:30  to 2019-04-11 05:45,0.109,,
2019-04-11 05:45  to 2019-04-11 06:00,0.041,,
2019-04-11 06:00  to 2019-04-11 06:15,0.115,,
2019-04-11 06:15  to 2019-04-11 06:30,0.265,,
2019-04-11 06:30  to 2019-04-11 06:45,0.172,,
2019-04-11 06:45  to 2019-04-11 07:00,0.086,,
2019-04-11 07:00  to 2019-04-11 07:15,0.156,,
2019-04-11 07:15  to 2019-04-11 07:30,0.046,,
2019-04-11 07:30  to 2019-04-11 07:45,0.099,,
2019-04-11 07:45  to 2019-04-11 08:00,0.168,,
2019-04-11 08:00  to 2019-04-11 08:15,0.266,,
2019-04-11 08:15  to 2019-04-11 08:30,0.424,,
2019-04-11 08:30  to 2019-04-11 08:45,0.604,,
2019-04-11 08:45  to 2019-04-11 09:00,0.414,,
2019-04-11 09:00  to 2019-04-11 09:15,0.312,,
2019-04-11 09:15  to 2019-04-11 09:30,0.484,,
2019-04-11 09:30  to 2019-04-11 09:45,0.118,,
2019-04-11 09:45  to 2019-04-11 10:00,0.017,,
2019-04-11 10:00  to 2019-04-11 10:15,0.025,,
2019-04-11 10:15  to 2019-04-11 10:30,0.046,,
2019-04-11 10:30  to 2019-04-11 10:45,0.079,,
2019-04-11 10:45  to 2019-04-11 11:00,0.035,,
2019-04-11 11:00  to 2019-04-11 11:15,0.018,,
2019-04-11 11:15  to 2019-04-11 11:30,0.008,,
2019-04-11 11:30  to 2019-04-11 11:45,0.017,,
2019-04-11 11:45  to 2019-04-11 12:00,0.021,,
2019-04-11 12:00  to 2019-04-11 12:15,0.014,,
2019-04-11 12:15  to 2019-04-11 12:30,0.005,,
2019-04-11 12:30  to 2019-04-11 12:45,0.029,,
2019-04-11 12:45  to 2019-04-11 13:00,0.066,,
2019-04-11 13:00  to 2019-04-11 13:15,0.037,,
2019-04-11 13:15  to 2019-04-11 13:30,0.036,,
2019-04-11 13:30  to 2019-04-11 13:45,0.010,,
2019-04-11 13:45  to 2019-04-11 14:00,0.023,,
2019-04-11 14:00  to 2019-04-11 14:15,0.016,,
2019-04-11 14:15  to 2019-04-11 14:30,0.000,,
2019-04-11 14:30  to 2019-04-11 14:45,0.022,,
2019-04-11 14:45  to 2019-04-11 15:00,0.072,,
2019-04-11 15:00  to 2019-04-11 15:15,1.089,,
2019-04-11 15:15  to 2019-04-11 15:30,0.272,,
2019-04-11 15:30  to 2019-04-11 15:45,0.200,,
2019-04-11 15:45  to 2019-04-11 16:00,0.130,,
2019-04-11 16:00  to 2019-04-11 16:15,0.503,,
2019-04-11 16:15  to 2019-04-11 16:30,0.279,,
2019-04-11 16:30  to 2019-04-11 16:45,0.069,,
2019-04-11 16:45  to 2019-04-11 17:00,0.122,,
2019-04-11 17:00  to 2019-04-11 17:15,0.061,,
2019-04-11 17:15  to 2019-04-11 17:30,0.059,,
2019-04-11 17:30  to 2019-04-11 17:45,0.321,,
2019-04-11 17:45  to 2019-04-11 18:00,0.169,,
2019-04-11 18:00  to 2019-04-11 18:15,0.215,,
2019-04-11 18:15  to 2019-04-11 18:30,0.076,,
2019-04-11 18:30  to 2019-04-11 18:45,0.124,,
2019-04-11 18:45  to 2019-04-11 19:00,0.133,,
2019-04-11 19:00  to 2019-04-11 19:15,0.104,,
2019-04-11 19:15  to 2019-04-11 19:30,0.051,,
2019-04-11 19:30  to 2019-04-11 19:45,0.045,,
2019-04-11 19:45  to 2019-04-11 20:00,0.236,,
2019-04-11 20:00  to 2019-04-11 20:15,0.056,,
2019-04-11 20:15  to 2019-04-11 20:30,0.103,,
2019-04-11 20:30  to 2019-04-11 20:45,0.078,,
2019-04-11 20:45  to 2019-04-11 21:00,0.145,,
2019-04-11 21:00  to 2019-04-11 21:15,0.220,,
2019-04-11 21:15  to 2019-04-11 21:30,0.099,,
2019-04-11 21:30  to 2019-04-11 21:45,0.135,,
2019-04-11 21:45  to 2019-04-11 22:00,0.090,,
2019-04-11 22:00  to 2019-04-11 22:15,0.219,,
2019-04-11 22:15  to 2019-04-11 22:30,0.080,,
2019-04-11 22:30  to 2019-04-11 22:45,0.189,,
2019-04-11 22:45  to 2019-04-11 23:00,0.104,,
2019-04-11 23:00  to 2019-04-11 23:15,0.097,,
2019-04-11 23:15  to 2019-04-11 23:30,0.175,,
2019-04-11 23:30  to 2019-04-11 23:45,0.053,,
2019-04-11 23:45  to 2019-04-12 00:00,0.170,,

========================================
Interval Blockdata for period starting:, 2019-04-12 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-04-12 00:00  to 2019-04-12 00:15,0.073,,
2019-04-12 00:15  to 2019-04-12 00:30,0.143,,
2019-04-12 00:30  to 2019-04-12 00:45,0.131,,
2019-04-12 00:45  to 2019-04-12 01:00,0.107,,
2019-04-12 01:00  to 2019-04-12 01:15,0.133,,
2019-04-12 01:15  to 2019-04-12 01:30,0.106,,
2019-04-12 01:30  to 2019-04-12 01:45,0.198,,
2019-04-12 01:45  to 2019-04-12 02:00,0.266,,
2019-04-12 02:00  to 2019-04-12 02:15,0.143,,
2019-04-12 02:15  to 2019-04-12 02:30,0.212,,
2019-04-12 02:30  to 2019-04-12 02:45,0.091,,
2019-04-12 02:45  to 2019-04-12 03:00,0.168,,
2019-04-12 03:00  to 2019-04-12 03:15,0.144,,
2019-04-12 03:15  to 2019-04-12 03:30,0.163,,
2019-04-12 03:30  to 2019-04-12 03:45,0.148,,
2019-04-12 03:45  to 2019-04-12 04:00,0.052,,
2019-04-12 04:00  to 2019-04-12 04:15,0.197,,
2019-04-12 04:15  to 2019-04-12 04:30,0.210,,
2019-04-12 04:30  to 2019-04-12 04:45,0.071,,
2019-04-12 04:45  to 2019-04-12 05:00,0.075,,
2019-04-12 05:00  to 2019-04-12 05:15,0.213,,
2019-04-12 05:15  to 2019-04-12 05:30,0.191,,
2019-04-12 05:30  to 2019-04-12 05:45,0.040,,
2019-04-12 05:45  to 2019-04-12 06:00,0.083,,
2019-04-12 06:00  to 2019-04-12 06:15,0.182,,
2019-04-12 06:15  to 2019-04-12 06:30,0.125,,
2019-04-12 06:30  to 2019-04-12 06:45,0.207,,
2019-04-12 06:45  to 2019-04-12 07:00,0.195,,
2019-04-12 07:00  to 2019-04-12 07:15,0.041,,
2019-04-12 07:15  to 2019-04-12 07:30,0.052,,
2019-04-12 07:30  to 2019-04-12 07:45,0.113,,
2019-04-12 07:45  to 2019-04-12 08:00,0.023,,
2019-04-12 08:00  to 2019-04-12 08:15,0.018,,
2019-04-12 08:15  to 2019-04-12 08:30,0.093,,
2019-04-12 08:30  to 2019-04-12 08:45,0.000,,
2019-04-12 08:45  to 2019-04-12 09:00,0.000,,
2019-04-12 09:00  to 2019-04-12 09:15,0.080,,
2019-04-12 09:15  to 2019-04-12 09:30,0.012,,
2019-04-12 09:30  to 2019-04-12 09:45,0.000,,
2019-04-12 09:45  to 2019-04-12 10:00,0.000,,
2019-04-12 10:00  to 2019-04-12 10:15,0.000,,
2019-04-12 10:15  to 2019-04-12 10:30,0.000,,
2019-04-12 10:30  to 2019-04-12 10:45,0.000,,
2019-04-12 10:45  to 2019-04-12 11:00,0.000,,
2019-04-12 11:00  to 2019-04-12 11:15,0.000,,
2019-04-12 11:15  to 2019-04-12 11:30,0.002,,
2019-04-12 11:30  to 2019-04-12 11:45,0.000,,
2019-04-12 11:45  to 2019-04-12 12:00,0.000,,
2019-04-12 12:00  to 2019-04-12 12:15,0.000,,
2019-04-12 12:15  to 2019-04-12 12:30,0.003,,
2019-04-12 12:30  to 2019-04-12 12:45,0.000,,
2019-04-12 12:45  to 2019-04-12 13:00,0.000,,
2019-04-12 13:00  to 2019-04-12 13:15,0.000,,
2019-04-12 13:15  to 2019-04-12 13:30,0.001,,
2019-04-12 13:30  to 2019-04-12 13:45,0.000,,
2019-04-12 13:45  to 2019-04-12 14:00,0.000,,
2019-04-12 14:00  to 2019-04-12 14:15,0.000,,
2019-04-12 14:15  to 2019-04-12 14:30,0.122,,
2019-04-12 14:30  to 2019-04-12 14:45,0.195,,
2019-04-12 14:45  to 2019-04-12 15:00,0.038,,
2019-04-12 15:00  to 2019-04-12 15:15,0.068,,
2019-04-12 15:15  to 2019-04-12 15:30,0.025,,
2019-04-12 15:30  to 2019-04-12 15:45,0.002,,
2019-04-12 15:45  to 2019-04-12 16:00,0.062,,
2019-04-12 16:00  to 2019-04-12 16:15,0.340,,
2019-04-12 16:15  to 2019-04-12 16:30,0.179,,
2019-04-12 16:30  to 2019-04-12 16:45,0.048,,
2019-04-12 16:45  to 2019-04-12 17:00,0.082,,
2019-04-12 17:00  to 2019-04-12 17:15,0.104,,
2019-04-12 17:15  to 2019-04-12 17:30,0.145,,
2019-04-12 17:30  to 2019-04-12 17:45,0.256,,
2019-04-12 17:45  to 2019-04-12 18:00,0.226,,
2019-04-12 18:00  to 2019-04-12 18:15,0.115,,
2019-04-12 18:15  to 2019-04-12 18:30,0.068,,
2019-04-12 18:30  to 2019-04-12 18:45,0.051,,
2019-04-12 18:45  to 2019-04-12 19:00,0.132,,
2019-04-12 19:00  to 2019-04-12 19:15,0.217,,
2019-04-12 19:15  to 2019-04-12 19:30,0.113,,
2019-04-12 19:30  to 2019-04-12 19:45,0.050,,
2019-04-12 19:45  to 2019-04-12 20:00,0.138,,
2019-04-12 20:00  to 2019-04-12 20:15,0.140,,
2019-04-12 20:15  to 2019-04-12 20:30,0.117,,
2019-04-12 20:30  to 2019-04-12 20:45,0.157,,
2019-04-12 20:45  to 2019-04-12 21:00,0.197,,
2019-04-12 21:00  to 2019-04-12 21:15,0.068,,
2019-04-12 21:15  to 2019-04-12 21:30,0.222,,
2019-04-12 21:30  to 2019-04-12 21:45,0.298,,
2019-04-12 21:45  to 2019-04-12 22:00,0.217,,
2019-04-12 22:00  to 2019-04-12 22:15,0.333,,
2019-04-12 22:15  to 2019-04-12 22:30,0.569,,
2019-04-12 22:30  to 2019-04-12 22:45,0.436,,
2019-04-12 22:45  to 2019-04-12 23:00,0.443,,
2019-04-12 23:00  to 2019-04-12 23:15,0.484,,
2019-04-12 23:15  to 2019-04-12 23:30,0.320,,
2019-04-12 23:30  to 2019-04-12 23:45,0.227,,
2019-04-12 23:45  to 2019-04-13 00:00,0.130,,

========================================
Interval Blockdata for period starting:, 2019-04-13 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-04-13 00:00  to 2019-04-13 00:15,0.186,,
2019-04-13 00:15  to 2019-04-13 00:30,0.052,,
2019-04-13 00:30  to 2019-04-13 00:45,0.180,,
2019-04-13 00:45  to 2019-04-13 01:00,0.204,,
2019-04-13 01:00  to 2019-04-13 01:15,0.043,,
2019-04-13 01:15  to 2019-04-13 01:30,0.219,,
2019-04-13 01:30  to 2019-04-13 01:45,0.136,,
2019-04-13 01:45  to 2019-04-13 02:00,0.179,,
2019-04-13 02:00  to 2019-04-13 02:15,0.207,,
2019-04-13 02:15  to 2019-04-13 02:30,0.173,,
2019-04-13 02:30  to 2019-04-13 02:45,0.062,,
2019-04-13 02:45  to 2019-04-13 03:00,0.134,,
2019-04-13 03:00  to 2019-04-13 03:15,0.185,,
2019-04-13 03:15  to 2019-04-13 03:30,0.136,,
2019-04-13 03:30  to 2019-04-13 03:45,0.119,,
2019-04-13 03:45  to 2019-04-13 04:00,0.182,,
2019-04-13 04:00  to 2019-04-13 04:15,0.131,,
2019-04-13 04:15  to 2019-04-13 04:30,0.133,,
2019-04-13 04:30  to 2019-04-13 04:45,0.070,,
2019-04-13 04:45  to 2019-04-13 05:00,0.190,,
2019-04-13 05:00  to 2019-04-13 05:15,0.200,,
2019-04-13 05:15  to 2019-04-13 05:30,0.214,,
2019-04-13 05:30  to 2019-04-13 05:45,0.098,,
2019-04-13 05:45  to 2019-04-13 06:00,0.060,,
2019-04-13 06:00  to 2019-04-13 06:15,0.352,,
2019-04-13 06:15  to 2019-04-13 06:30,0.267,,
2019-04-13 06:30  to 2019-04-13 06:45,0.129,,
2019-04-13 06:45  to 2019-04-13 07:00,0.109,,
2019-04-13 07:00  to 2019-04-13 07:15,0.050,,
2019-04-13 07:15  to 2019-04-13 07:30,0.177,,
2019-04-13 07:30  to 2019-04-13 07:45,0.092,,
2019-04-13 07:45  to 2019-04-13 08:00,0.183,,
2019-04-13 08:00  to 2019-04-13 08:15,0.008,,
2019-04-13 08:15  to 2019-04-13 08:30,0.020,,
2019-04-13 08:30  to 2019-04-13 08:45,0.037,,
2019-04-13 08:45  to 2019-04-13 09:00,0.019,,
2019-04-13 09:00  to 2019-04-13 09:15,0.000,,
2019-04-13 09:15  to 2019-04-13 09:30,0.000,,
2019-04-13 09:30  to 2019-04-13 09:45,0.000,,
2019-04-13 09:45  to 2019-04-13 10:00,0.000,,
2019-04-13 10:00  to 2019-04-13 10:15,0.000,,
2019-04-13 10:15  to 2019-04-13 10:30,0.000,,
2019-04-13 10:30  to 2019-04-13 10:45,0.000,,
2019-04-13 10:45  to 2019-04-13 11:00,0.000,,
2019-04-13 11:00  to 2019-04-13 11:15,0.000,,
2019-04-13 11:15  to 2019-04-13 11:30,0.000,,
2019-04-13 11:30  to 2019-04-13 11:45,0.000,,
2019-04-13 11:45  to 2019-04-13 12:00,0.000,,
2019-04-13 12:00  to 2019-04-13 12:15,0.000,,
2019-04-13 12:15  to 2019-04-13 12:30,0.000,,
2019-04-13 12:30  to 2019-04-13 12:45,0.000,,
2019-04-13 12:45  to 2019-04-13 13:00,0.083,,
2019-04-13 13:00  to 2019-04-13 13:15,0.070,,
2019-04-13 13:15  to 2019-04-13 13:30,0.000,,
2019-04-13 13:30  to 2019-04-13 13:45,0.000,,
2019-04-13 13:45  to 2019-04-13 14:00,0.000,,
2019-04-13 14:00  to 2019-04-13 14:15,0.000,,
2019-04-13 14:15  to 2019-04-13 14:30,0.000,,
2019-04-13 14:30  to 2019-04-13 14:45,0.000,,
2019-04-13 14:45  to 2019-04-13 15:00,0.000,,
2019-04-13 15:00  to 2019-04-13 15:15,0.005,,
2019-04-13 15:15  to 2019-04-13 15:30,0.018,,
2019-04-13 15:30  to 2019-04-13 15:45,0.000,,
2019-04-13 15:45  to 2019-04-13 16:00,0.000,,
2019-04-13 16:00  to 2019-04-13 16:15,0.000,,
2019-04-13 16:15  to 2019-04-13 16:30,0.223,,
2019-04-13 16:30  to 2019-04-13 16:45,0.191,,
2019-04-13 16:45  to 2019-04-13 17:00,0.001,,
2019-04-13 17:00  to 2019-04-13 17:15,0.020,,
2019-04-13 17:15  to 2019-04-13 17:30,0.041,,
2019-04-13 17:30  to 2019-04-13 17:45,0.130,,
2019-04-13 17:45  to 2019-04-13 18:00,0.231,,
2019-04-13 18:00  to 2019-04-13 18:15,0.147,,
2019-04-13 18:15  to 2019-04-13 18:30,0.038,,
2019-04-13 18:30  to 2019-04-13 18:45,0.032,,
2019-04-13 18:45  to 2019-04-13 19:00,0.046,,
2019-04-13 19:00  to 2019-04-13 19:15,0.070,,
2019-04-13 19:15  to 2019-04-13 19:30,0.085,,
2019-04-13 19:30  to 2019-04-13 19:45,0.091,,
2019-04-13 19:45  to 2019-04-13 20:00,0.130,,
2019-04-13 20:00  to 2019-04-13 20:15,0.108,,
2019-04-13 20:15  to 2019-04-13 20:30,0.218,,
2019-04-13 20:30  to 2019-04-13 20:45,0.058,,
2019-04-13 20:45  to 2019-04-13 21:00,0.048,,
2019-04-13 21:00  to 2019-04-13 21:15,0.233,,
2019-04-13 21:15  to 2019-04-13 21:30,0.188,,
2019-04-13 21:30  to 2019-04-13 21:45,0.125,,
2019-04-13 21:45  to 2019-04-13 22:00,0.128,,
2019-04-13 22:00  to 2019-04-13 22:15,0.126,,
2019-04-13 22:15  to 2019-04-13 22:30,0.213,,
2019-04-13 22:30  to 2019-04-13 22:45,0.227,,
2019-04-13 22:45  to 2019-04-13 23:00,0.060,,
2019-04-13 23:00  to 2019-04-13 23:15,0.054,,
2019-04-13 23:15  to 2019-04-13 23:30,0.181,,
2019-04-13 23:30  to 2019-04-13 23:45,0.033,,
2019-04-13 23:45  to 2019-04-14 00:00,0.057,,

========================================
Interval Blockdata for period starting:, 2019-04-14 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-04-14 00:00  to 2019-04-14 00:15,0.141,,
2019-04-14 00:15  to 2019-04-14 00:30,0.081,,
2019-04-14 00:30  to 2019-04-14 00:45,0.182,,
2019-04-14 00:45  to 2019-04-14 01:00,0.062,,
2019-04-14 01:00  to 2019-04-14 01:15,0.128,,
2019-04-14 01:15  to 2019-04-14 01:30,0.122,,
2019-04-14 01:30  to 2019-04-14 01:45,0.033,,
2019-04-14 01:45  to 2019-04-14 02:00,0.137,,
2019-04-14 02:00  to 2019-04-14 02:15,0.118,,
2019-04-14 02:15  to 2019-04-14 02:30,0.051,,
2019-04-14 02:30  to 2019-04-14 02:45,0.183,,
2019-04-14 02:45  to 2019-04-14 03:00,0.082,,
2019-04-14 03:00  to 2019-04-14 03:15,0.075,,
2019-04-14 03:15  to 2019-04-14 03:30,0.160,,
2019-04-14 03:30  to 2019-04-14 03:45,0.083,,
2019-04-14 03:45  to 2019-04-14 04:00,0.172,,
2019-04-14 04:00  to 2019-04-14 04:15,0.167,,
2019-04-14 04:15  to 2019-04-14 04:30,0.039,,
2019-04-14 04:30  to 2019-04-14 04:45,0.169,,
2019-04-14 04:45  to 2019-04-14 05:00,0.065,,
2019-04-14 05:00  to 2019-04-14 05:15,0.218,,
2019-04-14 05:15  to 2019-04-14 05:30,0.230,,
2019-04-14 05:30  to 2019-04-14 05:45,0.101,,
2019-04-14 05:45  to 2019-04-14 06:00,0.143,,
2019-04-14 06:00  to 2019-04-14 06:15,0.146,,
2019-04-14 06:15  to 2019-04-14 06:30,0.185,,
2019-04-14 06:30  to 2019-04-14 06:45,0.245,,
2019-04-14 06:45  to 2019-04-14 07:00,0.161,,
2019-04-14 07:00  to 2019-04-14 07:15,0.168,,
2019-04-14 07:15  to 2019-04-14 07:30,0.011,,
2019-04-14 07:30  to 2019-04-14 07:45,0.063,,
2019-04-14 07:45  to 2019-04-14 08:00,0.177,,
2019-04-14 08:00  to 2019-04-14 08:15,0.008,,
2019-04-14 08:15  to 2019-04-14 08:30,0.020,,
2019-04-14 08:30  to 2019-04-14 08:45,0.140,,
2019-04-14 08:45  to 2019-04-14 09:00,0.001,,
2019-04-14 09:00  to 2019-04-14 09:15,0.000,,
2019-04-14 09:15  to 2019-04-14 09:30,0.000,,
2019-04-14 09:30  to 2019-04-14 09:45,0.002,,
2019-04-14 09:45  to 2019-04-14 10:00,0.000,,
2019-04-14 10:00  to 2019-04-14 10:15,0.000,,
2019-04-14 10:15  to 2019-04-14 10:30,0.006,,
2019-04-14 10:30  to 2019-04-14 10:45,0.370,,
2019-04-14 10:45  to 2019-04-14 11:00,0.156,,
2019-04-14 11:00  to 2019-04-14 11:15,0.020,,
2019-04-14 11:15  to 2019-04-14 11:30,0.003,,
2019-04-14 11:30  to 2019-04-14 11:45,0.215,,
2019-04-14 11:45  to 2019-04-14 12:00,0.261,,
2019-04-14 12:00  to 2019-04-14 12:15,0.109,,
2019-04-14 12:15  to 2019-04-14 12:30,0.298,,
2019-04-14 12:30  to 2019-04-14 12:45,0.080,,
2019-04-14 12:45  to 2019-04-14 13:00,0.099,,
2019-04-14 13:00  to 2019-04-14 13:15,0.000,,
2019-04-14 13:15  to 2019-04-14 13:30,0.000,,
2019-04-14 13:30  to 2019-04-14 13:45,0.000,,
2019-04-14 13:45  to 2019-04-14 14:00,0.000,,
2019-04-14 14:00  to 2019-04-14 14:15,0.000,,
2019-04-14 14:15  to 2019-04-14 14:30,0.000,,
2019-04-14 14:30  to 2019-04-14 14:45,0.052,,
2019-04-14 14:45  to 2019-04-14 15:00,0.017,,
2019-04-14 15:00  to 2019-04-14 15:15,0.000,,
2019-04-14 15:15  to 2019-04-14 15:30,0.100,,
2019-04-14 15:30  to 2019-04-14 15:45,0.050,,
2019-04-14 15:45  to 2019-04-14 16:00,0.026,,
2019-04-14 16:00  to 2019-04-14 16:15,0.198,,
2019-04-14 16:15  to 2019-04-14 16:30,0.585,,
2019-04-14 16:30  to 2019-04-14 16:45,0.446,,
