========================================,,,
Usage Information,,,
For: 955 KIRKWOOD ST,,,
========================================,,,
Meter Reading Information,,,
Type of readings: Electricity,,, ,  
========================================
Detailed Usage,,,
========================================,,,
Start date: 2018-08-13 00:00 for 16 days,,,
========================================
Interval Blockdata for period starting:, 2018-08-13 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-08-13 00:00  to 2018-08-13 00:15,0.069,,
2018-08-13 00:15  to 2018-08-13 00:30,0.085,,
2018-08-13 00:30  to 2018-08-13 00:45,0.075,,
2018-08-13 00:45  to 2018-08-13 01:00,0.099,,
2018-08-13 01:00  to 2018-08-13 01:15,0.077,,
2018-08-13 01:15  to 2018-08-13 01:30,0.109,,
2018-08-13 01:30  to 2018-08-13 01:45,0.250,,
2018-08-13 01:45  to 2018-08-13 02:00,0.183,,
2018-08-13 02:00  to 2018-08-13 02:15,0.191,,
2018-08-13 02:15  to 2018-08-13 02:30,0.222,,
2018-08-13 02:30  to 2018-08-13 02:45,0.122,,
2018-08-13 02:45  to 2018-08-13 03:00,0.194,,
2018-08-13 03:00  to 2018-08-13 03:15,0.181,,
2018-08-13 03:15  to 2018-08-13 03:30,0.050,,
2018-08-13 03:30  to 2018-08-13 03:45,0.062,,
2018-08-13 03:45  to 2018-08-13 04:00,0.071,,
2018-08-13 04:00  to 2018-08-13 04:15,0.050,,
2018-08-13 04:15  to 2018-08-13 04:30,0.062,,
2018-08-13 04:30  to 2018-08-13 04:45,0.073,,
2018-08-13 04:45  to 2018-08-13 05:00,0.104,,
2018-08-13 05:00  to 2018-08-13 05:15,0.165,,
2018-08-13 05:15  to 2018-08-13 05:30,0.189,,
2018-08-13 05:30  to 2018-08-13 05:45,0.150,,
2018-08-13 05:45  to 2018-08-13 06:00,0.221,,
2018-08-13 06:00  to 2018-08-13 06:15,0.188,,
2018-08-13 06:15  to 2018-08-13 06:30,0.309,,
2018-08-13 06:30  to 2018-08-13 06:45,0.332,,
2018-08-13 06:45  to 2018-08-13 07:00,0.254,,
2018-08-13 07:00  to 2018-08-13 07:15,0.237,,
2018-08-13 07:15  to 2018-08-13 07:30,0.170,,
2018-08-13 07:30  to 2018-08-13 07:45,0.302,,
2018-08-13 07:45  to 2018-08-13 08:00,0.013,,
2018-08-13 08:00  to 2018-08-13 08:15,0.000,,
2018-08-13 08:15  to 2018-08-13 08:30,0.000,,
2018-08-13 08:30  to 2018-08-13 08:45,0.000,,
2018-08-13 08:45  to 2018-08-13 09:00,0.000,,
2018-08-13 09:00  to 2018-08-13 09:15,0.000,,
2018-08-13 09:15  to 2018-08-13 09:30,0.000,,
2018-08-13 09:30  to 2018-08-13 09:45,0.000,,
2018-08-13 09:45  to 2018-08-13 10:00,0.000,,
2018-08-13 10:00  to 2018-08-13 10:15,0.000,,
2018-08-13 10:15  to 2018-08-13 10:30,0.000,,
2018-08-13 10:30  to 2018-08-13 10:45,0.000,,
2018-08-13 10:45  to 2018-08-13 11:00,0.000,,
2018-08-13 11:00  to 2018-08-13 11:15,0.000,,
2018-08-13 11:15  to 2018-08-13 11:30,0.078,,
2018-08-13 11:30  to 2018-08-13 11:45,0.001,,
2018-08-13 11:45  to 2018-08-13 12:00,0.341,,
2018-08-13 12:00  to 2018-08-13 12:15,0.801,,
2018-08-13 12:15  to 2018-08-13 12:30,0.781,,
2018-08-13 12:30  to 2018-08-13 12:45,0.793,,
2018-08-13 12:45  to 2018-08-13 13:00,0.778,,
2018-08-13 13:00  to 2018-08-13 13:15,0.066,,
2018-08-13 13:15  to 2018-08-13 13:30,0.000,,
2018-08-13 13:30  to 2018-08-13 13:45,0.005,,
2018-08-13 13:45  to 2018-08-13 14:00,0.000,,
2018-08-13 14:00  to 2018-08-13 14:15,0.000,,
2018-08-13 14:15  to 2018-08-13 14:30,0.000,,
2018-08-13 14:30  to 2018-08-13 14:45,0.000,,
2018-08-13 14:45  to 2018-08-13 15:00,0.001,,
2018-08-13 15:00  to 2018-08-13 15:15,0.000,,
2018-08-13 15:15  to 2018-08-13 15:30,0.022,,
2018-08-13 15:30  to 2018-08-13 15:45,0.812,,
2018-08-13 15:45  to 2018-08-13 16:00,1.061,,
2018-08-13 16:00  to 2018-08-13 16:15,0.975,,
2018-08-13 16:15  to 2018-08-13 16:30,0.957,,
2018-08-13 16:30  to 2018-08-13 16:45,1.014,,
2018-08-13 16:45  to 2018-08-13 17:00,1.073,,
2018-08-13 17:00  to 2018-08-13 17:15,1.049,,
2018-08-13 17:15  to 2018-08-13 17:30,0.659,,
2018-08-13 17:30  to 2018-08-13 17:45,0.074,,
2018-08-13 17:45  to 2018-08-13 18:00,0.053,,
2018-08-13 18:00  to 2018-08-13 18:15,0.030,,
2018-08-13 18:15  to 2018-08-13 18:30,0.010,,
2018-08-13 18:30  to 2018-08-13 18:45,0.119,,
2018-08-13 18:45  to 2018-08-13 19:00,0.092,,
2018-08-13 19:00  to 2018-08-13 19:15,0.061,,
2018-08-13 19:15  to 2018-08-13 19:30,0.153,,
2018-08-13 19:30  to 2018-08-13 19:45,0.089,,
2018-08-13 19:45  to 2018-08-13 20:00,0.192,,
2018-08-13 20:00  to 2018-08-13 20:15,0.361,,
2018-08-13 20:15  to 2018-08-13 20:30,0.357,,
2018-08-13 20:30  to 2018-08-13 20:45,0.307,,
2018-08-13 20:45  to 2018-08-13 21:00,0.168,,
2018-08-13 21:00  to 2018-08-13 21:15,0.203,,
2018-08-13 21:15  to 2018-08-13 21:30,0.202,,
2018-08-13 21:30  to 2018-08-13 21:45,0.150,,
2018-08-13 21:45  to 2018-08-13 22:00,0.175,,
2018-08-13 22:00  to 2018-08-13 22:15,0.175,,
2018-08-13 22:15  to 2018-08-13 22:30,0.070,,
2018-08-13 22:30  to 2018-08-13 22:45,0.098,,
2018-08-13 22:45  to 2018-08-13 23:00,0.076,,
2018-08-13 23:00  to 2018-08-13 23:15,0.072,,
2018-08-13 23:15  to 2018-08-13 23:30,0.080,,
2018-08-13 23:30  to 2018-08-13 23:45,0.060,,
2018-08-13 23:45  to 2018-08-14 00:00,0.084,,

========================================
Interval Blockdata for period starting:, 2018-08-14 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2018-08-14 00:00  to 2018-08-14 00:15,0.064,,
2018-08-14 00:15  to 2018-08-14 00:30,0.073,,
2018-08-14 00:30  to 2018-08-14 00:45,0.225,,
2018-08-14 00:45  to 2018-08-14 01:00,0.164,,
2018-08-14 01:00  to 2018-08-14 01:15,0.148,,
2018-08-14 01:15  to 2018-08-14 01:30,0.064,,
2018-08-14 01:30  to 2018-08-14 01:45,0.071,,
2018-08-14 01:45  to 2018-08-14 02:00,0.098,,
2018-08-14 02:00  to 2018-08-14 02:15,0.083,,
2018-08-14 02:15  to 2018-08-14 02:30,0.105,,
2018-08-14 02:30  to 2018-08-14 02:45,0.087,,
2018-08-14 02:45  to 2018-08-14 03:00,0.141,,
2018-08-14 03:00  to 2018-08-14 03:15,0.203,,
2018-08-14 03:15  to 2018-08-14 03:30,0.291,,
2018-08-14 03:30  to 2018-08-14 03:45,1.040,,
2018-08-14 03:45  to 2018-08-14 04:00,1.021,,
2018-08-14 04:00  to 2018-08-14 04:15,0.853,,
2018-08-14 04:15  to 2018-08-14 04:30,0.122,,
2018-08-14 04:30  to 2018-08-14 04:45,0.155,,
2018-08-14 04:45  to 2018-08-14 05:00,0.166,,
2018-08-14 05:00  to 2018-08-14 05:15,0.080,,
2018-08-14 05:15  to 2018-08-14 05:30,0.053,,
2018-08-14 05:30  to 2018-08-14 05:45,0.072,,
2018-08-14 05:45  to 2018-08-14 06:00,0.056,,
2018-08-14 06:00  to 2018-08-14 06:15,0.038,,
2018-08-14 06:15  to 2018-08-14 06:30,0.048,,
2018-08-14 06:30  to 2018-08-14 06:45,0.006,,
2018-08-14 06:45  to 2018-08-14 07:00,0.044,,
2018-08-14 07:00  to 2018-08-14 07:15,0.263,,
2018-08-14 07:15  to 2018-08-14 07:30,0.384,,
2018-08-14 07:30  to 2018-08-14 07:45,0.493,,
2018-08-14 07:45  to 2018-08-14 08:00,0.232,,
