2019-03-26 07:30  to 2019-03-26 07:45,0.000,,
2019-03-26 07:45  to 2019-03-26 08:00,0.000,,
2019-03-26 08:00  to 2019-03-26 08:15,0.000,,
2019-03-26 08:15  to 2019-03-26 08:30,0.000,,
2019-03-26 08:30  to 2019-03-26 08:45,0.000,,
2019-03-26 08:45  to 2019-03-26 09:00,0.000,,
2019-03-26 09:00  to 2019-03-26 09:15,0.000,,
2019-03-26 09:15  to 2019-03-26 09:30,0.000,,
2019-03-26 09:30  to 2019-03-26 09:45,0.000,,
2019-03-26 09:45  to 2019-03-26 10:00,0.000,,
2019-03-26 10:00  to 2019-03-26 10:15,0.000,,
2019-03-26 10:15  to 2019-03-26 10:30,0.000,,
2019-03-26 10:30  to 2019-03-26 10:45,0.000,,
2019-03-26 10:45  to 2019-03-26 11:00,0.000,,
2019-03-26 11:00  to 2019-03-26 11:15,0.000,,
2019-03-26 11:15  to 2019-03-26 11:30,0.000,,
2019-03-26 11:30  to 2019-03-26 11:45,0.000,,
2019-03-26 11:45  to 2019-03-26 12:00,0.000,,
2019-03-26 12:00  to 2019-03-26 12:15,0.000,,
2019-03-26 12:15  to 2019-03-26 12:30,0.000,,
2019-03-26 12:30  to 2019-03-26 12:45,0.000,,
2019-03-26 12:45  to 2019-03-26 13:00,0.000,,
2019-03-26 13:00  to 2019-03-26 13:15,0.000,,
2019-03-26 13:15  to 2019-03-26 13:30,0.000,,
2019-03-26 13:30  to 2019-03-26 13:45,0.000,,
2019-03-26 13:45  to 2019-03-26 14:00,0.000,,
2019-03-26 14:00  to 2019-03-26 14:15,0.000,,
2019-03-26 14:15  to 2019-03-26 14:30,0.000,,
2019-03-26 14:30  to 2019-03-26 14:45,0.001,,
2019-03-26 14:45  to 2019-03-26 15:00,0.000,,
2019-03-26 15:00  to 2019-03-26 15:15,0.000,,
2019-03-26 15:15  to 2019-03-26 15:30,0.000,,
2019-03-26 15:30  to 2019-03-26 15:45,0.000,,
2019-03-26 15:45  to 2019-03-26 16:00,0.000,,
2019-03-26 16:00  to 2019-03-26 16:15,0.000,,
2019-03-26 16:15  to 2019-03-26 16:30,0.000,,
2019-03-26 16:30  to 2019-03-26 16:45,0.000,,
2019-03-26 16:45  to 2019-03-26 17:00,0.000,,
2019-03-26 17:00  to 2019-03-26 17:15,0.002,,
2019-03-26 17:15  to 2019-03-26 17:30,0.099,,
2019-03-26 17:30  to 2019-03-26 17:45,0.100,,
2019-03-26 17:45  to 2019-03-26 18:00,0.061,,
2019-03-26 18:00  to 2019-03-26 18:15,0.053,,
2019-03-26 18:15  to 2019-03-26 18:30,0.110,,
2019-03-26 18:30  to 2019-03-26 18:45,0.067,,
2019-03-26 18:45  to 2019-03-26 19:00,0.039,,
2019-03-26 19:00  to 2019-03-26 19:15,0.039,,
2019-03-26 19:15  to 2019-03-26 19:30,0.069,,
2019-03-26 19:30  to 2019-03-26 19:45,0.323,,
2019-03-26 19:45  to 2019-03-26 20:00,0.299,,
2019-03-26 20:00  to 2019-03-26 20:15,0.388,,
2019-03-26 20:15  to 2019-03-26 20:30,0.247,,
2019-03-26 20:30  to 2019-03-26 20:45,0.065,,
2019-03-26 20:45  to 2019-03-26 21:00,0.049,,
2019-03-26 21:00  to 2019-03-26 21:15,0.036,,
2019-03-26 21:15  to 2019-03-26 21:30,0.036,,
2019-03-26 21:30  to 2019-03-26 21:45,0.042,,
2019-03-26 21:45  to 2019-03-26 22:00,0.050,,
2019-03-26 22:00  to 2019-03-26 22:15,0.035,,
2019-03-26 22:15  to 2019-03-26 22:30,0.050,,
2019-03-26 22:30  to 2019-03-26 22:45,0.056,,
2019-03-26 22:45  to 2019-03-26 23:00,0.127,,
2019-03-26 23:00  to 2019-03-26 23:15,0.159,,
2019-03-26 23:15  to 2019-03-26 23:30,0.164,,
2019-03-26 23:30  to 2019-03-26 23:45,0.094,,
2019-03-26 23:45  to 2019-03-27 00:00,0.035,,

========================================
Interval Blockdata for period starting:, 2019-03-27 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-03-27 00:00  to 2019-03-27 00:15,0.034,,
2019-03-27 00:15  to 2019-03-27 00:30,0.034,,
2019-03-27 00:30  to 2019-03-27 00:45,0.051,,
2019-03-27 00:45  to 2019-03-27 01:00,0.040,,
2019-03-27 01:00  to 2019-03-27 01:15,0.034,,
2019-03-27 01:15  to 2019-03-27 01:30,0.089,,
2019-03-27 01:30  to 2019-03-27 01:45,0.100,,
2019-03-27 01:45  to 2019-03-27 02:00,0.058,,
2019-03-27 02:00  to 2019-03-27 02:15,0.042,,
2019-03-27 02:15  to 2019-03-27 02:30,0.036,,
2019-03-27 02:30  to 2019-03-27 02:45,0.036,,
2019-03-27 02:45  to 2019-03-27 03:00,0.035,,
2019-03-27 03:00  to 2019-03-27 03:15,0.070,,
2019-03-27 03:15  to 2019-03-27 03:30,0.102,,
2019-03-27 03:30  to 2019-03-27 03:45,0.119,,
2019-03-27 03:45  to 2019-03-27 04:00,0.053,,
2019-03-27 04:00  to 2019-03-27 04:15,0.056,,
2019-03-27 04:15  to 2019-03-27 04:30,0.068,,
2019-03-27 04:30  to 2019-03-27 04:45,0.038,,
2019-03-27 04:45  to 2019-03-27 05:00,0.095,,
2019-03-27 05:00  to 2019-03-27 05:15,0.192,,
2019-03-27 05:15  to 2019-03-27 05:30,0.114,,
2019-03-27 05:30  to 2019-03-27 05:45,0.161,,
2019-03-27 05:45  to 2019-03-27 06:00,0.119,,
2019-03-27 06:00  to 2019-03-27 06:15,0.340,,
2019-03-27 06:15  to 2019-03-27 06:30,0.371,,
2019-03-27 06:30  to 2019-03-27 06:45,0.383,,
2019-03-27 06:45  to 2019-03-27 07:00,0.333,,
2019-03-27 07:00  to 2019-03-27 07:15,0.473,,
2019-03-27 07:15  to 2019-03-27 07:30,0.164,,
2019-03-27 07:30  to 2019-03-27 07:45,0.039,,
2019-03-27 07:45  to 2019-03-27 08:00,0.000,,
2019-03-27 08:00  to 2019-03-27 08:15,0.001,,
2019-03-27 08:15  to 2019-03-27 08:30,0.000,,
2019-03-27 08:30  to 2019-03-27 08:45,0.000,,
2019-03-27 08:45  to 2019-03-27 09:00,0.000,,
2019-03-27 09:00  to 2019-03-27 09:15,0.000,,
2019-03-27 09:15  to 2019-03-27 09:30,0.000,,
2019-03-27 09:30  to 2019-03-27 09:45,0.000,,
2019-03-27 09:45  to 2019-03-27 10:00,0.000,,
2019-03-27 10:00  to 2019-03-27 10:15,0.000,,
2019-03-27 10:15  to 2019-03-27 10:30,0.000,,
2019-03-27 10:30  to 2019-03-27 10:45,0.000,,
2019-03-27 10:45  to 2019-03-27 11:00,0.000,,
2019-03-27 11:00  to 2019-03-27 11:15,0.000,,
2019-03-27 11:15  to 2019-03-27 11:30,0.000,,
2019-03-27 11:30  to 2019-03-27 11:45,0.000,,
2019-03-27 11:45  to 2019-03-27 12:00,0.000,,
2019-03-27 12:00  to 2019-03-27 12:15,0.000,,
2019-03-27 12:15  to 2019-03-27 12:30,0.000,,
2019-03-27 12:30  to 2019-03-27 12:45,0.000,,
2019-03-27 12:45  to 2019-03-27 13:00,0.000,,
2019-03-27 13:00  to 2019-03-27 13:15,0.000,,
2019-03-27 13:15  to 2019-03-27 13:30,0.000,,
2019-03-27 13:30  to 2019-03-27 13:45,0.000,,
2019-03-27 13:45  to 2019-03-27 14:00,0.000,,
2019-03-27 14:00  to 2019-03-27 14:15,0.000,,
2019-03-27 14:15  to 2019-03-27 14:30,0.000,,
2019-03-27 14:30  to 2019-03-27 14:45,0.000,,
2019-03-27 14:45  to 2019-03-27 15:00,0.000,,
2019-03-27 15:00  to 2019-03-27 15:15,0.041,,
2019-03-27 15:15  to 2019-03-27 15:30,0.241,,
2019-03-27 15:30  to 2019-03-27 15:45,0.351,,
2019-03-27 15:45  to 2019-03-27 16:00,0.227,,
2019-03-27 16:00  to 2019-03-27 16:15,0.094,,
2019-03-27 16:15  to 2019-03-27 16:30,0.154,,
2019-03-27 16:30  to 2019-03-27 16:45,0.196,,
2019-03-27 16:45  to 2019-03-27 17:00,0.191,,
2019-03-27 17:00  to 2019-03-27 17:15,0.195,,
2019-03-27 17:15  to 2019-03-27 17:30,0.266,,
2019-03-27 17:30  to 2019-03-27 17:45,0.277,,
2019-03-27 17:45  to 2019-03-27 18:00,0.064,,
2019-03-27 18:00  to 2019-03-27 18:15,0.058,,
2019-03-27 18:15  to 2019-03-27 18:30,0.054,,
2019-03-27 18:30  to 2019-03-27 18:45,0.043,,
2019-03-27 18:45  to 2019-03-27 19:00,0.038,,
2019-03-27 19:00  to 2019-03-27 19:15,0.058,,
2019-03-27 19:15  to 2019-03-27 19:30,0.038,,
2019-03-27 19:30  to 2019-03-27 19:45,0.048,,
2019-03-27 19:45  to 2019-03-27 20:00,0.050,,
2019-03-27 20:00  to 2019-03-27 20:15,0.037,,
2019-03-27 20:15  to 2019-03-27 20:30,0.037,,
2019-03-27 20:30  to 2019-03-27 20:45,0.037,,
2019-03-27 20:45  to 2019-03-27 21:00,0.055,,
2019-03-27 21:00  to 2019-03-27 21:15,0.042,,
2019-03-27 21:15  to 2019-03-27 21:30,0.037,,
2019-03-27 21:30  to 2019-03-27 21:45,0.112,,
2019-03-27 21:45  to 2019-03-27 22:00,0.046,,
2019-03-27 22:00  to 2019-03-27 22:15,0.051,,
2019-03-27 22:15  to 2019-03-27 22:30,0.068,,
2019-03-27 22:30  to 2019-03-27 22:45,0.078,,
2019-03-27 22:45  to 2019-03-27 23:00,0.057,,
2019-03-27 23:00  to 2019-03-27 23:15,0.056,,
2019-03-27 23:15  to 2019-03-27 23:30,0.044,,
2019-03-27 23:30  to 2019-03-27 23:45,0.047,,
2019-03-27 23:45  to 2019-03-28 00:00,0.046,,

========================================
Interval Blockdata for period starting:, 2019-03-28 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-03-28 00:00  to 2019-03-28 00:15,0.036,,
2019-03-28 00:15  to 2019-03-28 00:30,0.056,,
2019-03-28 00:30  to 2019-03-28 00:45,0.037,,
2019-03-28 00:45  to 2019-03-28 01:00,0.035,,
2019-03-28 01:00  to 2019-03-28 01:15,0.104,,
2019-03-28 01:15  to 2019-03-28 01:30,0.131,,
2019-03-28 01:30  to 2019-03-28 01:45,0.154,,
2019-03-28 01:45  to 2019-03-28 02:00,0.054,,
2019-03-28 02:00  to 2019-03-28 02:15,0.039,,
2019-03-28 02:15  to 2019-03-28 02:30,0.055,,
2019-03-28 02:30  to 2019-03-28 02:45,0.034,,
2019-03-28 02:45  to 2019-03-28 03:00,0.048,,
2019-03-28 03:00  to 2019-03-28 03:15,0.057,,
2019-03-28 03:15  to 2019-03-28 03:30,0.060,,
2019-03-28 03:30  to 2019-03-28 03:45,0.066,,
2019-03-28 03:45  to 2019-03-28 04:00,0.052,,
2019-03-28 04:00  to 2019-03-28 04:15,0.048,,
2019-03-28 04:15  to 2019-03-28 04:30,0.054,,
2019-03-28 04:30  to 2019-03-28 04:45,0.035,,
2019-03-28 04:45  to 2019-03-28 05:00,0.034,,
2019-03-28 05:00  to 2019-03-28 05:15,0.158,,
2019-03-28 05:15  to 2019-03-28 05:30,0.164,,
2019-03-28 05:30  to 2019-03-28 05:45,0.083,,
2019-03-28 05:45  to 2019-03-28 06:00,0.149,,
2019-03-28 06:00  to 2019-03-28 06:15,0.065,,
2019-03-28 06:15  to 2019-03-28 06:30,0.038,,
2019-03-28 06:30  to 2019-03-28 06:45,0.297,,
2019-03-28 06:45  to 2019-03-28 07:00,0.380,,
2019-03-28 07:00  to 2019-03-28 07:15,0.234,,
2019-03-28 07:15  to 2019-03-28 07:30,0.327,,
2019-03-28 07:30  to 2019-03-28 07:45,0.223,,
2019-03-28 07:45  to 2019-03-28 08:00,0.221,,
2019-03-28 08:00  to 2019-03-28 08:15,0.127,,
2019-03-28 08:15  to 2019-03-28 08:30,0.073,,
2019-03-28 08:30  to 2019-03-28 08:45,0.073,,
2019-03-28 08:45  to 2019-03-28 09:00,0.038,,
2019-03-28 09:00  to 2019-03-28 09:15,0.171,,
2019-03-28 09:15  to 2019-03-28 09:30,0.176,,
2019-03-28 09:30  to 2019-03-28 09:45,0.155,,
2019-03-28 09:45  to 2019-03-28 10:00,0.075,,
2019-03-28 10:00  to 2019-03-28 10:15,0.000,,
2019-03-28 10:15  to 2019-03-28 10:30,0.001,,
2019-03-28 10:30  to 2019-03-28 10:45,0.000,,
2019-03-28 10:45  to 2019-03-28 11:00,0.007,,
2019-03-28 11:00  to 2019-03-28 11:15,0.000,,
2019-03-28 11:15  to 2019-03-28 11:30,0.000,,
2019-03-28 11:30  to 2019-03-28 11:45,0.000,,
2019-03-28 11:45  to 2019-03-28 12:00,0.001,,
2019-03-28 12:00  to 2019-03-28 12:15,0.141,,
2019-03-28 12:15  to 2019-03-28 12:30,0.061,,
2019-03-28 12:30  to 2019-03-28 12:45,0.000,,
2019-03-28 12:45  to 2019-03-28 13:00,0.002,,
2019-03-28 13:00  to 2019-03-28 13:15,0.000,,
2019-03-28 13:15  to 2019-03-28 13:30,0.041,,
2019-03-28 13:30  to 2019-03-28 13:45,0.001,,
2019-03-28 13:45  to 2019-03-28 14:00,0.000,,
2019-03-28 14:00  to 2019-03-28 14:15,0.001,,
2019-03-28 14:15  to 2019-03-28 14:30,0.003,,
2019-03-28 14:30  to 2019-03-28 14:45,0.004,,
2019-03-28 14:45  to 2019-03-28 15:00,0.000,,
2019-03-28 15:00  to 2019-03-28 15:15,0.000,,
2019-03-28 15:15  to 2019-03-28 15:30,0.000,,
2019-03-28 15:30  to 2019-03-28 15:45,0.002,,
2019-03-28 15:45  to 2019-03-28 16:00,0.141,,
2019-03-28 16:00  to 2019-03-28 16:15,0.235,,
2019-03-28 16:15  to 2019-03-28 16:30,0.131,,
2019-03-28 16:30  to 2019-03-28 16:45,0.195,,
2019-03-28 16:45  to 2019-03-28 17:00,0.226,,
2019-03-28 17:00  to 2019-03-28 17:15,0.243,,
2019-03-28 17:15  to 2019-03-28 17:30,0.281,,
2019-03-28 17:30  to 2019-03-28 17:45,0.286,,
2019-03-28 17:45  to 2019-03-28 18:00,0.180,,
2019-03-28 18:00  to 2019-03-28 18:15,0.110,,
2019-03-28 18:15  to 2019-03-28 18:30,0.034,,
2019-03-28 18:30  to 2019-03-28 18:45,0.043,,
2019-03-28 18:45  to 2019-03-28 19:00,0.068,,
2019-03-28 19:00  to 2019-03-28 19:15,0.054,,
2019-03-28 19:15  to 2019-03-28 19:30,0.058,,
2019-03-28 19:30  to 2019-03-28 19:45,0.053,,
2019-03-28 19:45  to 2019-03-28 20:00,0.043,,
2019-03-28 20:00  to 2019-03-28 20:15,0.069,,
2019-03-28 20:15  to 2019-03-28 20:30,0.044,,
2019-03-28 20:30  to 2019-03-28 20:45,0.040,,
2019-03-28 20:45  to 2019-03-28 21:00,0.039,,
2019-03-28 21:00  to 2019-03-28 21:15,0.045,,
2019-03-28 21:15  to 2019-03-28 21:30,0.050,,
2019-03-28 21:30  to 2019-03-28 21:45,0.043,,
2019-03-28 21:45  to 2019-03-28 22:00,0.064,,
2019-03-28 22:00  to 2019-03-28 22:15,0.075,,
2019-03-28 22:15  to 2019-03-28 22:30,0.055,,
2019-03-28 22:30  to 2019-03-28 22:45,0.055,,
2019-03-28 22:45  to 2019-03-28 23:00,0.051,,
2019-03-28 23:00  to 2019-03-28 23:15,0.046,,
2019-03-28 23:15  to 2019-03-28 23:30,0.045,,
2019-03-28 23:30  to 2019-03-28 23:45,0.042,,
2019-03-28 23:45  to 2019-03-29 00:00,0.049,,

========================================
Interval Blockdata for period starting:, 2019-03-29 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-03-29 00:00  to 2019-03-29 00:15,0.035,,
2019-03-29 00:15  to 2019-03-29 00:30,0.035,,
2019-03-29 00:30  to 2019-03-29 00:45,0.099,,
2019-03-29 00:45  to 2019-03-29 01:00,0.144,,
2019-03-29 01:00  to 2019-03-29 01:15,0.139,,
2019-03-29 01:15  to 2019-03-29 01:30,0.124,,
2019-03-29 01:30  to 2019-03-29 01:45,0.050,,
2019-03-29 01:45  to 2019-03-29 02:00,0.034,,
2019-03-29 02:00  to 2019-03-29 02:15,0.035,,
2019-03-29 02:15  to 2019-03-29 02:30,0.040,,
2019-03-29 02:30  to 2019-03-29 02:45,0.069,,
2019-03-29 02:45  to 2019-03-29 03:00,0.066,,
2019-03-29 03:00  to 2019-03-29 03:15,0.057,,
2019-03-29 03:15  to 2019-03-29 03:30,0.075,,
2019-03-29 03:30  to 2019-03-29 03:45,0.046,,
2019-03-29 03:45  to 2019-03-29 04:00,0.031,,
2019-03-29 04:00  to 2019-03-29 04:15,0.034,,
2019-03-29 04:15  to 2019-03-29 04:30,0.037,,
2019-03-29 04:30  to 2019-03-29 04:45,0.054,,
2019-03-29 04:45  to 2019-03-29 05:00,0.034,,
2019-03-29 05:00  to 2019-03-29 05:15,0.150,,
2019-03-29 05:15  to 2019-03-29 05:30,0.072,,
2019-03-29 05:30  to 2019-03-29 05:45,0.038,,
2019-03-29 05:45  to 2019-03-29 06:00,0.075,,
2019-03-29 06:00  to 2019-03-29 06:15,0.173,,
2019-03-29 06:15  to 2019-03-29 06:30,0.078,,
2019-03-29 06:30  to 2019-03-29 06:45,0.089,,
2019-03-29 06:45  to 2019-03-29 07:00,0.051,,
2019-03-29 07:00  to 2019-03-29 07:15,0.059,,
2019-03-29 07:15  to 2019-03-29 07:30,0.108,,
2019-03-29 07:30  to 2019-03-29 07:45,0.025,,
2019-03-29 07:45  to 2019-03-29 08:00,0.002,,
2019-03-29 08:00  to 2019-03-29 08:15,0.000,,
2019-03-29 08:15  to 2019-03-29 08:30,0.000,,
2019-03-29 08:30  to 2019-03-29 08:45,0.001,,
2019-03-29 08:45  to 2019-03-29 09:00,0.000,,
2019-03-29 09:00  to 2019-03-29 09:15,0.000,,
2019-03-29 09:15  to 2019-03-29 09:30,0.000,,
2019-03-29 09:30  to 2019-03-29 09:45,0.000,,
2019-03-29 09:45  to 2019-03-29 10:00,0.000,,
2019-03-29 10:00  to 2019-03-29 10:15,0.000,,
2019-03-29 10:15  to 2019-03-29 10:30,0.000,,
2019-03-29 10:30  to 2019-03-29 10:45,0.000,,
2019-03-29 10:45  to 2019-03-29 11:00,0.000,,
2019-03-29 11:00  to 2019-03-29 11:15,0.000,,
2019-03-29 11:15  to 2019-03-29 11:30,0.000,,
2019-03-29 11:30  to 2019-03-29 11:45,0.000,,
2019-03-29 11:45  to 2019-03-29 12:00,0.000,,
2019-03-29 12:00  to 2019-03-29 12:15,0.000,,
2019-03-29 12:15  to 2019-03-29 12:30,0.000,,
2019-03-29 12:30  to 2019-03-29 12:45,0.002,,
2019-03-29 12:45  to 2019-03-29 13:00,0.000,,
2019-03-29 13:00  to 2019-03-29 13:15,0.000,,
2019-03-29 13:15  to 2019-03-29 13:30,0.000,,
2019-03-29 13:30  to 2019-03-29 13:45,0.000,,
2019-03-29 13:45  to 2019-03-29 14:00,0.000,,
2019-03-29 14:00  to 2019-03-29 14:15,0.000,,
2019-03-29 14:15  to 2019-03-29 14:30,0.000,,
2019-03-29 14:30  to 2019-03-29 14:45,0.000,,
2019-03-29 14:45  to 2019-03-29 15:00,0.000,,
2019-03-29 15:00  to 2019-03-29 15:15,0.001,,
2019-03-29 15:15  to 2019-03-29 15:30,0.010,,
2019-03-29 15:30  to 2019-03-29 15:45,0.004,,
2019-03-29 15:45  to 2019-03-29 16:00,0.150,,
2019-03-29 16:00  to 2019-03-29 16:15,0.333,,
2019-03-29 16:15  to 2019-03-29 16:30,0.138,,
2019-03-29 16:30  to 2019-03-29 16:45,0.072,,
2019-03-29 16:45  to 2019-03-29 17:00,0.049,,
2019-03-29 17:00  to 2019-03-29 17:15,0.217,,
2019-03-29 17:15  to 2019-03-29 17:30,0.191,,
2019-03-29 17:30  to 2019-03-29 17:45,0.079,,
2019-03-29 17:45  to 2019-03-29 18:00,0.049,,
2019-03-29 18:00  to 2019-03-29 18:15,0.048,,
2019-03-29 18:15  to 2019-03-29 18:30,0.048,,
2019-03-29 18:30  to 2019-03-29 18:45,0.064,,
2019-03-29 18:45  to 2019-03-29 19:00,0.053,,
2019-03-29 19:00  to 2019-03-29 19:15,0.068,,
2019-03-29 19:15  to 2019-03-29 19:30,0.046,,
2019-03-29 19:30  to 2019-03-29 19:45,0.043,,
2019-03-29 19:45  to 2019-03-29 20:00,0.044,,
2019-03-29 20:00  to 2019-03-29 20:15,0.041,,
2019-03-29 20:15  to 2019-03-29 20:30,0.056,,
2019-03-29 20:30  to 2019-03-29 20:45,0.039,,
2019-03-29 20:45  to 2019-03-29 21:00,0.059,,
2019-03-29 21:00  to 2019-03-29 21:15,0.044,,
2019-03-29 21:15  to 2019-03-29 21:30,0.058,,
2019-03-29 21:30  to 2019-03-29 21:45,0.057,,
2019-03-29 21:45  to 2019-03-29 22:00,0.059,,
2019-03-29 22:00  to 2019-03-29 22:15,0.072,,
2019-03-29 22:15  to 2019-03-29 22:30,0.049,,
2019-03-29 22:30  to 2019-03-29 22:45,0.044,,
2019-03-29 22:45  to 2019-03-29 23:00,0.049,,
2019-03-29 23:00  to 2019-03-29 23:15,0.035,,
2019-03-29 23:15  to 2019-03-29 23:30,0.035,,
2019-03-29 23:30  to 2019-03-29 23:45,0.034,,
2019-03-29 23:45  to 2019-03-30 00:00,0.048,,

========================================
Interval Blockdata for period starting:, 2019-03-30 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-03-30 00:00  to 2019-03-30 00:15,0.042,,
2019-03-30 00:15  to 2019-03-30 00:30,0.035,,
2019-03-30 00:30  to 2019-03-30 00:45,0.041,,
2019-03-30 00:45  to 2019-03-30 01:00,0.054,,
2019-03-30 01:00  to 2019-03-30 01:15,0.035,,
2019-03-30 01:15  to 2019-03-30 01:30,0.035,,
2019-03-30 01:30  to 2019-03-30 01:45,0.092,,
2019-03-30 01:45  to 2019-03-30 02:00,0.143,,
2019-03-30 02:00  to 2019-03-30 02:15,0.167,,
2019-03-30 02:15  to 2019-03-30 02:30,0.094,,
2019-03-30 02:30  to 2019-03-30 02:45,0.056,,
2019-03-30 02:45  to 2019-03-30 03:00,0.071,,
2019-03-30 03:00  to 2019-03-30 03:15,0.062,,
2019-03-30 03:15  to 2019-03-30 03:30,0.033,,
2019-03-30 03:30  to 2019-03-30 03:45,0.030,,
2019-03-30 03:45  to 2019-03-30 04:00,0.032,,
2019-03-30 04:00  to 2019-03-30 04:15,0.052,,
2019-03-30 04:15  to 2019-03-30 04:30,0.038,,
2019-03-30 04:30  to 2019-03-30 04:45,0.035,,
2019-03-30 04:45  to 2019-03-30 05:00,0.089,,
2019-03-30 05:00  to 2019-03-30 05:15,0.174,,
2019-03-30 05:15  to 2019-03-30 05:30,0.059,,
2019-03-30 05:30  to 2019-03-30 05:45,0.038,,
2019-03-30 05:45  to 2019-03-30 06:00,0.120,,
2019-03-30 06:00  to 2019-03-30 06:15,0.144,,
2019-03-30 06:15  to 2019-03-30 06:30,0.179,,
2019-03-30 06:30  to 2019-03-30 06:45,0.079,,
2019-03-30 06:45  to 2019-03-30 07:00,0.178,,
2019-03-30 07:00  to 2019-03-30 07:15,0.054,,
2019-03-30 07:15  to 2019-03-30 07:30,0.217,,
2019-03-30 07:30  to 2019-03-30 07:45,0.032,,
2019-03-30 07:45  to 2019-03-30 08:00,0.019,,
2019-03-30 08:00  to 2019-03-30 08:15,0.000,,
2019-03-30 08:15  to 2019-03-30 08:30,0.000,,
2019-03-30 08:30  to 2019-03-30 08:45,0.000,,
2019-03-30 08:45  to 2019-03-30 09:00,0.058,,
2019-03-30 09:00  to 2019-03-30 09:15,0.004,,
2019-03-30 09:15  to 2019-03-30 09:30,0.000,,
2019-03-30 09:30  to 2019-03-30 09:45,0.000,,
2019-03-30 09:45  to 2019-03-30 10:00,0.000,,
2019-03-30 10:00  to 2019-03-30 10:15,0.000,,
2019-03-30 10:15  to 2019-03-30 10:30,0.000,,
2019-03-30 10:30  to 2019-03-30 10:45,0.000,,
2019-03-30 10:45  to 2019-03-30 11:00,0.000,,
2019-03-30 11:00  to 2019-03-30 11:15,0.000,,
2019-03-30 11:15  to 2019-03-30 11:30,0.000,,
2019-03-30 11:30  to 2019-03-30 11:45,0.000,,
2019-03-30 11:45  to 2019-03-30 12:00,0.000,,
2019-03-30 12:00  to 2019-03-30 12:15,0.000,,
2019-03-30 12:15  to 2019-03-30 12:30,0.000,,
2019-03-30 12:30  to 2019-03-30 12:45,0.000,,
2019-03-30 12:45  to 2019-03-30 13:00,0.000,,
2019-03-30 13:00  to 2019-03-30 13:15,0.000,,
2019-03-30 13:15  to 2019-03-30 13:30,0.000,,
2019-03-30 13:30  to 2019-03-30 13:45,0.000,,
2019-03-30 13:45  to 2019-03-30 14:00,0.000,,
2019-03-30 14:00  to 2019-03-30 14:15,0.000,,
2019-03-30 14:15  to 2019-03-30 14:30,0.000,,
2019-03-30 14:30  to 2019-03-30 14:45,0.001,,
2019-03-30 14:45  to 2019-03-30 15:00,0.000,,
2019-03-30 15:00  to 2019-03-30 15:15,0.000,,
2019-03-30 15:15  to 2019-03-30 15:30,0.000,,
2019-03-30 15:30  to 2019-03-30 15:45,0.002,,
2019-03-30 15:45  to 2019-03-30 16:00,0.000,,
2019-03-30 16:00  to 2019-03-30 16:15,0.005,,
2019-03-30 16:15  to 2019-03-30 16:30,0.004,,
2019-03-30 16:30  to 2019-03-30 16:45,0.001,,
