========================================,,,
Usage Information,,,
For: 955 KIRKWOOD ST,,,
========================================,,,
Meter Reading Information,,,
Type of readings: Electricity,,, ,  
========================================
Detailed Usage,,,
========================================,,,
Start date: 2019-04-25 00:00 for 16 days,,,
========================================
Interval Blockdata for period starting:, 2019-04-25 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-04-25 00:00  to 2019-04-25 00:15,0.061,,
2019-04-25 00:15  to 2019-04-25 00:30,0.140,,
2019-04-25 00:30  to 2019-04-25 00:45,0.173,,
2019-04-25 00:45  to 2019-04-25 01:00,0.123,,
2019-04-25 01:00  to 2019-04-25 01:15,0.071,,
2019-04-25 01:15  to 2019-04-25 01:30,0.036,,
2019-04-25 01:30  to 2019-04-25 01:45,0.033,,
2019-04-25 01:45  to 2019-04-25 02:00,0.032,,
2019-04-25 02:00  to 2019-04-25 02:15,0.046,,
2019-04-25 02:15  to 2019-04-25 02:30,0.047,,
2019-04-25 02:30  to 2019-04-25 02:45,0.033,,
2019-04-25 02:45  to 2019-04-25 03:00,0.032,,
2019-04-25 03:00  to 2019-04-25 03:15,0.033,,
2019-04-25 03:15  to 2019-04-25 03:30,0.052,,
2019-04-25 03:30  to 2019-04-25 03:45,0.033,,
2019-04-25 03:45  to 2019-04-25 04:00,0.046,,
2019-04-25 04:00  to 2019-04-25 04:15,0.033,,
2019-04-25 04:15  to 2019-04-25 04:30,0.044,,
2019-04-25 04:30  to 2019-04-25 04:45,0.056,,
2019-04-25 04:45  to 2019-04-25 05:00,0.081,,
2019-04-25 05:00  to 2019-04-25 05:15,0.057,,
2019-04-25 05:15  to 2019-04-25 05:30,0.053,,
2019-04-25 05:30  to 2019-04-25 05:45,0.051,,
2019-04-25 05:45  to 2019-04-25 06:00,0.037,,
2019-04-25 06:00  to 2019-04-25 06:15,0.011,,
2019-04-25 06:15  to 2019-04-25 06:30,0.084,,
2019-04-25 06:30  to 2019-04-25 06:45,0.126,,
2019-04-25 06:45  to 2019-04-25 07:00,0.000,,
