2019-07-16 12:00  to 2019-07-16 12:15,0.286,,
2019-07-16 12:15  to 2019-07-16 12:30,0.375,,
2019-07-16 12:30  to 2019-07-16 12:45,0.130,,
2019-07-16 12:45  to 2019-07-16 13:00,0.252,,
2019-07-16 13:00  to 2019-07-16 13:15,0.313,,
2019-07-16 13:15  to 2019-07-16 13:30,0.256,,
2019-07-16 13:30  to 2019-07-16 13:45,0.221,,
2019-07-16 13:45  to 2019-07-16 14:00,0.075,,
2019-07-16 14:00  to 2019-07-16 14:15,0.231,,
2019-07-16 14:15  to 2019-07-16 14:30,0.154,,
2019-07-16 14:30  to 2019-07-16 14:45,0.056,,
2019-07-16 14:45  to 2019-07-16 15:00,0.053,,
2019-07-16 15:00  to 2019-07-16 15:15,0.000,,
2019-07-16 15:15  to 2019-07-16 15:30,0.000,,
2019-07-16 15:30  to 2019-07-16 15:45,0.000,,
2019-07-16 15:45  to 2019-07-16 16:00,0.035,,
2019-07-16 16:00  to 2019-07-16 16:15,0.006,,
2019-07-16 16:15  to 2019-07-16 16:30,0.000,,
2019-07-16 16:30  to 2019-07-16 16:45,0.000,,
2019-07-16 16:45  to 2019-07-16 17:00,0.000,,
2019-07-16 17:00  to 2019-07-16 17:15,0.000,,
2019-07-16 17:15  to 2019-07-16 17:30,0.000,,
2019-07-16 17:30  to 2019-07-16 17:45,0.000,,
2019-07-16 17:45  to 2019-07-16 18:00,0.000,,
2019-07-16 18:00  to 2019-07-16 18:15,0.000,,
2019-07-16 18:15  to 2019-07-16 18:30,0.000,,
2019-07-16 18:30  to 2019-07-16 18:45,0.000,,
2019-07-16 18:45  to 2019-07-16 19:00,0.000,,
2019-07-16 19:00  to 2019-07-16 19:15,0.000,,
2019-07-16 19:15  to 2019-07-16 19:30,0.000,,
2019-07-16 19:30  to 2019-07-16 19:45,0.000,,
2019-07-16 19:45  to 2019-07-16 20:00,0.000,,
2019-07-16 20:00  to 2019-07-16 20:15,0.000,,
2019-07-16 20:15  to 2019-07-16 20:30,0.000,,
2019-07-16 20:30  to 2019-07-16 20:45,0.000,,
2019-07-16 20:45  to 2019-07-16 21:00,0.000,,
2019-07-16 21:00  to 2019-07-16 21:15,0.000,,
2019-07-16 21:15  to 2019-07-16 21:30,0.000,,
2019-07-16 21:30  to 2019-07-16 21:45,0.000,,
2019-07-16 21:45  to 2019-07-16 22:00,0.000,,
2019-07-16 22:00  to 2019-07-16 22:15,0.000,,
2019-07-16 22:15  to 2019-07-16 22:30,0.000,,
2019-07-16 22:30  to 2019-07-16 22:45,0.000,,
2019-07-16 22:45  to 2019-07-16 23:00,0.000,,
2019-07-16 23:00  to 2019-07-16 23:15,0.000,,
2019-07-16 23:15  to 2019-07-16 23:30,0.000,,
2019-07-16 23:30  to 2019-07-16 23:45,0.000,,
2019-07-16 23:45  to 2019-07-17 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2019-07-17 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-07-17 00:00  to 2019-07-17 00:15,0.000,,
2019-07-17 00:15  to 2019-07-17 00:30,0.000,,
2019-07-17 00:30  to 2019-07-17 00:45,0.000,,
2019-07-17 00:45  to 2019-07-17 01:00,0.000,,
2019-07-17 01:00  to 2019-07-17 01:15,0.000,,
2019-07-17 01:15  to 2019-07-17 01:30,0.000,,
2019-07-17 01:30  to 2019-07-17 01:45,0.000,,
2019-07-17 01:45  to 2019-07-17 02:00,0.000,,
2019-07-17 02:00  to 2019-07-17 02:15,0.000,,
2019-07-17 02:15  to 2019-07-17 02:30,0.000,,
2019-07-17 02:30  to 2019-07-17 02:45,0.000,,
2019-07-17 02:45  to 2019-07-17 03:00,0.000,,
2019-07-17 03:00  to 2019-07-17 03:15,0.000,,
2019-07-17 03:15  to 2019-07-17 03:30,0.000,,
2019-07-17 03:30  to 2019-07-17 03:45,0.000,,
2019-07-17 03:45  to 2019-07-17 04:00,0.000,,
2019-07-17 04:00  to 2019-07-17 04:15,0.000,,
2019-07-17 04:15  to 2019-07-17 04:30,0.000,,
2019-07-17 04:30  to 2019-07-17 04:45,0.000,,
2019-07-17 04:45  to 2019-07-17 05:00,0.000,,
2019-07-17 05:00  to 2019-07-17 05:15,0.000,,
2019-07-17 05:15  to 2019-07-17 05:30,0.000,,
2019-07-17 05:30  to 2019-07-17 05:45,0.000,,
2019-07-17 05:45  to 2019-07-17 06:00,0.000,,
2019-07-17 06:00  to 2019-07-17 06:15,0.000,,
2019-07-17 06:15  to 2019-07-17 06:30,0.000,,
2019-07-17 06:30  to 2019-07-17 06:45,0.000,,
2019-07-17 06:45  to 2019-07-17 07:00,0.000,,
2019-07-17 07:00  to 2019-07-17 07:15,0.000,,
2019-07-17 07:15  to 2019-07-17 07:30,0.013,,
2019-07-17 07:30  to 2019-07-17 07:45,0.051,,
2019-07-17 07:45  to 2019-07-17 08:00,0.027,,
2019-07-17 08:00  to 2019-07-17 08:15,0.044,,
2019-07-17 08:15  to 2019-07-17 08:30,0.052,,
2019-07-17 08:30  to 2019-07-17 08:45,0.160,,
2019-07-17 08:45  to 2019-07-17 09:00,0.120,,
2019-07-17 09:00  to 2019-07-17 09:15,0.181,,
2019-07-17 09:15  to 2019-07-17 09:30,0.147,,
2019-07-17 09:30  to 2019-07-17 09:45,0.148,,
2019-07-17 09:45  to 2019-07-17 10:00,0.139,,
2019-07-17 10:00  to 2019-07-17 10:15,0.116,,
2019-07-17 10:15  to 2019-07-17 10:30,0.255,,
2019-07-17 10:30  to 2019-07-17 10:45,0.187,,
2019-07-17 10:45  to 2019-07-17 11:00,0.105,,
2019-07-17 11:00  to 2019-07-17 11:15,0.139,,
2019-07-17 11:15  to 2019-07-17 11:30,0.123,,
2019-07-17 11:30  to 2019-07-17 11:45,0.095,,
2019-07-17 11:45  to 2019-07-17 12:00,0.195,,
2019-07-17 12:00  to 2019-07-17 12:15,0.106,,
2019-07-17 12:15  to 2019-07-17 12:30,0.000,,
2019-07-17 12:30  to 2019-07-17 12:45,0.174,,
2019-07-17 12:45  to 2019-07-17 13:00,0.128,,
2019-07-17 13:00  to 2019-07-17 13:15,0.088,,
2019-07-17 13:15  to 2019-07-17 13:30,0.048,,
2019-07-17 13:30  to 2019-07-17 13:45,0.021,,
2019-07-17 13:45  to 2019-07-17 14:00,0.005,,
2019-07-17 14:00  to 2019-07-17 14:15,0.000,,
2019-07-17 14:15  to 2019-07-17 14:30,0.000,,
2019-07-17 14:30  to 2019-07-17 14:45,0.000,,
2019-07-17 14:45  to 2019-07-17 15:00,0.000,,
2019-07-17 15:00  to 2019-07-17 15:15,0.000,,
2019-07-17 15:15  to 2019-07-17 15:30,0.000,,
2019-07-17 15:30  to 2019-07-17 15:45,0.000,,
2019-07-17 15:45  to 2019-07-17 16:00,0.000,,
2019-07-17 16:00  to 2019-07-17 16:15,0.000,,
2019-07-17 16:15  to 2019-07-17 16:30,0.000,,
2019-07-17 16:30  to 2019-07-17 16:45,0.000,,
2019-07-17 16:45  to 2019-07-17 17:00,0.000,,
2019-07-17 17:00  to 2019-07-17 17:15,0.000,,
2019-07-17 17:15  to 2019-07-17 17:30,0.000,,
2019-07-17 17:30  to 2019-07-17 17:45,0.000,,
2019-07-17 17:45  to 2019-07-17 18:00,0.000,,
2019-07-17 18:00  to 2019-07-17 18:15,0.000,,
2019-07-17 18:15  to 2019-07-17 18:30,0.000,,
2019-07-17 18:30  to 2019-07-17 18:45,0.000,,
2019-07-17 18:45  to 2019-07-17 19:00,0.000,,
2019-07-17 19:00  to 2019-07-17 19:15,0.000,,
2019-07-17 19:15  to 2019-07-17 19:30,0.000,,
2019-07-17 19:30  to 2019-07-17 19:45,0.000,,
2019-07-17 19:45  to 2019-07-17 20:00,0.000,,
2019-07-17 20:00  to 2019-07-17 20:15,0.000,,
2019-07-17 20:15  to 2019-07-17 20:30,0.000,,
2019-07-17 20:30  to 2019-07-17 20:45,0.000,,
2019-07-17 20:45  to 2019-07-17 21:00,0.000,,
2019-07-17 21:00  to 2019-07-17 21:15,0.000,,
2019-07-17 21:15  to 2019-07-17 21:30,0.000,,
2019-07-17 21:30  to 2019-07-17 21:45,0.000,,
2019-07-17 21:45  to 2019-07-17 22:00,0.000,,
2019-07-17 22:00  to 2019-07-17 22:15,0.000,,
2019-07-17 22:15  to 2019-07-17 22:30,0.000,,
2019-07-17 22:30  to 2019-07-17 22:45,0.000,,
2019-07-17 22:45  to 2019-07-17 23:00,0.000,,
2019-07-17 23:00  to 2019-07-17 23:15,0.000,,
2019-07-17 23:15  to 2019-07-17 23:30,0.000,,
2019-07-17 23:30  to 2019-07-17 23:45,0.000,,
2019-07-17 23:45  to 2019-07-18 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2019-07-18 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-07-18 00:00  to 2019-07-18 00:15,0.000,,
2019-07-18 00:15  to 2019-07-18 00:30,0.000,,
2019-07-18 00:30  to 2019-07-18 00:45,0.000,,
2019-07-18 00:45  to 2019-07-18 01:00,0.000,,
2019-07-18 01:00  to 2019-07-18 01:15,0.000,,
2019-07-18 01:15  to 2019-07-18 01:30,0.000,,
2019-07-18 01:30  to 2019-07-18 01:45,0.000,,
2019-07-18 01:45  to 2019-07-18 02:00,0.000,,
2019-07-18 02:00  to 2019-07-18 02:15,0.000,,
2019-07-18 02:15  to 2019-07-18 02:30,0.000,,
2019-07-18 02:30  to 2019-07-18 02:45,0.000,,
2019-07-18 02:45  to 2019-07-18 03:00,0.000,,
2019-07-18 03:00  to 2019-07-18 03:15,0.000,,
2019-07-18 03:15  to 2019-07-18 03:30,0.000,,
2019-07-18 03:30  to 2019-07-18 03:45,0.000,,
2019-07-18 03:45  to 2019-07-18 04:00,0.000,,
2019-07-18 04:00  to 2019-07-18 04:15,0.000,,
2019-07-18 04:15  to 2019-07-18 04:30,0.000,,
2019-07-18 04:30  to 2019-07-18 04:45,0.000,,
2019-07-18 04:45  to 2019-07-18 05:00,0.000,,
2019-07-18 05:00  to 2019-07-18 05:15,0.000,,
2019-07-18 05:15  to 2019-07-18 05:30,0.000,,
2019-07-18 05:30  to 2019-07-18 05:45,0.000,,
2019-07-18 05:45  to 2019-07-18 06:00,0.000,,
2019-07-18 06:00  to 2019-07-18 06:15,0.000,,
2019-07-18 06:15  to 2019-07-18 06:30,0.000,,
2019-07-18 06:30  to 2019-07-18 06:45,0.000,,
2019-07-18 06:45  to 2019-07-18 07:00,0.000,,
2019-07-18 07:00  to 2019-07-18 07:15,0.000,,
2019-07-18 07:15  to 2019-07-18 07:30,0.000,,
2019-07-18 07:30  to 2019-07-18 07:45,0.000,,
2019-07-18 07:45  to 2019-07-18 08:00,0.000,,
2019-07-18 08:00  to 2019-07-18 08:15,0.000,,
2019-07-18 08:15  to 2019-07-18 08:30,0.000,,
2019-07-18 08:30  to 2019-07-18 08:45,0.000,,
2019-07-18 08:45  to 2019-07-18 09:00,0.000,,
2019-07-18 09:00  to 2019-07-18 09:15,0.010,,
2019-07-18 09:15  to 2019-07-18 09:30,0.014,,
2019-07-18 09:30  to 2019-07-18 09:45,0.000,,
2019-07-18 09:45  to 2019-07-18 10:00,0.007,,
2019-07-18 10:00  to 2019-07-18 10:15,0.061,,
2019-07-18 10:15  to 2019-07-18 10:30,0.006,,
2019-07-18 10:30  to 2019-07-18 10:45,0.000,,
2019-07-18 10:45  to 2019-07-18 11:00,0.023,,
2019-07-18 11:00  to 2019-07-18 11:15,0.052,,
2019-07-18 11:15  to 2019-07-18 11:30,0.166,,
2019-07-18 11:30  to 2019-07-18 11:45,0.248,,
2019-07-18 11:45  to 2019-07-18 12:00,0.128,,
2019-07-18 12:00  to 2019-07-18 12:15,0.048,,
2019-07-18 12:15  to 2019-07-18 12:30,0.124,,
2019-07-18 12:30  to 2019-07-18 12:45,0.215,,
2019-07-18 12:45  to 2019-07-18 13:00,0.190,,
2019-07-18 13:00  to 2019-07-18 13:15,0.061,,
2019-07-18 13:15  to 2019-07-18 13:30,0.004,,
2019-07-18 13:30  to 2019-07-18 13:45,0.145,,
2019-07-18 13:45  to 2019-07-18 14:00,0.224,,
2019-07-18 14:00  to 2019-07-18 14:15,0.206,,
2019-07-18 14:15  to 2019-07-18 14:30,0.044,,
2019-07-18 14:30  to 2019-07-18 14:45,0.017,,
2019-07-18 14:45  to 2019-07-18 15:00,0.027,,
2019-07-18 15:00  to 2019-07-18 15:15,0.157,,
2019-07-18 15:15  to 2019-07-18 15:30,0.068,,
2019-07-18 15:30  to 2019-07-18 15:45,0.012,,
2019-07-18 15:45  to 2019-07-18 16:00,0.000,,
2019-07-18 16:00  to 2019-07-18 16:15,0.000,,
2019-07-18 16:15  to 2019-07-18 16:30,0.003,,
2019-07-18 16:30  to 2019-07-18 16:45,0.000,,
2019-07-18 16:45  to 2019-07-18 17:00,0.000,,
2019-07-18 17:00  to 2019-07-18 17:15,0.000,,
2019-07-18 17:15  to 2019-07-18 17:30,0.000,,
2019-07-18 17:30  to 2019-07-18 17:45,0.000,,
2019-07-18 17:45  to 2019-07-18 18:00,0.000,,
2019-07-18 18:00  to 2019-07-18 18:15,0.000,,
2019-07-18 18:15  to 2019-07-18 18:30,0.000,,
2019-07-18 18:30  to 2019-07-18 18:45,0.000,,
2019-07-18 18:45  to 2019-07-18 19:00,0.000,,
2019-07-18 19:00  to 2019-07-18 19:15,0.000,,
2019-07-18 19:15  to 2019-07-18 19:30,0.000,,
2019-07-18 19:30  to 2019-07-18 19:45,0.000,,
2019-07-18 19:45  to 2019-07-18 20:00,0.000,,
2019-07-18 20:00  to 2019-07-18 20:15,0.000,,
2019-07-18 20:15  to 2019-07-18 20:30,0.000,,
2019-07-18 20:30  to 2019-07-18 20:45,0.000,,
2019-07-18 20:45  to 2019-07-18 21:00,0.000,,
2019-07-18 21:00  to 2019-07-18 21:15,0.000,,
2019-07-18 21:15  to 2019-07-18 21:30,0.000,,
2019-07-18 21:30  to 2019-07-18 21:45,0.000,,
2019-07-18 21:45  to 2019-07-18 22:00,0.000,,
2019-07-18 22:00  to 2019-07-18 22:15,0.000,,
2019-07-18 22:15  to 2019-07-18 22:30,0.000,,
2019-07-18 22:30  to 2019-07-18 22:45,0.000,,
2019-07-18 22:45  to 2019-07-18 23:00,0.000,,
2019-07-18 23:00  to 2019-07-18 23:15,0.000,,
2019-07-18 23:15  to 2019-07-18 23:30,0.000,,
2019-07-18 23:30  to 2019-07-18 23:45,0.000,,
2019-07-18 23:45  to 2019-07-19 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2019-07-19 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-07-19 00:00  to 2019-07-19 00:15,0.000,,
2019-07-19 00:15  to 2019-07-19 00:30,0.000,,
2019-07-19 00:30  to 2019-07-19 00:45,0.000,,
2019-07-19 00:45  to 2019-07-19 01:00,0.000,,
2019-07-19 01:00  to 2019-07-19 01:15,0.000,,
2019-07-19 01:15  to 2019-07-19 01:30,0.000,,
2019-07-19 01:30  to 2019-07-19 01:45,0.000,,
2019-07-19 01:45  to 2019-07-19 02:00,0.000,,
2019-07-19 02:00  to 2019-07-19 02:15,0.000,,
2019-07-19 02:15  to 2019-07-19 02:30,0.000,,
2019-07-19 02:30  to 2019-07-19 02:45,0.000,,
2019-07-19 02:45  to 2019-07-19 03:00,0.000,,
2019-07-19 03:00  to 2019-07-19 03:15,0.000,,
2019-07-19 03:15  to 2019-07-19 03:30,0.000,,
2019-07-19 03:30  to 2019-07-19 03:45,0.000,,
2019-07-19 03:45  to 2019-07-19 04:00,0.000,,
2019-07-19 04:00  to 2019-07-19 04:15,0.000,,
2019-07-19 04:15  to 2019-07-19 04:30,0.000,,
2019-07-19 04:30  to 2019-07-19 04:45,0.000,,
2019-07-19 04:45  to 2019-07-19 05:00,0.000,,
2019-07-19 05:00  to 2019-07-19 05:15,0.000,,
2019-07-19 05:15  to 2019-07-19 05:30,0.000,,
2019-07-19 05:30  to 2019-07-19 05:45,0.000,,
2019-07-19 05:45  to 2019-07-19 06:00,0.000,,
2019-07-19 06:00  to 2019-07-19 06:15,0.000,,
2019-07-19 06:15  to 2019-07-19 06:30,0.000,,
2019-07-19 06:30  to 2019-07-19 06:45,0.000,,
2019-07-19 06:45  to 2019-07-19 07:00,0.003,,
2019-07-19 07:00  to 2019-07-19 07:15,0.024,,
2019-07-19 07:15  to 2019-07-19 07:30,0.005,,
2019-07-19 07:30  to 2019-07-19 07:45,0.042,,
2019-07-19 07:45  to 2019-07-19 08:00,0.093,,
2019-07-19 08:00  to 2019-07-19 08:15,0.087,,
2019-07-19 08:15  to 2019-07-19 08:30,0.006,,
2019-07-19 08:30  to 2019-07-19 08:45,0.023,,
2019-07-19 08:45  to 2019-07-19 09:00,0.002,,
2019-07-19 09:00  to 2019-07-19 09:15,0.011,,
2019-07-19 09:15  to 2019-07-19 09:30,0.000,,
2019-07-19 09:30  to 2019-07-19 09:45,0.022,,
2019-07-19 09:45  to 2019-07-19 10:00,0.101,,
2019-07-19 10:00  to 2019-07-19 10:15,0.098,,
2019-07-19 10:15  to 2019-07-19 10:30,0.151,,
2019-07-19 10:30  to 2019-07-19 10:45,0.151,,
2019-07-19 10:45  to 2019-07-19 11:00,0.148,,
2019-07-19 11:00  to 2019-07-19 11:15,0.016,,
2019-07-19 11:15  to 2019-07-19 11:30,0.172,,
2019-07-19 11:30  to 2019-07-19 11:45,0.181,,
2019-07-19 11:45  to 2019-07-19 12:00,0.087,,
2019-07-19 12:00  to 2019-07-19 12:15,0.094,,
2019-07-19 12:15  to 2019-07-19 12:30,0.193,,
2019-07-19 12:30  to 2019-07-19 12:45,0.208,,
2019-07-19 12:45  to 2019-07-19 13:00,0.165,,
2019-07-19 13:00  to 2019-07-19 13:15,0.200,,
2019-07-19 13:15  to 2019-07-19 13:30,0.061,,
2019-07-19 13:30  to 2019-07-19 13:45,0.111,,
2019-07-19 13:45  to 2019-07-19 14:00,0.105,,
2019-07-19 14:00  to 2019-07-19 14:15,0.025,,
2019-07-19 14:15  to 2019-07-19 14:30,0.066,,
2019-07-19 14:30  to 2019-07-19 14:45,0.002,,
2019-07-19 14:45  to 2019-07-19 15:00,0.000,,
2019-07-19 15:00  to 2019-07-19 15:15,0.047,,
2019-07-19 15:15  to 2019-07-19 15:30,0.000,,
2019-07-19 15:30  to 2019-07-19 15:45,0.011,,
2019-07-19 15:45  to 2019-07-19 16:00,0.020,,
2019-07-19 16:00  to 2019-07-19 16:15,0.015,,
2019-07-19 16:15  to 2019-07-19 16:30,0.000,,
2019-07-19 16:30  to 2019-07-19 16:45,0.000,,
2019-07-19 16:45  to 2019-07-19 17:00,0.000,,
2019-07-19 17:00  to 2019-07-19 17:15,0.000,,
2019-07-19 17:15  to 2019-07-19 17:30,0.000,,
2019-07-19 17:30  to 2019-07-19 17:45,0.000,,
2019-07-19 17:45  to 2019-07-19 18:00,0.000,,
2019-07-19 18:00  to 2019-07-19 18:15,0.000,,
2019-07-19 18:15  to 2019-07-19 18:30,0.000,,
2019-07-19 18:30  to 2019-07-19 18:45,0.000,,
2019-07-19 18:45  to 2019-07-19 19:00,0.000,,
2019-07-19 19:00  to 2019-07-19 19:15,0.000,,
2019-07-19 19:15  to 2019-07-19 19:30,0.000,,
2019-07-19 19:30  to 2019-07-19 19:45,0.000,,
2019-07-19 19:45  to 2019-07-19 20:00,0.000,,
2019-07-19 20:00  to 2019-07-19 20:15,0.000,,
2019-07-19 20:15  to 2019-07-19 20:30,0.000,,
2019-07-19 20:30  to 2019-07-19 20:45,0.000,,
2019-07-19 20:45  to 2019-07-19 21:00,0.000,,
2019-07-19 21:00  to 2019-07-19 21:15,0.000,,
2019-07-19 21:15  to 2019-07-19 21:30,0.000,,
2019-07-19 21:30  to 2019-07-19 21:45,0.000,,
2019-07-19 21:45  to 2019-07-19 22:00,0.000,,
2019-07-19 22:00  to 2019-07-19 22:15,0.000,,
2019-07-19 22:15  to 2019-07-19 22:30,0.000,,
2019-07-19 22:30  to 2019-07-19 22:45,0.000,,
2019-07-19 22:45  to 2019-07-19 23:00,0.000,,
2019-07-19 23:00  to 2019-07-19 23:15,0.000,,
2019-07-19 23:15  to 2019-07-19 23:30,0.000,,
2019-07-19 23:30  to 2019-07-19 23:45,0.000,,
2019-07-19 23:45  to 2019-07-20 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2019-07-20 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-07-20 00:00  to 2019-07-20 00:15,0.000,,
2019-07-20 00:15  to 2019-07-20 00:30,0.000,,
2019-07-20 00:30  to 2019-07-20 00:45,0.000,,
2019-07-20 00:45  to 2019-07-20 01:00,0.000,,
2019-07-20 01:00  to 2019-07-20 01:15,0.000,,
2019-07-20 01:15  to 2019-07-20 01:30,0.000,,
2019-07-20 01:30  to 2019-07-20 01:45,0.000,,
2019-07-20 01:45  to 2019-07-20 02:00,0.000,,
2019-07-20 02:00  to 2019-07-20 02:15,0.000,,
2019-07-20 02:15  to 2019-07-20 02:30,0.000,,
2019-07-20 02:30  to 2019-07-20 02:45,0.000,,
2019-07-20 02:45  to 2019-07-20 03:00,0.000,,
2019-07-20 03:00  to 2019-07-20 03:15,0.000,,
2019-07-20 03:15  to 2019-07-20 03:30,0.000,,
2019-07-20 03:30  to 2019-07-20 03:45,0.000,,
2019-07-20 03:45  to 2019-07-20 04:00,0.000,,
2019-07-20 04:00  to 2019-07-20 04:15,0.000,,
2019-07-20 04:15  to 2019-07-20 04:30,0.000,,
2019-07-20 04:30  to 2019-07-20 04:45,0.000,,
2019-07-20 04:45  to 2019-07-20 05:00,0.000,,
2019-07-20 05:00  to 2019-07-20 05:15,0.000,,
2019-07-20 05:15  to 2019-07-20 05:30,0.000,,
2019-07-20 05:30  to 2019-07-20 05:45,0.000,,
2019-07-20 05:45  to 2019-07-20 06:00,0.000,,
2019-07-20 06:00  to 2019-07-20 06:15,0.000,,
2019-07-20 06:15  to 2019-07-20 06:30,0.000,,
2019-07-20 06:30  to 2019-07-20 06:45,0.000,,
2019-07-20 06:45  to 2019-07-20 07:00,0.000,,
2019-07-20 07:00  to 2019-07-20 07:15,0.000,,
2019-07-20 07:15  to 2019-07-20 07:30,0.000,,
2019-07-20 07:30  to 2019-07-20 07:45,0.003,,
2019-07-20 07:45  to 2019-07-20 08:00,0.000,,
2019-07-20 08:00  to 2019-07-20 08:15,0.002,,
2019-07-20 08:15  to 2019-07-20 08:30,0.071,,
2019-07-20 08:30  to 2019-07-20 08:45,0.136,,
2019-07-20 08:45  to 2019-07-20 09:00,0.159,,
2019-07-20 09:00  to 2019-07-20 09:15,0.076,,
2019-07-20 09:15  to 2019-07-20 09:30,0.043,,
2019-07-20 09:30  to 2019-07-20 09:45,0.083,,
2019-07-20 09:45  to 2019-07-20 10:00,0.124,,
2019-07-20 10:00  to 2019-07-20 10:15,0.001,,
2019-07-20 10:15  to 2019-07-20 10:30,0.006,,
2019-07-20 10:30  to 2019-07-20 10:45,0.000,,
2019-07-20 10:45  to 2019-07-20 11:00,0.000,,
2019-07-20 11:00  to 2019-07-20 11:15,0.000,,
2019-07-20 11:15  to 2019-07-20 11:30,0.079,,
2019-07-20 11:30  to 2019-07-20 11:45,0.025,,
2019-07-20 11:45  to 2019-07-20 12:00,0.069,,
2019-07-20 12:00  to 2019-07-20 12:15,0.000,,
2019-07-20 12:15  to 2019-07-20 12:30,0.000,,
2019-07-20 12:30  to 2019-07-20 12:45,0.038,,
2019-07-20 12:45  to 2019-07-20 13:00,0.025,,
2019-07-20 13:00  to 2019-07-20 13:15,0.000,,
2019-07-20 13:15  to 2019-07-20 13:30,0.040,,
2019-07-20 13:30  to 2019-07-20 13:45,0.016,,
2019-07-20 13:45  to 2019-07-20 14:00,0.000,,
2019-07-20 14:00  to 2019-07-20 14:15,0.006,,
2019-07-20 14:15  to 2019-07-20 14:30,0.034,,
2019-07-20 14:30  to 2019-07-20 14:45,0.050,,
2019-07-20 14:45  to 2019-07-20 15:00,0.045,,
2019-07-20 15:00  to 2019-07-20 15:15,0.046,,
2019-07-20 15:15  to 2019-07-20 15:30,0.056,,
2019-07-20 15:30  to 2019-07-20 15:45,0.085,,
2019-07-20 15:45  to 2019-07-20 16:00,0.075,,
2019-07-20 16:00  to 2019-07-20 16:15,0.014,,
2019-07-20 16:15  to 2019-07-20 16:30,0.000,,
