========================================,,,
Usage Information,,,
For: 955 KIRKWOOD ST,,,
========================================,,,
Meter Reading Information,,,
Type of readings: Electricity,,, ,  
========================================
Detailed Usage,,,
========================================,,,
Start date: 2019-05-17 00:00 for 16 days,,,
========================================
Interval Blockdata for period starting:, 2019-05-17 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-05-17 00:00  to 2019-05-17 00:15,0.000,,
2019-05-17 00:15  to 2019-05-17 00:30,0.000,,
2019-05-17 00:30  to 2019-05-17 00:45,0.000,,
2019-05-17 00:45  to 2019-05-17 01:00,0.000,,
2019-05-17 01:00  to 2019-05-17 01:15,0.000,,
2019-05-17 01:15  to 2019-05-17 01:30,0.000,,
2019-05-17 01:30  to 2019-05-17 01:45,0.000,,
2019-05-17 01:45  to 2019-05-17 02:00,0.000,,
2019-05-17 02:00  to 2019-05-17 02:15,0.000,,
2019-05-17 02:15  to 2019-05-17 02:30,0.000,,
2019-05-17 02:30  to 2019-05-17 02:45,0.000,,
2019-05-17 02:45  to 2019-05-17 03:00,0.000,,
2019-05-17 03:00  to 2019-05-17 03:15,0.000,,
2019-05-17 03:15  to 2019-05-17 03:30,0.000,,
2019-05-17 03:30  to 2019-05-17 03:45,0.000,,
2019-05-17 03:45  to 2019-05-17 04:00,0.000,,
2019-05-17 04:00  to 2019-05-17 04:15,0.000,,
2019-05-17 04:15  to 2019-05-17 04:30,0.000,,
2019-05-17 04:30  to 2019-05-17 04:45,0.000,,
2019-05-17 04:45  to 2019-05-17 05:00,0.000,,
2019-05-17 05:00  to 2019-05-17 05:15,0.000,,
2019-05-17 05:15  to 2019-05-17 05:30,0.000,,
2019-05-17 05:30  to 2019-05-17 05:45,0.000,,
2019-05-17 05:45  to 2019-05-17 06:00,0.000,,
2019-05-17 06:00  to 2019-05-17 06:15,0.000,,
2019-05-17 06:15  to 2019-05-17 06:30,0.000,,
2019-05-17 06:30  to 2019-05-17 06:45,0.000,,
2019-05-17 06:45  to 2019-05-17 07:00,0.000,,
2019-05-17 07:00  to 2019-05-17 07:15,0.000,,
2019-05-17 07:15  to 2019-05-17 07:30,0.000,,
2019-05-17 07:30  to 2019-05-17 07:45,0.000,,
2019-05-17 07:45  to 2019-05-17 08:00,0.000,,
2019-05-17 08:00  to 2019-05-17 08:15,0.000,,
2019-05-17 08:15  to 2019-05-17 08:30,0.000,,
2019-05-17 08:30  to 2019-05-17 08:45,0.000,,
2019-05-17 08:45  to 2019-05-17 09:00,0.000,,
2019-05-17 09:00  to 2019-05-17 09:15,0.001,,
2019-05-17 09:15  to 2019-05-17 09:30,0.008,,
2019-05-17 09:30  to 2019-05-17 09:45,0.017,,
2019-05-17 09:45  to 2019-05-17 10:00,0.019,,
2019-05-17 10:00  to 2019-05-17 10:15,0.085,,
2019-05-17 10:15  to 2019-05-17 10:30,0.031,,
2019-05-17 10:30  to 2019-05-17 10:45,0.000,,
2019-05-17 10:45  to 2019-05-17 11:00,0.000,,
2019-05-17 11:00  to 2019-05-17 11:15,0.000,,
2019-05-17 11:15  to 2019-05-17 11:30,0.029,,
2019-05-17 11:30  to 2019-05-17 11:45,0.058,,
2019-05-17 11:45  to 2019-05-17 12:00,0.127,,
2019-05-17 12:00  to 2019-05-17 12:15,0.083,,
2019-05-17 12:15  to 2019-05-17 12:30,0.039,,
2019-05-17 12:30  to 2019-05-17 12:45,0.018,,
2019-05-17 12:45  to 2019-05-17 13:00,0.014,,
2019-05-17 13:00  to 2019-05-17 13:15,0.095,,
2019-05-17 13:15  to 2019-05-17 13:30,0.155,,
2019-05-17 13:30  to 2019-05-17 13:45,0.157,,
2019-05-17 13:45  to 2019-05-17 14:00,0.119,,
2019-05-17 14:00  to 2019-05-17 14:15,0.068,,
2019-05-17 14:15  to 2019-05-17 14:30,0.049,,
2019-05-17 14:30  to 2019-05-17 14:45,0.111,,
2019-05-17 14:45  to 2019-05-17 15:00,0.212,,
2019-05-17 15:00  to 2019-05-17 15:15,0.119,,
2019-05-17 15:15  to 2019-05-17 15:30,0.055,,
2019-05-17 15:30  to 2019-05-17 15:45,0.016,,
2019-05-17 15:45  to 2019-05-17 16:00,0.048,,
2019-05-17 16:00  to 2019-05-17 16:15,0.086,,
2019-05-17 16:15  to 2019-05-17 16:30,0.023,,
2019-05-17 16:30  to 2019-05-17 16:45,0.000,,
2019-05-17 16:45  to 2019-05-17 17:00,0.000,,
2019-05-17 17:00  to 2019-05-17 17:15,0.024,,
2019-05-17 17:15  to 2019-05-17 17:30,0.016,,
2019-05-17 17:30  to 2019-05-17 17:45,0.013,,
2019-05-17 17:45  to 2019-05-17 18:00,0.000,,
2019-05-17 18:00  to 2019-05-17 18:15,0.000,,
2019-05-17 18:15  to 2019-05-17 18:30,0.000,,
2019-05-17 18:30  to 2019-05-17 18:45,0.000,,
2019-05-17 18:45  to 2019-05-17 19:00,0.000,,
2019-05-17 19:00  to 2019-05-17 19:15,0.000,,
2019-05-17 19:15  to 2019-05-17 19:30,0.000,,
2019-05-17 19:30  to 2019-05-17 19:45,0.000,,
2019-05-17 19:45  to 2019-05-17 20:00,0.000,,
2019-05-17 20:00  to 2019-05-17 20:15,0.000,,
2019-05-17 20:15  to 2019-05-17 20:30,0.000,,
2019-05-17 20:30  to 2019-05-17 20:45,0.000,,
2019-05-17 20:45  to 2019-05-17 21:00,0.000,,
2019-05-17 21:00  to 2019-05-17 21:15,0.000,,
2019-05-17 21:15  to 2019-05-17 21:30,0.000,,
2019-05-17 21:30  to 2019-05-17 21:45,0.000,,
2019-05-17 21:45  to 2019-05-17 22:00,0.000,,
2019-05-17 22:00  to 2019-05-17 22:15,0.000,,
2019-05-17 22:15  to 2019-05-17 22:30,0.000,,
2019-05-17 22:30  to 2019-05-17 22:45,0.000,,
2019-05-17 22:45  to 2019-05-17 23:00,0.000,,
2019-05-17 23:00  to 2019-05-17 23:15,0.000,,
2019-05-17 23:15  to 2019-05-17 23:30,0.000,,
2019-05-17 23:30  to 2019-05-17 23:45,0.000,,
2019-05-17 23:45  to 2019-05-18 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2019-05-18 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2019-05-18 00:00  to 2019-05-18 00:15,0.000,,
2019-05-18 00:15  to 2019-05-18 00:30,0.000,,
2019-05-18 00:30  to 2019-05-18 00:45,0.000,,
2019-05-18 00:45  to 2019-05-18 01:00,0.000,,
2019-05-18 01:00  to 2019-05-18 01:15,0.000,,
2019-05-18 01:15  to 2019-05-18 01:30,0.000,,
2019-05-18 01:30  to 2019-05-18 01:45,0.000,,
2019-05-18 01:45  to 2019-05-18 02:00,0.000,,
2019-05-18 02:00  to 2019-05-18 02:15,0.000,,
2019-05-18 02:15  to 2019-05-18 02:30,0.000,,
2019-05-18 02:30  to 2019-05-18 02:45,0.000,,
2019-05-18 02:45  to 2019-05-18 03:00,0.000,,
2019-05-18 03:00  to 2019-05-18 03:15,0.000,,
