2018-07-21 09:30  to 2018-07-21 09:45,0.094,,
2018-07-21 09:45  to 2018-07-21 10:00,0.319,,
2018-07-21 10:00  to 2018-07-21 10:15,0.342,,
2018-07-21 10:15  to 2018-07-21 10:30,0.372,,
2018-07-21 10:30  to 2018-07-21 10:45,0.317,,
2018-07-21 10:45  to 2018-07-21 11:00,0.366,,
2018-07-21 11:00  to 2018-07-21 11:15,0.151,,
2018-07-21 11:15  to 2018-07-21 11:30,0.223,,
2018-07-21 11:30  to 2018-07-21 11:45,0.272,,
2018-07-21 11:45  to 2018-07-21 12:00,0.285,,
2018-07-21 12:00  to 2018-07-21 12:15,0.414,,
2018-07-21 12:15  to 2018-07-21 12:30,0.296,,
2018-07-21 12:30  to 2018-07-21 12:45,0.319,,
2018-07-21 12:45  to 2018-07-21 13:00,0.318,,
2018-07-21 13:00  to 2018-07-21 13:15,0.314,,
2018-07-21 13:15  to 2018-07-21 13:30,0.180,,
2018-07-21 13:30  to 2018-07-21 13:45,0.179,,
2018-07-21 13:45  to 2018-07-21 14:00,0.280,,
2018-07-21 14:00  to 2018-07-21 14:15,0.089,,
2018-07-21 14:15  to 2018-07-21 14:30,0.036,,
2018-07-21 14:30  to 2018-07-21 14:45,0.143,,
2018-07-21 14:45  to 2018-07-21 15:00,0.103,,
2018-07-21 15:00  to 2018-07-21 15:15,0.028,,
2018-07-21 15:15  to 2018-07-21 15:30,0.000,,
2018-07-21 15:30  to 2018-07-21 15:45,0.000,,
2018-07-21 15:45  to 2018-07-21 16:00,0.002,,
2018-07-21 16:00  to 2018-07-21 16:15,0.039,,
2018-07-21 16:15  to 2018-07-21 16:30,0.017,,
2018-07-21 16:30  to 2018-07-21 16:45,0.030,,
2018-07-21 16:45  to 2018-07-21 17:00,0.000,,
2018-07-21 17:00  to 2018-07-21 17:15,0.003,,
2018-07-21 17:15  to 2018-07-21 17:30,0.000,,
2018-07-21 17:30  to 2018-07-21 17:45,0.000,,
2018-07-21 17:45  to 2018-07-21 18:00,0.000,,
2018-07-21 18:00  to 2018-07-21 18:15,0.000,,
2018-07-21 18:15  to 2018-07-21 18:30,0.000,,
2018-07-21 18:30  to 2018-07-21 18:45,0.000,,
2018-07-21 18:45  to 2018-07-21 19:00,0.000,,
2018-07-21 19:00  to 2018-07-21 19:15,0.000,,
2018-07-21 19:15  to 2018-07-21 19:30,0.000,,
2018-07-21 19:30  to 2018-07-21 19:45,0.000,,
2018-07-21 19:45  to 2018-07-21 20:00,0.000,,
2018-07-21 20:00  to 2018-07-21 20:15,0.000,,
2018-07-21 20:15  to 2018-07-21 20:30,0.000,,
2018-07-21 20:30  to 2018-07-21 20:45,0.000,,
2018-07-21 20:45  to 2018-07-21 21:00,0.000,,
2018-07-21 21:00  to 2018-07-21 21:15,0.000,,
2018-07-21 21:15  to 2018-07-21 21:30,0.000,,
2018-07-21 21:30  to 2018-07-21 21:45,0.000,,
2018-07-21 21:45  to 2018-07-21 22:00,0.000,,
2018-07-21 22:00  to 2018-07-21 22:15,0.000,,
2018-07-21 22:15  to 2018-07-21 22:30,0.000,,
2018-07-21 22:30  to 2018-07-21 22:45,0.000,,
2018-07-21 22:45  to 2018-07-21 23:00,0.000,,
2018-07-21 23:00  to 2018-07-21 23:15,0.000,,
2018-07-21 23:15  to 2018-07-21 23:30,0.000,,
2018-07-21 23:30  to 2018-07-21 23:45,0.000,,
2018-07-21 23:45  to 2018-07-22 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-07-22 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-07-22 00:00  to 2018-07-22 00:15,0.000,,
2018-07-22 00:15  to 2018-07-22 00:30,0.000,,
2018-07-22 00:30  to 2018-07-22 00:45,0.000,,
2018-07-22 00:45  to 2018-07-22 01:00,0.000,,
2018-07-22 01:00  to 2018-07-22 01:15,0.000,,
2018-07-22 01:15  to 2018-07-22 01:30,0.000,,
2018-07-22 01:30  to 2018-07-22 01:45,0.000,,
2018-07-22 01:45  to 2018-07-22 02:00,0.000,,
2018-07-22 02:00  to 2018-07-22 02:15,0.000,,
2018-07-22 02:15  to 2018-07-22 02:30,0.000,,
2018-07-22 02:30  to 2018-07-22 02:45,0.000,,
2018-07-22 02:45  to 2018-07-22 03:00,0.000,,
2018-07-22 03:00  to 2018-07-22 03:15,0.000,,
2018-07-22 03:15  to 2018-07-22 03:30,0.000,,
2018-07-22 03:30  to 2018-07-22 03:45,0.000,,
2018-07-22 03:45  to 2018-07-22 04:00,0.000,,
2018-07-22 04:00  to 2018-07-22 04:15,0.000,,
2018-07-22 04:15  to 2018-07-22 04:30,0.000,,
2018-07-22 04:30  to 2018-07-22 04:45,0.000,,
2018-07-22 04:45  to 2018-07-22 05:00,0.000,,
2018-07-22 05:00  to 2018-07-22 05:15,0.000,,
2018-07-22 05:15  to 2018-07-22 05:30,0.000,,
2018-07-22 05:30  to 2018-07-22 05:45,0.000,,
2018-07-22 05:45  to 2018-07-22 06:00,0.000,,
2018-07-22 06:00  to 2018-07-22 06:15,0.000,,
2018-07-22 06:15  to 2018-07-22 06:30,0.000,,
2018-07-22 06:30  to 2018-07-22 06:45,0.001,,
2018-07-22 06:45  to 2018-07-22 07:00,0.006,,
2018-07-22 07:00  to 2018-07-22 07:15,0.002,,
2018-07-22 07:15  to 2018-07-22 07:30,0.022,,
2018-07-22 07:30  to 2018-07-22 07:45,0.029,,
2018-07-22 07:45  to 2018-07-22 08:00,0.011,,
2018-07-22 08:00  to 2018-07-22 08:15,0.006,,
2018-07-22 08:15  to 2018-07-22 08:30,0.058,,
2018-07-22 08:30  to 2018-07-22 08:45,0.093,,
2018-07-22 08:45  to 2018-07-22 09:00,0.126,,
2018-07-22 09:00  to 2018-07-22 09:15,0.246,,
2018-07-22 09:15  to 2018-07-22 09:30,0.281,,
2018-07-22 09:30  to 2018-07-22 09:45,0.304,,
2018-07-22 09:45  to 2018-07-22 10:00,0.211,,
2018-07-22 10:00  to 2018-07-22 10:15,0.227,,
2018-07-22 10:15  to 2018-07-22 10:30,0.061,,
2018-07-22 10:30  to 2018-07-22 10:45,0.095,,
2018-07-22 10:45  to 2018-07-22 11:00,0.000,,
2018-07-22 11:00  to 2018-07-22 11:15,0.000,,
2018-07-22 11:15  to 2018-07-22 11:30,0.000,,
2018-07-22 11:30  to 2018-07-22 11:45,0.000,,
2018-07-22 11:45  to 2018-07-22 12:00,0.025,,
2018-07-22 12:00  to 2018-07-22 12:15,0.021,,
2018-07-22 12:15  to 2018-07-22 12:30,0.077,,
2018-07-22 12:30  to 2018-07-22 12:45,0.086,,
2018-07-22 12:45  to 2018-07-22 13:00,0.071,,
2018-07-22 13:00  to 2018-07-22 13:15,0.028,,
2018-07-22 13:15  to 2018-07-22 13:30,0.004,,
2018-07-22 13:30  to 2018-07-22 13:45,0.015,,
2018-07-22 13:45  to 2018-07-22 14:00,0.024,,
2018-07-22 14:00  to 2018-07-22 14:15,0.012,,
2018-07-22 14:15  to 2018-07-22 14:30,0.000,,
2018-07-22 14:30  to 2018-07-22 14:45,0.000,,
2018-07-22 14:45  to 2018-07-22 15:00,0.000,,
2018-07-22 15:00  to 2018-07-22 15:15,0.029,,
2018-07-22 15:15  to 2018-07-22 15:30,0.006,,
2018-07-22 15:30  to 2018-07-22 15:45,0.000,,
2018-07-22 15:45  to 2018-07-22 16:00,0.000,,
2018-07-22 16:00  to 2018-07-22 16:15,0.010,,
2018-07-22 16:15  to 2018-07-22 16:30,0.000,,
2018-07-22 16:30  to 2018-07-22 16:45,0.000,,
2018-07-22 16:45  to 2018-07-22 17:00,0.000,,
2018-07-22 17:00  to 2018-07-22 17:15,0.000,,
2018-07-22 17:15  to 2018-07-22 17:30,0.000,,
2018-07-22 17:30  to 2018-07-22 17:45,0.000,,
2018-07-22 17:45  to 2018-07-22 18:00,0.000,,
2018-07-22 18:00  to 2018-07-22 18:15,0.000,,
2018-07-22 18:15  to 2018-07-22 18:30,0.000,,
2018-07-22 18:30  to 2018-07-22 18:45,0.000,,
2018-07-22 18:45  to 2018-07-22 19:00,0.000,,
2018-07-22 19:00  to 2018-07-22 19:15,0.000,,
2018-07-22 19:15  to 2018-07-22 19:30,0.000,,
2018-07-22 19:30  to 2018-07-22 19:45,0.000,,
2018-07-22 19:45  to 2018-07-22 20:00,0.000,,
2018-07-22 20:00  to 2018-07-22 20:15,0.000,,
2018-07-22 20:15  to 2018-07-22 20:30,0.000,,
2018-07-22 20:30  to 2018-07-22 20:45,0.000,,
2018-07-22 20:45  to 2018-07-22 21:00,0.000,,
2018-07-22 21:00  to 2018-07-22 21:15,0.000,,
2018-07-22 21:15  to 2018-07-22 21:30,0.000,,
2018-07-22 21:30  to 2018-07-22 21:45,0.000,,
2018-07-22 21:45  to 2018-07-22 22:00,0.000,,
2018-07-22 22:00  to 2018-07-22 22:15,0.000,,
2018-07-22 22:15  to 2018-07-22 22:30,0.000,,
2018-07-22 22:30  to 2018-07-22 22:45,0.000,,
2018-07-22 22:45  to 2018-07-22 23:00,0.000,,
2018-07-22 23:00  to 2018-07-22 23:15,0.000,,
2018-07-22 23:15  to 2018-07-22 23:30,0.000,,
2018-07-22 23:30  to 2018-07-22 23:45,0.000,,
2018-07-22 23:45  to 2018-07-23 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-07-23 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-07-23 00:00  to 2018-07-23 00:15,0.000,,
2018-07-23 00:15  to 2018-07-23 00:30,0.000,,
2018-07-23 00:30  to 2018-07-23 00:45,0.000,,
2018-07-23 00:45  to 2018-07-23 01:00,0.000,,
2018-07-23 01:00  to 2018-07-23 01:15,0.000,,
2018-07-23 01:15  to 2018-07-23 01:30,0.000,,
2018-07-23 01:30  to 2018-07-23 01:45,0.000,,
2018-07-23 01:45  to 2018-07-23 02:00,0.000,,
2018-07-23 02:00  to 2018-07-23 02:15,0.000,,
2018-07-23 02:15  to 2018-07-23 02:30,0.000,,
2018-07-23 02:30  to 2018-07-23 02:45,0.000,,
2018-07-23 02:45  to 2018-07-23 03:00,0.000,,
2018-07-23 03:00  to 2018-07-23 03:15,0.000,,
2018-07-23 03:15  to 2018-07-23 03:30,0.000,,
2018-07-23 03:30  to 2018-07-23 03:45,0.000,,
2018-07-23 03:45  to 2018-07-23 04:00,0.000,,
2018-07-23 04:00  to 2018-07-23 04:15,0.000,,
2018-07-23 04:15  to 2018-07-23 04:30,0.000,,
2018-07-23 04:30  to 2018-07-23 04:45,0.000,,
2018-07-23 04:45  to 2018-07-23 05:00,0.000,,
2018-07-23 05:00  to 2018-07-23 05:15,0.000,,
2018-07-23 05:15  to 2018-07-23 05:30,0.000,,
2018-07-23 05:30  to 2018-07-23 05:45,0.000,,
2018-07-23 05:45  to 2018-07-23 06:00,0.000,,
2018-07-23 06:00  to 2018-07-23 06:15,0.000,,
2018-07-23 06:15  to 2018-07-23 06:30,0.015,,
2018-07-23 06:30  to 2018-07-23 06:45,0.019,,
2018-07-23 06:45  to 2018-07-23 07:00,0.000,,
2018-07-23 07:00  to 2018-07-23 07:15,0.000,,
2018-07-23 07:15  to 2018-07-23 07:30,0.077,,
2018-07-23 07:30  to 2018-07-23 07:45,0.180,,
2018-07-23 07:45  to 2018-07-23 08:00,0.102,,
2018-07-23 08:00  to 2018-07-23 08:15,0.104,,
2018-07-23 08:15  to 2018-07-23 08:30,0.095,,
2018-07-23 08:30  to 2018-07-23 08:45,0.126,,
2018-07-23 08:45  to 2018-07-23 09:00,0.155,,
2018-07-23 09:00  to 2018-07-23 09:15,0.222,,
2018-07-23 09:15  to 2018-07-23 09:30,0.250,,
2018-07-23 09:30  to 2018-07-23 09:45,0.208,,
2018-07-23 09:45  to 2018-07-23 10:00,0.225,,
2018-07-23 10:00  to 2018-07-23 10:15,0.355,,
2018-07-23 10:15  to 2018-07-23 10:30,0.348,,
2018-07-23 10:30  to 2018-07-23 10:45,0.293,,
2018-07-23 10:45  to 2018-07-23 11:00,0.250,,
2018-07-23 11:00  to 2018-07-23 11:15,0.336,,
2018-07-23 11:15  to 2018-07-23 11:30,0.317,,
2018-07-23 11:30  to 2018-07-23 11:45,0.418,,
2018-07-23 11:45  to 2018-07-23 12:00,0.289,,
2018-07-23 12:00  to 2018-07-23 12:15,0.413,,
2018-07-23 12:15  to 2018-07-23 12:30,0.230,,
2018-07-23 12:30  to 2018-07-23 12:45,0.253,,
2018-07-23 12:45  to 2018-07-23 13:00,0.197,,
2018-07-23 13:00  to 2018-07-23 13:15,0.281,,
2018-07-23 13:15  to 2018-07-23 13:30,0.230,,
2018-07-23 13:30  to 2018-07-23 13:45,0.241,,
2018-07-23 13:45  to 2018-07-23 14:00,0.208,,
2018-07-23 14:00  to 2018-07-23 14:15,0.144,,
2018-07-23 14:15  to 2018-07-23 14:30,0.087,,
2018-07-23 14:30  to 2018-07-23 14:45,0.161,,
2018-07-23 14:45  to 2018-07-23 15:00,0.259,,
2018-07-23 15:00  to 2018-07-23 15:15,0.235,,
2018-07-23 15:15  to 2018-07-23 15:30,0.145,,
2018-07-23 15:30  to 2018-07-23 15:45,0.001,,
2018-07-23 15:45  to 2018-07-23 16:00,0.000,,
2018-07-23 16:00  to 2018-07-23 16:15,0.000,,
2018-07-23 16:15  to 2018-07-23 16:30,0.000,,
2018-07-23 16:30  to 2018-07-23 16:45,0.000,,
2018-07-23 16:45  to 2018-07-23 17:00,0.000,,
2018-07-23 17:00  to 2018-07-23 17:15,0.001,,
2018-07-23 17:15  to 2018-07-23 17:30,0.009,,
2018-07-23 17:30  to 2018-07-23 17:45,0.006,,
2018-07-23 17:45  to 2018-07-23 18:00,0.000,,
2018-07-23 18:00  to 2018-07-23 18:15,0.000,,
2018-07-23 18:15  to 2018-07-23 18:30,0.000,,
2018-07-23 18:30  to 2018-07-23 18:45,0.000,,
2018-07-23 18:45  to 2018-07-23 19:00,0.000,,
2018-07-23 19:00  to 2018-07-23 19:15,0.000,,
2018-07-23 19:15  to 2018-07-23 19:30,0.000,,
2018-07-23 19:30  to 2018-07-23 19:45,0.000,,
2018-07-23 19:45  to 2018-07-23 20:00,0.000,,
2018-07-23 20:00  to 2018-07-23 20:15,0.000,,
2018-07-23 20:15  to 2018-07-23 20:30,0.000,,
2018-07-23 20:30  to 2018-07-23 20:45,0.000,,
2018-07-23 20:45  to 2018-07-23 21:00,0.000,,
2018-07-23 21:00  to 2018-07-23 21:15,0.000,,
2018-07-23 21:15  to 2018-07-23 21:30,0.000,,
2018-07-23 21:30  to 2018-07-23 21:45,0.000,,
2018-07-23 21:45  to 2018-07-23 22:00,0.000,,
2018-07-23 22:00  to 2018-07-23 22:15,0.000,,
2018-07-23 22:15  to 2018-07-23 22:30,0.000,,
2018-07-23 22:30  to 2018-07-23 22:45,0.000,,
2018-07-23 22:45  to 2018-07-23 23:00,0.000,,
2018-07-23 23:00  to 2018-07-23 23:15,0.000,,
2018-07-23 23:15  to 2018-07-23 23:30,0.000,,
2018-07-23 23:30  to 2018-07-23 23:45,0.000,,
2018-07-23 23:45  to 2018-07-24 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-07-24 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-07-24 00:00  to 2018-07-24 00:15,0.000,,
2018-07-24 00:00  to 2018-07-24 00:15,0.000,,
2018-07-24 00:15  to 2018-07-24 00:30,0.000,,
2018-07-24 00:15  to 2018-07-24 00:30,0.000,,
2018-07-24 00:30  to 2018-07-24 00:45,0.000,,
2018-07-24 00:30  to 2018-07-24 00:45,0.000,,
2018-07-24 00:45  to 2018-07-24 01:00,0.000,,
2018-07-24 00:45  to 2018-07-24 01:00,0.000,,
2018-07-24 01:00  to 2018-07-24 01:15,0.000,,
2018-07-24 01:00  to 2018-07-24 01:15,0.000,,
2018-07-24 01:15  to 2018-07-24 01:30,0.000,,
2018-07-24 01:15  to 2018-07-24 01:30,0.000,,
2018-07-24 01:30  to 2018-07-24 01:45,0.000,,
2018-07-24 01:30  to 2018-07-24 01:45,0.000,,
2018-07-24 01:45  to 2018-07-24 02:00,0.000,,
2018-07-24 01:45  to 2018-07-24 02:00,0.000,,
2018-07-24 02:00  to 2018-07-24 02:15,0.000,,
2018-07-24 02:00  to 2018-07-24 02:15,0.000,,
2018-07-24 02:15  to 2018-07-24 02:30,0.000,,
2018-07-24 02:15  to 2018-07-24 02:30,0.000,,
2018-07-24 02:30  to 2018-07-24 02:45,0.000,,
2018-07-24 02:30  to 2018-07-24 02:45,0.000,,
2018-07-24 02:45  to 2018-07-24 03:00,0.000,,
2018-07-24 02:45  to 2018-07-24 03:00,0.000,,
2018-07-24 03:00  to 2018-07-24 03:15,0.000,,
2018-07-24 03:00  to 2018-07-24 03:15,0.000,,
2018-07-24 03:15  to 2018-07-24 03:30,0.000,,
2018-07-24 03:15  to 2018-07-24 03:30,0.000,,
2018-07-24 03:30  to 2018-07-24 03:45,0.000,,
2018-07-24 03:30  to 2018-07-24 03:45,0.000,,
2018-07-24 03:45  to 2018-07-24 04:00,0.000,,
2018-07-24 03:45  to 2018-07-24 04:00,0.000,,
2018-07-24 04:00  to 2018-07-24 04:15,0.000,,
2018-07-24 04:00  to 2018-07-24 04:15,0.000,,
2018-07-24 04:15  to 2018-07-24 04:30,0.000,,
2018-07-24 04:15  to 2018-07-24 04:30,0.000,,
2018-07-24 04:30  to 2018-07-24 04:45,0.000,,
2018-07-24 04:30  to 2018-07-24 04:45,0.000,,
2018-07-24 04:45  to 2018-07-24 05:00,0.000,,
2018-07-24 04:45  to 2018-07-24 05:00,0.000,,
2018-07-24 05:00  to 2018-07-24 05:15,0.000,,
2018-07-24 05:00  to 2018-07-24 05:15,0.000,,
2018-07-24 05:15  to 2018-07-24 05:30,0.000,,
2018-07-24 05:15  to 2018-07-24 05:30,0.000,,
2018-07-24 05:30  to 2018-07-24 05:45,0.000,,
2018-07-24 05:30  to 2018-07-24 05:45,0.000,,
2018-07-24 05:45  to 2018-07-24 06:00,0.000,,
2018-07-24 05:45  to 2018-07-24 06:00,0.000,,
2018-07-24 06:00  to 2018-07-24 06:15,0.000,,
2018-07-24 06:00  to 2018-07-24 06:15,0.000,,
2018-07-24 06:15  to 2018-07-24 06:30,0.000,,
2018-07-24 06:15  to 2018-07-24 06:30,0.000,,
2018-07-24 06:30  to 2018-07-24 06:45,0.002,,
2018-07-24 06:30  to 2018-07-24 06:45,0.002,,
2018-07-24 06:45  to 2018-07-24 07:00,0.029,,
2018-07-24 06:45  to 2018-07-24 07:00,0.029,,
2018-07-24 07:00  to 2018-07-24 07:15,0.020,,
2018-07-24 07:00  to 2018-07-24 07:15,0.020,,
2018-07-24 07:15  to 2018-07-24 07:30,0.026,,
2018-07-24 07:15  to 2018-07-24 07:30,0.026,,
2018-07-24 07:30  to 2018-07-24 07:45,0.117,,
2018-07-24 07:30  to 2018-07-24 07:45,0.117,,
2018-07-24 07:45  to 2018-07-24 08:00,0.200,,
2018-07-24 07:45  to 2018-07-24 08:00,0.200,,
2018-07-24 08:00  to 2018-07-24 08:15,0.127,,
2018-07-24 08:00  to 2018-07-24 08:15,0.127,,
2018-07-24 08:15  to 2018-07-24 08:30,0.054,,
2018-07-24 08:15  to 2018-07-24 08:30,0.054,,
2018-07-24 08:30  to 2018-07-24 08:45,0.027,,
2018-07-24 08:30  to 2018-07-24 08:45,0.027,,
2018-07-24 08:45  to 2018-07-24 09:00,0.049,,
2018-07-24 08:45  to 2018-07-24 09:00,0.049,,
2018-07-24 09:00  to 2018-07-24 09:15,0.246,,
2018-07-24 09:00  to 2018-07-24 09:15,0.246,,
2018-07-24 09:15  to 2018-07-24 09:30,0.331,,
2018-07-24 09:15  to 2018-07-24 09:30,0.331,,
2018-07-24 09:30  to 2018-07-24 09:45,0.319,,
2018-07-24 09:30  to 2018-07-24 09:45,0.319,,
2018-07-24 09:45  to 2018-07-24 10:00,0.359,,
2018-07-24 09:45  to 2018-07-24 10:00,0.359,,
2018-07-24 10:00  to 2018-07-24 10:15,0.249,,
2018-07-24 10:00  to 2018-07-24 10:15,0.249,,
2018-07-24 10:15  to 2018-07-24 10:30,0.338,,
2018-07-24 10:15  to 2018-07-24 10:30,0.338,,
2018-07-24 10:30  to 2018-07-24 10:45,0.401,,
2018-07-24 10:30  to 2018-07-24 10:45,0.401,,
2018-07-24 10:45  to 2018-07-24 11:00,0.344,,
2018-07-24 10:45  to 2018-07-24 11:00,0.344,,
2018-07-24 11:00  to 2018-07-24 11:15,0.221,,
2018-07-24 11:00  to 2018-07-24 11:15,0.221,,
2018-07-24 11:15  to 2018-07-24 11:30,0.393,,
2018-07-24 11:15  to 2018-07-24 11:30,0.393,,
2018-07-24 11:30  to 2018-07-24 11:45,0.349,,
2018-07-24 11:30  to 2018-07-24 11:45,0.349,,
2018-07-24 11:45  to 2018-07-24 12:00,0.350,,
2018-07-24 11:45  to 2018-07-24 12:00,0.350,,
2018-07-24 12:00  to 2018-07-24 12:15,0.306,,
2018-07-24 12:00  to 2018-07-24 12:15,0.306,,
2018-07-24 12:15  to 2018-07-24 12:30,0.365,,
2018-07-24 12:15  to 2018-07-24 12:30,0.365,,
2018-07-24 12:30  to 2018-07-24 12:45,0.357,,
2018-07-24 12:30  to 2018-07-24 12:45,0.357,,
2018-07-24 12:45  to 2018-07-24 13:00,0.351,,
2018-07-24 12:45  to 2018-07-24 13:00,0.351,,
2018-07-24 13:00  to 2018-07-24 13:15,0.299,,
2018-07-24 13:00  to 2018-07-24 13:15,0.299,,
2018-07-24 13:15  to 2018-07-24 13:30,0.090,,
2018-07-24 13:15  to 2018-07-24 13:30,0.090,,
2018-07-24 13:30  to 2018-07-24 13:45,0.161,,
2018-07-24 13:30  to 2018-07-24 13:45,0.161,,
2018-07-24 13:45  to 2018-07-24 14:00,0.232,,
2018-07-24 13:45  to 2018-07-24 14:00,0.232,,
2018-07-24 14:00  to 2018-07-24 14:15,0.196,,
2018-07-24 14:00  to 2018-07-24 14:15,0.196,,
2018-07-24 14:15  to 2018-07-24 14:30,0.241,,
2018-07-24 14:15  to 2018-07-24 14:30,0.241,,
2018-07-24 14:30  to 2018-07-24 14:45,0.224,,
2018-07-24 14:30  to 2018-07-24 14:45,0.224,,
2018-07-24 14:45  to 2018-07-24 15:00,0.263,,
2018-07-24 14:45  to 2018-07-24 15:00,0.263,,
2018-07-24 15:00  to 2018-07-24 15:15,0.219,,
2018-07-24 15:00  to 2018-07-24 15:15,0.219,,
2018-07-24 15:15  to 2018-07-24 15:30,0.135,,
2018-07-24 15:15  to 2018-07-24 15:30,0.135,,
2018-07-24 15:30  to 2018-07-24 15:45,0.080,,
2018-07-24 15:30  to 2018-07-24 15:45,0.080,,
2018-07-24 15:45  to 2018-07-24 16:00,0.010,,
2018-07-24 15:45  to 2018-07-24 16:00,0.010,,
2018-07-24 16:00  to 2018-07-24 16:15,0.000,,
2018-07-24 16:00  to 2018-07-24 16:15,0.000,,
2018-07-24 16:15  to 2018-07-24 16:30,0.000,,
2018-07-24 16:15  to 2018-07-24 16:30,0.000,,
2018-07-24 16:30  to 2018-07-24 16:45,0.000,,
2018-07-24 16:30  to 2018-07-24 16:45,0.000,,
2018-07-24 16:45  to 2018-07-24 17:00,0.000,,
2018-07-24 16:45  to 2018-07-24 17:00,0.000,,
2018-07-24 17:00  to 2018-07-24 17:15,0.000,,
2018-07-24 17:00  to 2018-07-24 17:15,0.000,,
2018-07-24 17:15  to 2018-07-24 17:30,0.000,,
2018-07-24 17:15  to 2018-07-24 17:30,0.000,,
2018-07-24 17:30  to 2018-07-24 17:45,0.000,,
2018-07-24 17:30  to 2018-07-24 17:45,0.000,,
2018-07-24 17:45  to 2018-07-24 18:00,0.000,,
2018-07-24 17:45  to 2018-07-24 18:00,0.000,,
2018-07-24 18:00  to 2018-07-24 18:15,0.000,,
2018-07-24 18:00  to 2018-07-24 18:15,0.000,,
2018-07-24 18:15  to 2018-07-24 18:30,0.000,,
2018-07-24 18:15  to 2018-07-24 18:30,0.000,,
2018-07-24 18:30  to 2018-07-24 18:45,0.000,,
2018-07-24 18:30  to 2018-07-24 18:45,0.000,,
2018-07-24 18:45  to 2018-07-24 19:00,0.000,,
2018-07-24 18:45  to 2018-07-24 19:00,0.000,,
2018-07-24 19:00  to 2018-07-24 19:15,0.000,,
2018-07-24 19:00  to 2018-07-24 19:15,0.000,,
2018-07-24 19:15  to 2018-07-24 19:30,0.000,,
2018-07-24 19:15  to 2018-07-24 19:30,0.000,,
2018-07-24 19:30  to 2018-07-24 19:45,0.000,,
2018-07-24 19:30  to 2018-07-24 19:45,0.000,,
2018-07-24 19:45  to 2018-07-24 20:00,0.000,,
2018-07-24 19:45  to 2018-07-24 20:00,0.000,,
2018-07-24 20:00  to 2018-07-24 20:15,0.000,,
2018-07-24 20:00  to 2018-07-24 20:15,0.000,,
2018-07-24 20:15  to 2018-07-24 20:30,0.000,,
2018-07-24 20:15  to 2018-07-24 20:30,0.000,,
2018-07-24 20:30  to 2018-07-24 20:45,0.000,,
