========================================,,,
Usage Information,,,
For: 955 KIRKWOOD ST,,,
========================================,,,
Meter Reading Information,,,
Type of readings: Electricity,,, ,  
========================================
Detailed Usage,,,
========================================,,,
Start date: 2018-05-07 00:00 for 16 days,,,
========================================
Interval Blockdata for period starting:, 2018-05-07 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-05-07 00:00  to 2018-05-07 00:15,0.000,,
2018-05-07 00:15  to 2018-05-07 00:30,0.000,,
2018-05-07 00:30  to 2018-05-07 00:45,0.000,,
2018-05-07 00:45  to 2018-05-07 01:00,0.000,,
2018-05-07 01:00  to 2018-05-07 01:15,0.000,,
2018-05-07 01:15  to 2018-05-07 01:30,0.000,,
2018-05-07 01:30  to 2018-05-07 01:45,0.000,,
2018-05-07 01:45  to 2018-05-07 02:00,0.000,,
2018-05-07 02:00  to 2018-05-07 02:15,0.000,,
2018-05-07 02:15  to 2018-05-07 02:30,0.000,,
2018-05-07 02:30  to 2018-05-07 02:45,0.000,,
2018-05-07 02:45  to 2018-05-07 03:00,0.000,,
2018-05-07 03:00  to 2018-05-07 03:15,0.000,,
2018-05-07 03:15  to 2018-05-07 03:30,0.000,,
2018-05-07 03:30  to 2018-05-07 03:45,0.000,,
2018-05-07 03:45  to 2018-05-07 04:00,0.000,,
2018-05-07 04:00  to 2018-05-07 04:15,0.000,,
2018-05-07 04:15  to 2018-05-07 04:30,0.000,,
2018-05-07 04:30  to 2018-05-07 04:45,0.000,,
2018-05-07 04:45  to 2018-05-07 05:00,0.000,,
2018-05-07 05:00  to 2018-05-07 05:15,0.000,,
2018-05-07 05:15  to 2018-05-07 05:30,0.000,,
2018-05-07 05:30  to 2018-05-07 05:45,0.000,,
2018-05-07 05:45  to 2018-05-07 06:00,0.000,,
2018-05-07 06:00  to 2018-05-07 06:15,0.002,,
2018-05-07 06:15  to 2018-05-07 06:30,0.008,,
2018-05-07 06:30  to 2018-05-07 06:45,0.043,,
2018-05-07 06:45  to 2018-05-07 07:00,0.103,,
2018-05-07 07:00  to 2018-05-07 07:15,0.117,,
2018-05-07 07:15  to 2018-05-07 07:30,0.192,,
2018-05-07 07:30  to 2018-05-07 07:45,0.234,,
2018-05-07 07:45  to 2018-05-07 08:00,0.247,,
2018-05-07 08:00  to 2018-05-07 08:15,0.271,,
2018-05-07 08:15  to 2018-05-07 08:30,0.219,,
2018-05-07 08:30  to 2018-05-07 08:45,0.228,,
2018-05-07 08:45  to 2018-05-07 09:00,0.276,,
2018-05-07 09:00  to 2018-05-07 09:15,0.370,,
2018-05-07 09:15  to 2018-05-07 09:30,0.393,,
2018-05-07 09:30  to 2018-05-07 09:45,0.417,,
2018-05-07 09:45  to 2018-05-07 10:00,0.410,,
2018-05-07 10:00  to 2018-05-07 10:15,0.445,,
2018-05-07 10:15  to 2018-05-07 10:30,0.334,,
2018-05-07 10:30  to 2018-05-07 10:45,0.459,,
2018-05-07 10:45  to 2018-05-07 11:00,0.443,,
2018-05-07 11:00  to 2018-05-07 11:15,0.470,,
2018-05-07 11:15  to 2018-05-07 11:30,0.395,,
2018-05-07 11:30  to 2018-05-07 11:45,0.388,,
2018-05-07 11:45  to 2018-05-07 12:00,0.455,,
2018-05-07 12:00  to 2018-05-07 12:15,0.463,,
2018-05-07 12:15  to 2018-05-07 12:30,0.435,,
2018-05-07 12:30  to 2018-05-07 12:45,0.343,,
2018-05-07 12:45  to 2018-05-07 13:00,0.397,,
2018-05-07 13:00  to 2018-05-07 13:15,0.365,,
2018-05-07 13:15  to 2018-05-07 13:30,0.291,,
2018-05-07 13:30  to 2018-05-07 13:45,0.166,,
2018-05-07 13:45  to 2018-05-07 14:00,0.220,,
2018-05-07 14:00  to 2018-05-07 14:15,0.259,,
2018-05-07 14:15  to 2018-05-07 14:30,0.249,,
2018-05-07 14:30  to 2018-05-07 14:45,0.218,,
2018-05-07 14:45  to 2018-05-07 15:00,0.228,,
2018-05-07 15:00  to 2018-05-07 15:15,0.246,,
2018-05-07 15:15  to 2018-05-07 15:30,0.168,,
2018-05-07 15:30  to 2018-05-07 15:45,0.098,,
2018-05-07 15:45  to 2018-05-07 16:00,0.183,,
2018-05-07 16:00  to 2018-05-07 16:15,0.114,,
2018-05-07 16:15  to 2018-05-07 16:30,0.027,,
2018-05-07 16:30  to 2018-05-07 16:45,0.053,,
2018-05-07 16:45  to 2018-05-07 17:00,0.024,,
2018-05-07 17:00  to 2018-05-07 17:15,0.004,,
2018-05-07 17:15  to 2018-05-07 17:30,0.000,,
2018-05-07 17:30  to 2018-05-07 17:45,0.000,,
2018-05-07 17:45  to 2018-05-07 18:00,0.000,,
2018-05-07 18:00  to 2018-05-07 18:15,0.000,,
