2018-10-04 23:00  to 2018-10-04 23:15,0.000,,
2018-10-04 23:15  to 2018-10-04 23:30,0.000,,
2018-10-04 23:30  to 2018-10-04 23:45,0.000,,
2018-10-04 23:45  to 2018-10-05 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-10-05 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-10-05 00:00  to 2018-10-05 00:15,0.000,,
2018-10-05 00:15  to 2018-10-05 00:30,0.000,,
2018-10-05 00:30  to 2018-10-05 00:45,0.000,,
2018-10-05 00:45  to 2018-10-05 01:00,0.000,,
2018-10-05 01:00  to 2018-10-05 01:15,0.000,,
2018-10-05 01:15  to 2018-10-05 01:30,0.000,,
2018-10-05 01:30  to 2018-10-05 01:45,0.000,,
2018-10-05 01:45  to 2018-10-05 02:00,0.000,,
2018-10-05 02:00  to 2018-10-05 02:15,0.000,,
2018-10-05 02:15  to 2018-10-05 02:30,0.000,,
2018-10-05 02:30  to 2018-10-05 02:45,0.000,,
2018-10-05 02:45  to 2018-10-05 03:00,0.000,,
2018-10-05 03:00  to 2018-10-05 03:15,0.000,,
2018-10-05 03:15  to 2018-10-05 03:30,0.000,,
2018-10-05 03:30  to 2018-10-05 03:45,0.000,,
2018-10-05 03:45  to 2018-10-05 04:00,0.000,,
2018-10-05 04:00  to 2018-10-05 04:15,0.000,,
2018-10-05 04:15  to 2018-10-05 04:30,0.000,,
2018-10-05 04:30  to 2018-10-05 04:45,0.000,,
2018-10-05 04:45  to 2018-10-05 05:00,0.000,,
2018-10-05 05:00  to 2018-10-05 05:15,0.000,,
2018-10-05 05:15  to 2018-10-05 05:30,0.000,,
2018-10-05 05:30  to 2018-10-05 05:45,0.000,,
2018-10-05 05:45  to 2018-10-05 06:00,0.000,,
2018-10-05 06:00  to 2018-10-05 06:15,0.000,,
2018-10-05 06:15  to 2018-10-05 06:30,0.000,,
2018-10-05 06:30  to 2018-10-05 06:45,0.000,,
2018-10-05 06:45  to 2018-10-05 07:00,0.000,,
2018-10-05 07:00  to 2018-10-05 07:15,0.000,,
2018-10-05 07:15  to 2018-10-05 07:30,0.000,,
2018-10-05 07:30  to 2018-10-05 07:45,0.000,,
2018-10-05 07:45  to 2018-10-05 08:00,0.000,,
2018-10-05 08:00  to 2018-10-05 08:15,0.000,,
2018-10-05 08:15  to 2018-10-05 08:30,0.000,,
2018-10-05 08:30  to 2018-10-05 08:45,0.002,,
2018-10-05 08:45  to 2018-10-05 09:00,0.031,,
2018-10-05 09:00  to 2018-10-05 09:15,0.027,,
2018-10-05 09:15  to 2018-10-05 09:30,0.063,,
2018-10-05 09:30  to 2018-10-05 09:45,0.058,,
2018-10-05 09:45  to 2018-10-05 10:00,0.054,,
2018-10-05 10:00  to 2018-10-05 10:15,0.022,,
2018-10-05 10:15  to 2018-10-05 10:30,0.029,,
2018-10-05 10:30  to 2018-10-05 10:45,0.036,,
2018-10-05 10:45  to 2018-10-05 11:00,0.032,,
2018-10-05 11:00  to 2018-10-05 11:15,0.028,,
2018-10-05 11:15  to 2018-10-05 11:30,0.056,,
2018-10-05 11:30  to 2018-10-05 11:45,0.036,,
2018-10-05 11:45  to 2018-10-05 12:00,0.073,,
2018-10-05 12:00  to 2018-10-05 12:15,0.084,,
2018-10-05 12:15  to 2018-10-05 12:30,0.053,,
2018-10-05 12:30  to 2018-10-05 12:45,0.034,,
2018-10-05 12:45  to 2018-10-05 13:00,0.036,,
2018-10-05 13:00  to 2018-10-05 13:15,0.049,,
2018-10-05 13:15  to 2018-10-05 13:30,0.050,,
2018-10-05 13:30  to 2018-10-05 13:45,0.053,,
2018-10-05 13:45  to 2018-10-05 14:00,0.042,,
2018-10-05 14:00  to 2018-10-05 14:15,0.026,,
2018-10-05 14:15  to 2018-10-05 14:30,0.002,,
2018-10-05 14:30  to 2018-10-05 14:45,0.020,,
2018-10-05 14:45  to 2018-10-05 15:00,0.001,,
2018-10-05 15:00  to 2018-10-05 15:15,0.006,,
2018-10-05 15:15  to 2018-10-05 15:30,0.000,,
2018-10-05 15:30  to 2018-10-05 15:45,0.000,,
2018-10-05 15:45  to 2018-10-05 16:00,0.000,,
2018-10-05 16:00  to 2018-10-05 16:15,0.000,,
2018-10-05 16:15  to 2018-10-05 16:30,0.000,,
2018-10-05 16:30  to 2018-10-05 16:45,0.000,,
2018-10-05 16:45  to 2018-10-05 17:00,0.000,,
2018-10-05 17:00  to 2018-10-05 17:15,0.000,,
2018-10-05 17:15  to 2018-10-05 17:30,0.000,,
2018-10-05 17:30  to 2018-10-05 17:45,0.000,,
2018-10-05 17:45  to 2018-10-05 18:00,0.000,,
2018-10-05 18:00  to 2018-10-05 18:15,0.000,,
2018-10-05 18:15  to 2018-10-05 18:30,0.000,,
2018-10-05 18:30  to 2018-10-05 18:45,0.000,,
2018-10-05 18:45  to 2018-10-05 19:00,0.000,,
2018-10-05 19:00  to 2018-10-05 19:15,0.000,,
2018-10-05 19:15  to 2018-10-05 19:30,0.000,,
2018-10-05 19:30  to 2018-10-05 19:45,0.000,,
2018-10-05 19:45  to 2018-10-05 20:00,0.000,,
2018-10-05 20:00  to 2018-10-05 20:15,0.000,,
2018-10-05 20:15  to 2018-10-05 20:30,0.000,,
2018-10-05 20:30  to 2018-10-05 20:45,0.000,,
2018-10-05 20:45  to 2018-10-05 21:00,0.000,,
2018-10-05 21:00  to 2018-10-05 21:15,0.000,,
2018-10-05 21:15  to 2018-10-05 21:30,0.000,,
2018-10-05 21:30  to 2018-10-05 21:45,0.000,,
2018-10-05 21:45  to 2018-10-05 22:00,0.000,,
2018-10-05 22:00  to 2018-10-05 22:15,0.000,,
2018-10-05 22:15  to 2018-10-05 22:30,0.000,,
2018-10-05 22:30  to 2018-10-05 22:45,0.000,,
2018-10-05 22:45  to 2018-10-05 23:00,0.000,,
2018-10-05 23:00  to 2018-10-05 23:15,0.000,,
2018-10-05 23:15  to 2018-10-05 23:30,0.000,,
2018-10-05 23:30  to 2018-10-05 23:45,0.000,,
2018-10-05 23:45  to 2018-10-06 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-10-06 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-10-06 00:00  to 2018-10-06 00:15,0.000,,
2018-10-06 00:15  to 2018-10-06 00:30,0.000,,
2018-10-06 00:30  to 2018-10-06 00:45,0.000,,
2018-10-06 00:45  to 2018-10-06 01:00,0.000,,
2018-10-06 01:00  to 2018-10-06 01:15,0.000,,
2018-10-06 01:15  to 2018-10-06 01:30,0.000,,
2018-10-06 01:30  to 2018-10-06 01:45,0.000,,
2018-10-06 01:45  to 2018-10-06 02:00,0.000,,
2018-10-06 02:00  to 2018-10-06 02:15,0.000,,
2018-10-06 02:15  to 2018-10-06 02:30,0.000,,
2018-10-06 02:30  to 2018-10-06 02:45,0.000,,
2018-10-06 02:45  to 2018-10-06 03:00,0.000,,
2018-10-06 03:00  to 2018-10-06 03:15,0.000,,
2018-10-06 03:15  to 2018-10-06 03:30,0.000,,
2018-10-06 03:30  to 2018-10-06 03:45,0.000,,
2018-10-06 03:45  to 2018-10-06 04:00,0.000,,
2018-10-06 04:00  to 2018-10-06 04:15,0.000,,
2018-10-06 04:15  to 2018-10-06 04:30,0.000,,
2018-10-06 04:30  to 2018-10-06 04:45,0.000,,
2018-10-06 04:45  to 2018-10-06 05:00,0.000,,
2018-10-06 05:00  to 2018-10-06 05:15,0.000,,
2018-10-06 05:15  to 2018-10-06 05:30,0.000,,
2018-10-06 05:30  to 2018-10-06 05:45,0.000,,
2018-10-06 05:45  to 2018-10-06 06:00,0.000,,
2018-10-06 06:00  to 2018-10-06 06:15,0.000,,
2018-10-06 06:15  to 2018-10-06 06:30,0.000,,
2018-10-06 06:30  to 2018-10-06 06:45,0.000,,
2018-10-06 06:45  to 2018-10-06 07:00,0.000,,
2018-10-06 07:00  to 2018-10-06 07:15,0.000,,
2018-10-06 07:15  to 2018-10-06 07:30,0.001,,
2018-10-06 07:30  to 2018-10-06 07:45,0.003,,
2018-10-06 07:45  to 2018-10-06 08:00,0.001,,
2018-10-06 08:00  to 2018-10-06 08:15,0.000,,
2018-10-06 08:15  to 2018-10-06 08:30,0.003,,
2018-10-06 08:30  to 2018-10-06 08:45,0.000,,
2018-10-06 08:45  to 2018-10-06 09:00,0.000,,
2018-10-06 09:00  to 2018-10-06 09:15,0.000,,
2018-10-06 09:15  to 2018-10-06 09:30,0.000,,
2018-10-06 09:30  to 2018-10-06 09:45,0.008,,
2018-10-06 09:45  to 2018-10-06 10:00,0.022,,
2018-10-06 10:00  to 2018-10-06 10:15,0.036,,
2018-10-06 10:15  to 2018-10-06 10:30,0.020,,
2018-10-06 10:30  to 2018-10-06 10:45,0.025,,
2018-10-06 10:45  to 2018-10-06 11:00,0.005,,
2018-10-06 11:00  to 2018-10-06 11:15,0.013,,
2018-10-06 11:15  to 2018-10-06 11:30,0.025,,
2018-10-06 11:30  to 2018-10-06 11:45,0.043,,
2018-10-06 11:45  to 2018-10-06 12:00,0.053,,
2018-10-06 12:00  to 2018-10-06 12:15,0.048,,
2018-10-06 12:15  to 2018-10-06 12:30,0.029,,
2018-10-06 12:30  to 2018-10-06 12:45,0.053,,
2018-10-06 12:45  to 2018-10-06 13:00,0.015,,
2018-10-06 13:00  to 2018-10-06 13:15,0.003,,
2018-10-06 13:15  to 2018-10-06 13:30,0.007,,
2018-10-06 13:30  to 2018-10-06 13:45,0.006,,
2018-10-06 13:45  to 2018-10-06 14:00,0.000,,
2018-10-06 14:00  to 2018-10-06 14:15,0.007,,
2018-10-06 14:15  to 2018-10-06 14:30,0.006,,
2018-10-06 14:30  to 2018-10-06 14:45,0.004,,
2018-10-06 14:45  to 2018-10-06 15:00,0.005,,
2018-10-06 15:00  to 2018-10-06 15:15,0.000,,
2018-10-06 15:15  to 2018-10-06 15:30,0.000,,
2018-10-06 15:30  to 2018-10-06 15:45,0.000,,
2018-10-06 15:45  to 2018-10-06 16:00,0.000,,
2018-10-06 16:00  to 2018-10-06 16:15,0.000,,
2018-10-06 16:15  to 2018-10-06 16:30,0.000,,
2018-10-06 16:30  to 2018-10-06 16:45,0.000,,
2018-10-06 16:45  to 2018-10-06 17:00,0.000,,
2018-10-06 17:00  to 2018-10-06 17:15,0.000,,
2018-10-06 17:15  to 2018-10-06 17:30,0.000,,
2018-10-06 17:30  to 2018-10-06 17:45,0.000,,
2018-10-06 17:45  to 2018-10-06 18:00,0.000,,
2018-10-06 18:00  to 2018-10-06 18:15,0.000,,
2018-10-06 18:15  to 2018-10-06 18:30,0.000,,
2018-10-06 18:30  to 2018-10-06 18:45,0.000,,
2018-10-06 18:45  to 2018-10-06 19:00,0.000,,
2018-10-06 19:00  to 2018-10-06 19:15,0.000,,
2018-10-06 19:15  to 2018-10-06 19:30,0.000,,
2018-10-06 19:30  to 2018-10-06 19:45,0.000,,
2018-10-06 19:45  to 2018-10-06 20:00,0.000,,
2018-10-06 20:00  to 2018-10-06 20:15,0.000,,
2018-10-06 20:15  to 2018-10-06 20:30,0.000,,
2018-10-06 20:30  to 2018-10-06 20:45,0.000,,
2018-10-06 20:45  to 2018-10-06 21:00,0.000,,
2018-10-06 21:00  to 2018-10-06 21:15,0.000,,
2018-10-06 21:15  to 2018-10-06 21:30,0.000,,
2018-10-06 21:30  to 2018-10-06 21:45,0.000,,
2018-10-06 21:45  to 2018-10-06 22:00,0.000,,
2018-10-06 22:00  to 2018-10-06 22:15,0.000,,
2018-10-06 22:15  to 2018-10-06 22:30,0.000,,
2018-10-06 22:30  to 2018-10-06 22:45,0.000,,
2018-10-06 22:45  to 2018-10-06 23:00,0.000,,
2018-10-06 23:00  to 2018-10-06 23:15,0.000,,
2018-10-06 23:15  to 2018-10-06 23:30,0.000,,
2018-10-06 23:30  to 2018-10-06 23:45,0.000,,
2018-10-06 23:45  to 2018-10-07 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-10-07 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-10-07 00:00  to 2018-10-07 00:15,0.000,,
2018-10-07 00:15  to 2018-10-07 00:30,0.000,,
2018-10-07 00:30  to 2018-10-07 00:45,0.000,,
2018-10-07 00:45  to 2018-10-07 01:00,0.000,,
2018-10-07 01:00  to 2018-10-07 01:15,0.000,,
2018-10-07 01:15  to 2018-10-07 01:30,0.000,,
2018-10-07 01:30  to 2018-10-07 01:45,0.000,,
2018-10-07 01:45  to 2018-10-07 02:00,0.000,,
2018-10-07 02:00  to 2018-10-07 02:15,0.000,,
2018-10-07 02:15  to 2018-10-07 02:30,0.000,,
2018-10-07 02:30  to 2018-10-07 02:45,0.000,,
2018-10-07 02:45  to 2018-10-07 03:00,0.000,,
2018-10-07 03:00  to 2018-10-07 03:15,0.000,,
2018-10-07 03:15  to 2018-10-07 03:30,0.000,,
2018-10-07 03:30  to 2018-10-07 03:45,0.000,,
2018-10-07 03:45  to 2018-10-07 04:00,0.000,,
2018-10-07 04:00  to 2018-10-07 04:15,0.000,,
2018-10-07 04:15  to 2018-10-07 04:30,0.000,,
2018-10-07 04:30  to 2018-10-07 04:45,0.000,,
2018-10-07 04:45  to 2018-10-07 05:00,0.000,,
2018-10-07 05:00  to 2018-10-07 05:15,0.000,,
2018-10-07 05:15  to 2018-10-07 05:30,0.000,,
2018-10-07 05:30  to 2018-10-07 05:45,0.000,,
2018-10-07 05:45  to 2018-10-07 06:00,0.000,,
2018-10-07 06:00  to 2018-10-07 06:15,0.000,,
2018-10-07 06:15  to 2018-10-07 06:30,0.000,,
2018-10-07 06:30  to 2018-10-07 06:45,0.000,,
2018-10-07 06:45  to 2018-10-07 07:00,0.000,,
2018-10-07 07:00  to 2018-10-07 07:15,0.000,,
2018-10-07 07:15  to 2018-10-07 07:30,0.000,,
2018-10-07 07:30  to 2018-10-07 07:45,0.000,,
2018-10-07 07:45  to 2018-10-07 08:00,0.000,,
2018-10-07 08:00  to 2018-10-07 08:15,0.000,,
2018-10-07 08:15  to 2018-10-07 08:30,0.000,,
2018-10-07 08:30  to 2018-10-07 08:45,0.000,,
2018-10-07 08:45  to 2018-10-07 09:00,0.000,,
2018-10-07 09:00  to 2018-10-07 09:15,0.000,,
2018-10-07 09:15  to 2018-10-07 09:30,0.003,,
2018-10-07 09:30  to 2018-10-07 09:45,0.002,,
2018-10-07 09:45  to 2018-10-07 10:00,0.006,,
2018-10-07 10:00  to 2018-10-07 10:15,0.000,,
2018-10-07 10:15  to 2018-10-07 10:30,0.004,,
2018-10-07 10:30  to 2018-10-07 10:45,0.005,,
2018-10-07 10:45  to 2018-10-07 11:00,0.002,,
2018-10-07 11:00  to 2018-10-07 11:15,0.023,,
2018-10-07 11:15  to 2018-10-07 11:30,0.005,,
2018-10-07 11:30  to 2018-10-07 11:45,0.000,,
2018-10-07 11:45  to 2018-10-07 12:00,0.000,,
2018-10-07 12:00  to 2018-10-07 12:15,0.000,,
2018-10-07 12:15  to 2018-10-07 12:30,0.001,,
2018-10-07 12:30  to 2018-10-07 12:45,0.013,,
2018-10-07 12:45  to 2018-10-07 13:00,0.006,,
2018-10-07 13:00  to 2018-10-07 13:15,0.001,,
2018-10-07 13:15  to 2018-10-07 13:30,0.007,,
2018-10-07 13:30  to 2018-10-07 13:45,0.001,,
2018-10-07 13:45  to 2018-10-07 14:00,0.012,,
2018-10-07 14:00  to 2018-10-07 14:15,0.022,,
2018-10-07 14:15  to 2018-10-07 14:30,0.014,,
2018-10-07 14:30  to 2018-10-07 14:45,0.011,,
2018-10-07 14:45  to 2018-10-07 15:00,0.000,,
2018-10-07 15:00  to 2018-10-07 15:15,0.000,,
2018-10-07 15:15  to 2018-10-07 15:30,0.000,,
2018-10-07 15:30  to 2018-10-07 15:45,0.000,,
2018-10-07 15:45  to 2018-10-07 16:00,0.000,,
2018-10-07 16:00  to 2018-10-07 16:15,0.000,,
2018-10-07 16:15  to 2018-10-07 16:30,0.000,,
2018-10-07 16:30  to 2018-10-07 16:45,0.000,,
2018-10-07 16:45  to 2018-10-07 17:00,0.000,,
2018-10-07 17:00  to 2018-10-07 17:15,0.000,,
2018-10-07 17:15  to 2018-10-07 17:30,0.000,,
2018-10-07 17:30  to 2018-10-07 17:45,0.000,,
2018-10-07 17:45  to 2018-10-07 18:00,0.000,,
2018-10-07 18:00  to 2018-10-07 18:15,0.000,,
2018-10-07 18:15  to 2018-10-07 18:30,0.000,,
2018-10-07 18:30  to 2018-10-07 18:45,0.000,,
2018-10-07 18:45  to 2018-10-07 19:00,0.000,,
2018-10-07 19:00  to 2018-10-07 19:15,0.000,,
2018-10-07 19:15  to 2018-10-07 19:30,0.000,,
2018-10-07 19:30  to 2018-10-07 19:45,0.000,,
2018-10-07 19:45  to 2018-10-07 20:00,0.000,,
2018-10-07 20:00  to 2018-10-07 20:15,0.000,,
2018-10-07 20:15  to 2018-10-07 20:30,0.000,,
2018-10-07 20:30  to 2018-10-07 20:45,0.000,,
2018-10-07 20:45  to 2018-10-07 21:00,0.000,,
2018-10-07 21:00  to 2018-10-07 21:15,0.000,,
2018-10-07 21:15  to 2018-10-07 21:30,0.000,,
2018-10-07 21:30  to 2018-10-07 21:45,0.000,,
2018-10-07 21:45  to 2018-10-07 22:00,0.000,,
2018-10-07 22:00  to 2018-10-07 22:15,0.000,,
2018-10-07 22:15  to 2018-10-07 22:30,0.000,,
2018-10-07 22:30  to 2018-10-07 22:45,0.000,,
2018-10-07 22:45  to 2018-10-07 23:00,0.000,,
2018-10-07 23:00  to 2018-10-07 23:15,0.000,,
2018-10-07 23:15  to 2018-10-07 23:30,0.000,,
2018-10-07 23:30  to 2018-10-07 23:45,0.000,,
2018-10-07 23:45  to 2018-10-08 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-10-08 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-10-08 00:00  to 2018-10-08 00:15,0.000,,
2018-10-08 00:15  to 2018-10-08 00:30,0.000,,
2018-10-08 00:30  to 2018-10-08 00:45,0.000,,
2018-10-08 00:45  to 2018-10-08 01:00,0.000,,
2018-10-08 01:00  to 2018-10-08 01:15,0.000,,
2018-10-08 01:15  to 2018-10-08 01:30,0.000,,
2018-10-08 01:30  to 2018-10-08 01:45,0.000,,
2018-10-08 01:45  to 2018-10-08 02:00,0.000,,
2018-10-08 02:00  to 2018-10-08 02:15,0.000,,
2018-10-08 02:15  to 2018-10-08 02:30,0.000,,
2018-10-08 02:30  to 2018-10-08 02:45,0.000,,
2018-10-08 02:45  to 2018-10-08 03:00,0.000,,
2018-10-08 03:00  to 2018-10-08 03:15,0.000,,
2018-10-08 03:15  to 2018-10-08 03:30,0.000,,
2018-10-08 03:30  to 2018-10-08 03:45,0.000,,
2018-10-08 03:45  to 2018-10-08 04:00,0.000,,
2018-10-08 04:00  to 2018-10-08 04:15,0.000,,
2018-10-08 04:15  to 2018-10-08 04:30,0.000,,
2018-10-08 04:30  to 2018-10-08 04:45,0.000,,
2018-10-08 04:45  to 2018-10-08 05:00,0.000,,
2018-10-08 05:00  to 2018-10-08 05:15,0.000,,
2018-10-08 05:15  to 2018-10-08 05:30,0.000,,
2018-10-08 05:30  to 2018-10-08 05:45,0.000,,
2018-10-08 05:45  to 2018-10-08 06:00,0.000,,
2018-10-08 06:00  to 2018-10-08 06:15,0.000,,
2018-10-08 06:15  to 2018-10-08 06:30,0.000,,
2018-10-08 06:30  to 2018-10-08 06:45,0.000,,
2018-10-08 06:45  to 2018-10-08 07:00,0.000,,
2018-10-08 07:00  to 2018-10-08 07:15,0.000,,
2018-10-08 07:15  to 2018-10-08 07:30,0.000,,
2018-10-08 07:30  to 2018-10-08 07:45,0.000,,
2018-10-08 07:45  to 2018-10-08 08:00,0.000,,
2018-10-08 08:00  to 2018-10-08 08:15,0.000,,
2018-10-08 08:15  to 2018-10-08 08:30,0.000,,
2018-10-08 08:30  to 2018-10-08 08:45,0.004,,
2018-10-08 08:45  to 2018-10-08 09:00,0.015,,
2018-10-08 09:00  to 2018-10-08 09:15,0.054,,
2018-10-08 09:15  to 2018-10-08 09:30,0.057,,
2018-10-08 09:30  to 2018-10-08 09:45,0.059,,
2018-10-08 09:45  to 2018-10-08 10:00,0.151,,
2018-10-08 10:00  to 2018-10-08 10:15,0.146,,
2018-10-08 10:15  to 2018-10-08 10:30,0.077,,
2018-10-08 10:30  to 2018-10-08 10:45,0.040,,
2018-10-08 10:45  to 2018-10-08 11:00,0.008,,
2018-10-08 11:00  to 2018-10-08 11:15,0.004,,
2018-10-08 11:15  to 2018-10-08 11:30,0.041,,
2018-10-08 11:30  to 2018-10-08 11:45,0.017,,
2018-10-08 11:45  to 2018-10-08 12:00,0.157,,
2018-10-08 12:00  to 2018-10-08 12:15,0.154,,
2018-10-08 12:15  to 2018-10-08 12:30,0.102,,
2018-10-08 12:30  to 2018-10-08 12:45,0.141,,
2018-10-08 12:45  to 2018-10-08 13:00,0.095,,
2018-10-08 13:00  to 2018-10-08 13:15,0.086,,
2018-10-08 13:15  to 2018-10-08 13:30,0.179,,
2018-10-08 13:30  to 2018-10-08 13:45,0.066,,
2018-10-08 13:45  to 2018-10-08 14:00,0.041,,
2018-10-08 14:00  to 2018-10-08 14:15,0.032,,
2018-10-08 14:15  to 2018-10-08 14:30,0.022,,
2018-10-08 14:30  to 2018-10-08 14:45,0.000,,
2018-10-08 14:45  to 2018-10-08 15:00,0.000,,
2018-10-08 15:00  to 2018-10-08 15:15,0.000,,
2018-10-08 15:15  to 2018-10-08 15:30,0.000,,
2018-10-08 15:30  to 2018-10-08 15:45,0.000,,
2018-10-08 15:45  to 2018-10-08 16:00,0.000,,
2018-10-08 16:00  to 2018-10-08 16:15,0.000,,
2018-10-08 16:15  to 2018-10-08 16:30,0.000,,
