Random_ID,STU.MISC3
3165,FYFA18
3206,FYFA18
3232,FYFA18
3287,FYFA18
3298,FYFA18
3301,FYFA18
3306,FYFA18
3307,FYFA18
3324,FYFA18
3337,FYFA18
3343,FYFA18
3348,FYFA18
3361,FYFA18
3410,FYFA18
3444,FYFA18
3454,FYFA18
3464,FYFA18
3476,FYFA18
3507,FYFA18
3521,FYFA18
3525,FYFA18
3549,FYFA18
3571,FYFA18
3587,FYFA18
3606,FYFA18
3612,FYFA18
3613,FYFA18
3656,FYFA18
3695,FYFA18
3696,FYFA18
3699,FYFA18
3723,FYFA18
3755,FYFA18
3771,FYFA18
3776,FYFA18
3777,FYFA18
3785,FYFA18
3812,FYFA18
3841,FYFA18
3842,FYFA18
3982,FYFA18
3988,FYFA18
4016,FYFA18
4026,FYFA18
4031,FYFA18
4043,FYFA18
4052,FYFA18
4054,FYFA18
4058,FYFA18
4072,FYFA18
4078,FYFA18
4085,FYFA18
4126,FYFA18
4127,FYFA18
4135,FYFA18
4141,FYFA18
4150,FYFA18
4181,FYFA18
4183,FYFA18
4219,FYFA18
4220,FYFA18
4235,FYFA18
4245,FYFA18
4247,FYFA18
4249,FYFA18
4253,FYFA18
4263,FYFA18
4277,FYFA18
4300,FYFA18
4322,FYFA18
4371,FYFA18
4401,FYFA18
4427,FYFA18
4428,FYFA18
4432,FYFA18
4443,FYFA18
4446,FYFA18
4462,FYFA18
4463,FYFA18
4467,FYFA18
4517,FYFA18
4529,FYFA18
4530,FYFA18
4583,FYFA18
4601,FYFA18
4632,FYFA18
4645,FYFA18
4650,FYFA18
4658,FYFA18
4668,FYFA18
4707,FYFA18
4722,FYFA18
4739,FYFA18
4740,FYFA18
4794,FYFA18
4798,FYFA18
4800,FYFA18
4819,FYFA18
4820,FYFA18
4826,FYFA18
4909,FYFA18
4930,FYFA18
4939,FYFA18
4961,FYFA18
4974,FYFA18
4978,FYFA18
4986,FYFA18
4988,FYFA18
4989,FYFA18
5051,FYFA18
5085,FYFA18
5104,FYFA18
5141,FYFA18
5155,FYFA18
5160,FYFA18
5161,FYFA18
5163,FYFA18
5213,FYFA18
5218,FYFA18
5260,FYFA18
5274,FYFA18
5281,FYFA18
5306,FYFA18
5377,FYFA18
5381,FYFA18
5383,FYFA18
5389,FYFA18
5402,FYFA18
5424,FYFA18
5431,FYFA18
5459,FYFA18
5590,FYFA18
5610,FYFA18
5624,FYFA18
5629,FYFA18
5667,FYFA18
5719,FYFA18
5794,FYFA18
5801,FYFA18
5872,FYFA18
5882,FYFA18
5917,FYFA18
5925,FYFA18
6011,FYFA18
6021,FYFA18
6074,FYFA18
6077,FYFA18
6118,FYFA18
6119,FYFA18
6164,FYFA18
6190,FYFA18
6210,FYFA18
6218,FYFA18
6235,FYFA18
6242,FYFA18
6259,FYFA18
6263,FYFA18
6268,FYFA18
6279,FYFA18
6283,FYFA18
6292,FYFA18
6295,FYFA18
6335,FYFA18
6363,FYFA18
6432,FYFA18
6440,FYFA18
6455,FYFA18
6481,FYFA18
6506,FYFA18
6596,FYFA18
6600,FYFA18
6608,FYFA18
6610,FYFA18
6611,FYFA18
6630,FYFA18
6635,FYFA18
6637,FYFA18
6652,FYFA18
6680,FYFA18
6707,FYFA18
6728,FYFA18
6737,FYFA18
6750,FYFA18
6767,FYFA18
6777,FYFA18
6796,FYFA18
6799,FYFA18
6828,FYFA18
6837,FYFA18
