DateTimeStamp,Random_ID,AcadTerm,flg_NetDep,City,State,Gender,ACTcomp,SATcomp,Best_Test_ACT_Equivalent,HSGPA,Ath1,Ath2,Ath3,Religion
8/11/2017,1155,17/FA,1,Jesup,IA,F,27,,27,3.98,TRACK,,,Roman Catholic
8/11/2017,1159,17/FA,0,Oak Lawn,IL,M,29,,29,3.75,,,,Roman Catholic
8/11/2017,1166,17/FA,0,Sterling,IL,M,,,,,,,,Roman Catholic
8/11/2017,1168,17/FA,0,Cypress,CA,M,26,,26,2.73,VOLLEYBALL,,,Other
8/11/2017,1171,17/FA,1,Dubuque,IA,M,22,,22,2.919,TRACK,CROSS COUNTRY,,
8/11/2017,1178,17/FA,0,Elgin,IL,M,28,,28,3.91,TRACK,CROSS COUNTRY,,
8/11/2017,1179,17/FA,0,Geneva,IL,M,,,,,FOOTBALL,BASKETBALL,SOCCER,Christian
8/11/2017,1188,17/FA,0,Geneva,IL,M,22,,22,3.51,BASKETBALL,GOLF,,Roman Catholic
8/11/2017,1190,17/FA,0,Richfield,MN,F,,,,,TRACK,SOCCER,VOLLEYBALL,Roman Catholic
8/11/2017,1198,17/FA,0,Victoria,MN,F,,,,,,,,
8/11/2017,1199,17/FA,0,Carol Stream,IL,F,,,,,,,,Christian
8/11/2017,1209,17/FA,0,Hope,IN,M,,710,12,3.02,SOCCER,TRACK,BASKETBALL,Protestant
8/11/2017,1215,17/FA,0,"Mexico City, City",,M,,,,,FOOTBALL,SWIMMING,BASKETBALL,Roman Catholic
8/11/2017,1217,17/FA,1,Johnston,IA,F,24,,24,3.781,SOCCER,SWIMMING,,Roman Catholic
8/11/2017,1222,17/FA,1,Omaha,NE,F,20,,20,3.163,,,,Roman Catholic
8/11/2017,1227,17/FA,0,Arlington,IA,F,19,,19,3.32,CROSS COUNTRY,TRACK,,Lutheran
8/11/2017,1228,17/FA,0,Monona,WI,F,22,,22,3.35,TRACK,CROSS COUNTRY,SOCCER,Christian
8/11/2017,1237,17/FA,0,Milwaukee,WI,F,,,,1.55,CHEERLEADER,,,Christian
8/11/2017,1243,17/FA,1,Cascade,IA,M,26,,26,3.668,TRACK,,,Roman Catholic
8/11/2017,1257,17/FA,0,Moline,IL,F,26,,26,3.98,CHEERLEADER,,,Roman Catholic
8/11/2017,1261,17/FA,0,Maxwell,IA,M,21,,21,3.58,SOCCER,WRESTLING,,Christian
8/11/2017,1267,17/FA,0,Beloit,WI,M,,,,,SOCCER,,,
8/11/2017,1274,17/FA,0,Oceanside,CA,M,,,,3.92,WRESTLING,FOOTBALL,,Christian
8/11/2017,1276,17/FA,0,Naperville,IL,F,21,,21,3.02,CROSS COUNTRY,TRACK,BASKETBALL,Roman Catholic
8/11/2017,1279,17/FA,1,River Forest,IL,F,28,,28,3.86,,,,Roman Catholic
8/11/2017,1280,17/FA,0,Hastings,MN,F,,,,,LACROSSE,,,Roman Catholic
8/11/2017,1284,17/FA,0,Kieler,WI,M,26,,26,3.77,BASEBALL,,,Roman Catholic
8/11/2017,1288,17/FA,0,Crystal Lake,IL,F,,,,,VOLLEYBALL,,,Other
8/11/2017,1289,17/FA,0,Fort Atkinson,IA,M,23,,23,3.67,,,,Christian
8/11/2017,1293,17/FA,0,Joliet,IL,F,,,,,TRACK,,,Other
8/11/2017,1299,17/FA,0,Oshkosh,WI,F,31,,31,3.99,TENNIS,CROSS COUNTRY,TRACK,Roman Catholic
8/11/2017,1302,17/FA,0,Cedar Rapids,IA,M,20,,20,3.55,TENNIS,VOLLEYBALL,,Roman Catholic
8/11/2017,1303,17/FA,0,Holy Cross,IA,M,31,,31,3.87,TRACK,CROSS COUNTRY,,Roman Catholic
8/11/2017,1308,17/FA,1,La Porte City,IA,M,23,,23,3.866,SOCCER,CROSS COUNTRY,,Roman Catholic
8/11/2017,1313,17/FA,1,Tinley Park,IL,M,27,,27,3.38,TRACK,CROSS COUNTRY,,Roman Catholic
8/11/2017,1317,17/FA,0,Beloit,WI,M,16,,16,,TENNIS,,,Other
8/11/2017,1321,17/FA,0,Glen Ellyn,IL,M,,,,,FOOTBALL,BASEBALL,,Christian
8/11/2017,1331,17/FA,0,Dunlap,IL,M,24,,24,,,,,Agnostic
8/11/2017,1334,17/FA,0,Maple Ridge,BC,F,,,,,SOFTBALL,VOLLEYBALL,,Roman Catholic
8/11/2017,1346,17/FA,0,Fort Atkinson,WI,M,22,,22,3.59,,,,
8/11/2017,1347,17/FA,1,Hickory Hills,IL,M,24,,24,4,TRACK,WRESTLING,CROSS COUNTRY,Roman Catholic
8/11/2017,1352,17/FA,1,Calamus,IA,M,27,,27,3.969,VOLLEYBALL,SOCCER,,Lutheran
8/11/2017,1355,17/FA,0,Jupiter,FL,M,,1260,26,2.57,BASKETBALL,,,Roman Catholic
8/11/2017,1359,17/FA,0,Rockford,IL,M,20,,20,2.55,SOCCER,WRESTLING,,Lutheran
8/11/2017,1360,17/FA,0,Schaumburg,IL,M,21,,21,2.68,SWIMMING,,,Other
8/11/2017,1362,17/FA,0,Matteson,IL,M,28,,28,3.13,VOLLEYBALL,FOOTBALL,BASKETBALL,Christian
8/11/2017,1367,17/FA,0,Hermantown,MN,M,26,,26,3.86,SOCCER,BASEBALL,,Lutheran
8/11/2017,1371,17/FA,0,Germantown,WI,F,30,,30,3.85,,,,
8/11/2017,1376,17/FA,0,Oswego,IL,M,27,1240,27,3.73,FOOTBALL,VOLLEYBALL,,Christian
8/11/2017,1380,17/FA,0,Waukegan,IL,M,23,,23,3.49,,,,Roman Catholic
8/11/2017,1384,17/FA,0,Walford,IA,F,19,,19,3.71,TENNIS,VOLLEYBALL,,Methodist
8/11/2017,1388,17/FA,0,Elgin,IL,F,15,,15,2.79,SOFTBALL,TENNIS,,Roman Catholic
8/11/2017,1390,17/FA,0,Lagos,,M,,,,,,,,Christian
8/11/2017,1398,17/FA,0,Warrior,AL,F,24,,24,4,TRACK,CROSS COUNTRY,TENNIS,Christian
8/11/2017,1404,17/FA,0,Dardenne Prairie,MO,M,26,,26,3.74,VOLLEYBALL,BASKETBALL,,Roman Catholic
8/11/2017,1409,17/FA,0,Elwood,IL,M,,,,,BASEBALL,FOOTBALL,,Christian
8/11/2017,1413,17/FA,0,Chicago,IL,F,,,,,TRACK,VOLLEYBALL,,Roman Catholic
8/11/2017,1417,17/FA,0,Vernon Hills,IL,F,24,,24,2.67,LACROSSE,,,Roman Catholic
8/11/2017,1419,17/FA,1,Libertyville,IL,M,23,,23,2.778,SOCCER,,,Roman Catholic
8/11/2017,1422,17/FA,0,"Kumasi, Ghana",,M,,,,,SOCCER,CROSS COUNTRY,,Christian
8/11/2017,1424,17/FA,0,Osogbo,,F,,,,,,,,Christian
8/11/2017,1425,17/FA,0,Collins,IA,M,,,,,FOOTBALL,TRACK,,Christian
8/11/2017,1430,17/FA,0,Algonquin,IL,M,,,,,BASEBALL,GOLF,,Christian
8/11/2017,1434,17/FA,0,Galesburg,IL,M,18,,18,2.9,FOOTBALL,,,
8/11/2017,1435,17/FA,0,"Lagos Island, Nigeria",,M,,,,,FOOTBALL,,,Muslim
8/11/2017,1438,17/FA,0,Sycamore,IL,F,,,,,,,,Roman Catholic
8/11/2017,1439,17/FA,0,Chicago,IL,M,20,,20,4,,,,Roman Catholic
8/11/2017,1443,17/FA,0,Iowa Falls,IA,M,,,,,WRESTLING,,,Christian
8/11/2017,1446,17/FA,1,Dubuque,IA,F,20,,20,3.516,,,,Methodist
8/11/2017,1449,17/FA,1,Pleasant Prairie,WI,M,21,,21,3.6,VOLLEYBALL,SWIMMING,TRACK,
8/11/2017,1450,17/FA,1,Lockport,IL,F,27,,27,3.52,SOFTBALL,,,
8/11/2017,1455,17/FA,0,Burr Ridge,IL,F,25,,25,3.83,VOLLEYBALL,,,Roman Catholic
8/11/2017,1459,17/FA,1,Galesburg,IL,M,22,,22,2.841,FOOTBALL,TENNIS,,Other
8/11/2017,1461,17/FA,0,Frankfort,IL,M,26,,26,4,GOLF,SOCCER,,Roman Catholic
8/11/2017,1465,17/FA,0,Bellwood,IL,F,16,,16,2.66,VOLLEYBALL,,,Baptist
8/11/2017,1472,17/FA,0,Dubuque,IA,F,26,,26,,,,,Roman Catholic
8/11/2017,1473,17/FA,0,Kuala (Home is WI),,M,25,,25,3.17,VOLLEYBALL,,,
8/11/2017,1474,17/FA,0,Evanston,IL,F,,,,,TRACK,,,Christian
8/11/2017,1483,17/FA,0,Northbrook,IL,M,24,,24,2.5,SOCCER,BASKETBALL,,Roman Catholic
8/11/2017,1484,17/FA,0,Fort Collins,CO,M,23,,23,,WRESTLING,,,Christian
8/11/2017,1485,17/FA,0,Muncie,IN,F,22,,22,3.96,SOCCER,TRACK,CROSS COUNTRY,Roman Catholic
8/11/2017,1487,17/FA,0,Spencer,IA,M,,,,,WRESTLING,,,Roman Catholic
8/11/2017,1490,17/FA,0,Wheaton,IL,M,28,,28,3.59,TENNIS,,,Roman Catholic
8/11/2017,1491,17/FA,0,Niles,IL,M,,,,,BASEBALL,,,Christian
8/11/2017,1495,17/FA,0,Bloomington,MN,F,27,,27,2.6,,,,Roman Catholic
8/11/2017,1499,17/FA,1,Evansdale,IA,M,25,,25,3.06,WRESTLING,,,Roman Catholic
8/11/2017,1500,17/FA,0,Las Cruces,NM,M,26,,26,3.93,FOOTBALL,,,Christian
8/11/2017,1502,17/FA,0,Newton,IA,M,20,,20,2.863,TRACK,BASEBALL,FOOTBALL,Roman Catholic
8/11/2017,1510,17/FA,1,Palos Heights,IL,M,27,,27,3.69,VOLLEYBALL,FOOTBALL,,Roman Catholic
8/11/2017,1513,17/FA,0,Chicago,IL,M,30,,30,3.85,BASEBALL,SWIMMING,,Roman Catholic
8/11/2017,1518,17/FA,0,Lynn,MA,M,,,,,SOCCER,,,Christian
8/11/2017,1523,17/FA,0,Palos Heights,IL,F,24,,24,3.4,BASKETBALL,SOCCER,,Roman Catholic
8/11/2017,1528,17/FA,1,Oak Park,IL,M,19,,19,2.54,WRESTLING,SOCCER,,
8/11/2017,1530,17/FA,0,Clinton,IA,M,18,,18,3.24,SWIMMING,,,Roman Catholic
8/11/2017,1531,17/FA,0,Loveland,CO,M,18,,18,2.78,BASKETBALL,,,Other
8/11/2017,1534,17/FA,0,Chicago,IL,M,17,,17,2.52,BASKETBALL,,,
8/11/2017,1540,17/FA,0,Sugar Grove,IL,F,20,,20,2.85,,,,
8/11/2017,1544,17/FA,1,Carol Stream,IL,M,23,,23,3.85,CROSS COUNTRY,TRACK,,Roman Catholic
8/11/2017,1547,17/FA,1,Sussex,WI,F,32,,32,3.97,CROSS COUNTRY,TRACK,,Roman Catholic
8/11/2017,1550,17/FA,0,Winthrop,IA,F,,,,,CHEERLEADER,BASKETBALL,VOLLEYBALL,Roman Catholic
8/11/2017,1566,17/FA,1,Dubuque,IA,M,24,,24,3.35,BASKETBALL,BASEBALL,FOOTBALL,Roman Catholic
8/11/2017,1567,17/FA,0,Norwalk,IA,M,,,,2.45,SOCCER,WRESTLING,,Roman Catholic
8/11/2017,1569,17/FA,0,Chicago,IL,M,,,,,SOCCER,,,Roman Catholic
8/11/2017,1570,17/FA,1,Coal City,IL,M,19,,19,2.72,WRESTLING,,,Christian
8/11/2017,1573,17/FA,1,Morrison,IL,F,27,,27,4,VOLLEYBALL,BASKETBALL,TRACK,
8/11/2017,1575,17/FA,1,Monticello,IA,F,25,,25,3.974,SOFTBALL,,,Lutheran
8/11/2017,1576,17/FA,0,Merrionette Park,IL,F,,,,,LACROSSE,,,Roman Catholic
8/11/2017,1578,17/FA,1,Evergreen Park,IL,F,28,,28,4,,,,
8/11/2017,1581,17/FA,1,Wheaton,IL,F,32,,32,4,TRACK,CROSS COUNTRY,,Roman Catholic
8/11/2017,1582,17/FA,0,Burbank,IL,F,18,,18,2.8,GOLF,,,Roman Catholic
8/11/2017,1583,17/FA,1,Mount Vernon,IA,F,23,,23,3.99,SOFTBALL,TRACK,BASKETBALL,Roman Catholic
8/11/2017,1586,17/FA,0,Geneva,IL,F,21,,21,2.65,CROSS COUNTRY,,,Roman Catholic
8/11/2017,1587,17/FA,0,Dixon,IL,M,,,,,BASEBALL,FOOTBALL,,
8/11/2017,1594,17/FA,0,Dubuque,IA,F,,,,,,,,Christian
8/11/2017,1600,17/FA,0,Harvey,LA,M,23,,23,2.9,WRESTLING,,,Baptist
8/11/2017,1601,17/FA,0,Mokena,IL,M,22,,22,2.29,WRESTLING,,,Roman Catholic
8/11/2017,1602,17/FA,0,Aledo,IL,F,18,,18,3.49,BASKETBALL,CROSS COUNTRY,TRACK,Baptist
8/11/2017,1609,17/FA,0,Milwaukee,WI,M,27,,27,3.81,BASKETBALL,TRACK,VOLLEYBALL,Roman Catholic
8/11/2017,1610,17/FA,0,Wheatland,IA,M,,,,,BASKETBALL,SOCCER,TRACK,Presbyterian
8/11/2017,1611,17/FA,1,Oak Forest,IL,M,24,,24,3.17,BASEBALL,,,Other
8/11/2017,1624,17/FA,0,Dubuque,IA,F,29,,29,3.87,CROSS COUNTRY,BASKETBALL,,Roman Catholic
8/11/2017,1630,17/FA,0,Verona,WI,M,27,,27,3.65,BASKETBALL,VOLLEYBALL,,Christian
8/11/2017,1634,17/FA,0,Wilton,IA,M,,,,,BASEBALL,BASKETBALL,,Christian
8/11/2017,1638,17/FA,0,Chicago,IL,F,18,,18,2.86,,,,Roman Catholic
8/11/2017,1642,17/FA,1,Lindenhurst,IL,F,28,,28,4,BASKETBALL,,,Christian
8/11/2017,1647,17/FA,0,Ottumwa,IA,M,28,,28,3.12,FOOTBALL,,,
8/11/2017,1649,17/FA,0,Frisco,TX,F,,,,,TENNIS,,,Roman Catholic
8/11/2017,1655,17/FA,0,Chicago,IL,F,16,,16,4,TRACK,,,Roman Catholic
8/11/2017,1661,17/FA,0,Holmen,WI,M,28,,28,3.82,BASEBALL,BASKETBALL,,Roman Catholic
8/11/2017,1665,17/FA,1,Dubuque,IA,M,20,,20,2.455,FOOTBALL,,,Roman Catholic
8/11/2017,1666,17/FA,1,South Elgin,IL,M,18,,18,3.15,FOOTBALL,,,
8/11/2017,1667,17/FA,0,Fox Point,WI,F,20,,20,2.41,,,,Roman Catholic
8/11/2017,1672,17/FA,0,Shorewood,IL,F,26,,26,4,GOLF,,,Roman Catholic
8/11/2017,1683,17/FA,0,Bettendorf,IA,M,25,,25,3.74,TRACK,WRESTLING,FOOTBALL,Roman Catholic
8/11/2017,1690,17/FA,0,Moline,IL,M,,,,,FOOTBALL,,,
8/11/2017,1692,17/FA,1,Romeoville,IL,M,19,,19,3.04,BASEBALL,,,
8/11/2017,1693,17/FA,0,Solon,IA,F,25,,25,3.98,CHEERLEADER,CROSS COUNTRY,SOCCER,Roman Catholic
8/11/2017,1695,17/FA,0,Des Moines,IA,F,22,,22,3.78,,,,Roman Catholic
8/11/2017,1701,17/FA,0,Chicago,IL,M,20,,20,2.325,BASKETBALL,BASEBALL,,
8/11/2017,1705,17/FA,0,Antioch,IL,F,19,,19,3.68,SWIMMING,,,Roman Catholic
8/11/2017,1713,17/FA,0,Pleasant Hill,IA,F,28,,28,3.33,SWIMMING,,,Roman Catholic
8/11/2017,1714,17/FA,1,Waterloo,IA,F,20,,20,3.846,SOCCER,,,Roman Catholic
8/11/2017,1717,17/FA,0,Fountain,CO,M,,,,,,,,Other
8/11/2017,1722,17/FA,1,Peosta,IA,F,30,,30,4,,,,Roman Catholic
8/11/2017,1723,17/FA,0,Aurora,IL,M,23,,23,3.21,TRACK,FOOTBALL,,Roman Catholic
8/11/2017,1724,17/FA,0,North Vancouver,BC,M,,,,,BASKETBALL,,,Roman Catholic
8/11/2017,1729,17/FA,0,Berwyn,IL,F,20,,20,,LACROSSE,,,
8/11/2017,1732,17/FA,0,Gibsonton,FL,M,23,,23,2.8,TRACK,FOOTBALL,,
8/11/2017,1745,17/FA,1,South Wilmington,IL,M,20,,20,2.37,BASKETBALL,FOOTBALL,BASEBALL,Christian
8/11/2017,1750,17/FA,0,Milwaukee,WI,M,19,,19,3.67,VOLLEYBALL,,,Roman Catholic
8/11/2017,1754,17/FA,0,Houston,TX,F,,,,,,,,Christian
8/11/2017,1756,17/FA,0,Bettendorf,IA,F,21,,21,,VOLLEYBALL,,,Presbyterian
8/11/2017,1760,17/FA,0,Elkader,IA,M,18,,18,,FOOTBALL,,,
8/11/2017,1765,17/FA,0,Chesapeake,VA,M,,,,,VOLLEYBALL,,,Baptist
8/11/2017,1767,17/FA,1,Westchester,IL,M,18,,18,2.6,SOCCER,,,Roman Catholic
8/11/2017,1770,17/FA,0,Madison,WI,M,28,,28,3.78,TENNIS,SWIMMING,VOLLEYBALL,Christian
8/11/2017,1772,17/FA,0,Lockport,IL,M,,,,,FOOTBALL,,,
8/11/2017,1774,17/FA,0,Dubuque,IA,F,32,,32,4.03,,,,
8/11/2017,1790,17/FA,1,Fort Dodge,IA,M,27,,27,4,BASKETBALL,TRACK,,Roman Catholic
8/11/2017,1793,17/FA,0,East Saint Louis,IL,M,17,,17,3.05,TRACK,CROSS COUNTRY,,Other
8/11/2017,1794,17/FA,0,Cedar Rapids,IA,M,27,,27,3.86,BASKETBALL,,,Methodist
8/11/2017,1799,17/FA,0,Palos Park,IL,F,21,,21,,VOLLEYBALL,,,Roman Catholic
8/11/2017,1804,17/FA,0,Saint Charles,IL,F,31,,31,4,TRACK,BASKETBALL,,Roman Catholic
8/11/2017,1809,17/FA,0,Steger,IL,M,17,,17,2.88,BASEBALL,,,Christian
8/11/2017,1815,17/FA,1,Evergreen Park,IL,F,21,,21,3.41,LACROSSE,VOLLEYBALL,,Roman Catholic
8/11/2017,1818,17/FA,0,Milwaukee,WI,M,29,,29,3.27,CROSS COUNTRY,GOLF,,Other
8/11/2017,1820,17/FA,0,Pecatonica,IL,M,30,,30,3.23,FOOTBALL,BASEBALL,,Christian
8/11/2017,1823,17/FA,0,Fort Atkinson,IA,F,,,,,CROSS COUNTRY,CHEERLEADING,TRACK,Roman Catholic
8/11/2017,1827,17/FA,0,Tucson,AZ,F,,,,,BASKETBALL,,,
8/11/2017,1833,17/FA,0,Stockton,IL,M,,,,,WRESTLING,GOLF,BASEBALL,Roman Catholic
8/11/2017,1835,17/FA,0,Chicago,IL,F,17,,17,4,VOLLEYBALL,,,Christian
8/11/2017,1837,17/FA,0,Potosi,WI,F,,,,3.92,SOFTBALL,VOLLEYBALL,BASKETBALL,
8/11/2017,1856,17/FA,0,Bloomington,IL,M,20,,20,2.75,WRESTLING,,,Christian
8/11/2017,1857,17/FA,0,Batavia,IL,M,21,,21,3.15,SOCCER,,,Roman Catholic
8/11/2017,1865,17/FA,0,New Orleans,LA,M,23,,23,2.34,FOOTBALL,BASKETBALL,,Baptist
8/11/2017,1875,17/FA,0,Bourbonnais,IL,M,23,,23,3.4,TRACK,FOOTBALL,CROSS COUNTRY,
8/11/2017,1892,17/FA,0,Aurora,IL,F,,,,,SOCCER,,,
8/11/2017,1893,17/FA,0,Glen Ellyn,IL,F,21,,21,2.79,TRACK,,,Roman Catholic
8/11/2017,1905,17/FA,0,Milledgeville,IL,F,24,,24,3.95,CHEERLEADER,TRACK,VOLLEYBALL,
8/11/2017,1913,17/FA,0,Arlington Heights,IL,F,17,,17,,CHEERLEADER,,,Christian
8/11/2017,1915,17/FA,0,Chicago,IL,M,,,,,TRACK,,,
8/11/2017,1917,17/FA,0,Waukegan,IL,F,17,,17,3.28,,,,Roman Catholic
8/11/2017,1918,17/FA,0,Lakemoor,IL,M,20,,20,3.22,SOCCER,,,
8/11/2017,1919,17/FA,0,Hanover Park,IL,F,33,,33,4,,,,Protestant
8/11/2017,1929,17/FA,0,Greenfield,IA,F,15,,15,,,,,
8/11/2017,1931,17/FA,1,Galena,IL,M,17,,17,2.76,BASKETBALL,FOOTBALL,,Christian
8/11/2017,1933,17/FA,0,Galesburg,IL,M,,,,,FOOTBALL,,,Christian
8/11/2017,1936,17/FA,0,Edgewood,IA,F,20,,20,3.47,TRACK,CROSS COUNTRY,,Lutheran
8/11/2017,1940,17/FA,0,Waukegan,IL,F,15,,15,,,,,Roman Catholic
8/11/2017,1947,17/FA,0,Crystal Lake,IL,M,24,,24,3.25,SOCCER,,,
8/11/2017,1949,17/FA,0,Romeoville,IL,M,,,,,SOCCER,,,Roman Catholic
8/11/2017,1950,17/FA,0,Chicago,IL,F,19,,19,4,,,,Roman Catholic
8/11/2017,1952,17/FA,1,Oswego,IL,M,26,,26,3.875,SOCCER,,,Roman Catholic
8/11/2017,1957,17/FA,0,Tinley Park,IL,M,22,,22,4,CROSS COUNTRY,TRACK,BASEBALL,Roman Catholic
8/11/2017,1958,17/FA,1,Dubuque,IA,F,24,,24,3.781,SOCCER,,,
8/11/2017,1960,17/FA,0,Chicago,IL,M,19,,19,2.67,SOCCER,,,Other
8/11/2017,1963,17/FA,0,Fairfield,IA,F,25,,25,2.94,,,,Roman Catholic
8/11/2017,1967,17/FA,0,Mequon,WI,M,21,,21,2.93,TRACK,FOOTBALL,,Lutheran
8/11/2017,1972,17/FA,0,Evanston,IL,F,,,,,BASKETBALL,,,
8/11/2017,1976,17/FA,1,Morton Grove,IL,M,24,,24,2.923,GOLF,,,
8/11/2017,1979,17/FA,0,Detroit,MI,F,,,,,,,,
8/11/2017,1981,17/FA,0,Chicago,IL,M,17,,17,3.71,,,,Other
8/11/2017,1982,17/FA,0,Chicago,IL,M,,,,,TRACK,,,Baptist
8/11/2017,1983,17/FA,0,Rochester Hills,MI,F,30,1390,30,4,LACROSSE,,,
8/11/2017,1987,17/FA,0,Strawberry Point,IA,F,,,,,CHEERLEADER,,,Other
8/11/2017,1988,17/FA,0,Clive,IA,M,20,,20,3.32,BASKETBALL,SOCCER,,Lutheran
8/11/2017,2001,17/FA,0,Yuma,AZ,M,25,,25,4,,,,Baptist
8/11/2017,2004,17/FA,0,Madison,WI,M,31,,31,3.99,VOLLEYBALL,TENNIS,BASKETBALL,Roman Catholic
8/11/2017,2005,17/FA,0,Lancaster,WI,M,19,,19,3.05,BASEBALL,FOOTBALL,BASKETBALL,Roman Catholic
8/11/2017,2006,17/FA,0,Geneseo,IL,M,23,,23,3.72,TRACK,FOOTBALL,CROSS COUNTRY,Roman Catholic
8/11/2017,2007,17/FA,0,Hickory Hills,IL,M,26,,26,3.73,,,,Other
8/11/2017,2009,17/FA,0,Chicago,IL,M,,,,,BASKETBALL,,,Christian
8/11/2017,2011,17/FA,0,Chicago,IL,F,,,,,,,,Roman Catholic
8/11/2017,2014,17/FA,0,Lake in the Hills,IL,F,30,,30,4,CROSS COUNTRY,TRACK,,Roman Catholic
8/11/2017,2021,17/FA,1,Hartland,WI,M,23,,23,3.638,SOCCER,,,Lutheran
8/11/2017,2028,17/FA,0,Glenview,IL,F,16,,16,2.64,SOCCER,,,Christian
8/11/2017,2030,17/FA,0,Belmond,IA,M,,,,,,,,Roman Catholic
8/11/2017,2036,17/FA,0,West Paducah,KY,M,29,,29,3.74,BASKETBALL,BASEBALL,,Christian
8/11/2017,2037,17/FA,0,North Miami Beach,FL,M,28,,28,2.54,BASKETBALL,,,Jewish
8/11/2017,2039,17/FA,0,La Crosse,WI,M,,,,,SOCCER,,,Roman Catholic
8/11/2017,2042,17/FA,0,Lena,IL,F,24,,24,,,,,
8/11/2017,2044,17/FA,0,Davenport,IA,M,23,,23,3.12,BASEBALL,WRESTLING,FOOTBALL,Roman Catholic
8/11/2017,2050,17/FA,0,Lagos,,M,,,,,SOCCER,BASKETBALL,,Muslim
8/11/2017,2057,17/FA,0,Niles,IL,M,22,,22,2.768,TRACK,CROSS COUNTRY,SOCCER,Roman Catholic
8/11/2017,2059,17/FA,0,Algonquin,IL,F,26,,26,3.83,,,,Roman Catholic
8/11/2017,2061,17/FA,0,Berwyn,IL,M,,,,,SOCCER,,,Roman Catholic
8/11/2017,2062,17/FA,0,Saint Anne,IL,F,20,,20,3.28,,,,Roman Catholic
8/11/2017,2067,17/FA,0,Waterloo,IA,M,22,,22,3.33,TRACK,FOOTBALL,WRESTLING,Muslim
8/11/2017,2068,17/FA,0,Woodstock,IL,M,23,,23,2.81,TENNIS,BASEBALL,,Roman Catholic
8/11/2017,2070,17/FA,0,Dubuque,IA,M,24,,24,3.019,,,,Roman Catholic
8/11/2017,2071,17/FA,0,River Forest,IL,M,23,,23,3.19,FOOTBALL,WRESTLING,,Roman Catholic
8/11/2017,2074,17/FA,0,Dubuque,IA,F,22,,22,3.88,SOCCER,,,Christian
8/11/2017,2075,17/FA,0,Sun Prairie,WI,M,20,,20,2.94,TRACK,SWIMMING,CROSS COUNTRY,Other
8/11/2017,2080,17/FA,0,Palos Heights,IL,M,20,,20,2.87,WRESTLING,FOOTBALL,,Roman Catholic
8/11/2017,2084,17/FA,0,Romeoville,IL,M,21,,21,3.74,FOOTBALL,,,Christian
8/11/2017,2101,17/FA,1,Waterloo,IA,F,19,,19,3.906,SOCCER,SOFTBALL,BASKETBALL,Christian
8/11/2017,2105,17/FA,0,Sun Prairie,WI,F,,,,,CROSS COUNTRY,TRACK,,Roman Catholic
8/11/2017,2108,17/FA,0,Wauconda,IL,M,,,,,FOOTBALL,,,
8/11/2017,2114,17/FA,0,Ames,IA,F,27,,27,4,SOCCER,,,Roman Catholic
8/11/2017,2127,17/FA,0,Pomona,CA,F,,,,,,,,
8/11/2017,2128,17/FA,0,Burbank,IL,M,19,,19,3,FOOTBALL,TRACK,,Roman Catholic
8/11/2017,2129,17/FA,0,Fremont,IA,F,,,,,SOFTBALL,TRACK,,
8/11/2017,2132,17/FA,0,Fairfax,IA,F,23,,23,3.86,SOCCER,CROSS COUNTRY,BASKETBALL,Roman Catholic
8/11/2017,2133,17/FA,0,Oconomowoc,WI,F,29,,29,4,VOLLEYBALL,SOFTBALL,,Roman Catholic
8/11/2017,2134,17/FA,1,Urbandale,IA,M,21,,21,3.868,SWIMMING,,,Lutheran
8/11/2017,2138,17/FA,1,Carol Stream,IL,F,21,,21,3.45,BASKETBALL,VOLLEYBALL,,Lutheran
8/11/2017,2140,17/FA,0,Channahon,IL,M,26,,26,3.74,BASKETBALL,,,Christian
8/11/2017,2152,17/FA,0,Homewood,IL,M,22,,22,2.5,VOLLEYBALL,,,Protestant
8/11/2017,2156,17/FA,0,Chicago,IL,F,18,,18,1.9,TENNIS,,,Roman Catholic
8/11/2017,2167,17/FA,0,Apple River,IL,M,12,,12,1.02,,,,
8/11/2017,2170,17/FA,0,Northbrook,IL,F,18,,18,3.4,SOCCER,CROSS COUNTRY,,Roman Catholic
8/11/2017,2175,17/FA,0,Rockford,IL,F,,,,,TRACK,CROSS COUNTRY,,Baptist
8/11/2017,2176,17/FA,0,Washington,DC,F,26,,26,2.71,,,,Episcopalian
8/11/2017,2178,17/FA,0,Grosse Pointe Farms,MI,M,25,,25,3.29,BASKETBALL,BASEBALL,,
8/11/2017,2182,17/FA,0,Kathleen,FL,M,20,,20,2.5,FOOTBALL,,,Baptist
8/11/2017,2184,17/FA,0,Dubuque,IA,M,,,,,FOOTBALL,,,Roman Catholic
8/11/2017,2188,17/FA,0,Downers Grove,IL,M,20,,20,3.08,VOLLEYBALL,BASKETBALL,,Roman Catholic
8/11/2017,2193,17/FA,0,Oshkosh,WI,M,,,,,SOCCER,,,Roman Catholic
8/11/2017,2201,17/FA,0,West Des Moines,IA,F,,,,,,,,Other
8/11/2017,2202,17/FA,1,Rockford,IL,F,27,,27,4,VOLLEYBALL,,,Roman Catholic
8/11/2017,2203,17/FA,0,Naperville,IL,F,,,,,BASKETBALL,,,Roman Catholic
8/11/2017,2211,17/FA,0,Spring Grove,IL,M,25,,25,2.44,BASEBALL,WRESTLING,FOOTBALL,Lutheran
8/11/2017,2212,17/FA,0,Plainfield,IL,M,21,,21,3.76,TRACK,FOOTBALL,,
