DateTimeStamp,Random_ID,AcadTerm,flg_NetDep,City,State,Gender,ACTcomp,SATcomp,Best_Test_ACT_Equivalent,HSGPA,Ath1,Ath2,Ath3,Religion
8/11/2017,305,17/FA,1,Davenport,IA,M,20,,20,3.333,FOOTBALL,,,
8/11/2017,307,17/FA,0,Auburn,IA,M,28,,28,3.8,WRESTLING,TRACK,FOOTBALL,Baptist
8/11/2017,313,17/FA,1,Savanna,IL,F,21,,21,3.565,GOLF,SOFTBALL,,Christian
8/11/2017,314,17/FA,0,Elmhurst,IL,F,25,,25,3.7,CROSS COUNTRY,LACROSSE,,Roman Catholic
8/11/2017,317,17/FA,1,Davenport,IA,M,27,,27,3.247,WRESTLING,,,Roman Catholic
8/11/2017,336,17/FA,1,Ossian,IA,F,28,,28,3.8,,,,Roman Catholic
8/11/2017,339,17/FA,0,Saint Peter,MN,M,,,,,WRESTLING,,,Roman Catholic
8/11/2017,347,17/FA,0,Bernard,IA,M,23,,23,3.03,FOOTBALL,,,
8/11/2017,355,17/FA,1,Crystal Lake,IL,M,18,,18,2.288,FOOTBALL,,,Other
8/11/2017,357,17/FA,0,Chicago,IL,M,25,,25,2.93,VOLLEYBALL,,,Christian
8/11/2017,358,17/FA,0,Hazel Crest,IL,M,,,,,BASKETBALL,,,Christian
8/11/2017,359,17/FA,0,Bloomington,IL,M,,,,,SOCCER,,,Baptist
8/11/2017,363,17/FA,1,Chicago,IL,F,21,,21,3.1,,,,Roman Catholic
8/11/2017,369,17/FA,0,Chicago,IL,F,23,,23,3.72,LACROSSE,,,Roman Catholic
8/11/2017,372,17/FA,0,Naperville,IL,F,,,,,LACROSSE,,,Roman Catholic
8/11/2017,373,17/FA,0,Burlington,IA,F,15,,15,2.96,TRACK,,,Christian
8/11/2017,376,17/FA,0,Hanover Park,IL,F,19,,19,2.14,LACROSSE,,,Other
8/11/2017,379,17/FA,0,Palos Heights,IL,M,17,,17,,,,,Roman Catholic
8/11/2017,384,17/FA,1,Chicago,IL,M,24,,24,3.29,WRESTLING,,,Christian
8/11/2017,396,17/FA,0,Rockford,IL,F,23,,23,3.78,SOFTBALL,,,Roman Catholic
8/11/2017,398,17/FA,0,Chicago,IL,M,21,,21,4,BASKETBALL,,,Christian
8/11/2017,403,17/FA,0,Geneva,IL,M,,,,,FOOTBALL,,,Christian
8/11/2017,404,17/FA,0,Stoughton,WI,F,14,,14,2.59,LACROSSE,,,Christian
8/11/2017,407,17/FA,0,Iowa City,IA,F,20,,20,3.53,BASKETBALL,CROSS COUNTRY,SOFTBALL,Roman Catholic
8/11/2017,413,17/FA,0,Rockford,IL,M,19,,19,2.62,TRACK,FOOTBALL,,
8/11/2017,416,17/FA,1,Forreston,IL,F,23,,23,4,CHEERLEADER,,,Christian
8/11/2017,428,17/FA,0,Decorah,IA,M,23,,23,3.21,BASKETBALL,,,Other
8/11/2017,436,17/FA,0,Palos Heights,IL,M,30,,30,4,BASKETBALL,GOLF,,Roman Catholic
8/11/2017,439,17/FA,1,Waukegan,IL,F,24,,24,3.39,CHEERLEADER,SOCCER,VOLLEYBALL,Roman Catholic
8/11/2017,442,17/FA,0,Chicago,IL,F,24,,24,3.7,,,,Roman Catholic
8/11/2017,450,17/FA,0,Diamond,IL,M,21,,21,2.99,FOOTBALL,,,
8/11/2017,451,17/FA,0,Roscoe,IL,M,,,,,FOOTBALL,,,Christian
8/11/2017,453,17/FA,1,Carol Stream,IL,M,26,,26,3.12,,,,Roman Catholic
8/11/2017,455,17/FA,0,Hampton,IA,M,23,,23,3.87,CROSS COUNTRY,TRACK,,
8/11/2017,457,17/FA,0,Villa Park,IL,M,,,,,WRESTLING,,,Roman Catholic
8/11/2017,464,17/FA,0,Altoona,IA,M,30,,30,3.92,BASKETBALL,TRACK,FOOTBALL,Roman Catholic
8/11/2017,469,17/FA,0,Chicago,IL,F,22,,22,3.3,TENNIS,LACROSSE,,Roman Catholic
8/11/2017,472,17/FA,1,Dubuque,IA,F,21,,21,4,,,,Roman Catholic
8/11/2017,476,17/FA,0,Bettendorf,IA,M,31,,31,4,TENNIS,,,Christian
8/11/2017,483,17/FA,0,Mokena,IL,M,28,,28,3.58,FOOTBALL,BASKETBALL,VOLLEYBALL,Roman Catholic
8/11/2017,486,17/FA,0,Ankeny,IA,M,21,,21,3.67,FOOTBALL,WRESTLING,,Lutheran
8/11/2017,490,17/FA,0,Cicero,IL,M,21,,21,2.71,CROSS COUNTRY,TRACK,,Baptist
8/11/2017,499,17/FA,0,Chicago,IL,M,23,,23,2.71,BASEBALL,,,Lutheran
8/11/2017,504,17/FA,0,Pomona,CA,M,,,,,SOCCER,TENNIS,,
8/11/2017,521,17/FA,0,Westchester,IL,M,19,,19,2.5,SOCCER,,,Roman Catholic
8/11/2017,524,17/FA,0,Paso Robles,CA,M,21,1000,21,3.03,FOOTBALL,SOCCER,TRACK,Roman Catholic
8/11/2017,529,17/FA,0,Tama,IA,F,,,,,VOLLEYBALL,,,
8/11/2017,533,17/FA,0,Chicago,IL,M,21,,21,2.74,BASEBALL,FOOTBALL,,Roman Catholic
8/11/2017,534,17/FA,0,Dubuque,IA,M,,,,,CROSS COUNTRY,,,Roman Catholic
8/11/2017,535,17/FA,1,Decorah,IA,F,22,,22,3.491,TRACK,CROSS COUNTRY,SOFTBALL,Lutheran
8/11/2017,538,17/FA,0,Dubuque,IA,M,23,,23,3.79,WRESTLING,FOOTBALL,,Roman Catholic
8/11/2017,543,17/FA,1,Delavan,WI,M,21,,21,2.734,SOCCER,,,
8/11/2017,549,17/FA,0,Knoxville,IL,F,,,,3.5,SOFTBALL,VOLLEYBALL,,Roman Catholic
8/11/2017,552,17/FA,0,Plainfield,IL,M,25,,25,3.07,FOOTBALL,,,Roman Catholic
8/11/2017,553,17/FA,0,Godfrey,IL,F,19,,19,3.4,TRACK,BASKETBALL,CROSS COUNTRY,
8/11/2017,556,17/FA,0,Chicago,IL,M,21,,21,3.03,FOOTBALL,VOLLEYBALL,,Roman Catholic
8/11/2017,564,17/FA,1,Oswego,IL,F,29,,29,4,SOCCER,,,Roman Catholic
8/11/2017,565,17/FA,0,Plainfield,IL,M,26,,26,3.85,BASKETBALL,,,Baptist
8/11/2017,570,17/FA,0,Center Point,IA,M,21,,21,3.97,FOOTBALL,TRACK,SOCCER,Christian
8/11/2017,572,17/FA,0,Saint Michael,MN,F,27,,27,4,SOCCER,,,Methodist
8/11/2017,576,17/FA,0,Addis,LA,M,21,,21,2.97,WRESTLING,,,Christian
8/11/2017,582,17/FA,0,Wapella,IL,M,20,,20,2.92,BASKETBALL,,,Christian
8/11/2017,586,17/FA,0,Byron,IL,M,26,,26,3.86,CROSS COUNTRY,TRACK,,
8/11/2017,588,17/FA,0,Niles,IL,F,17,,17,2.77,LACROSSE,VOLLEYBALL,BASKETBALL,Other
8/11/2017,589,17/FA,1,Cali,,F,,,,3,SOCCER,,,
8/11/2017,590,17/FA,0,Chicago,IL,M,14,,14,,BASKETBALL,,,
8/11/2017,597,17/FA,0,Paw Paw,IL,M,24,,24,1.19,SWIMMING,,,Roman Catholic
8/11/2017,610,17/FA,1,Clutier,IA,M,19,,19,3.11,,,,Roman Catholic
8/11/2017,616,17/FA,0,Sandwich,IL,M,24,,24,3.49,BASKETBALL,,,Methodist
8/11/2017,624,17/FA,1,Dyersville,IA,F,27,,27,4,SOFTBALL,TRACK,VOLLEYBALL,Roman Catholic
8/11/2017,632,17/FA,1,Waterloo,IA,F,18,,18,3.418,BASKETBALL,TENNIS,CROSS COUNTRY,Roman Catholic
8/11/2017,633,17/FA,0,Fulton,IL,M,25,,25,3.8,TRACK,GOLF,SWIMMING,Presbyterian
8/11/2017,635,17/FA,1,Dubuque,IA,F,16,,16,3.785,,,,Roman Catholic
8/11/2017,637,17/FA,0,Chicago,IL,F,,,,,CHEERLEADER,TRACK,BASKETBALL,
8/11/2017,638,17/FA,0,Chicago,IL,F,,,,,CROSS COUNTRY,TRACK,VOLLEYBALL,Christian
8/11/2017,641,17/FA,0,Indianapolis,IN,F,,,,,LACROSSE,VOLLEYBALL,,Other
8/11/2017,647,17/FA,0,Miami,FL,M,20,,20,2.74,FOOTBALL,,,Other
8/11/2017,648,17/FA,1,Davenport,IA,M,20,,20,2.71,FOOTBALL,,,
8/11/2017,649,17/FA,0,Dubuque,IA,M,,,,,TRACK,,,
8/11/2017,653,17/FA,0,Mc Farland,WI,F,32,,32,4,TENNIS,,,Roman Catholic
8/11/2017,657,17/FA,0,Glendale,WI,F,20,,20,2.5,VOLLEYBALL,,,Roman Catholic
8/11/2017,660,17/FA,0,Byron,IL,M,25,,25,2.9,WRESTLING,FOOTBALL,,Lutheran
8/11/2017,661,17/FA,1,West Des Moines,IA,M,20,,20,2.255,WRESTLING,,,Other
8/11/2017,662,17/FA,1,Farley,IA,M,26,,26,3.723,BASEBALL,,,Roman Catholic
8/11/2017,668,17/FA,0,Springfield,IL,M,,,,,TRACK,CROSS COUNTRY,,Christian
8/11/2017,672,17/FA,1,Blanchardville,WI,M,20,,20,3.038,FOOTBALL,BASEBALL,,Lutheran
8/11/2017,676,17/FA,0,Onslow,IA,M,19,,19,,FOOTBALL,BASKETBALL,TRACK,Christian
8/11/2017,686,17/FA,0,Manchester,IA,F,20,,20,3.88,CROSS COUNTRY,BASKETBALL,,Christian
8/11/2017,687,17/FA,0,La Crosse,WI,F,17,,17,3,,,,Lutheran
8/11/2017,690,17/FA,0,Marion,IA,F,24,,24,3.94,CROSS COUNTRY,TRACK,,Roman Catholic
8/11/2017,691,17/FA,0,Clinton,IA,F,27,,27,4,BASKETBALL,TRACK,SOFTBALL,Christian
8/11/2017,706,17/FA,0,Roselle,IL,M,26,,26,3.26,VOLLEYBALL,,,Lutheran
8/11/2017,707,17/FA,0,Dubuque,IA,M,20,,20,2.49,TRACK,BASEBALL,,Other
8/11/2017,708,17/FA,1,Fulton,IL,M,21,,21,3.81,FOOTBALL,,,
8/11/2017,709,17/FA,1,Cali,,M,,,,,SOCCER,,,Roman Catholic
8/11/2017,712,17/FA,1,Plaquemine,LA,M,26,,26,2.28,WRESTLING,,,Baptist
8/11/2017,720,17/FA,0,Dubuque,IA,F,30,,30,,,,,Roman Catholic
8/11/2017,724,17/FA,0,Chicago,IL,F,22,,22,3.74,BASKETBALL,,,Roman Catholic
8/11/2017,726,17/FA,0,Waterloo,IL,M,20,,20,2.84,BASKETBALL,FOOTBALL,,Christian
8/11/2017,729,17/FA,1,Pittsboro,IN,F,,1160,24,3.59,LACROSSE,,,
8/11/2017,731,17/FA,1,Baldwin,IA,F,19,,19,3.329,VOLLEYBALL,,,Roman Catholic
8/11/2017,732,17/FA,0,Chicago,IL,M,15,,15,2,SOCCER,,,
8/11/2017,737,17/FA,0,Marshalltown,IA,F,29,,29,3.97,,,,Roman Catholic
8/11/2017,743,17/FA,1,Cedar Rapids,IA,M,18,,18,3.13,FOOTBALL,,,Christian
8/11/2017,744,17/FA,0,Bellevue,IA,F,21,,21,3.47,,,,Roman Catholic
8/11/2017,760,17/FA,1,Eldridge,IA,F,20,,20,3.169,TRACK,,,
8/11/2017,763,17/FA,0,Memphis,TN,F,,,,,,,,Christian
8/11/2017,765,17/FA,0,Galesburg,IL,M,19,,19,,FOOTBALL,,,Christian
8/11/2017,767,17/FA,0,South Pekin,IL,M,,,,,BASKETBALL,,,Other
8/11/2017,768,17/FA,0,Fennimore,WI,F,,,,,VOLLEYBALL,,,Roman Catholic
8/11/2017,775,17/FA,0,Cedar Rapids,IA,M,16,,16,2.53,CROSS COUNTRY,BASKETBALL,,
8/11/2017,776,17/FA,0,Naperville,IL,F,21,,21,2.82,SOCCER,,,Roman Catholic
8/11/2017,780,17/FA,0,Chicago,IL,F,19,,19,3.17,SOFTBALL,,,Baptist
8/11/2017,784,17/FA,0,Mount Vernon,IA,M,20,,20,2.98,TRACK,CROSS COUNTRY,,
8/11/2017,785,17/FA,0,Holy Cross,IA,M,25,,25,3.37,CROSS COUNTRY,TRACK,,Christian
8/11/2017,791,17/FA,0,Rock Falls,IL,M,23,,23,3.26,BASKETBALL,TRACK,,Christian
8/11/2017,800,17/FA,0,Pecatonica,IL,F,24,,24,3.49,VOLLEYBALL,,,Christian
8/11/2017,802,17/FA,0,Tuba City,AZ,M,,,,,BASKETBALL,,,
8/11/2017,803,17/FA,0,Peosta,IA,M,22,,22,3.67,FOOTBALL,BASEBALL,,
8/11/2017,822,17/FA,0,Saint Louis,MO,F,19,,19,2.86,TRACK,BASKETBALL,,
8/11/2017,829,17/FA,0,Independence,IA,M,23,,23,3.51,TENNIS,CROSS COUNTRY,,Roman Catholic
8/11/2017,830,17/FA,0,Fulton,IL,M,22,,22,3.59,FOOTBALL,BASKETBALL,BASEBALL,
8/11/2017,831,17/FA,0,Goldthwaite,TX,F,,,,,,,,Methodist
8/11/2017,840,17/FA,0,Bayamon,PR,M,,,,,VOLLEYBALL,,,Other
8/11/2017,844,17/FA,1,Bellevue,IA,F,26,,26,3.791,,,,Roman Catholic
8/11/2017,849,17/FA,1,Epworth,IA,M,29,,29,3.801,SWIMMING,TRACK,CROSS COUNTRY,Roman Catholic
8/11/2017,853,17/FA,0,Normal,IL,M,,,,4,BASKETBALL,,,Roman Catholic
8/11/2017,855,17/FA,0,"Accra, Spintex",,F,,,,,BASKETBALL,GOLF,,Christian
8/11/2017,869,17/FA,0,Aledo,IL,F,22,,22,3.97,WRESTLING,VOLLEYBALL,TRACK,
8/11/2017,874,17/FA,0,Des Moines,IA,F,16,,16,3.35,,,,Roman Catholic
8/11/2017,879,17/FA,0,Crystal Lake,IL,M,29,,29,4,SOCCER,,,Roman Catholic
8/11/2017,882,17/FA,1,Gilbertville,IA,M,23,,23,3.12,FOOTBALL,,,
8/11/2017,883,17/FA,0,Belvidere,NJ,F,26,1250,26,4,SOCCER,,,Roman Catholic
8/11/2017,890,17/FA,0,Dubuque,IA,M,,,,,BASKETBALL,FOOTBALL,,
8/11/2017,897,17/FA,0,New Orleans,LA,M,,,,,BASKETBALL,VOLLEYBALL,,Roman Catholic
8/11/2017,910,17/FA,0,Newton,IA,F,29,,29,4,SWIMMING,TRACK,,Roman Catholic
8/11/2017,921,17/FA,0,Beloit,WI,M,19,,19,3.43,WRESTLING,CROSS COUNTRY,TRACK,Roman Catholic
8/11/2017,925,17/FA,0,Auburn,IA,F,25,,25,3.99,CHEERLEADER,,,Roman Catholic
8/11/2017,926,17/FA,0,South Elgin,IL,F,26,,26,3.76,LACROSSE,,,Roman Catholic
8/11/2017,928,17/FA,0,Bettendorf,IA,F,,,,3.16,,,,Christian
8/11/2017,938,17/FA,0,Chicago,IL,M,18,,18,2.88,WRESTLING,TRACK,FOOTBALL,Roman Catholic
8/11/2017,942,17/FA,0,North Liberty,IA,M,23,,23,,TRACK,CROSS COUNTRY,,Other
8/11/2017,945,17/FA,0,Neenah,WI,F,,,,,SWIMMING,,,Presbyterian
8/11/2017,946,17/FA,0,Maquoketa,AK,F,,,,,,,,
8/11/2017,948,17/FA,0,Glen Carbon,IL,M,28,,28,3.95,GOLF,VOLLEYBALL,BASKETBALL,Roman Catholic
8/11/2017,949,17/FA,0,Ackworth,IA,M,26,,26,3.85,TRACK,BASKETBALL,,Roman Catholic
8/11/2017,961,17/FA,0,Chicago,IL,F,17,,17,3.48,VOLLEYBALL,,,Roman Catholic
8/11/2017,966,17/FA,0,Richland Center,WI,F,,,,4,SOFTBALL,,,Roman Catholic
8/11/2017,969,17/FA,0,Wheaton,IL,M,23,,23,3.32,BASKETBALL,,,
8/11/2017,970,17/FA,0,Bellwood,IL,F,,,,,VOLLEYBALL,,,
8/11/2017,980,17/FA,0,Plainfield,IL,F,29,,29,4,BASKETBALL,SOFTBALL,,Roman Catholic
8/11/2017,993,17/FA,0,Oneida,IL,M,21,,21,3.29,TRACK,CROSS COUNTRY,,Roman Catholic
8/11/2017,994,17/FA,0,Chicago,IL,F,20,,20,4,TRACK,,,Other
8/11/2017,997,17/FA,0,Neenah,WI,M,,,,,BASEBALL,,,
8/11/2017,1000,17/FA,0,Clewiston,FL,M,20,,20,3.46,FOOTBALL,,,Baptist
8/11/2017,1001,17/FA,1,Libertyville,IL,F,23,,23,3.39,SOCCER,,,Christian
8/11/2017,1005,17/FA,0,Plainfield,IL,F,,,,,SOFTBALL,,,Christian
8/11/2017,1022,17/FA,0,Charles City,IA,M,25,,25,3.77,WRESTLING,FOOTBALL,,Methodist
8/11/2017,1036,17/FA,0,Milwaukee,WI,M,,,,,TRACK,CROSS COUNTRY,,Baptist
8/11/2017,1041,17/FA,0,Morton Grove,IL,M,,,,,,,,Christian
8/11/2017,1050,17/FA,1,Cali,,M,,,,3.2,SOCCER,,,Roman Catholic
8/11/2017,1052,17/FA,1,Mesa,AZ,M,23,1060,23,2.72,BASKETBALL,,,Roman Catholic
8/11/2017,1053,17/FA,0,Somerset,WI,F,24,,24,4,BASKETBALL,SOFTBALL,VOLLEYBALL,Lutheran
8/11/2017,1055,17/FA,1,Dubuque,IA,M,25,,25,2.55,,,,Christian
8/11/2017,1056,17/FA,1,Peosta,IA,M,18,,18,2.975,GOLF,,,Roman Catholic
8/11/2017,1057,17/FA,0,Scottsdale,AZ,F,,1080,21,3.405,BASKETBALL,,,Roman Catholic
8/11/2017,1061,17/FA,1,Elgin,IL,M,22,,22,2.507,FOOTBALL,,,
8/11/2017,1063,17/FA,0,Platteville,WI,M,16,,16,2.97,BASEBALL,FOOTBALL,BASKETBALL,Methodist
8/11/2017,1066,17/FA,0,Palos Heights,IL,M,,,,,BASEBALL,,,Roman Catholic
8/11/2017,1070,17/FA,0,Cicero,IL,M,25,,25,3.12,BASKETBALL,VOLLEYBALL,,Christian
8/11/2017,1076,17/FA,0,Saint Peters,MO,M,28,,28,2.86,VOLLEYBALL,,,Roman Catholic
8/11/2017,1084,17/FA,1,Ossian,IA,F,25,,25,3.556,,,,Roman Catholic
8/11/2017,1085,17/FA,0,Lemont,IL,F,,,,3.08,CROSS COUNTRY,TRACK,,
8/11/2017,1108,17/FA,0,Brooklyn,IA,F,,,,,,,,Christian
8/11/2017,1109,17/FA,0,Mokena,IL,F,24,,24,3.92,BASKETBALL,,,Christian
8/11/2017,1110,17/FA,0,Vinton,IA,M,28,,28,3.39,SWIMMING,,,Roman Catholic
8/11/2017,1121,17/FA,1,Pleasant Prairie,WI,F,20,,20,3,CROSS COUNTRY,LACROSSE,,Roman Catholic
8/11/2017,1131,17/FA,0,Chicago,IL,F,,,,4,LACROSSE,BASKETBALL,,Roman Catholic
8/11/2017,1137,17/FA,0,Algonquin,IL,F,29,,29,3.82,TRACK,,,Other
8/11/2017,1141,17/FA,0,Batavia,IL,M,18,,18,2.75,SWIMMING,,,Roman Catholic
8/11/2017,1147,17/FA,0,Moline,IL,M,17,,17,1.7,FOOTBALL,,,Roman Catholic
8/11/2017,1151,17/FA,1,Chicago,IL,M,29,,29,4,VOLLEYBALL,,,Roman Catholic
